2023 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
Southwick-Tolland-Granville Regional School District,07660000,1,1,100.0,       3,       3,100.0,     125,     110,88.0
Spencer-E Brookfield,07670000,1,1,100.0,       4,       2,50.0,     110,      94,85.5
Springfield,02810000,1,1,100.0,      60,      57,95.0,"   2,308","   1,877",81.3
Springfield International Charter (District),04410000,1,1,100.0,       4,       3,75.0,      93,      62,66.7
Springfield Preparatory Charter School (District),35100000,1,1,100.0,       1,       1,100.0,      35,      31,88.6
Stoneham,02840000,1,0,0.0,       5,       3,60.0,     204,     171,83.8
Stoughton,02850000,1,1,100.0,       8,       7,87.5,     313,     283,90.4
Sturbridge,02870000,1,0,0.0,       1,       1,100.0,      70,      65,92.9
Sturgis Charter Public (District),04890000,1,1,100.0,       2,       2,100.0,     104,      90,86.5
Sudbury,02880000,1,1,100.0,       5,       4,80.0,     210,     182,86.7
Sunderland,02890000,1,1,100.0,       1,       1,100.0,      28,      18,64.3
Sutton,02900000,1,0,0.0,       4,       4,100.0,     104,      99,95.2
Swampscott,02910000,1,1,100.0,       5,       3,60.0,     195,     172,88.2
Swansea,02920000,1,1,100.0,       6,       5,83.3,     156,     138,88.5
TEC Connections Academy Commonwealth Virtual School District,39020000,1,1,100.0,       3,       1,33.3,     105,      92,87.6
Tantasqua,07700000,1,0,0.0,       3,       3,100.0,     144,     127,88.2
Taunton,02930000,1,1,100.0,      12,      10,83.3,     557,     488,87.6
Tewksbury,02950000,1,0,0.0,       7,       5,71.4,     256,     232,90.6
Tisbury,02960000,1,0,0.0,       1,       1,100.0,      49,      40,81.6
Topsfield,02980000,1,1,100.0,       2,       2,100.0,      61,      51,83.6
Tri-County Regional Vocational Technical,08780000,1,1,100.0,       1,       1,100.0,      90,      77,85.6
Triton,07730000,1,1,100.0,       5,       5,100.0,     205,     172,83.9
Truro,03000000,1,1,100.0,       1,       1,100.0,      21,      17,81.0
Tyngsborough,03010000,1,1,100.0,       3,       3,100.0,     130,     119,91.5
UP Academy Charter School of Boston (District),04800000,1,0,0.0,       2,       1,50.0,      33,      22,66.7
UP Academy Charter School of Dorchester (District),35050000,1,1,100.0,       1,       1,100.0,      46,      34,73.9
Up-Island Regional,07740000,1,0,0.0,       2,       2,100.0,      58,      54,93.1
Upper Cape Cod Regional Vocational Technical,08790000,1,1,100.0,       1,       0,0.0,      82,      71,86.6
Uxbridge,03040000,1,0,0.0,       3,       3,100.0,     138,     122,88.4
Veritas Preparatory Charter School (District),04980000,1,1,100.0,       1,       1,100.0,      44,      25,56.8
Wachusett,07750000,1,0,0.0,      13,       9,69.2,     467,     418,89.5
Wakefield,03050000,1,1,100.0,       7,       7,100.0,     278,     246,88.5
Wales,03060000,1,0,0.0,       1,       0,0.0,      13,      10,76.9
Walpole,03070000,1,1,100.0,       8,       8,100.0,     301,     275,91.4
Waltham,03080000,1,1,100.0,      10,       7,70.0,     568,     482,84.9
Ware,03090000,1,1,100.0,       3,       3,100.0,      90,      78,86.7
Wareham,03100000,1,0,0.0,       5,       4,80.0,     193,     167,86.5
Watertown,03140000,1,1,100.0,       5,       4,80.0,     287,     247,86.1
Wayland,03150000,1,1,100.0,       5,       4,80.0,     252,     235,93.3
Webster,03160000,1,1,100.0,       3,       1,33.3,     147,     126,85.7
Wellesley,03170000,1,1,100.0,      10,       9,90.0,     414,     357,86.2
Wellfleet,03180000,1,1,100.0,       1,       1,100.0,      14,       9,64.3
West Boylston,03220000,1,1,100.0,       2,       2,100.0,      86,      71,82.6
West Bridgewater,03230000,1,1,100.0,       3,       3,100.0,      95,      88,92.6
West Springfield,03320000,1,0,0.0,       9,       6,66.7,     351,     316,90.0
Westborough,03210000,1,1,100.0,       6,       6,100.0,     366,     314,85.8
Westfield,03250000,1,1,100.0,      14,      11,78.6,     416,     363,87.3
Westford,03260000,1,1,100.0,       9,       7,77.8,     381,     344,90.3
Westhampton,03270000,1,1,100.0,       1,       1,100.0,      18,      15,83.3
Weston,03300000,1,1,100.0,       5,       4,80.0,     189,     163,86.2
Westport,03310000,1,1,100.0,       3,       3,100.0,     123,     101,82.1
Westwood,03350000,1,1,100.0,       8,       7,87.5,     250,     218,87.2
Weymouth,03360000,1,1,100.0,      11,       8,72.7,     468,     400,85.5
Whately,03370000,1,1,100.0,       1,       1,100.0,      18,      15,83.3
Whitman-Hanson,07800000,1,1,100.0,       7,       6,85.7,     254,     230,90.6
Whittier Regional Vocational Technical,08850000,1,1,100.0,       1,       1,100.0,     118,     109,92.4
Williamsburg,03400000,1,1,100.0,       1,       1,100.0,      20,      12,60.0
Wilmington,03420000,1,1,100.0,       8,       5,62.5,     272,     242,89.0
Winchendon,03430000,1,1,100.0,       5,       3,60.0,      86,      75,87.2
Winchester,03440000,1,1,100.0,       7,       7,100.0,     376,     332,88.3
Winthrop,03460000,1,1,100.0,       5,       4,80.0,     158,     131,82.9
Woburn,03470000,1,1,100.0,      10,       8,80.0,     372,     332,89.2
Worcester,03480000,1,0,0.0,      53,      45,84.9,"   2,027","   1,620",79.9
Worthington,03490000,1,1,100.0,       1,       1,100.0,       8,       7,87.5
Wrentham,03500000,1,1,100.0,       2,       2,100.0,      83,      75,90.4
State Totals,00000000,396,330,83.3,"   1,906","   1,511",79.3,"  79,096","  66,949",84.6
State Totals,00000000,346,295,85.3,"   1,916","   1,583",82.6,"  79,124","  70,160",88.7
