2023 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
Holyoke,01370000,1,1,100.0,      15,      10,66.7,     456,     307,67.3
Holyoke Community Charter (District),04530000,1,1,100.0,       1,       1,100.0,      44,      32,72.7
Hoosac Valley Regional,06030000,1,1,100.0,       3,       3,100.0,      88,      60,68.2
Hopedale,01380000,1,1,100.0,       3,       3,100.0,      99,      84,84.8
Hopkinton,01390000,1,1,100.0,       5,       4,80.0,     307,     277,90.2
Hudson,01410000,1,1,100.0,       5,       5,100.0,     233,     206,88.4
Hull,01420000,1,1,100.0,       3,       1,33.3,      81,      65,80.2
Innovation Academy Charter (District),04350000,1,1,100.0,       2,       0,0.0,      74,      51,68.9
Ipswich,01440000,1,1,100.0,       4,       4,100.0,     163,     145,89.0
KIPP Academy Boston Charter School (District),04630000,1,1,100.0,       1,       1,100.0,      49,      27,55.1
KIPP Academy Lynn Charter (District),04290000,1,1,100.0,       3,       2,66.7,     114,      85,74.6
King Philip,06900000,1,1,100.0,       2,       2,100.0,     138,     124,89.9
Kingston,01450000,1,1,100.0,       2,       2,100.0,      69,      60,87.0
Lawrence,01490000,1,1,100.0,      35,      31,88.6,"   1,158",     818,70.6
Lawrence Family Development Charter (District),04540000,1,1,100.0,       1,       1,100.0,      58,      24,41.4
Learning First Charter Public School (District),04860000,1,1,100.0,       2,       2,100.0,      39,      19,48.7
Lee,01500000,1,1,100.0,       2,       2,100.0,      74,      60,81.1
Leicester,01510000,1,0,0.0,       3,       2,66.7,     103,      85,82.5
Lenox,01520000,1,1,100.0,       2,       1,50.0,      82,      71,86.6
Leominster,01530000,1,1,100.0,      10,       8,80.0,     443,     381,86.0
Leverett,01540000,1,1,100.0,       1,       1,100.0,      16,      12,75.0
Lexington,01550000,1,1,100.0,      10,       6,60.0,     644,     565,87.7
Libertas Academy Charter School (District),35140000,1,1,100.0,       1,       1,100.0,      45,      24,53.3
Lincoln,01570000,1,1,100.0,       4,       4,100.0,     129,     113,87.6
Lincoln-Sudbury,06950000,1,1,100.0,       1,       1,100.0,     141,     123,87.2
Littleton,01580000,1,1,100.0,       4,       4,100.0,     124,     109,87.9
Longmeadow,01590000,1,1,100.0,       6,       5,83.3,     258,     222,86.0
Lowell,01600000,1,1,100.0,      30,      28,93.3,"   1,106",     997,90.1
Lowell Community Charter Public (District),04560000,1,1,100.0,       2,       0,0.0,      64,      46,71.9
Lowell Middlesex Academy Charter (District),04580000,1,1,100.0,       1,       1,100.0,       5,       4,80.0
Ludlow,01610000,1,1,100.0,       6,       5,83.3,     227,     200,88.1
Lunenburg,01620000,1,1,100.0,       5,       5,100.0,     117,     104,88.9
Lynn,01630000,1,0,0.0,      26,      18,69.2,"   1,216",     972,79.9
Lynnfield,01640000,1,1,100.0,       4,       4,100.0,     177,     160,90.4
Ma Academy for Math and Science,04680000,1,1,100.0,       1,       1,100.0,       6,       4,66.7
Malden,01650000,1,1,100.0,       7,       7,100.0,     493,     382,77.5
Manchester Essex Regional,06980000,1,1,100.0,       4,       3,75.0,     132,     114,86.4
Mansfield,01670000,1,1,100.0,       4,       3,75.0,     307,     287,93.5
Map Academy Charter School (District),35170000,2,2,100.0,       2,       2,100.0,      24,      20,83.3
Marblehead,01680000,1,1,100.0,       5,       3,60.0,     260,     228,87.7
Marblehead Community Charter Public (District),04640000,1,1,100.0,       1,       1,100.0,      21,      18,85.7
Marion,01690000,1,1,100.0,       1,       1,100.0,      35,      31,88.6
Marlborough,01700000,1,0,0.0,       6,       6,100.0,     397,     344,86.6
Marshfield,01710000,1,1,100.0,       7,       7,100.0,     347,     307,88.5
Martha's Vineyard,07000000,1,1,100.0,       1,       1,100.0,      82,      73,89.0
Martha's Vineyard Charter Public School (District),04660000,1,1,100.0,       1,       1,100.0,      23,      15,65.2
"Martin Luther King, Jr. Charter School of Excellence (District)",04920000,1,1,100.0,       1,       1,100.0,      40,      23,57.5
Masconomet,07050000,1,1,100.0,       2,       2,100.0,     137,     124,90.5
Mashpee,01720000,1,1,100.0,       3,       2,66.7,     139,     114,82.0
Match Charter Public School (District),04690000,1,1,100.0,       3,       2,66.7,     126,      74,58.7
Mattapoisett,01730000,1,1,100.0,       1,       0,0.0,      39,      36,92.3
Maynard,01740000,1,1,100.0,       4,       2,50.0,     118,     105,89.0
Medfield,01750000,1,1,100.0,       5,       5,100.0,     213,     194,91.1
Medford,01760000,1,1,100.0,       9,       6,66.7,     407,     353,86.7
Medway,01770000,1,1,100.0,       4,       4,100.0,     160,     128,80.0
Melrose,01780000,1,1,100.0,       8,       6,75.0,     284,     248,87.3
Mendon-Upton,07100000,1,1,100.0,       5,       4,80.0,     159,     136,85.5
Methuen,01810000,1,1,100.0,       5,       5,100.0,     537,     468,87.2
Middleborough,01820000,1,0,0.0,       6,       6,100.0,     222,     193,86.9
Middleton,01840000,1,1,100.0,       2,       1,50.0,      75,      59,78.7
Milford,01850000,1,1,100.0,       6,       5,83.3,     360,     318,88.3
Millbury,01860000,1,1,100.0,       3,       3,100.0,     131,     112,85.5
Millis,01870000,1,1,100.0,       3,       2,66.7,     105,      92,87.6
Milton,01890000,1,1,100.0,       6,       5,83.3,     334,     297,88.9
Minuteman Regional Vocational Technical,08300000,1,0,0.0,       1,       1,100.0,      79,      72,91.1
Mohawk Trail,07170000,1,1,100.0,       4,       3,75.0,      83,      69,83.1
Monomoy Regional School District,07120000,1,1,100.0,       4,       3,75.0,     178,     147,82.6
Monson,01910000,1,1,100.0,       3,       1,33.3,      86,      67,77.9
Montachusett Regional Vocational Technical,08320000,1,0,0.0,       1,       0,0.0,     115,     107,93.0
Mount Greylock,07150000,1,1,100.0,       3,       3,100.0,     117,      99,84.6
Mystic Valley Regional Charter (District),04700000,1,1,100.0,       1,       1,100.0,     101,      60,59.4
Nahant,01960000,1,1,100.0,       1,       1,100.0,      14,      10,71.4
Nantucket,01970000,1,1,100.0,       4,       4,100.0,     166,     131,78.9
Narragansett,07200000,1,1,100.0,       3,       3,100.0,     103,      89,86.4
Nashoba,07250000,1,1,100.0,       6,       4,66.7,     266,     234,88.0
Nashoba Valley Regional Vocational Technical,08520000,1,1,100.0,       1,       1,100.0,      66,      56,84.8
Natick,01980000,1,1,100.0,       9,       5,55.6,     472,     423,89.6
Nauset,06600000,1,1,100.0,       2,       0,0.0,     139,     126,90.6
Needham,01990000,1,1,100.0,       8,       7,87.5,     473,     414,87.5
Neighborhood House Charter (District),04440000,1,1,100.0,       3,       3,100.0,      83,      54,65.1
New Bedford,02010000,1,1,100.0,      26,      20,76.9,"   1,069",     916,85.7
New Heights Charter School of Brockton (District),35130000,1,1,100.0,       1,       1,100.0,      58,      36,62.1
New Salem-Wendell,07280000,1,1,100.0,       1,       1,100.0,      16,      14,87.5
Newburyport,02040000,1,1,100.0,       4,       4,100.0,     210,     181,86.2
Newton,02070000,1,0,0.0,      23,      21,91.3,"   1,158","   1,024",88.4
Norfolk,02080000,1,1,100.0,       2,       2,100.0,      87,      82,94.3
Norfolk County Agricultural,09150000,1,1,100.0,       1,       0,0.0,      58,      53,91.4
North Adams,02090000,1,1,100.0,       4,       1,25.0,     126,      97,77.0
North Andover,02110000,1,1,100.0,       8,       8,100.0,     336,     305,90.8
North Attleborough,02120000,1,1,100.0,       8,       6,75.0,     296,     255,86.1
North Brookfield,02150000,1,0,0.0,       2,       1,50.0,      47,      33,70.2
North Middlesex,07350000,1,1,100.0,       6,       5,83.3,     249,     218,87.6
North Reading,02170000,1,1,100.0,       5,       5,100.0,     214,     207,96.7
Northampton,02100000,1,0,0.0,       6,       3,50.0,     243,     210,86.4
Northampton-Smith Vocational Agricultural,04060000,1,1,100.0,       1,       1,100.0,      58,      51,87.9
Northboro-Southboro,07300000,1,1,100.0,       1,       1,100.0,     115,     105,91.3
Northborough,02130000,1,1,100.0,       5,       4,80.0,     139,     129,92.8
Northbridge,02140000,1,1,100.0,       4,       2,50.0,     171,     135,78.9
Northeast Metropolitan Regional Vocational Technical,08530000,1,1,100.0,       1,       1,100.0,     120,     104,86.7
Northern Berkshire Regional Vocational Technical,08510000,1,1,100.0,       1,       1,100.0,      46,      43,93.5
Norton,02180000,1,1,100.0,       5,       4,80.0,     204,     183,89.7
Norwell,02190000,1,1,100.0,       4,       3,75.0,     170,     149,87.6
Norwood,02200000,1,1,100.0,       8,       5,62.5,     317,     281,88.6
Oak Bluffs,02210000,1,0,0.0,       1,       1,100.0,      63,      53,84.1
Old Colony Regional Vocational Technical,08550000,1,1,100.0,       1,       1,100.0,      60,      52,86.7
Old Rochester,07400000,1,1,100.0,       2,       2,100.0,      91,      86,94.5
Old Sturbridge Academy Charter Public School (District),35150000,1,1,100.0,       1,       1,100.0,      22,      15,68.2
Orange,02230000,1,1,100.0,       1,       0,0.0,      38,      24,63.2
Orleans,02240000,1,1,100.0,       1,       1,100.0,      23,      23,100.0
Oxford,02260000,1,1,100.0,       4,       2,50.0,     143,     122,85.3
Palmer,02270000,1,1,100.0,       2,       1,50.0,     114,      86,75.4
Pathfinder Regional Vocational Technical,08600000,1,1,100.0,       1,       1,100.0,      71,      57,80.3
Paulo Freire Social Justice Charter School (District),35010000,NR,NR,NR,NR,NR,NR,NR,NR,NR
Peabody,02290000,1,1,100.0,      11,       8,72.7,     458,     396,86.5
Pelham,02300000,1,1,100.0,       1,       1,100.0,      17,      14,82.4
Pembroke,02310000,1,1,100.0,       5,       5,100.0,     186,     170,91.4
Pentucket,07450000,1,1,100.0,       5,       4,80.0,     193,     164,85.0
Petersham,02340000,1,1,100.0,       1,       1,100.0,      13,       7,53.8
"Phoenix Academy Charter Public High School, Chelsea (District)",04930000,1,1,100.0,       1,       1,100.0,      13,       6,46.2
"Phoenix Academy Public Charter High School, Lawrence (District)",35180000,1,1,100.0,       1,       1,100.0,      15,       6,40.0
"Phoenix Academy Public Charter High School, Springfield (District)",35080000,1,1,100.0,       1,       1,100.0,       9,       3,33.3
Pioneer Charter School of Science (District),04940000,1,1,100.0,       2,       2,100.0,      77,      54,70.1
Pioneer Charter School of Science II (District),35060000,1,1,100.0,       1,       1,100.0,      35,      28,80.0
Pioneer Valley,07500000,1,1,100.0,       3,       0,0.0,      63,      53,84.1
Pioneer Valley Chinese Immersion Charter (District),04970000,1,1,100.0,       1,       1,100.0,      73,      51,69.9
Pioneer Valley Performing Arts Charter Public (District),04790000,1,1,100.0,       1,       1,100.0,      43,      28,65.1
Pittsfield,02360000,1,1,100.0,      15,      10,66.7,     513,     421,82.1
Plainville,02380000,1,0,0.0,       2,       2,100.0,      48,      48,100.0
Plymouth,02390000,1,1,100.0,      13,      12,92.3,     652,     576,88.3
Plympton,02400000,1,1,100.0,       1,       1,100.0,      22,      20,90.9
Prospect Hill Academy Charter (District),04870000,1,1,100.0,       3,       3,100.0,     114,      69,60.5
Provincetown,02420000,1,0,0.0,       1,       0,0.0,      26,      21,80.8
Quabbin,07530000,1,1,100.0,       6,       4,66.7,     149,     127,85.2
Quaboag Regional,07780000,1,0,0.0,       3,       3,100.0,      97,      78,80.4
Quincy,02430000,1,1,100.0,      19,      17,89.5,     754,     677,89.8
Ralph C Mahar,07550000,1,1,100.0,       1,       1,100.0,      58,      48,82.8
Randolph,02440000,1,1,100.0,       6,       6,100.0,     249,     198,79.5
Reading,02460000,1,1,100.0,       9,       6,66.7,     341,     301,88.3
Revere,02480000,1,1,100.0,      12,       9,75.0,     606,     516,85.1
Richmond,02490000,1,1,100.0,       1,       0,0.0,      22,      19,86.4
Rising Tide Charter Public (District),04830000,1,1,100.0,       2,       0,0.0,      59,      39,66.1
River Valley Charter (District),04820000,1,1,100.0,       1,       1,100.0,      23,      21,91.3
Rochester,02500000,1,1,100.0,       1,       1,100.0,      42,      38,90.5
Rockland,02510000,1,1,100.0,       5,       5,100.0,     186,     162,87.1
Rockport,02520000,1,0,0.0,       3,       2,66.7,      91,      85,93.4
Rowe,02530000,1,1,100.0,       1,       1,100.0,      10,       9,90.0
Roxbury Preparatory Charter (District),04840000,1,0,0.0,       5,       3,60.0,     108,      54,50.0
Salem,02580000,1,1,100.0,      11,       8,72.7,     392,     278,70.9
Salem Academy Charter (District),04850000,1,1,100.0,       2,       0,0.0,      50,      33,66.0
Sandwich,02610000,1,0,0.0,       3,       3,100.0,     214,     189,88.3
Saugus,02620000,1,1,100.0,       4,       3,75.0,     171,     137,80.1
Savoy,02630000,1,1,100.0,       1,       1,100.0,       7,       7,100.0
Scituate,02640000,1,1,100.0,       6,       4,66.7,     248,     219,88.3
Seekonk,02650000,1,1,100.0,       4,       3,75.0,     180,     163,90.6
Sharon,02660000,1,1,100.0,       6,       5,83.3,     269,     235,87.4
Shawsheen Valley Regional Vocational Technical,08710000,1,0,0.0,       1,       1,100.0,     131,     124,94.7
Sherborn,02690000,1,0,0.0,       1,       1,100.0,      32,      28,87.5
Shrewsbury,02710000,1,1,100.0,       9,       6,66.7,     448,     398,88.8
Shutesbury,02720000,1,1,100.0,       1,       1,100.0,      15,      13,86.7
Silver Lake,07600000,1,1,100.0,       2,       1,50.0,     144,     124,86.1
Sizer School: A North Central Charter Essential (District),04740000,1,1,100.0,       1,       0,0.0,      43,      23,53.5
Somerset,02730000,1,1,100.0,       4,       4,100.0,     131,     117,89.3
Somerset Berkley Regional School District,07630000,1,1,100.0,       1,       1,100.0,      79,      70,88.6
Somerville,02740000,1,0,0.0,      10,       5,50.0,     446,     365,81.8
South Hadley,02780000,1,0,0.0,       4,       2,50.0,     151,     136,90.1
South Middlesex Regional Vocational Technical,08290000,1,1,100.0,       1,       1,100.0,      89,      73,82.0
South Shore Charter Public (District),04880000,1,1,100.0,       1,       1,100.0,     104,      85,81.7
South Shore Regional Vocational Technical,08730000,1,1,100.0,       1,       1,100.0,      64,      58,90.6
Southampton,02750000,1,1,100.0,       1,       1,100.0,      39,      36,92.3
Southborough,02760000,1,1,100.0,       4,       4,100.0,     113,     101,89.4
Southbridge,02770000,1,1,100.0,       6,       3,50.0,     164,      97,59.1
Southeastern Regional Vocational Technical,08720000,1,0,0.0,       1,       1,100.0,     121,     100,82.6
Southern Berkshire,07650000,1,1,100.0,       2,       2,100.0,      79,      69,87.3
Southern Worcester County Regional Vocational School District,08760000,1,1,100.0,       1,       1,100.0,     115,     107,93.0
