2024 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
Richmond,02490000,1.0,0.0,0.0,       1,       1,100.0,      21,      16,76.2
Rising Tide Charter Public (District),04830000,1.0,1.0,100.0,       2,       0,0.0,      62,      47,75.8
River Valley Charter (District),04820000,1.0,1.0,100.0,       1,       0,0.0,      24,      18,75.0
Rochester,02500000,1.0,1.0,100.0,       1,       0,0.0,      42,      35,83.3
Rockland,02510000,1.0,1.0,100.0,       5,       4,80.0,     186,     151,81.2
Rockport,02520000,1.0,1.0,100.0,       4,       3,75.0,      94,      77,81.9
Rowe,02530000,1.0,1.0,100.0,       1,       1,100.0,       9,       8,88.9
Roxbury Preparatory Charter (District),04840000,1.0,0.0,0.0,       5,       5,100.0,     120,      45,37.5
Salem,02580000,1.0,1.0,100.0,      11,       8,72.7,     387,     307,79.3
Salem Academy Charter (District),04850000,1.0,1.0,100.0,       1,       1,100.0,      52,      36,69.2
Sandwich,02610000,1.0,1.0,100.0,       3,       2,66.7,     219,     180,82.2
Saugus,02620000,1.0,1.0,100.0,       5,       3,60.0,     185,     146,78.9
Savoy,02630000,1.0,1.0,100.0,       1,       1,100.0,       9,       7,77.8
Scituate,02640000,1.0,1.0,100.0,       6,       5,83.3,     246,     215,87.4
Seekonk,02650000,1.0,0.0,0.0,       5,       5,100.0,     176,     162,92.0
Sharon,02660000,1.0,1.0,100.0,       6,       4,66.7,     273,     249,91.2
Shawsheen Valley Regional Vocational Technical,08710000,1.0,1.0,100.0,       1,       1,100.0,     131,     121,92.4
Sherborn,02690000,1.0,1.0,100.0,       1,       1,100.0,      36,      32,88.9
Shrewsbury,02710000,1.0,1.0,100.0,       9,       8,88.9,     448,     400,89.3
Shutesbury,02720000,1.0,1.0,100.0,       1,       1,100.0,      19,      19,100.0
Silver Lake,07600000,1.0,1.0,100.0,       2,       2,100.0,     134,     117,87.3
Sizer School: A North Central Charter Essential (District),04740000,1.0,1.0,100.0,       1,       1,100.0,      41,      27,65.9
Somerset,02730000,1.0,1.0,100.0,       4,       3,75.0,     136,     122,89.7
Somerset Berkley Regional School District,07630000,1.0,1.0,100.0,       1,       1,100.0,      81,      72,88.9
Somerville,02740000,1.0,0.0,0.0,      10,       7,70.0,     460,     396,86.1
South Hadley,02780000,1.0,1.0,100.0,       4,       4,100.0,     157,     136,86.6
South Middlesex Regional Vocational Technical,08290000,1.0,1.0,100.0,       1,       1,100.0,      88,      80,90.9
South Shore Charter Public (District),04880000,1.0,1.0,100.0,       1,       1,100.0,     100,      83,83.0
South Shore Regional Vocational Technical,08730000,1.0,1.0,100.0,       1,       0,0.0,      68,      52,76.5
Southampton,02750000,1.0,1.0,100.0,       1,       1,100.0,      42,      38,90.5
Southborough,02760000,1.0,1.0,100.0,       4,       4,100.0,     118,     108,91.5
Southbridge,02770000,1.0,1.0,100.0,       6,       3,50.0,     156,     108,69.2
Southeastern Regional Vocational Technical,08720000,1.0,1.0,100.0,       1,       1,100.0,     125,     111,88.8
Southern Berkshire,07650000,1.0,1.0,100.0,       2,       2,100.0,      79,      71,89.9
Southern Worcester County Regional Vocational School District,08760000,1.0,1.0,100.0,       1,       0,0.0,     117,     102,87.2
Southwick-Tolland-Granville Regional School District,07660000,1.0,1.0,100.0,       3,       1,33.3,     122,     104,85.2
Spencer-E Brookfield,07670000,1.0,1.0,100.0,       4,       4,100.0,     113,     102,90.3
Springfield,02810000,1.0,1.0,100.0,      62,      51,82.3,"   2,304","   1,918",83.2
Springfield International Charter (District),04410000,1.0,1.0,100.0,       4,       4,100.0,     102,      65,63.7
Springfield Preparatory Charter School (District),35100000,1.0,1.0,100.0,       1,       0,0.0,      48,      30,62.5
Stoneham,02840000,1.0,1.0,100.0,       5,       5,100.0,     209,     183,87.6
Stoughton,02850000,1.0,0.0,0.0,       8,       7,87.5,     322,     282,87.6
Sturbridge,02870000,1.0,1.0,100.0,       1,       1,100.0,      74,      68,91.9
Sturgis Charter Public (District),04890000,1.0,1.0,100.0,       2,       2,100.0,     101,      86,85.1
Sudbury,02880000,1.0,1.0,100.0,       5,       4,80.0,     212,     194,91.5
Sunderland,02890000,1.0,1.0,100.0,       1,       1,100.0,      26,      23,88.5
Sutton,02900000,1.0,1.0,100.0,       4,       2,50.0,     103,      96,93.2
Swampscott,02910000,1.0,1.0,100.0,       5,       3,60.0,     194,     170,87.6
Swansea,02920000,1.0,1.0,100.0,       6,       5,83.3,     151,     137,90.7
TEC Connections Academy Commonwealth Virtual School District,39020000,1.0,1.0,100.0,       1,       1,100.0,     119,     104,87.4
Tantasqua,07700000,1.0,1.0,100.0,       3,       2,66.7,     142,     127,89.4
Taunton,02930000,1.0,1.0,100.0,      12,      11,91.7,     555,     495,89.2
Tewksbury,02950000,1.0,1.0,100.0,       7,       6,85.7,     259,     231,89.2
Tisbury,02960000,1.0,1.0,100.0,       1,       1,100.0,      47,      42,89.4
Topsfield,02980000,1.0,1.0,100.0,       2,       2,100.0,      60,      55,91.7
Tri-County Regional Vocational Technical,08780000,1.0,1.0,100.0,       1,       0,0.0,      85,      78,91.8
Triton,07730000,1.0,1.0,100.0,       5,       5,100.0,     208,     195,93.8
Truro,03000000,1.0,1.0,100.0,       1,       1,100.0,      21,      18,85.7
Tyngsborough,03010000,1.0,1.0,100.0,       3,       3,100.0,     131,     119,90.8
UP Academy Charter School of Boston (District),04800000,1.0,0.0,0.0,       1,       1,100.0,      38,      25,65.8
UP Academy Charter School of Dorchester (District),35050000,1.0,1.0,100.0,       1,       1,100.0,      61,      38,62.3
Up-Island Regional,07740000,1.0,1.0,100.0,       2,       2,100.0,      61,      54,88.5
Upper Cape Cod Regional Vocational Technical,08790000,1.0,1.0,100.0,       1,       1,100.0,      85,      79,92.9
Uxbridge,03040000,1.0,1.0,100.0,       3,       2,66.7,     137,     123,89.8
Veritas Preparatory Charter School (District),04980000,1.0,1.0,100.0,       1,       0,0.0,      58,      34,58.6
Wachusett,07750000,1.0,1.0,100.0,      13,      10,76.9,     484,     431,89.0
Wakefield,03050000,1.0,1.0,100.0,       7,       7,100.0,     288,     266,92.4
Wales,03060000,1.0,1.0,100.0,       1,       1,100.0,      13,      10,76.9
Walpole,03070000,1.0,1.0,100.0,       8,       7,87.5,     320,     287,89.7
Waltham,03080000,1.0,0.0,0.0,      10,       9,90.0,     564,     482,85.5
Ware,03090000,1.0,0.0,0.0,       3,       2,66.7,      94,      84,89.4
Wareham,03100000,1.0,1.0,100.0,       4,       4,100.0,     193,     169,87.6
Warwick,03120000,,,,,,,,,
Watertown,03140000,1.0,1.0,100.0,       5,       5,100.0,     291,     247,84.9
Wayland,03150000,1.0,0.0,0.0,       6,       5,83.3,     253,     226,89.3
Webster,03160000,1.0,0.0,0.0,       3,       3,100.0,     149,     128,85.9
Wellesley,03170000,1.0,1.0,100.0,      10,      10,100.0,     401,     362,90.3
Wellfleet,03180000,1.0,1.0,100.0,       1,       0,0.0,      13,      11,84.6
West Boylston,03220000,1.0,1.0,100.0,       2,       2,100.0,      86,      81,94.2
West Bridgewater,03230000,1.0,1.0,100.0,       3,       3,100.0,     103,      94,91.3
West Springfield,03320000,1.0,0.0,0.0,       9,       7,77.8,     358,     318,88.8
Westborough,03210000,1.0,1.0,100.0,       6,       6,100.0,     349,     311,89.1
Westfield,03250000,1.0,1.0,100.0,      14,       9,64.3,     435,     366,84.1
Westford,03260000,1.0,1.0,100.0,       9,       9,100.0,     386,     351,90.9
Westhampton,03270000,1.0,1.0,100.0,       1,       0,0.0,      15,      13,86.7
Weston,03300000,1.0,0.0,0.0,       5,       3,60.0,     191,     168,88.0
Westport,03310000,1.0,1.0,100.0,       3,       2,66.7,     123,     110,89.4
Westwood,03350000,1.0,0.0,0.0,       8,       7,87.5,     253,     220,87.0
Weymouth,03360000,1.0,1.0,100.0,      11,      10,90.9,     464,     405,87.3
Whately,03370000,1.0,1.0,100.0,       1,       1,100.0,      17,      16,94.1
Whitman-Hanson,07800000,1.0,1.0,100.0,       7,       6,85.7,     258,     234,90.7
Whittier Regional Vocational Technical,08850000,1.0,1.0,100.0,       1,       1,100.0,     123,     110,89.4
Williamsburg,03400000,1.0,1.0,100.0,       1,       1,100.0,      17,      15,88.2
Wilmington,03420000,1.0,1.0,100.0,       9,       8,88.9,     280,     243,86.8
Winchendon,03430000,1.0,0.0,0.0,       5,       1,20.0,      94,      76,80.9
Winchester,03440000,1.0,1.0,100.0,       8,       6,75.0,     376,     327,87.0
Winthrop,03460000,1.0,1.0,100.0,       4,       3,75.0,     153,     129,84.3
Woburn,03470000,1.0,1.0,100.0,      10,       8,80.0,     376,     343,91.2
Worcester,03480000,1.0,1.0,100.0,      59,      45,76.3,"   2,007","   1,732",86.3
Worcester Cultural Academy Charter Public School (District),35190000,,,,,,,,,
Worthington,03490000,1.0,1.0,100.0,       1,       1,100.0,      11,       9,81.8
Wrentham,03500000,1.0,1.0,100.0,       2,       2,100.0,      83,      77,92.8
State Totals,00000000,397.0,334.0,84.1,"   1,915","   1,565",81.7,"  80,104","  68,695",85.8
State Totals,00000000,345.0,294.0,85.2,"   1,910","   1,631",85.4,"  79,874","  71,514",89.5
