2022 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
Clarksburg,00630000,1,1,100.0,       1,       1,100.0,      17,      16,94.1
Clinton,00640000,1,1,100.0,       3,       3,100.0,     154,     135,87.7
Codman Academy Charter Public (District),04380000,1,1,100.0,       1,       1,100.0,      52,      40,76.9
Cohasset,00650000,1,1,100.0,       4,       4,100.0,     129,     112,86.8
Collegiate Charter School of Lowell (District),35030000,1,1,100.0,       1,       1,100.0,      48,      31,64.6
Community Charter School of Cambridge (District),04360000,1,1,100.0,       2,       1,50.0,      43,      23,53.5
Community Day Charter Public School - Gateway (District),04260000,1,1,100.0,       5,       5,100.0,      43,      31,72.1
Community Day Charter Public School - Prospect (District),04400000,1,1,100.0,       4,       3,75.0,      43,      35,81.4
Community Day Charter Public School - R. Kingman Webster (District),04310000,1,1,100.0,       4,       4,100.0,      41,      30,73.2
Concord,00670000,1,1,100.0,       4,       4,100.0,     178,     156,87.6
Concord-Carlisle,06400000,1,1,100.0,       1,       1,100.0,     113,     102,90.3
Conservatory Lab Charter (District),04390000,1,1,100.0,       1,       1,100.0,      30,      21,70.0
Conway,00680000,1,1,100.0,       1,       1,100.0,      18,      14,77.8
Danvers,00710000,1,1,100.0,       7,       5,71.4,     269,     239,88.8
Dartmouth,00720000,1,1,100.0,       7,       7,100.0,     285,     256,89.8
Dedham,00730000,1,1,100.0,       7,       6,85.7,     237,     213,89.9
Deerfield,00740000,1,1,100.0,       1,       1,100.0,      40,      33,82.5
Dennis-Yarmouth,06450000,1,1,100.0,       6,       5,83.3,     281,     251,89.3
Dighton-Rehoboth,06500000,1,1,100.0,       5,       4,80.0,     215,     190,88.4
Douglas,00770000,1,1,100.0,       4,       3,75.0,     101,      92,91.1
Dover,00780000,1,0,0.0,       1,       1,100.0,      44,      37,84.1
Dover-Sherborn,06550000,1,0,0.0,       2,       2,100.0,     118,     106,89.8
Dracut,00790000,1,1,100.0,       6,       5,83.3,     237,     204,86.1
Dudley Street Neighborhood Charter School (District),04070000,1,1,100.0,       1,       1,100.0,      22,      19,86.4
Dudley-Charlton Reg,06580000,1,1,100.0,       7,       5,71.4,     279,     255,91.4
Duxbury,00820000,1,0,0.0,       4,       4,100.0,     243,     211,86.8
East Bridgewater,00830000,1,1,100.0,       3,       2,66.7,     154,     141,91.6
East Longmeadow,00870000,1,1,100.0,       5,       3,60.0,     209,     192,91.9
Eastham,00850000,1,0,0.0,       1,       1,100.0,      29,      22,75.9
Easthampton,00860000,1,1,100.0,       4,       4,100.0,     117,     104,88.9
Easton,00880000,1,1,100.0,       6,       6,100.0,     253,     234,92.5
Edgartown,00890000,1,1,100.0,       1,       1,100.0,      56,      47,83.9
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),04520000,1,1,100.0,       1,       1,100.0,      39,      27,69.2
Erving,00910000,1,1,100.0,       1,       1,100.0,      18,      15,83.3
Essex North Shore Agricultural and Technical School District,08170000,1,1,100.0,       1,       1,100.0,     144,     125,86.8
Everett,00930000,1,1,100.0,      10,      10,100.0,     571,     486,85.1
Excel Academy Charter (District),04100000,1,1,100.0,       4,       3,75.0,     123,      85,69.1
Fairhaven,00940000,1,1,100.0,       4,       4,100.0,     132,     118,89.4
Fall River,00950000,1,0,0.0,      17,      14,82.4,     796,     665,83.5
Falmouth,00960000,1,1,100.0,       7,       7,100.0,     307,     267,87.0
Farmington River Reg,06620000,1,1,100.0,       1,       1,100.0,      14,      13,92.9
Fitchburg,00970000,1,1,100.0,       8,       5,62.5,     387,     330,85.3
Florida,00980000,1,1,100.0,       1,       0,0.0,      12,       9,75.0
Four Rivers Charter Public (District),04130000,1,0,0.0,       1,       0,0.0,      30,      26,86.7
Foxborough,00990000,1,1,100.0,       5,       5,100.0,     208,     191,91.8
Foxborough Regional Charter (District),04460000,1,0,0.0,       4,       4,100.0,     137,      95,69.3
Framingham,01000000,1,1,100.0,      15,      14,93.3,     791,     677,85.6
Francis W. Parker Charter Essential (District),04780000,1,1,100.0,       1,       1,100.0,      50,      42,84.0
Franklin,01010000,1,1,100.0,      11,       9,81.8,     396,     343,86.6
Franklin County Regional Vocational Technical,08180000,1,1,100.0,       1,       1,100.0,      54,      50,92.6
Freetown-Lakeville,06650000,1,1,100.0,       5,       4,80.0,     201,     179,89.1
Frontier,06700000,1,1,100.0,       1,       1,100.0,      58,      49,84.5
Gardner,01030000,1,1,100.0,       5,       5,100.0,     182,     166,91.2
Gateway,06720000,1,0,0.0,       2,       2,100.0,      82,      67,81.7
Georgetown,01050000,1,1,100.0,       2,       1,50.0,     105,      99,94.3
Gill-Montague,06740000,1,1,100.0,       4,       3,75.0,      87,      81,93.1
Global Learning Charter Public (District),04960000,1,1,100.0,       1,       1,100.0,      48,      38,79.2
Gloucester,01070000,1,1,100.0,       8,       8,100.0,     269,     228,84.8
Gosnold,01090000,1,0,0.0,       1,       0,0.0,       1,       0,0.0
Grafton,01100000,1,1,100.0,       6,       5,83.3,     258,     226,87.6
Granby,01110000,1,0,0.0,       2,       1,50.0,      67,      55,82.1
Greater Commonwealth Virtual District,39010000,1,1,100.0,       1,       1,100.0,      60,      54,90.0
Greater Fall River Regional Vocational Technical,08210000,1,1,100.0,       1,       1,100.0,     141,     133,94.3
Greater Lawrence Regional Vocational Technical,08230000,1,1,100.0,       1,       0,0.0,     150,     130,86.7
Greater Lowell Regional Vocational Technical,08280000,1,1,100.0,       1,       1,100.0,     195,     180,92.3
Greater New Bedford Regional Vocational Technical,08250000,1,0,0.0,       2,       0,0.0,     192,     182,94.8
Greenfield,01140000,1,0,0.0,       6,       4,66.7,     145,     113,77.9
Groton-Dunstable,06730000,1,1,100.0,       5,       3,60.0,     197,     177,89.8
Hadley,01170000,1,1,100.0,       2,       2,100.0,      45,      41,91.1
Halifax,01180000,1,1,100.0,       1,       1,100.0,      36,      34,94.4
Hamilton-Wenham,06750000,1,0,0.0,       5,       3,60.0,     145,     126,86.9
Hampden Charter School of Science East (District),04990000,1,1,100.0,       1,       1,100.0,      47,      38,80.9
Hampden Charter School of Science West (District),35160000,1,1,100.0,       1,       1,100.0,      33,      21,63.6
Hampden-Wilbraham,06800000,1,1,100.0,       6,       5,83.3,     226,     195,86.3
Hampshire,06830000,1,0,0.0,       1,       0,0.0,      74,      64,86.5
Hancock,01210000,1,1,100.0,       1,       1,100.0,       9,       8,88.9
Hanover,01220000,1,1,100.0,       4,       3,75.0,     207,     188,90.8
Harvard,01250000,1,1,100.0,       2,       2,100.0,      93,      82,88.2
Hatfield,01270000,1,0,0.0,       2,       2,100.0,      44,      40,90.9
Haverhill,01280000,1,1,100.0,      15,      11,73.3,     602,     504,83.7
Hawlemont,06850000,1,1,100.0,       1,       1,100.0,      11,       9,81.8
Helen Y. Davis Leadership Academy Charter Public (District),04190000,1,0,0.0,       1,       1,100.0,      19,      14,73.7
Hill View Montessori Charter Public (District),04550000,1,1,100.0,       1,       0,0.0,      24,      16,66.7
Hilltown Cooperative Charter Public (District),04500000,1,1,100.0,       1,       1,100.0,      22,      16,72.7
Hingham,01310000,1,0,0.0,       6,       3,50.0,     308,     288,93.5
Holbrook,01330000,1,1,100.0,       2,       1,50.0,     100,      88,88.0
Holland,01350000,1,1,100.0,       1,       1,100.0,      20,      17,85.0
Holliston,01360000,1,1,100.0,       4,       4,100.0,     218,     185,84.9
Holyoke,01370000,1,0,0.0,      13,       9,69.2,     431,     322,74.7
Holyoke Community Charter (District),04530000,1,1,100.0,       1,       1,100.0,      43,      26,60.5
Hoosac Valley Regional,06030000,1,1,100.0,       3,       2,66.7,      92,      69,75.0
Hopedale,01380000,1,1,100.0,       3,       3,100.0,      97,      79,81.4
Hopkinton,01390000,1,1,100.0,       5,       5,100.0,     300,     273,91.0
Hudson,01410000,1,1,100.0,       5,       4,80.0,     237,     211,89.0
Hull,01420000,1,1,100.0,       3,       3,100.0,      83,      73,88.0
Innovation Academy Charter (District),04350000,1,1,100.0,       2,       2,100.0,      71,      54,76.1
Ipswich,01440000,1,1,100.0,       4,       2,50.0,     160,     145,90.6
KIPP Academy Boston Charter School (District),04630000,1,0,0.0,       1,       1,100.0,      47,      33,70.2
KIPP Academy Lynn Charter (District),04290000,1,0,0.0,       4,       2,50.0,     116,      78,67.2
King Philip,06900000,1,1,100.0,       2,       2,100.0,     136,     118,86.8
Kingston,01450000,1,1,100.0,       2,       2,100.0,      64,      60,93.8
Lawrence,01490000,1,1,100.0,      32,      30,93.8,"   1,161",     958,82.5
Lawrence Family Development Charter (District),04540000,1,1,100.0,       1,       1,100.0,      62,      39,62.9
Learning First Charter Public School (District),04860000,1,1,100.0,       3,       1,33.3,      39,      31,79.5
Lee,01500000,1,1,100.0,       2,       1,50.0,      76,      69,90.8
Leicester,01510000,1,1,100.0,       3,       2,66.7,     104,      90,86.5
Lenox,01520000,1,0,0.0,       2,       2,100.0,      82,      73,89.0
Leominster,01530000,1,1,100.0,      10,      10,100.0,     382,     346,90.6
Leverett,01540000,1,1,100.0,       1,       1,100.0,      16,      14,87.5
Lexington,01550000,1,1,100.0,      10,       9,90.0,     659,     560,85.0
Libertas Academy Charter School (District),35140000,1,1,100.0,       1,       1,100.0,      28,      20,71.4
Lincoln,01570000,1,1,100.0,       4,       4,100.0,     130,     112,86.2
Lincoln-Sudbury,06950000,1,1,100.0,       1,       1,100.0,     142,     130,91.5
Littleton,01580000,1,1,100.0,       4,       4,100.0,     123,     102,82.9
Longmeadow,01590000,1,1,100.0,       6,       5,83.3,     252,     227,90.1
Lowell,01600000,1,1,100.0,      30,      28,93.3,"   1,101",     984,89.4
Lowell Community Charter Public (District),04560000,1,1,100.0,       2,       2,100.0,      66,      55,83.3
Lowell Middlesex Academy Charter (District),04580000,1,0,0.0,       1,       0,0.0,       7,       4,57.1
Ludlow,01610000,1,0,0.0,       5,       5,100.0,     221,     205,92.8
Lunenburg,01620000,1,1,100.0,       4,       3,75.0,     114,     103,90.4
Lynn,01630000,1,1,100.0,      25,      23,92.0,"   1,167","   1,016",87.1
Lynnfield,01640000,1,1,100.0,       4,       3,75.0,     174,     160,92.0
MATCH Charter Public School (District),04690000,1,1,100.0,       3,       2,66.7,     114,      84,73.7
Ma Academy for Math and Science,04680000,1,0,0.0,       1,       0,0.0,       6,       6,100.0
Malden,01650000,1,0,0.0,       7,       5,71.4,     476,     423,88.9
Manchester Essex Regional,06980000,1,1,100.0,       4,       4,100.0,     133,     119,89.5
Mansfield,01670000,1,1,100.0,       4,       4,100.0,     303,     286,94.4
Map Academy Charter School (District),35170000,2,2,100.0,       2,       2,100.0,      15,      11,73.3
Marblehead,01680000,1,1,100.0,       6,       5,83.3,     259,     238,91.9
Marblehead Community Charter Public (District),04640000,1,1,100.0,       1,       1,100.0,      22,      14,63.6
Marion,01690000,1,1,100.0,       1,       1,100.0,      33,      29,87.9
Marlborough,01700000,1,1,100.0,       6,       5,83.3,     400,     358,89.5
Marshfield,01710000,1,1,100.0,       7,       6,85.7,     346,     304,87.9
Martha's Vineyard,07000000,1,1,100.0,       1,       1,100.0,      79,      70,88.6
Martha's Vineyard Charter (District),04660000,1,1,100.0,       1,       1,100.0,      20,      19,95.0
Martin Luther King Jr. Charter School of Excellence (District),04920000,1,1,100.0,       1,       1,100.0,      41,      26,63.4
Masconomet,07050000,1,1,100.0,       2,       1,50.0,     136,     123,90.4
Mashpee,01720000,1,1,100.0,       3,       3,100.0,     148,     124,83.8
Mattapoisett,01730000,1,1,100.0,       1,       1,100.0,      39,      36,92.3
Maynard,01740000,1,1,100.0,       5,       4,80.0,     112,      97,86.6
Medfield,01750000,1,1,100.0,       5,       5,100.0,     221,     191,86.4
Medford,01760000,1,1,100.0,       9,       9,100.0,     392,     349,89.0
Medway,01770000,1,1,100.0,       4,       4,100.0,     177,     137,77.4
Melrose,01780000,1,1,100.0,       8,       8,100.0,     289,     254,87.9
Mendon-Upton,07100000,1,0,0.0,       5,       5,100.0,     160,     147,91.9
Methuen,01810000,1,1,100.0,       5,       5,100.0,     494,     425,86.0
Middleborough,01820000,1,1,100.0,       6,       6,100.0,     228,     197,86.4
Middleton,01840000,1,1,100.0,       2,       2,100.0,      70,      64,91.4
Milford,01850000,1,1,100.0,       6,       5,83.3,     344,     320,93.0
Millbury,01860000,1,1,100.0,       3,       3,100.0,     138,     119,86.2
Millis,01870000,1,0,0.0,       3,       1,33.3,     102,      97,95.1
Milton,01890000,1,1,100.0,       6,       6,100.0,     332,     299,90.1
Minuteman Regional Vocational Technical,08300000,1,1,100.0,       1,       1,100.0,      78,      70,89.7
Mohawk Trail,07170000,1,1,100.0,       4,       3,75.0,      74,      63,85.1
Monomoy Regional School District,07120000,1,1,100.0,       4,       3,75.0,     174,     150,86.2
Monson,01910000,1,1,100.0,       3,       2,66.7,      84,      71,84.5
Montachusett Regional Vocational Technical,08320000,1,1,100.0,       1,       1,100.0,     106,     101,95.3
Mount Greylock,07150000,1,0,0.0,       3,       2,66.7,     116,     106,91.4
Mystic Valley Regional Charter (District),04700000,1,1,100.0,       1,       1,100.0,     104,      71,68.3
Nahant,01960000,1,1,100.0,       1,       1,100.0,      14,       7,50.0
Nantucket,01970000,1,1,100.0,       4,       4,100.0,     160,     134,83.8
Narragansett,07200000,1,1,100.0,       3,       3,100.0,     100,      89,89.0
Nashoba,07250000,1,0,0.0,       6,       5,83.3,     274,     236,86.1
Nashoba Valley Regional Vocational Technical,08520000,1,1,100.0,       1,       1,100.0,      66,      59,89.4
Natick,01980000,1,1,100.0,       9,       7,77.8,     463,     415,89.6
Nauset,06600000,1,0,0.0,       2,       1,50.0,     142,     129,90.8
Needham,01990000,1,1,100.0,       8,       7,87.5,     456,     407,89.3
Neighborhood House Charter (District),04440000,1,1,100.0,       3,       3,100.0,      75,      60,80.0
New Bedford,02010000,1,1,100.0,      25,      20,80.0,"   1,010",     874,86.5
New Heights Charter School of Brockton (District),35130000,1,1,100.0,       1,       0,0.0,      51,      30,58.8
New Salem-Wendell,07280000,1,1,100.0,       1,       1,100.0,      15,      12,80.0
Newburyport,02040000,1,1,100.0,       5,       2,40.0,     197,     175,88.8
Newton,02070000,1,1,100.0,      22,      19,86.4,"   1,155","   1,039",90.0
Norfolk,02080000,1,1,100.0,       2,       2,100.0,      82,      77,93.9
Norfolk County Agricultural,09150000,1,0,0.0,       1,       1,100.0,      57,      53,93.0
North Adams,02090000,1,1,100.0,       4,       4,100.0,     124,     115,92.7
North Andover,02110000,1,1,100.0,       8,       8,100.0,     340,     300,88.2
North Attleborough,02120000,1,0,0.0,       8,       7,87.5,     299,     265,88.6
North Brookfield,02150000,1,0,0.0,       2,       1,50.0,      46,      35,76.1
North Middlesex,07350000,1,1,100.0,       6,       6,100.0,     248,     220,88.7
North Reading,02170000,1,1,100.0,       5,       4,80.0,     217,     199,91.7
Northampton,02100000,1,1,100.0,       6,       6,100.0,     241,     217,90.0
Northampton-Smith Vocational Agricultural,04060000,1,1,100.0,       1,       1,100.0,      57,      54,94.7
Northboro-Southboro,07300000,1,1,100.0,       1,       1,100.0,     117,     108,92.3
Northborough,02130000,1,1,100.0,       5,       5,100.0,     143,     126,88.1
Northbridge,02140000,1,1,100.0,       4,       2,50.0,     166,     144,86.7
Northeast Metropolitan Regional Vocational Technical,08530000,1,1,100.0,       1,       1,100.0,     124,     105,84.7
Northern Berkshire Regional Vocational Technical,08510000,1,1,100.0,       1,       1,100.0,      43,      42,97.7
Norton,02180000,1,1,100.0,       5,       4,80.0,     202,     178,88.1
Norwell,02190000,1,1,100.0,       4,       4,100.0,     165,     152,92.1
Norwood,02200000,1,1,100.0,       8,       8,100.0,     314,     281,89.5
Oak Bluffs,02210000,1,1,100.0,       1,       1,100.0,      59,      50,84.7
Old Colony Regional Vocational Technical,08550000,1,1,100.0,       1,       1,100.0,      60,      57,95.0
Old Rochester,07400000,1,1,100.0,       2,       2,100.0,      92,      85,92.4
Old Sturbridge Academy Charter Public School (District),35150000,1,1,100.0,       1,       1,100.0,      20,      15,75.0
Orange,02230000,1,1,100.0,       1,       1,100.0,      42,      33,78.6
Orleans,02240000,1,0,0.0,       1,       1,100.0,      23,      23,100.0
Oxford,02260000,1,0,0.0,       4,       4,100.0,     118,     111,94.1
Palmer,02270000,1,1,100.0,       2,       1,50.0,     115,      84,73.0
Pathfinder Regional Vocational Technical,08600000,1,0,0.0,       1,       0,0.0,      69,      63,91.3
Paulo Freire Social Justice Charter School (District),35010000,1,1,100.0,       1,       0,0.0,      22,       4,18.2
Peabody,02290000,1,1,100.0,      10,       9,90.0,     444,     407,91.7
Pelham,02300000,1,1,100.0,       1,       0,0.0,      17,      15,88.2
Pembroke,02310000,1,1,100.0,       5,       4,80.0,     194,     171,88.1
Pentucket,07450000,1,1,100.0,       5,       4,80.0,     186,     158,84.9
Petersham,02340000,1,1,100.0,       1,       0,0.0,      13,       9,69.2
Phoenix Academy Public Charter High School Lawrence (District),35180000,1,1,100.0,       1,       1,100.0,      10,       6,60.0
Phoenix Academy Public Charter High School Springfield (District),35080000,1,1,100.0,       1,       1,100.0,       9,       2,22.2
Phoenix Charter Academy (District),04930000,1,1,100.0,       1,       0,0.0,      15,       7,46.7
Pioneer Charter School of Science (District),04940000,1,1,100.0,       2,       2,100.0,      75,      52,69.3
Pioneer Charter School of Science II (PCSS-II) (District),35060000,1,1,100.0,       1,       1,100.0,      39,      28,71.8
Pioneer Valley,07500000,1,0,0.0,       3,       3,100.0,      65,      48,73.8
Pioneer Valley Chinese Immersion Charter (District),04970000,1,1,100.0,       1,       1,100.0,      73,      57,78.1
Pioneer Valley Performing Arts Charter Public (District),04790000,1,0,0.0,       1,       0,0.0,      42,      32,76.2
Pittsfield,02360000,1,0,0.0,      14,      12,85.7,     489,     413,84.5
Plainville,02380000,1,1,100.0,       2,       2,100.0,      45,      39,86.7
Plymouth,02390000,1,1,100.0,      14,      13,92.9,     661,     585,88.5
Plympton,02400000,1,1,100.0,       1,       1,100.0,      22,      20,90.9
Prospect Hill Academy Charter (District),04870000,1,1,100.0,       3,       3,100.0,     113,      87,77.0
Provincetown,02420000,1,1,100.0,       1,       0,0.0,      19,      15,78.9
Quabbin,07530000,1,1,100.0,       6,       5,83.3,     142,     127,89.4
Quaboag Regional,07780000,1,1,100.0,       3,       1,33.3,     101,      84,83.2
Quincy,02430000,1,1,100.0,      19,      15,78.9,     760,     694,91.3
Ralph C Mahar,07550000,1,1,100.0,       1,       1,100.0,      60,      49,81.7
Randolph,02440000,1,1,100.0,       6,       6,100.0,     230,     193,83.9
Reading,02460000,1,0,0.0,       9,       6,66.7,     333,     298,89.5
Revere,02480000,1,1,100.0,      12,      10,83.3,     565,     482,85.3
Richmond,02490000,1,1,100.0,       1,       0,0.0,      23,      20,87.0
Rising Tide Charter Public (District),04830000,1,1,100.0,       2,       2,100.0,      61,      41,67.2
River Valley Charter (District),04820000,1,1,100.0,       1,       1,100.0,      26,      21,80.8
Rochester,02500000,1,1,100.0,       1,       1,100.0,      42,      39,92.9
Rockland,02510000,1,1,100.0,       5,       4,80.0,     189,     164,86.8
Rockport,02520000,1,1,100.0,       3,       2,66.7,      93,      84,90.3
Rowe,02530000,1,1,100.0,       1,       1,100.0,      10,       8,80.0
Roxbury Preparatory Charter (District),04840000,1,0,0.0,       4,       1,25.0,      90,      39,43.3
Salem,02580000,1,1,100.0,      11,       9,81.8,     359,     293,81.6
Salem Academy Charter (District),04850000,1,1,100.0,       2,       1,50.0,      50,      34,68.0
Sandwich,02610000,1,1,100.0,       3,       3,100.0,     215,     181,84.2
Saugus,02620000,1,0,0.0,       6,       4,66.7,     198,     156,78.8
Savoy,02630000,1,1,100.0,       1,       1,100.0,       7,       6,85.7
Scituate,02640000,1,1,100.0,       6,       6,100.0,     255,     227,89.0
Seekonk,02650000,1,1,100.0,       4,       3,75.0,     171,     162,94.7
Sharon,02660000,1,0,0.0,       6,       5,83.3,     258,     225,87.2
Shawsheen Valley Regional Vocational Technical,08710000,2,1,50.0,       1,       1,100.0,     126,     119,94.4
Sherborn,02690000,1,0,0.0,       1,       1,100.0,      39,      29,74.4
Shrewsbury,02710000,1,1,100.0,       9,       7,77.8,     416,     385,92.5
Shutesbury,02720000,1,1,100.0,       1,       1,100.0,      17,      14,82.4
Silver Lake,07600000,1,1,100.0,       2,       2,100.0,     142,     131,92.3
Sizer School: A North Central Charter Essential (District),04740000,1,1,100.0,       1,       0,0.0,      42,      33,78.6
Somerset,02730000,1,1,100.0,       4,       4,100.0,     126,     111,88.1
Somerset Berkley Regional School District,07630000,1,1,100.0,       1,       1,100.0,      81,      72,88.9
Somerville,02740000,1,1,100.0,      10,       9,90.0,     449,     379,84.4
South Hadley,02780000,1,0,0.0,       4,       3,75.0,     145,     129,89.0
South Middlesex Regional Vocational Technical,08290000,1,1,100.0,       1,       1,100.0,      84,      75,89.3
South Shore Charter Public (District),04880000,1,1,100.0,       1,       1,100.0,     111,      96,86.5
South Shore Regional Vocational Technical,08730000,1,1,100.0,       1,       1,100.0,      61,      55,90.2
Southampton,02750000,1,0,0.0,       1,       1,100.0,      41,      36,87.8
Southborough,02760000,1,1,100.0,       4,       4,100.0,     113,      98,86.7
Southbridge,02770000,1,1,100.0,       6,       5,83.3,     161,     106,65.8
Southeastern Regional Vocational Technical,08720000,1,1,100.0,       1,       1,100.0,     117,      97,82.9
