2013 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
Avon,00180000,1,1,100.0,       2,       2,100.0,      66,      55,83.3
Ayer Shirley School District,06160000,1,0,0.0,       4,       4,100.0,     141,     130,92.2
Barnstable,00200000,1,1,100.0,       6,       6,100.0,     332,     303,91.3
Barnstable Community Horace Mann Charter Public (District),04270000,1,1,100.0,       1,       1,100.0,      23,      17,73.9
Bedford,00230000,1,0,0.0,       4,       2,50.0,     217,     190,87.6
Belchertown,00240000,1,1,100.0,       5,       5,100.0,     181,     164,90.6
Bellingham,00250000,1,1,100.0,       7,       5,71.4,     172,     162,94.2
Belmont,00260000,1,1,100.0,       6,       5,83.3,     243,     208,85.6
Benjamin Banneker Charter Public (District),04200000,1,1,100.0,       1,       1,100.0,      24,      18,75.0
Benjamin Franklin Classical Charter Public (District),04470000,1,0,0.0,       1,       1,100.0,      40,      27,67.5
Berkley,00270000,1,1,100.0,       2,       2,100.0,      63,      57,90.5
Berkshire Arts and Technology Charter Public (District),04140000,1,1,100.0,       1,       1,100.0,      29,      21,72.4
Berkshire Hills,06180000,1,1,100.0,       3,       3,100.0,     119,     107,89.9
Berlin,00280000,1,0,0.0,       1,       1,100.0,      24,      22,91.7
Berlin-Boylston,06200000,1,0,0.0,       1,       1,100.0,      36,      33,91.7
Beverly,00300000,1,1,100.0,       7,       5,71.4,     293,     262,89.4
Billerica,00310000,1,0,0.0,       9,       7,77.8,     384,     349,90.9
Blackstone Valley Regional Vocational Technical,08050000,1,1,100.0,       1,       0,0.0,      97,      82,84.5
Blackstone-Millville,06220000,1,1,100.0,       4,       3,75.0,     141,     124,87.9
Blue Hills Regional Vocational Technical,08060000,1,1,100.0,       1,       1,100.0,      78,      74,94.9
Boston,00350000,1,1,100.0,     119,     101,84.9,"   4,346","   3,769",86.7
Boston Collegiate Charter (District),04490000,1,1,100.0,       3,       3,100.0,      58,      45,77.6
Boston Day and Evening Academy Charter (District),04240000,1,1,100.0,       1,       1,100.0,      27,      24,88.9
Boston Green Academy Horace Mann Charter School (District),04110000,1,1,100.0,       1,       1,100.0,      32,      19,59.4
Boston Preparatory Charter Public (District),04160000,1,0,0.0,       2,       2,100.0,      35,      19,54.3
Boston Renaissance Charter Public (District),04810000,1,1,100.0,       1,       1,100.0,      77,      51,66.2
Bourne,00360000,1,1,100.0,       4,       3,75.0,     157,     145,92.4
Boxborough,00370000,1,1,100.0,       1,       1,100.0,      37,      33,89.2
Boxford,00380000,1,1,100.0,       2,       2,100.0,      68,      62,91.2
Boylston,00390000,1,0,0.0,       1,       1,100.0,      30,      28,93.3
Braintree,00400000,1,1,100.0,       9,       8,88.9,     399,     371,93.0
Brewster,00410000,1,1,100.0,       2,       2,100.0,      46,      42,91.3
Bridge Boston Charter School (District),04170000,1,1,100.0,       1,       1,100.0,       6,       5,83.3
Bridgewater-Raynham,06250000,1,1,100.0,       7,       5,71.4,     321,     292,91.0
Brimfield,00430000,1,0,0.0,       1,       1,100.0,      34,      28,82.4
Bristol County Agricultural,09100000,1,1,100.0,       1,       1,100.0,      34,      32,94.1
Bristol-Plymouth Regional Vocational Technical,08100000,1,1,100.0,       1,       1,100.0,      91,      87,95.6
Brockton,00440000,1,1,100.0,      21,      20,95.2,"   1,120","   1,021",91.2
Brookfield,00450000,1,0,0.0,       1,       1,100.0,      26,      25,96.2
Brookline,00460000,1,1,100.0,      10,       8,80.0,     580,     518,89.3
Burlington,00480000,1,1,100.0,       7,       5,71.4,     305,     276,90.5
Cambridge,00490000,1,1,100.0,      15,      15,100.0,     596,     490,82.2
Canton,00500000,1,1,100.0,       6,       5,83.3,     233,     213,91.4
Cape Cod Lighthouse Charter (District),04320000,1,1,100.0,       1,       1,100.0,      26,      26,100.0
Cape Cod Regional Vocational Technical,08150000,1,1,100.0,       1,       1,100.0,      71,      63,88.7
Carlisle,00510000,1,1,100.0,       2,       1,50.0,      59,      57,96.6
Carver,00520000,1,1,100.0,       2,       1,50.0,     130,     113,86.9
Central Berkshire,06350000,1,1,100.0,       6,       6,100.0,     149,     138,92.6
Chelmsford,00560000,1,1,100.0,       8,       4,50.0,     351,     313,89.2
Chelsea,00570000,1,1,100.0,       9,       8,88.9,     400,     334,83.5
Chesterfield-Goshen,06320000,1,1,100.0,       1,       0,0.0,      17,      16,94.1
Chicopee,00610000,1,1,100.0,      15,      15,100.0,     626,     564,90.1
Christa McAuliffe Regional Charter Public (District),04180000,1,1,100.0,       1,       1,100.0,      31,      21,67.7
City On A Hill Charter Public (District),04370000,1,1,100.0,       1,       1,100.0,      30,      19,63.3
Clarksburg,00630000,1,1,100.0,       1,       1,100.0,      16,      16,100.0
Clinton,00640000,1,1,100.0,       3,       2,66.7,     132,     117,88.6
Codman Academy Charter Public (District),04380000,1,1,100.0,       1,       1,100.0,      16,      10,62.5
Cohasset,00650000,1,1,100.0,       3,       1,33.3,     116,     104,89.7
Community Charter School of Cambridge (District),04360000,1,0,0.0,       1,       0,0.0,      33,      22,66.7
Community Day Charter Public School - Prospect (District),04400000,1,1,100.0,       3,       2,66.7,      39,      23,59.0
Concord,00670000,1,1,100.0,       4,       4,100.0,     163,     147,90.2
Concord-Carlisle,06400000,1,1,100.0,       1,       1,100.0,     101,      93,92.1
Conservatory Lab Charter (District),04390000,1,1,100.0,       2,       2,100.0,       9,       6,66.7
Conway,00680000,1,1,100.0,       1,       1,100.0,      16,      13,81.3
Danvers,00710000,1,1,100.0,       7,       6,85.7,     264,     240,90.9
Dartmouth,00720000,1,1,100.0,       6,       5,83.3,     287,     255,88.9
Dedham,00730000,1,1,100.0,       7,       6,85.7,     244,     206,84.4
Deerfield,00740000,1,1,100.0,       1,       1,100.0,      43,      33,76.7
Dennis-Yarmouth,06450000,1,1,100.0,       7,       6,85.7,     291,     267,91.8
Dighton-Rehoboth,06500000,1,1,100.0,       5,       4,80.0,     229,     202,88.2
Dorchester Collegiate Academy Charter (District),04750000,1,1,100.0,       1,       1,100.0,      10,       4,40.0
Douglas,00770000,1,1,100.0,       4,       3,75.0,     111,     103,92.8
Dover,00780000,1,1,100.0,       1,       1,100.0,      44,      41,93.2
Dover-Sherborn,06550000,1,1,100.0,       2,       2,100.0,     106,      97,91.5
Dracut,00790000,1,0,0.0,       7,       5,71.4,     239,     201,84.1
Dudley-Charlton Reg,06580000,1,1,100.0,       7,       7,100.0,     282,     260,92.2
Duxbury,00820000,1,1,100.0,       4,       4,100.0,     240,     224,93.3
East Bridgewater,00830000,1,1,100.0,       3,       2,66.7,     130,     115,88.5
East Longmeadow,00870000,1,1,100.0,       5,       3,60.0,     199,     178,89.4
Eastham,00850000,1,1,100.0,       1,       1,100.0,      22,      21,95.5
Easthampton,00860000,1,1,100.0,       4,       4,100.0,     126,     112,88.9
Easton,00880000,1,1,100.0,       7,       5,71.4,     261,     242,92.7
Edgartown,00890000,1,1,100.0,       1,       1,100.0,      50,      47,94.0
Edward Brooke Charter (District),04280000,1,1,100.0,       1,       1,100.0,      36,      23,63.9
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),04520000,1,1,100.0,       1,       1,100.0,      25,      24,96.0
Edward W. Brooke Charter School 2 (District),04430000,1,0,0.0,       1,       1,100.0,      16,       9,56.3
Erving,00910000,1,1,100.0,       1,       1,100.0,      18,      15,83.3
Essex Agricultural Technical,09130000,1,1,100.0,       1,       1,100.0,      51,      45,88.2
Everett,00930000,1,1,100.0,       7,       5,71.4,     471,     422,89.6
Excel Academy Charter (District),04100000,1,0,0.0,       1,       0,0.0,      22,      15,68.2
Excel Academy Charter School - Chelsea (District),04610000,1,0,0.0,       1,       1,100.0,       6,       5,83.3
Fairhaven,00940000,1,1,100.0,       5,       5,100.0,     153,     127,83.0
Fall River,00950000,1,1,100.0,      17,      12,70.6,     738,     594,80.5
Falmouth,00960000,1,1,100.0,       7,       7,100.0,     294,     273,92.9
Farmington River Reg,06620000,1,1,100.0,       1,       1,100.0,      16,      14,87.5
Fitchburg,00970000,1,1,100.0,       8,       7,87.5,     339,     315,92.9
Florida,00980000,1,1,100.0,       1,       1,100.0,      14,      12,85.7
Four Rivers Charter Public (District),04130000,1,1,100.0,       1,       1,100.0,      30,      21,70.0
Foxborough,00990000,1,1,100.0,       5,       3,60.0,     226,     205,90.7
Foxborough Regional Charter (District),04460000,1,1,100.0,       2,       2,100.0,      94,      75,79.8
Framingham,01000000,1,0,0.0,      13,      13,100.0,     652,     568,87.1
Francis W. Parker Charter Essential (District),04780000,1,1,100.0,       1,       1,100.0,      50,      41,82.0
Franklin,01010000,1,1,100.0,      11,       9,81.8,     404,     354,87.6
Franklin County Regional Vocational Technical,08180000,1,0,0.0,       1,       1,100.0,      57,      49,86.0
Freetown-Lakeville,06650000,1,0,0.0,       5,       3,60.0,     196,     170,86.7
Frontier,06700000,1,1,100.0,       1,       1,100.0,      67,      58,86.6
Gardner,01030000,1,1,100.0,       6,       5,83.3,     175,     160,91.4
Gateway,06720000,1,1,100.0,       3,       1,33.3,      88,      78,88.6
Georgetown,01050000,1,1,100.0,       4,       4,100.0,     119,      97,81.5
Gill-Montague,06740000,1,0,0.0,       3,       2,66.7,      97,      70,72.2
Global Learning Charter Public  (District),04960000,1,1,100.0,       2,       2,100.0,      40,      30,75.0
Gloucester,01070000,1,1,100.0,       8,       5,62.5,     254,     224,88.2
Gloucester Community Arts Charter (District),04480000,1,1,100.0,       1,       0,0.0,      18,       2,11.1
Gosnold,01090000,1,1,100.0,       1,       0,0.0,       1,       0,0.0
Grafton,01100000,1,1,100.0,       5,       5,100.0,     215,     182,84.7
Granby,01110000,1,1,100.0,       3,       1,33.3,      86,      76,88.4
Greater Fall River Regional Vocational Technical,08210000,1,1,100.0,       1,       1,100.0,     128,     123,96.1
Greater Lawrence Regional Vocational Technical,08230000,1,1,100.0,       1,       1,100.0,     128,     114,89.1
Greater Lowell Regional Vocational Technical,08280000,1,1,100.0,       1,       1,100.0,     178,     164,92.1
Greater New Bedford Regional Vocational Technical,08250000,1,1,100.0,       2,       2,100.0,     200,     195,97.5
Greenfield,01140000,1,1,100.0,       4,       3,75.0,     146,     127,87.0
Groton-Dunstable,06730000,1,0,0.0,       4,       4,100.0,     179,     169,94.4
Hadley,01170000,1,0,0.0,       2,       2,100.0,      54,      46,85.2
Halifax,01180000,1,1,100.0,       1,       1,100.0,      38,      38,100.0
Hamilton-Wenham,06750000,1,0,0.0,       5,       4,80.0,     170,     147,86.5
Hampden Charter School of Science (District),04990000,1,1,100.0,       1,       1,100.0,      30,      13,43.3
Hampden-Wilbraham,06800000,1,1,100.0,       7,       7,100.0,     239,     222,92.9
Hampshire,06830000,1,1,100.0,       1,       1,100.0,      64,      62,96.9
Hancock,01210000,1,0,0.0,       1,       1,100.0,       8,       5,62.5
Hanover,01220000,1,1,100.0,       4,       4,100.0,     181,     168,92.8
Harvard,01250000,1,1,100.0,       2,       2,100.0,      88,      78,88.6
Hatfield,01270000,1,1,100.0,       2,       1,50.0,      44,      39,88.6
Haverhill,01280000,1,1,100.0,      12,      11,91.7,     486,     429,88.3
Hawlemont,06850000,1,1,100.0,       1,       1,100.0,      11,       7,63.6
Hill View Montessori Charter Public (District),04550000,1,1,100.0,       1,       0,0.0,      29,      13,44.8
Hilltown Cooperative Charter  Public (District),04500000,1,1,100.0,       1,       1,100.0,      18,      13,72.2
Hingham,01310000,1,1,100.0,       6,       5,83.3,     283,     253,89.4
Holbrook,01330000,1,1,100.0,       3,       3,100.0,      83,      63,75.9
Holland,01350000,1,0,0.0,       1,       1,100.0,      23,      19,82.6
Holliston,01360000,1,1,100.0,       4,       4,100.0,     226,     205,90.7
Holyoke,01370000,1,1,100.0,      11,       8,72.7,     529,     441,83.4
Holyoke Community Charter (District),04530000,1,1,100.0,       1,       1,100.0,      49,      41,83.7
Hopedale,01380000,1,1,100.0,       3,       3,100.0,      93,      81,87.1
Hopkinton,01390000,1,0,0.0,       6,       5,83.3,     250,     223,89.2
Hudson,01410000,1,1,100.0,       6,       6,100.0,     239,     215,90.0
Hull,01420000,1,1,100.0,       3,       3,100.0,      91,      81,89.0
Innovation Academy Charter (District),04350000,1,1,100.0,       2,       2,100.0,      61,      57,93.4
Ipswich,01440000,1,1,100.0,       4,       2,50.0,     148,     135,91.2
KIPP Academy Lynn Charter (District),04290000,1,0,0.0,       2,       2,100.0,      35,      27,77.1
King Philip,06900000,1,1,100.0,       2,       1,50.0,     133,     112,84.2
Kingston,01450000,1,1,100.0,       2,       2,100.0,      65,      60,92.3
Lanesborough,01480000,1,1,100.0,       1,       1,100.0,      22,      20,90.9
Lawrence,01490000,1,0,0.0,      27,      22,81.5,     960,     783,81.6
Lawrence Family Development Charter (District),04540000,1,1,100.0,       1,       0,0.0,      52,      40,76.9
Lee,01500000,1,1,100.0,       2,       1,50.0,      75,      70,93.3
Leicester,01510000,1,1,100.0,       4,       3,75.0,     115,     107,93.0
Lenox,01520000,1,1,100.0,       2,       2,100.0,      79,      72,91.1
Leominster,01530000,1,1,100.0,       9,       7,77.8,     448,     418,93.3
Leverett,01540000,1,1,100.0,       1,       1,100.0,      22,      16,72.7
Lexington,01550000,1,1,100.0,       9,       7,77.8,     570,     517,90.7
Lincoln,01570000,1,0,0.0,       4,       4,100.0,     124,     118,95.2
Lincoln-Sudbury,06950000,1,1,100.0,       1,       1,100.0,     133,     126,94.7
Littleton,01580000,1,1,100.0,       4,       3,75.0,     118,      94,79.7
Longmeadow,01590000,1,1,100.0,       6,       5,83.3,     239,     215,90.0
Lowell,01600000,1,1,100.0,      21,      19,90.5,     982,     888,90.4
Lowell Community Charter Public (District),04560000,1,1,100.0,       1,       1,100.0,      46,      30,65.2
Lowell Middlesex Academy Charter (District),04580000,1,1,100.0,       1,       1,100.0,      14,      13,92.9
Ludlow,01610000,1,0,0.0,       5,       5,100.0,     231,     196,84.8
Lunenburg,01620000,1,1,100.0,       4,       1,25.0,     116,     101,87.1
Lynn,01630000,1,1,100.0,      24,      20,83.3,     941,     834,88.6
Lynnfield,01640000,1,1,100.0,       5,       5,100.0,     162,     148,91.4
MATCH Charter Public School (District),04690000,1,1,100.0,       2,       1,50.0,      27,      16,59.3
MATCH Community Day Charter Public School (District),04650000,1,1,100.0,       1,       1,100.0,       8,       2,25.0
Ma Academy for Math and Science,04680000,1,1,100.0,       1,       1,100.0,       7,       7,100.0
Malden,01650000,1,1,100.0,       8,       7,87.5,     437,     397,90.8
Manchester Essex Regional,06980000,1,1,100.0,       4,       2,50.0,     117,     105,89.7
Mansfield,01670000,1,1,100.0,       6,       6,100.0,     271,     259,95.6
Marblehead,01680000,1,1,100.0,       6,       4,66.7,     251,     214,85.3
Marblehead Community Charter Public (District),04640000,1,1,100.0,       1,       1,100.0,      23,      13,56.5
Marion,01690000,1,1,100.0,       1,       1,100.0,      38,      37,97.4
Marlborough,01700000,1,0,0.0,       7,       6,85.7,     351,     323,92.0
Marshfield,01710000,1,1,100.0,       7,       5,71.4,     340,     317,93.2
Martha's Vineyard Charter (District),04660000,1,1,100.0,       1,       1,100.0,      22,      17,77.3
Marthas Vineyard,07000000,1,1,100.0,       1,       1,100.0,      77,      66,85.7
Martin Luther King Jr. Charter School of Excellence (District),04920000,1,1,100.0,       1,       1,100.0,      38,      22,57.9
Masconomet,07050000,1,1,100.0,       2,       2,100.0,     141,     123,87.2
Mashpee,01720000,1,1,100.0,       4,       4,100.0,     141,     122,86.5
Mattapoisett,01730000,1,1,100.0,       2,       2,100.0,      41,      38,92.7
Maynard,01740000,1,1,100.0,       3,       2,66.7,     107,     101,94.4
Medfield,01750000,1,1,100.0,       5,       3,60.0,     215,     197,91.6
Medford,01760000,1,1,100.0,       9,       6,66.7,     410,     372,90.7
Medway,01770000,1,1,100.0,       4,       2,50.0,     192,     161,83.9
Melrose,01780000,1,0,0.0,       8,       3,37.5,     267,     235,88.0
Mendon-Upton,07100000,1,1,100.0,       4,       4,100.0,     156,     142,91.0
Methuen,01810000,1,1,100.0,       6,       6,100.0,     482,     433,89.8
Middleborough,01820000,1,0,0.0,       5,       2,40.0,     222,     192,86.5
Middleton,01840000,1,1,100.0,       2,       2,100.0,      70,      62,88.6
Milford,01850000,1,1,100.0,       7,       5,71.4,     321,     287,89.4
Millbury,01860000,1,1,100.0,       3,       2,66.7,     131,     117,89.3
Millis,01870000,1,1,100.0,       3,       3,100.0,      93,      89,95.7
Milton,01890000,1,1,100.0,       6,       4,66.7,     280,     256,91.4
Minuteman Regional Vocational Technical,08300000,1,1,100.0,       1,       1,100.0,      75,      66,88.0
Mohawk Trail,07170000,1,1,100.0,       5,       5,100.0,      94,      73,77.7
Monson,01910000,1,1,100.0,       3,       3,100.0,      95,      81,85.3
Montachusett Regional Vocational Technical,08320000,1,1,100.0,       1,       1,100.0,     104,     100,96.2
Mount Greylock,07150000,1,1,100.0,       1,       0,0.0,      55,      50,90.9
Mystic Valley Regional Charter (District),04700000,1,0,0.0,       1,       0,0.0,      99,      75,75.8
Nahant,01960000,1,1,100.0,       1,       1,100.0,      14,      14,100.0
Nantucket,01970000,1,1,100.0,       3,       3,100.0,     119,     112,94.1
Narragansett,07200000,1,0,0.0,       4,       2,50.0,     104,      95,91.3
Nashoba,07250000,1,1,100.0,       6,       5,83.3,     256,     225,87.9
Nashoba Valley Regional Vocational Technical,08520000,1,1,100.0,       1,       1,100.0,      57,      47,82.5
Natick,01980000,1,1,100.0,       8,       7,87.5,     365,     304,83.3
Nauset,06600000,1,1,100.0,       2,       2,100.0,     149,     140,94.0
Needham,01990000,1,1,100.0,       8,       8,100.0,     371,     330,88.9
Neighborhood House Charter (District),04440000,1,1,100.0,       1,       1,100.0,      37,      29,78.4
New Bedford,02010000,1,0,0.0,      24,      19,79.2,     863,     777,90.0
New Leadership Charter (District),04710000,1,1,100.0,       1,       0,0.0,      48,      37,77.1
New Salem-Wendell,07280000,1,1,100.0,       1,       1,100.0,      14,      11,78.6
Newburyport,02040000,1,1,100.0,       5,       3,60.0,     182,     170,93.4
Newton,02070000,1,1,100.0,      30,      25,83.3,     870,     786,90.3
Norfolk,02080000,1,0,0.0,       2,       2,100.0,      72,      66,91.7
Norfolk County Agricultural,09150000,1,0,0.0,       1,       0,0.0,      43,      41,95.3
North Adams,02090000,1,1,100.0,       4,       4,100.0,     147,     131,89.1
North Andover,02110000,1,0,0.0,       7,       6,85.7,     308,     281,91.2
North Attleborough,02120000,1,1,100.0,       9,       8,88.9,     295,     269,91.2
North Brookfield,02150000,1,1,100.0,       2,       1,50.0,      45,      40,88.9
North Central Charter Essential (District),04740000,1,1,100.0,       1,       1,100.0,      43,      33,76.7
North Middlesex,07350000,1,0,0.0,       8,       8,100.0,     251,     223,88.8
North Reading,02170000,1,1,100.0,       5,       5,100.0,     212,     187,88.2
North Shore Regional Vocational Technical,08540000,1,1,100.0,       1,       1,100.0,      58,      49,84.5
Northampton,02100000,1,1,100.0,       6,       5,83.3,     214,     191,89.3
Northampton-Smith Vocational Agricultural,04060000,1,0,0.0,       1,       1,100.0,      48,      38,79.2
Northboro-Southboro,07300000,1,1,100.0,       1,       1,100.0,     109,      99,90.8
Northborough,02130000,1,1,100.0,       5,       4,80.0,     144,     128,88.9
Northbridge,02140000,1,0,0.0,       4,       4,100.0,     183,     166,90.7
Northeast Metropolitan Regional Vocational Technical,08530000,1,0,0.0,       1,       0,0.0,     111,     104,93.7
Northern Berkshire Regional Vocational Technical,08510000,1,1,100.0,       1,       0,0.0,      45,      41,91.1
Norton,02180000,1,0,0.0,       5,       4,80.0,     190,     176,92.6
Norwell,02190000,1,0,0.0,       4,       3,75.0,     144,     127,88.2
Norwood,02200000,1,1,100.0,       8,       7,87.5,     281,     256,91.1
Oak Bluffs,02210000,1,1,100.0,       1,       1,100.0,      54,      50,92.6
Old Colony Regional Vocational Technical,08550000,1,1,100.0,       1,       1,100.0,      53,      48,90.6
Old Rochester,07400000,1,1,100.0,       2,       2,100.0,      87,      77,88.5
Orange,02230000,1,1,100.0,       4,       2,50.0,      40,      36,90.0
Orleans,02240000,1,1,100.0,       1,       1,100.0,      28,      25,89.3
Oxford,02260000,1,1,100.0,       5,       5,100.0,     135,     122,90.4
Palmer,02270000,1,1,100.0,       3,       3,100.0,     120,     113,94.2
Pathfinder Regional Vocational Technical,08600000,1,1,100.0,       1,       0,0.0,      80,      73,91.3
Peabody,02290000,1,0,0.0,      10,       9,90.0,     439,     405,92.3
Pelham,02300000,1,1,100.0,       1,       1,100.0,      16,      12,75.0
Pembroke,02310000,1,1,100.0,       5,       4,80.0,     210,     187,89.0
Pentucket,07450000,1,0,0.0,       6,       6,100.0,     228,     205,89.9
Petersham,02340000,1,0,0.0,       1,       1,100.0,      12,      12,100.0
Phoenix Charter Academy (District),04930000,1,1,100.0,       1,       1,100.0,      27,      18,66.7
Pioneer Charter School of Science (District),04940000,1,1,100.0,       1,       1,100.0,      34,      23,67.6
Pioneer Valley,07500000,1,1,100.0,       5,       4,80.0,     100,      86,86.0
Pioneer Valley Chinese Immersion Charter(District),04970000,1,1,100.0,       1,       1,100.0,      25,      18,72.0
Pioneer Valley Performing Arts Charter Public (District),04790000,1,1,100.0,       1,       1,100.0,      54,      42,77.8
Pittsfield,02360000,1,0,0.0,      12,      11,91.7,     478,     432,90.4
Plainville,02380000,1,1,100.0,       2,       1,50.0,      54,      47,87.0
Plymouth,02390000,1,1,100.0,      14,      14,100.0,     629,     557,88.6
Plympton,02400000,1,1,100.0,       1,       1,100.0,      19,      18,94.7
Prospect Hill Academy Charter (District),04870000,1,1,100.0,       3,       2,66.7,     100,      63,63.0
Provincetown,02420000,1,1,100.0,       1,       1,100.0,      24,      19,79.2
Quabbin,07530000,1,1,100.0,       6,       5,83.3,     183,     174,95.1
Quaboag Regional,07780000,1,1,100.0,       3,       3,100.0,     101,      89,88.1
Quincy,02430000,1,1,100.0,      18,      16,88.9,     663,     621,93.7
Ralph C Mahar,07550000,1,1,100.0,       1,       1,100.0,      69,      59,85.5
Randolph,02440000,1,1,100.0,       6,       5,83.3,     245,     204,83.3
Reading,02460000,1,1,100.0,       8,       6,75.0,     321,     289,90.0
Revere,02480000,1,1,100.0,      11,       9,81.8,     464,     412,88.8
Richmond,02490000,1,0,0.0,       1,       1,100.0,      22,      17,77.3
Rising Tide Charter Public (District),04830000,1,1,100.0,       1,       1,100.0,      35,      25,71.4
River Valley Charter (District),04820000,1,1,100.0,       1,       1,100.0,      17,      11,64.7
Rochester,02500000,1,1,100.0,       1,       0,0.0,      39,      36,92.3
Rockland,02510000,1,1,100.0,       5,       4,80.0,     160,     145,90.6
Rockport,02520000,1,0,0.0,       3,       3,100.0,      95,      81,85.3
Rowe,02530000,1,1,100.0,       1,       1,100.0,      11,      10,90.9
Roxbury Preparatory Charter (District),04840000,1,1,100.0,       2,       1,50.0,      27,      22,81.5
Sabis International Charter (District),04410000,1,1,100.0,       3,       2,66.7,      96,      83,86.5
Salem,02580000,1,1,100.0,       9,       7,77.8,     432,     369,85.4
Salem Academy Charter (District),04850000,1,1,100.0,       1,       1,100.0,      37,      30,81.1
Salem Community Charter School (District),04670000,1,1,100.0,       1,       1,100.0,       8,       4,50.0
Sandwich,02610000,1,1,100.0,       4,       2,50.0,     243,     204,84.0
Saugus,02620000,1,1,100.0,       7,       4,57.1,     211,     189,89.6
Savoy,02630000,1,1,100.0,       1,       1,100.0,       5,       5,100.0
Scituate,02640000,1,0,0.0,       6,       5,83.3,     243,     220,90.5
Seekonk,02650000,1,0,0.0,       4,       3,75.0,     142,     131,92.3
Seven Hills Charter Public (District),04860000,1,1,100.0,       4,       3,75.0,      52,      28,53.8
Sharon,02660000,1,1,100.0,       5,       5,100.0,     271,     246,90.8
Shawsheen Valley Regional Vocational Technical,08710000,1,1,100.0,       1,       1,100.0,     127,     118,92.9
Sherborn,02690000,1,1,100.0,       1,       0,0.0,      35,      32,91.4
Shrewsbury,02710000,1,1,100.0,       9,       5,55.6,     359,     319,88.9
Shutesbury,02720000,1,1,100.0,       1,       1,100.0,      17,      14,82.4
Silver Hill Horace Mann Charter (District),04770000,1,1,100.0,       1,       1,100.0,      36,      31,86.1
Silver Lake,07600000,1,1,100.0,       2,       2,100.0,     132,     121,91.7
Smith Leadership Academy Charter Public (District),04190000,1,1,100.0,       1,       1,100.0,      19,      10,52.6
Somerset,02730000,1,1,100.0,       6,       4,66.7,     136,     119,87.5
Somerset Berkley Regional School District,07630000,1,1,100.0,       1,       1,100.0,      84,      78,92.9
Somerville,02740000,1,1,100.0,      10,       6,60.0,     415,     356,85.8
South Hadley,02780000,1,0,0.0,       4,       3,75.0,     166,     145,87.3
South Middlesex Regional Vocational Technical,08290000,1,1,100.0,       1,       1,100.0,      74,      68,91.9
South Shore Charter Public (District),04880000,1,1,100.0,       1,       1,100.0,      49,      41,83.7
South Shore Regional Vocational Technical,08730000,1,1,100.0,       1,       1,100.0,      59,      51,86.4
Southampton,02750000,1,1,100.0,       1,       1,100.0,      42,      41,97.6
Southborough,02760000,1,1,100.0,       3,       3,100.0,     116,     113,97.4
Southbridge,02770000,1,1,100.0,       5,       2,40.0,     165,     144,87.3
Southeastern Regional Vocational Technical,08720000,1,1,100.0,       1,       1,100.0,     120,      98,81.7
Southern Berkshire,07650000,1,1,100.0,       2,       2,100.0,      91,      81,89.0
Southern Worcester County Regional Vocational Technical,08760000,1,0,0.0,       1,       1,100.0,     109,     104,95.4
Southwick-Tolland-Granville Regional School District,07660000,1,1,100.0,       3,       3,100.0,     141,     123,87.2
