2011 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
Franklin,01010000,1,1,100.0,      12,       9,75.0,     421,     369,87.6
Franklin County Regional Vocational Technical,08180000,1,1,100.0,       1,       1,100.0,      56,      52,92.9
Freetown,01020000,1,1,100.0,       1,       1,100.0,      27,      24,88.9
Freetown-Lakeville,06650000,1,1,100.0,       3,       2,66.7,     142,     117,82.4
Frontier,06700000,1,1,100.0,       1,       1,100.0,      67,      64,95.5
Gardner,01030000,1,1,100.0,       5,       5,100.0,     180,     161,89.4
Gateway,06720000,1,1,100.0,       3,       1,33.3,      90,      80,88.9
Georgetown,01050000,1,1,100.0,       3,       2,66.7,     116,      99,85.3
Gill-Montague,06740000,1,1,100.0,       5,       3,60.0,      97,      84,86.6
Gloucester,01070000,1,0,0.0,       8,       6,75.0,     255,     229,89.8
Gosnold,01090000,1,1,100.0,       1,       1,100.0,       1,       1,100.0
Grafton,01100000,1,1,100.0,       5,       5,100.0,     204,     180,88.2
Granby,01110000,1,1,100.0,       3,       2,66.7,      86,      79,91.9
Granville,01120000,1,1,100.0,       1,       1,100.0,      18,      15,83.3
Greater Fall River Regional Vocational Technical,08210000,1,1,100.0,       1,       1,100.0,     124,     116,93.5
Greater Lawrence Regional Vocational Technical,08230000,1,0,0.0,       2,       1,50.0,     131,     108,82.4
Greater Lowell Regional Vocational Technical,08280000,1,0,0.0,       1,       0,0.0,     182,     168,92.3
Greater New Bedford Regional Vocational Technical,08250000,1,1,100.0,       2,       2,100.0,     198,     190,96.0
Greenfield,01140000,1,1,100.0,       3,       3,100.0,     114,     101,88.6
Groton-Dunstable,06730000,1,0,0.0,       5,       5,100.0,     176,     161,91.5
Hadley,01170000,1,1,100.0,       2,       2,100.0,      51,      45,88.2
Halifax,01180000,1,1,100.0,       1,       1,100.0,      44,      39,88.6
Hamilton-Wenham,06750000,1,0,0.0,       4,       4,100.0,     172,     158,91.9
Hampden Charter School of Science (District),04990000,1,1,100.0,       1,       1,100.0,      16,       7,43.8
Hampden-Wilbraham,06800000,1,1,100.0,       8,       6,75.0,     251,     230,91.6
Hampshire,06830000,1,1,100.0,       1,       1,100.0,      67,      61,91.0
Hancock,01210000,1,1,100.0,       1,       0,0.0,       7,       5,71.4
Hanover,01220000,1,1,100.0,       4,       4,100.0,     205,     180,87.8
Harvard,01250000,1,1,100.0,       2,       1,50.0,      85,      76,89.4
Harwich,01260000,1,1,100.0,       3,       3,100.0,     116,     105,90.5
Hatfield,01270000,1,0,0.0,       2,       2,100.0,      40,      28,70.0
Haverhill,01280000,1,0,0.0,      13,      12,92.3,     463,     412,89.0
Hawlemont,06850000,1,1,100.0,       1,       0,0.0,      15,      13,86.7
Hill View Montessori Charter Public (District),04550000,1,1,100.0,       1,       0,0.0,      25,      20,80.0
Hilltown Cooperative Charter  Public (District),04500000,1,1,100.0,       1,       1,100.0,      15,      15,100.0
Hingham,01310000,1,1,100.0,       6,       6,100.0,     281,     261,92.9
Holbrook,01330000,1,1,100.0,       3,       1,33.3,      85,      67,78.8
Holland,01350000,1,1,100.0,       1,       1,100.0,      22,      16,72.7
Holliston,01360000,1,1,100.0,       4,       4,100.0,     224,     208,92.9
Holyoke,01370000,1,0,0.0,      12,       9,75.0,     536,     443,82.6
Holyoke Community Charter (District),04530000,1,1,100.0,       1,       0,0.0,      45,      31,68.9
Hopedale,01380000,1,0,0.0,       3,       1,33.3,      91,      77,84.6
Hopkinton,01390000,1,1,100.0,       6,       4,66.7,     243,     223,91.8
Hudson,01410000,1,1,100.0,       6,       6,100.0,     233,     210,90.1
Hull,01420000,1,1,100.0,       3,       1,33.3,      88,      80,90.9
Innovation Academy Charter (District),04350000,1,1,100.0,       4,       2,50.0,      45,      38,84.4
Ipswich,01440000,1,1,100.0,       4,       4,100.0,     155,     141,91.0
KIPP Academy Lynn Charter (District),04290000,1,1,100.0,       1,       0,0.0,      28,      17,60.7
King Philip,06900000,1,0,0.0,       2,       1,50.0,     120,     109,90.8
Kingston,01450000,1,1,100.0,       2,       2,100.0,      67,      63,94.0
Lakeville,01460000,1,1,100.0,       1,       1,100.0,      36,      33,91.7
Lanesborough,01480000,1,1,100.0,       1,       1,100.0,      20,      16,80.0
Lawrence,01490000,1,0,0.0,      29,      19,65.5,     929,     808,87.0
Lawrence Family Development Charter (District),04540000,1,1,100.0,       1,       1,100.0,      51,      36,70.6
Lee,01500000,1,1,100.0,       2,       1,50.0,      75,      67,89.3
Leicester,01510000,1,1,100.0,       4,       2,50.0,     123,     106,86.2
Lenox,01520000,1,0,0.0,       2,       2,100.0,      76,      69,90.8
Leominster,01530000,1,0,0.0,       9,       9,100.0,     428,     395,92.3
Leverett,01540000,1,1,100.0,       1,       1,100.0,      23,      22,95.7
Lexington,01550000,1,1,100.0,       9,       6,66.7,     563,     504,89.5
Lincoln,01570000,1,1,100.0,       4,       4,100.0,     120,     101,84.2
Lincoln-Sudbury,06950000,1,1,100.0,       1,       1,100.0,     139,     126,90.6
Littleton,01580000,1,0,0.0,       4,       3,75.0,     108,      95,88.0
Longmeadow,01590000,1,0,0.0,       6,       6,100.0,     244,     220,90.2
Lowell,01600000,1,1,100.0,      20,      15,75.0,     982,     892,90.8
Lowell Community Charter Public (District),04560000,1,0,0.0,       1,       0,0.0,      79,      35,44.3
Lowell Middlesex Academy Charter (District),04580000,1,1,100.0,       1,       1,100.0,      11,      11,100.0
Ludlow,01610000,1,1,100.0,       6,       5,83.3,     221,     205,92.8
Lunenburg,01620000,1,1,100.0,       4,       3,75.0,     121,     108,89.3
Lynn,01630000,1,1,100.0,      24,      19,79.2,     912,     781,85.6
Lynnfield,01640000,1,1,100.0,       5,       5,100.0,     158,     149,94.3
MATCH Charter Public School (District),04690000,1,1,100.0,       2,       2,100.0,      26,      18,69.2
Ma Academy for Math and Science,04680000,1,1,100.0,       1,       1,100.0,       7,       6,85.7
Malden,01650000,1,1,100.0,       8,       8,100.0,     433,     387,89.4
Manchester Essex Regional,06980000,1,0,0.0,       4,       3,75.0,     113,     102,90.3
Mansfield,01670000,1,1,100.0,       6,       5,83.3,     304,     245,80.6
Marblehead,01680000,1,1,100.0,       6,       5,83.3,     247,     221,89.5
Marblehead Community Charter Public (District),04640000,1,1,100.0,       1,       1,100.0,      23,      15,65.2
Marion,01690000,1,0,0.0,       1,       0,0.0,      37,      31,83.8
Marlborough,01700000,1,0,0.0,       7,       6,85.7,     367,     331,90.2
Marshfield,01710000,1,1,100.0,       7,       5,71.4,     337,     314,93.2
Martha's Vineyard Charter (District),04660000,1,1,100.0,       1,       1,100.0,      20,      17,85.0
Marthas Vineyard,07000000,1,1,100.0,       1,       1,100.0,      76,      63,82.9
Martin Luther King Jr. Charter School of Excellence (District),04920000,1,1,100.0,       1,       1,100.0,      33,      27,81.8
Masconomet,07050000,1,0,0.0,       2,       2,100.0,     141,     133,94.3
Mashpee,01720000,1,1,100.0,       4,       2,50.0,     148,     107,72.3
Mattapoisett,01730000,1,0,0.0,       2,       2,100.0,      40,      37,92.5
Maynard,01740000,1,1,100.0,       3,       1,33.3,     102,      95,93.1
Medfield,01750000,1,1,100.0,       5,       5,100.0,     217,     199,91.7
Medford,01760000,1,1,100.0,       9,       7,77.8,     350,     324,92.6
Medway,01770000,1,1,100.0,       4,       3,75.0,     195,     172,88.2
Melrose,01780000,1,1,100.0,       8,       8,100.0,     249,     221,88.8
Mendon-Upton,07100000,1,1,100.0,       4,       4,100.0,     189,     157,83.1
Methuen,01810000,1,0,0.0,       6,       4,66.7,     500,     437,87.4
Middleborough,01820000,1,0,0.0,       5,       3,60.0,     234,     204,87.2
Middleton,01840000,1,1,100.0,       2,       1,50.0,      75,      69,92.0
Milford,01850000,1,1,100.0,       7,       6,85.7,     314,     284,90.4
Millbury,01860000,1,1,100.0,       3,       2,66.7,     137,     127,92.7
Millis,01870000,1,1,100.0,       3,       3,100.0,      94,      84,89.4
Milton,01890000,1,1,100.0,       6,       4,66.7,     267,     246,92.1
Minuteman Regional Vocational Technical,08300000,1,1,100.0,       1,       1,100.0,      83,      69,83.1
Mohawk Trail,07170000,1,1,100.0,       4,       2,50.0,     108,      93,86.1
Monson,01910000,1,1,100.0,       3,       3,100.0,      96,      81,84.4
Montachusett Regional Vocational Technical,08320000,1,1,100.0,       1,       0,0.0,     104,      99,95.2
Mount Greylock,07150000,1,0,0.0,       2,       2,100.0,      57,      52,91.2
Mystic Valley Regional Charter (District),04700000,1,1,100.0,       1,       1,100.0,      95,      65,68.4
Nahant,01960000,1,1,100.0,       1,       1,100.0,      18,      15,83.3
Nantucket,01970000,1,0,0.0,       3,       2,66.7,     123,     111,90.2
Narragansett,07200000,1,1,100.0,       4,       4,100.0,     111,     105,94.6
Nashoba,07250000,1,1,100.0,       6,       5,83.3,     250,     233,93.2
Nashoba Valley Regional Vocational Technical,08520000,1,1,100.0,       1,       0,0.0,      56,      49,87.5
Natick,01980000,1,1,100.0,       8,       6,75.0,     349,     307,88.0
Nauset,06600000,1,1,100.0,       2,       1,50.0,     128,     118,92.2
Needham,01990000,1,1,100.0,       8,       7,87.5,     368,     330,89.7
Neighborhood House Charter (District),04440000,1,1,100.0,       1,       1,100.0,      41,      38,92.7
New Bedford,02010000,1,0,0.0,      28,      22,78.6,     879,     799,90.9
New Salem-Wendell,07280000,1,1,100.0,       1,       1,100.0,      14,      13,92.9
Newburyport,02040000,1,0,0.0,       5,       4,80.0,     178,     159,89.3
Newton,02070000,1,0,0.0,      30,      24,80.0,     982,     797,81.2
Norfolk,02080000,1,0,0.0,       2,       1,50.0,      81,      75,92.6
Norfolk County Agricultural,09150000,1,1,100.0,       1,       1,100.0,      45,      35,77.8
North Adams,02090000,1,1,100.0,       4,       3,75.0,     151,     127,84.1
North Andover,02110000,1,1,100.0,       7,       6,85.7,     307,     272,88.6
North Attleborough,02120000,1,1,100.0,       9,       8,88.9,     293,     270,92.2
North Brookfield,02150000,1,0,0.0,       2,       2,100.0,      51,      38,74.5
North Central Charter Essential (District),04740000,1,1,100.0,       1,       1,100.0,      37,      33,89.2
North Middlesex,07350000,1,1,100.0,       8,       5,62.5,     279,     252,90.3
North Reading,02170000,1,0,0.0,       5,       4,80.0,     197,     184,93.4
North Shore Regional Vocational Technical,08540000,1,0,0.0,       1,       0,0.0,      58,      52,89.7
Northampton,02100000,1,1,100.0,       6,       5,83.3,     207,     185,89.4
Northampton-Smith Vocational Agricultural,04060000,1,1,100.0,       1,       1,100.0,      51,      41,80.4
Northboro-Southboro,07300000,1,1,100.0,       1,       1,100.0,     106,      96,90.6
Northborough,02130000,1,1,100.0,       5,       5,100.0,     143,     130,90.9
Northbridge,02140000,1,1,100.0,       4,       3,75.0,     172,     152,88.4
Northeast Metropolitan Regional Vocational Technical,08530000,1,1,100.0,       1,       1,100.0,     119,     107,89.9
Northern Berkshire Regional Vocational Technical,08510000,1,1,100.0,       1,       1,100.0,      46,      45,97.8
Norton,02180000,1,1,100.0,       5,       4,80.0,     194,     167,86.1
Norwell,02190000,1,1,100.0,       4,       3,75.0,     149,     132,88.6
Norwood,02200000,1,0,0.0,       8,       8,100.0,     288,     249,86.5
Oak Bluffs,02210000,1,1,100.0,       1,       0,0.0,      51,      47,92.2
Old Colony Regional Vocational Technical,08550000,1,1,100.0,       1,       1,100.0,      50,      46,92.0
Old Rochester,07400000,1,0,0.0,       2,       2,100.0,      86,      79,91.9
Orange,02230000,1,1,100.0,       3,       3,100.0,      53,      51,96.2
Orleans,02240000,1,1,100.0,       1,       1,100.0,      29,      26,89.7
Oxford,02260000,1,1,100.0,       5,       4,80.0,     142,     132,93.0
Palmer,02270000,1,1,100.0,       3,       2,66.7,     128,     115,89.8
Pathfinder Regional Vocational Technical,08600000,1,1,100.0,       1,       1,100.0,      81,      75,92.6
Peabody,02290000,1,1,100.0,      10,       7,70.0,     445,     402,90.3
Pelham,02300000,1,0,0.0,       1,       0,0.0,      18,      13,72.2
Pembroke,02310000,1,1,100.0,       5,       5,100.0,     213,     185,86.9
Pentucket,07450000,1,1,100.0,       6,       4,66.7,     235,     202,86.0
Petersham,02340000,1,1,100.0,       1,       1,100.0,      11,      10,90.9
Phoenix Charter Academy (District),04930000,1,1,100.0,       1,       0,0.0,      32,      16,50.0
Pioneer Charter School of Science (District),04940000,1,0,0.0,       1,       0,0.0,      23,      17,73.9
Pioneer Valley,07500000,1,1,100.0,       5,       5,100.0,      96,      90,93.8
Pioneer Valley Performing Arts Charter Public (District),04790000,1,0,0.0,       1,       0,0.0,      59,      47,79.7
Pittsfield,02360000,1,1,100.0,      12,      11,91.7,     508,     450,88.6
Plainville,02380000,1,1,100.0,       2,       2,100.0,      54,      51,94.4
Plymouth,02390000,1,1,100.0,      14,      13,92.9,     605,     557,92.1
Plympton,02400000,1,1,100.0,       1,       1,100.0,      17,      16,94.1
Prospect Hill Academy Charter (District),04870000,1,1,100.0,       1,       0,0.0,      81,      53,65.4
Provincetown,02420000,1,1,100.0,       2,       1,50.0,      32,      22,68.8
Quabbin,07530000,1,1,100.0,       6,       6,100.0,     206,     186,90.3
Quaboag Regional,07780000,1,1,100.0,       3,       2,66.7,      92,      80,87.0
Quincy,02430000,1,1,100.0,      18,      17,94.4,     708,     619,87.4
Ralph C Mahar,07550000,1,1,100.0,       1,       0,0.0,      67,      56,83.6
Randolph,02440000,1,0,0.0,       6,       4,66.7,     245,     206,84.1
Reading,02460000,1,1,100.0,       8,       7,87.5,     318,     282,88.7
Revere,02480000,1,1,100.0,      11,       9,81.8,     429,     384,89.5
Richmond,02490000,1,1,100.0,       1,       0,0.0,      21,      21,100.0
Rising Tide Charter Public (District),04830000,1,1,100.0,       1,       1,100.0,      26,      24,92.3
Rochester,02500000,1,0,0.0,       1,       1,100.0,      42,      38,90.5
Rockland,02510000,1,1,100.0,       6,       3,50.0,     148,     122,82.4
Rockport,02520000,1,1,100.0,       2,       1,50.0,      86,      81,94.2
Rowe,02530000,1,1,100.0,       1,       1,100.0,      14,      14,100.0
Roxbury Preparatory Charter (District),04840000,1,1,100.0,       1,       0,0.0,      30,      25,83.3
Sabis International Charter (District),04410000,1,1,100.0,       3,       2,66.7,      93,      86,92.5
Salem,02580000,1,1,100.0,       9,       5,55.6,     419,     371,88.5
Sandwich,02610000,1,1,100.0,       4,       4,100.0,     240,     211,87.9
Saugus,02620000,1,1,100.0,       6,       6,100.0,     207,     190,91.8
Savoy,02630000,1,1,100.0,       1,       1,100.0,       7,       6,85.7
Scituate,02640000,1,1,100.0,       6,       5,83.3,     243,     215,88.5
Seekonk,02650000,1,1,100.0,       4,       4,100.0,     148,     132,89.2
Seven Hills Charter Public (District),04860000,1,1,100.0,       1,       0,0.0,      42,      30,71.4
Sharon,02660000,1,1,100.0,       5,       5,100.0,     264,     247,93.6
Shawsheen Valley Regional Vocational Technical,08710000,1,1,100.0,       1,       1,100.0,     124,     112,90.3
Sherborn,02690000,1,1,100.0,       1,       1,100.0,      35,      34,97.1
Shirley,02700000,1,1,100.0,       2,       1,50.0,      42,      35,83.3
Shrewsbury,02710000,1,1,100.0,       9,       8,88.9,     384,     352,91.7
Shutesbury,02720000,1,1,100.0,       1,       1,100.0,      16,      14,87.5
Silver Lake,07600000,1,1,100.0,       2,       2,100.0,     144,     132,91.7
Smith Leadership Academy Charter Public (District),04190000,1,1,100.0,       1,       1,100.0,      17,       7,41.2
Somerset,02730000,1,1,100.0,       6,       5,83.3,     218,     192,88.1
Somerville,02740000,1,1,100.0,      10,       7,70.0,     395,     310,78.5
South Hadley,02780000,1,1,100.0,       4,       4,100.0,     175,     161,92.0
South Middlesex Regional Vocational Technical,08290000,1,1,100.0,       1,       1,100.0,      78,      67,85.9
South Shore Charter Public (District),04880000,1,0,0.0,       2,       1,50.0,      47,      41,87.2
South Shore Regional Vocational Technical,08730000,1,1,100.0,       1,       1,100.0,      58,      50,86.2
Southampton,02750000,1,1,100.0,       1,       1,100.0,      42,      40,95.2
Southborough,02760000,1,1,100.0,       4,       4,100.0,     119,     107,89.9
Southbridge,02770000,1,0,0.0,       5,       2,40.0,     186,     173,93.0
Southeastern Regional Vocational Technical,08720000,1,1,100.0,       1,       1,100.0,     118,     104,88.1
Southern Berkshire,07650000,1,1,100.0,       2,       2,100.0,      83,      70,84.3
Southern Worcester County Regional Vocational Technical,08760000,1,1,100.0,       1,       1,100.0,     110,     100,90.9
Southwick-Tolland,07660000,1,1,100.0,       3,       3,100.0,     137,     125,91.2
Spencer-E Brookfield,07670000,1,1,100.0,       6,       5,83.3,     141,     120,85.1
Springfield,02810000,1,1,100.0,      46,      37,80.4,"   2,195","   1,847",84.1
Stoneham,02840000,1,1,100.0,       6,       4,66.7,     211,     183,86.7
Stoughton,02850000,1,1,100.0,       7,       5,71.4,     302,     267,88.4
Sturbridge,02870000,1,1,100.0,       1,       1,100.0,      69,      51,73.9
Sturgis Charter Public (District),04890000,1,1,100.0,       1,       1,100.0,      46,      40,87.0
Sudbury,02880000,1,1,100.0,       5,       5,100.0,     224,     205,91.5
Sunderland,02890000,1,1,100.0,       1,       1,100.0,      17,      15,88.2
Sutton,02900000,1,0,0.0,       4,       3,75.0,     118,     108,91.5
Swampscott,02910000,1,0,0.0,       5,       4,80.0,     179,     160,89.4
Swansea,02920000,1,0,0.0,       6,       4,66.7,     155,     136,87.7
Tantasqua,07700000,1,1,100.0,       3,       2,66.7,     146,     134,91.8
Taunton,02930000,1,1,100.0,      15,      10,66.7,     519,     450,86.7
Tewksbury,02950000,1,0,0.0,       9,       7,77.8,     255,     228,89.4
Tisbury,02960000,1,1,100.0,       1,       1,100.0,      45,      38,84.4
Topsfield,02980000,1,1,100.0,       2,       2,100.0,      60,      54,90.0
Tri County Regional Vocational Technical,08780000,1,1,100.0,       1,       0,0.0,      86,      77,89.5
