2014 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
Southborough,02760000,1,1,100.0,       3,       3,100.0,     116,     107,92.2
Southbridge,02770000,1,0,0.0,       4,       3,75.0,     168,     123,73.2
Southeastern Regional Vocational Technical,08720000,1,1,100.0,       1,       1,100.0,     114,     100,87.7
Southern Berkshire,07650000,1,0,0.0,       2,       2,100.0,      88,      86,97.7
Southern Worcester County Regional Vocational Technical,08760000,1,1,100.0,       1,       1,100.0,     110,      98,89.1
Southwick-Tolland-Granville Regional School District,07660000,1,1,100.0,       4,       4,100.0,     146,     127,87.0
Spencer-E Brookfield,07670000,1,0,0.0,       5,       3,60.0,     140,     114,81.4
Springfield,02810000,1,1,100.0,      52,      44,84.6,"   2,252","   1,847",82.0
Stoneham,02840000,1,1,100.0,       6,       6,100.0,     195,     177,90.8
Stoughton,02850000,1,1,100.0,       8,       8,100.0,     295,     249,84.4
Sturbridge,02870000,1,1,100.0,       1,       1,100.0,      71,      65,91.5
Sturgis Charter Public (District),04890000,1,1,100.0,       1,       1,100.0,      85,      73,85.9
Sudbury,02880000,1,1,100.0,       5,       4,80.0,     222,     194,87.4
Sunderland,02890000,1,0,0.0,       1,       1,100.0,      19,      17,89.5
Sutton,02900000,1,1,100.0,       4,       2,50.0,     105,      98,93.3
Swampscott,02910000,1,0,0.0,       5,       4,80.0,     186,     165,88.7
Swansea,02920000,1,0,0.0,       6,       5,83.3,     162,     153,94.4
Tantasqua,07700000,1,1,100.0,       3,       3,100.0,     149,     133,89.3
Taunton,02930000,1,1,100.0,      13,      11,84.6,     516,     476,92.2
Tewksbury,02950000,1,1,100.0,       7,       6,85.7,     249,     232,93.2
Tisbury,02960000,1,1,100.0,       1,       1,100.0,      42,      37,88.1
Topsfield,02980000,1,1,100.0,       2,       2,100.0,      53,      43,81.1
Tri County Regional Vocational Technical,08780000,1,1,100.0,       1,       1,100.0,      90,      81,90.0
Triton,07730000,1,1,100.0,       5,       4,80.0,     220,     195,88.6
Truro,03000000,1,1,100.0,       1,       1,100.0,      17,      16,94.1
Tyngsborough,03010000,1,1,100.0,       3,       2,66.7,     138,     122,88.4
UP Academy Charter School of Boston (District),04800000,1,0,0.0,       1,       0,0.0,      48,      32,66.7
Up-Island Regional,07740000,1,1,100.0,       2,       1,50.0,      50,      46,92.0
Upper Cape Cod Regional Vocational Technical,08790000,1,1,100.0,       1,       1,100.0,      65,      56,86.2
Uxbridge,03040000,1,1,100.0,       4,       3,75.0,     137,     122,89.1
Veritas Preparatory Charter School (District),04980000,1,1,100.0,       1,       1,100.0,       8,       2,25.0
Wachusett,07750000,1,0,0.0,      12,      11,91.7,     464,     414,89.2
Wakefield,03050000,1,0,0.0,       6,       5,83.3,     252,     225,89.3
Wales,03060000,1,1,100.0,       1,       1,100.0,      15,      15,100.0
Walpole,03070000,1,1,100.0,       8,       8,100.0,     293,     273,93.2
Waltham,03080000,1,1,100.0,       9,       7,77.8,     458,     402,87.8
Ware,03090000,1,1,100.0,       3,       3,100.0,      93,      81,87.1
Wareham,03100000,1,0,0.0,       7,       6,85.7,     234,     202,86.3
Watertown,03140000,1,1,100.0,       5,       3,60.0,     248,     212,85.5
Wayland,03150000,1,1,100.0,       5,       4,80.0,     227,     210,92.5
Webster,03160000,1,1,100.0,       3,       3,100.0,     131,     120,91.6
Wellesley,03170000,1,1,100.0,      10,       8,80.0,     408,     359,88.0
Wellfleet,03180000,1,1,100.0,       1,       1,100.0,      20,      18,90.0
West Boylston,03220000,1,1,100.0,       2,       1,50.0,      79,      63,79.7
West Bridgewater,03230000,1,1,100.0,       3,       3,100.0,      90,      83,92.2
West Springfield,03320000,1,1,100.0,       8,       8,100.0,     308,     284,92.2
Westborough,03210000,1,1,100.0,       6,       4,66.7,     276,     256,92.8
Westfield,03250000,1,1,100.0,      12,       7,58.3,     466,     414,88.8
Westford,03260000,1,1,100.0,      10,       9,90.0,     382,     350,91.6
Westhampton,03270000,1,1,100.0,       1,       1,100.0,      14,      14,100.0
Weston,03300000,1,1,100.0,       5,       5,100.0,     217,     188,86.6
Westport,03310000,1,0,0.0,       4,       2,50.0,     120,     107,89.2
Westwood,03350000,1,1,100.0,       8,       8,100.0,     233,     213,91.4
Weymouth,03360000,1,1,100.0,      12,       7,58.3,     439,     398,90.7
Whately,03370000,1,0,0.0,       1,       1,100.0,      14,      13,92.9
Whitman-Hanson,07800000,1,1,100.0,       7,       6,85.7,     249,     224,90.0
Whittier Regional Vocational Technical,08850000,1,1,100.0,       1,       1,100.0,     111,     105,94.6
Williamsburg,03400000,1,1,100.0,       1,       1,100.0,      18,      15,83.3
Williamstown,03410000,1,1,100.0,       1,       1,100.0,      37,      36,97.3
Wilmington,03420000,1,1,100.0,       6,       4,66.7,     286,     252,88.1
Winchendon,03430000,1,1,100.0,       4,       1,25.0,     115,     103,89.6
Winchester,03440000,1,1,100.0,       8,       7,87.5,     334,     295,88.3
Winthrop,03460000,1,1,100.0,       4,       3,75.0,     153,     126,82.4
Woburn,03470000,1,1,100.0,      11,      11,100.0,     358,     335,93.6
Worcester,03480000,1,1,100.0,      48,      40,83.3,"   1,636","   1,296",79.2
Wrentham,03500000,1,0,0.0,       2,       2,100.0,      80,      72,90.0
State Totals,00000000,400,325,81.3,"   1,857","   1,534",82.6,"  73,620","  64,517",87.6
State Totals,00000000,343,293,85.4,"   1,859","   1,582",85.1,"  73,564","  66,118",89.9
