2014 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
Hamilton-Wenham,06750000,1,1,100.0,       5,       4,80.0,     159,     140,88.1
Hampden Charter School of Science (District),04990000,1,1,100.0,       1,       1,100.0,      34,      26,76.5
Hampden-Wilbraham,06800000,1,1,100.0,       7,       6,85.7,     240,     210,87.5
Hampshire,06830000,1,1,100.0,       1,       0,0.0,      65,      60,92.3
Hancock,01210000,1,1,100.0,       1,       0,0.0,       8,       6,75.0
Hanover,01220000,1,0,0.0,       4,       3,75.0,     185,     174,94.1
Harvard,01250000,1,1,100.0,       2,       2,100.0,      92,      83,90.2
Hatfield,01270000,1,1,100.0,       2,       2,100.0,      43,      38,88.4
Haverhill,01280000,1,1,100.0,      13,      11,84.6,     517,     466,90.1
Hawlemont,06850000,1,1,100.0,       1,       0,0.0,      11,       8,72.7
Hill View Montessori Charter Public (District),04550000,1,0,0.0,       1,       1,100.0,      23,      16,69.6
Hilltown Cooperative Charter  Public (District),04500000,1,1,100.0,       1,       1,100.0,      18,      16,88.9
Hingham,01310000,1,1,100.0,       6,       5,83.3,     285,     248,87.0
Holbrook,01330000,1,0,0.0,       3,       1,33.3,      94,      75,79.8
Holland,01350000,1,1,100.0,       1,       1,100.0,      21,      18,85.7
Holliston,01360000,1,1,100.0,       4,       3,75.0,     226,     203,89.8
Holyoke,01370000,1,0,0.0,      10,       7,70.0,     511,     440,86.1
Holyoke Community Charter (District),04530000,1,1,100.0,       1,       1,100.0,      50,      43,86.0
Hopedale,01380000,1,1,100.0,       3,       3,100.0,      88,      78,88.6
Hopkinton,01390000,1,0,0.0,       6,       3,50.0,     253,     234,92.5
Hudson,01410000,1,1,100.0,       6,       5,83.3,     241,     208,86.3
Hull,01420000,1,1,100.0,       3,       3,100.0,      92,      82,89.1
Innovation Academy Charter (District),04350000,1,0,0.0,       2,       2,100.0,      65,      55,84.6
Ipswich,01440000,1,0,0.0,       4,       4,100.0,     157,     140,89.2
KIPP Academy Boston Charter School (District),04630000,1,1,100.0,       1,       1,100.0,      10,       6,60.0
KIPP Academy Lynn Charter (District),04290000,1,1,100.0,       2,       2,100.0,      53,      44,83.0
King Philip,06900000,1,1,100.0,       2,       2,100.0,     127,     116,91.3
Kingston,01450000,1,1,100.0,       2,       2,100.0,      60,      54,90.0
Lanesborough,01480000,1,1,100.0,       1,       1,100.0,      22,      18,81.8
Lawrence,01490000,1,1,100.0,      32,      23,71.9,"   1,044",     769,73.7
Lawrence Family Development Charter (District),04540000,1,1,100.0,       1,       1,100.0,      54,      47,87.0
Lee,01500000,1,0,0.0,       2,       2,100.0,      75,      68,90.7
Leicester,01510000,1,0,0.0,       4,       3,75.0,     114,     111,97.4
Lenox,01520000,1,1,100.0,       2,       2,100.0,      81,      75,92.6
Leominster,01530000,1,1,100.0,       9,       9,100.0,     452,     418,92.5
Leverett,01540000,1,0,0.0,       1,       1,100.0,      20,      18,90.0
Lexington,01550000,1,1,100.0,       9,       9,100.0,     577,     510,88.4
Lincoln,01570000,1,1,100.0,       4,       4,100.0,     129,     115,89.1
Lincoln-Sudbury,06950000,1,0,0.0,       1,       0,0.0,     135,     122,90.4
Littleton,01580000,1,1,100.0,       4,       4,100.0,     101,      89,88.1
Longmeadow,01590000,1,1,100.0,       6,       6,100.0,     241,     217,90.0
Lowell,01600000,1,1,100.0,      22,      18,81.8,     996,     904,90.8
Lowell Community Charter Public (District),04560000,1,1,100.0,       1,       1,100.0,      49,      37,75.5
Lowell Middlesex Academy Charter (District),04580000,1,1,100.0,       1,       1,100.0,      15,      13,86.7
Ludlow,01610000,1,1,100.0,       5,       5,100.0,     222,     199,89.6
Lunenburg,01620000,1,1,100.0,       3,       3,100.0,     107,      99,92.5
Lynn,01630000,1,1,100.0,      25,      24,96.0,     992,     865,87.2
Lynnfield,01640000,1,1,100.0,       5,       5,100.0,     170,     155,91.2
MATCH Charter Public School (District),04690000,1,1,100.0,       2,       2,100.0,      32,      26,81.3
MATCH Community Day Charter Public School (District),04650000,1,1,100.0,       1,       1,100.0,      13,      10,76.9
Ma Academy for Math and Science,04680000,1,1,100.0,       1,       1,100.0,       7,       6,85.7
Malden,01650000,1,1,100.0,       7,       4,57.1,     434,     397,91.5
Manchester Essex Regional,06980000,1,1,100.0,       4,       2,50.0,     125,     114,91.2
Mansfield,01670000,1,1,100.0,       6,       5,83.3,     311,     284,91.3
Marblehead,01680000,1,0,0.0,       6,       5,83.3,     245,     217,88.6
Marblehead Community Charter Public (District),04640000,1,1,100.0,       1,       1,100.0,      22,      16,72.7
Marion,01690000,1,1,100.0,       1,       1,100.0,      37,      31,83.8
Marlborough,01700000,1,0,0.0,       7,       4,57.1,     355,     329,92.7
Marshfield,01710000,1,1,100.0,       7,       7,100.0,     336,     311,92.6
Martha's Vineyard Charter (District),04660000,1,1,100.0,       1,       1,100.0,      22,      22,100.0
Marthas Vineyard,07000000,1,1,100.0,       1,       1,100.0,      79,      66,83.5
Martin Luther King Jr. Charter School of Excellence (District),04920000,1,1,100.0,       1,       1,100.0,      41,      29,70.7
Masconomet,07050000,1,1,100.0,       2,       1,50.0,     135,     127,94.1
Mashpee,01720000,1,0,0.0,       4,       4,100.0,     133,     121,91.0
Mattapoisett,01730000,1,1,100.0,       2,       2,100.0,      40,      33,82.5
Maynard,01740000,1,1,100.0,       3,       3,100.0,     114,      98,86.0
Medfield,01750000,1,0,0.0,       5,       4,80.0,     216,     197,91.2
Medford,01760000,1,1,100.0,       9,       7,77.8,     400,     358,89.5
Medway,01770000,1,1,100.0,       4,       4,100.0,     175,     152,86.9
Melrose,01780000,1,1,100.0,       8,       7,87.5,     277,     234,84.5
Mendon-Upton,07100000,1,1,100.0,       4,       4,100.0,     161,     144,89.4
Methuen,01810000,1,1,100.0,       6,       3,50.0,     479,     447,93.3
Middleborough,01820000,1,1,100.0,       5,       4,80.0,     229,     209,91.3
Middleton,01840000,1,1,100.0,       2,       2,100.0,      69,      61,88.4
Milford,01850000,1,1,100.0,       6,       5,83.3,     318,     287,90.3
Millbury,01860000,1,1,100.0,       3,       2,66.7,     129,     118,91.5
Millis,01870000,1,1,100.0,       3,       3,100.0,      96,      88,91.7
Milton,01890000,1,1,100.0,       6,       5,83.3,     285,     247,86.7
Minuteman Regional Vocational Technical,08300000,1,1,100.0,       1,       1,100.0,      78,      65,83.3
Mohawk Trail,07170000,1,1,100.0,       5,       4,80.0,      99,      83,83.8
Monomoy Regional School District,07120000,1,0,0.0,       6,       6,100.0,     189,     178,94.2
Monson,01910000,1,0,0.0,       3,       1,33.3,      93,      77,82.8
Montachusett Regional Vocational Technical,08320000,1,1,100.0,       1,       1,100.0,     106,      95,89.6
Mount Greylock,07150000,1,1,100.0,       1,       0,0.0,      55,      51,92.7
Mystic Valley Regional Charter (District),04700000,1,1,100.0,       1,       1,100.0,     108,      80,74.1
Nahant,01960000,1,1,100.0,       1,       1,100.0,      14,      13,92.9
Nantucket,01970000,1,1,100.0,       3,       2,66.7,     125,     110,88.0
Narragansett,07200000,1,1,100.0,       4,       4,100.0,     100,      88,88.0
Nashoba,07250000,1,1,100.0,       6,       6,100.0,     249,     217,87.1
Nashoba Valley Regional Vocational Technical,08520000,1,1,100.0,       1,       1,100.0,      56,      46,82.1
Natick,01980000,1,1,100.0,       9,       8,88.9,     371,     329,88.7
Nauset,06600000,1,1,100.0,       2,       2,100.0,     152,     134,88.2
Needham,01990000,1,1,100.0,       8,       7,87.5,     382,     335,87.7
Neighborhood House Charter (District),04440000,1,0,0.0,       1,       1,100.0,      35,      26,74.3
New Bedford,02010000,1,0,0.0,      25,      17,68.0,     882,     743,84.2
New Salem-Wendell,07280000,1,0,0.0,       1,       0,0.0,      14,      13,92.9
Newburyport,02040000,1,0,0.0,       5,       5,100.0,     181,     163,90.1
Newton,02070000,1,1,100.0,      30,      19,63.3,"   1,043",     957,91.8
Norfolk,02080000,1,1,100.0,       2,       2,100.0,      70,      69,98.6
Norfolk County Agricultural,09150000,1,1,100.0,       1,       1,100.0,      45,      38,84.4
North Adams,02090000,1,1,100.0,       4,       3,75.0,     150,     136,90.7
North Andover,02110000,1,1,100.0,       7,       7,100.0,     309,     272,88.0
North Attleborough,02120000,1,1,100.0,       9,       9,100.0,     291,     266,91.4
North Brookfield,02150000,1,1,100.0,       2,       2,100.0,      48,      41,85.4
North Central Charter Essential (District),04740000,1,1,100.0,       2,       2,100.0,      40,      29,72.5
North Middlesex,07350000,1,1,100.0,       8,       6,75.0,     257,     237,92.2
North Reading,02170000,1,1,100.0,       5,       5,100.0,     208,     189,90.9
North Shore Regional Vocational Technical,08540000,1,1,100.0,       1,       1,100.0,      57,      49,86.0
Northampton,02100000,1,0,0.0,       6,       3,50.0,     217,     185,85.3
Northampton-Smith Vocational Agricultural,04060000,1,1,100.0,       1,       0,0.0,      48,      39,81.3
Northboro-Southboro,07300000,1,1,100.0,       1,       1,100.0,     109,      97,89.0
Northborough,02130000,1,1,100.0,       5,       4,80.0,     147,     139,94.6
Northbridge,02140000,1,1,100.0,       5,       4,80.0,     181,     164,90.6
Northeast Metropolitan Regional Vocational Technical,08530000,1,1,100.0,       1,       1,100.0,     113,      99,87.6
Northern Berkshire Regional Vocational Technical,08510000,1,1,100.0,       1,       1,100.0,      46,      43,93.5
Norton,02180000,1,0,0.0,       5,       5,100.0,     193,     175,90.7
Norwell,02190000,1,1,100.0,       4,       4,100.0,     158,     147,93.0
Norwood,02200000,1,1,100.0,       8,       6,75.0,     287,     260,90.6
Oak Bluffs,02210000,1,1,100.0,       1,       1,100.0,      54,      49,90.7
Old Colony Regional Vocational Technical,08550000,1,1,100.0,       1,       1,100.0,      53,      47,88.7
Old Rochester,07400000,1,1,100.0,       2,       2,100.0,      84,      81,96.4
Orange,02230000,1,0,0.0,       3,       2,66.7,      47,      41,87.2
Orleans,02240000,1,1,100.0,       1,       1,100.0,      28,      22,78.6
Oxford,02260000,1,1,100.0,       5,       5,100.0,     138,     127,92.0
Palmer,02270000,1,1,100.0,       3,       3,100.0,     123,     111,90.2
Pathfinder Regional Vocational Technical,08600000,1,1,100.0,       1,       1,100.0,      81,      74,91.4
Peabody,02290000,1,1,100.0,      10,       6,60.0,     451,     409,90.7
Pelham,02300000,1,1,100.0,       1,       1,100.0,      17,      13,76.5
Pembroke,02310000,1,1,100.0,       5,       5,100.0,     208,     191,91.8
Pentucket,07450000,1,1,100.0,       6,       4,66.7,     220,     199,90.5
Petersham,02340000,1,0,0.0,       1,       0,0.0,      12,      12,100.0
Phoenix Charter Academy (District),04930000,1,1,100.0,       1,       0,0.0,      28,      12,42.9
Pioneer Charter School of Science (District),04940000,1,1,100.0,       1,       0,0.0,      35,      23,65.7
Pioneer Valley,07500000,1,1,100.0,       5,       5,100.0,      96,      84,87.5
Pioneer Valley Chinese Immersion Charter(District),04970000,1,1,100.0,       1,       1,100.0,      31,      22,71.0
Pioneer Valley Performing Arts Charter Public (District),04790000,1,1,100.0,       1,       1,100.0,      59,      41,69.5
Pittsfield,02360000,1,0,0.0,      12,       9,75.0,     481,     450,93.6
Plainville,02380000,1,1,100.0,       2,       1,50.0,      54,      51,94.4
Plymouth,02390000,1,1,100.0,      14,      11,78.6,     641,     559,87.2
Plympton,02400000,1,1,100.0,       1,       1,100.0,      18,      17,94.4
Prospect Hill Academy Charter (District),04870000,1,1,100.0,       3,       3,100.0,     107,      69,64.5
Provincetown,02420000,1,1,100.0,       1,       1,100.0,      22,      18,81.8
Quabbin,07530000,1,1,100.0,       6,       5,83.3,     184,     166,90.2
Quaboag Regional,07780000,1,1,100.0,       3,       2,66.7,      99,      90,90.9
Quincy,02430000,1,1,100.0,      18,      16,88.9,     675,     636,94.2
Ralph C Mahar,07550000,1,0,0.0,       1,       1,100.0,      71,      56,78.9
Randolph,02440000,1,0,0.0,       6,       5,83.3,     242,     207,85.5
Reading,02460000,1,1,100.0,       9,       6,66.7,     328,     297,90.5
Revere,02480000,1,1,100.0,      11,      11,100.0,     496,     450,90.7
Richmond,02490000,1,1,100.0,       2,       1,50.0,      20,      17,85.0
Rising Tide Charter Public (District),04830000,1,1,100.0,       1,       1,100.0,      41,      36,87.8
River Valley Charter (District),04820000,1,0,0.0,       1,       0,0.0,      18,      14,77.8
Rochester,02500000,1,1,100.0,       1,       0,0.0,      39,      35,89.7
Rockland,02510000,1,1,100.0,       5,       4,80.0,     158,     141,89.2
Rockport,02520000,1,1,100.0,       4,       4,100.0,      91,      81,89.0
Rowe,02530000,1,1,100.0,       1,       1,100.0,      13,      11,84.6
Roxbury Preparatory Charter (District),04840000,1,1,100.0,       2,       1,50.0,      56,      39,69.6
Sabis International Charter (District),04410000,1,1,100.0,       3,       3,100.0,      94,      78,83.0
Salem,02580000,1,1,100.0,      10,       9,90.0,     452,     389,86.1
Salem Academy Charter (District),04850000,1,1,100.0,       1,       1,100.0,      37,      28,75.7
Salem Community Charter School (District),04670000,1,1,100.0,       1,       1,100.0,       6,       4,66.7
Sandwich,02610000,1,1,100.0,       4,       3,75.0,     227,     192,84.6
Saugus,02620000,1,0,0.0,       7,       6,85.7,     210,     192,91.4
Savoy,02630000,1,1,100.0,       1,       1,100.0,       5,       2,40.0
Scituate,02640000,1,1,100.0,       6,       6,100.0,     236,     218,92.4
Seekonk,02650000,1,1,100.0,       4,       4,100.0,     148,     138,93.2
Seven Hills Charter Public (District),04860000,1,1,100.0,       4,       4,100.0,      53,      42,79.2
Sharon,02660000,1,1,100.0,       5,       5,100.0,     259,     243,93.8
Shawsheen Valley Regional Vocational Technical,08710000,1,1,100.0,       1,       0,0.0,     132,     117,88.6
Sherborn,02690000,1,0,0.0,       1,       1,100.0,      35,      32,91.4
Shrewsbury,02710000,1,1,100.0,       8,       7,87.5,     348,     316,90.8
Shutesbury,02720000,1,0,0.0,       1,       0,0.0,      18,      17,94.4
Silver Hill Horace Mann Charter (District),04770000,1,0,0.0,       1,       0,0.0,      36,      35,97.2
Silver Lake,07600000,1,1,100.0,       2,       1,50.0,     138,     127,92.0
Smith Leadership Academy Charter Public (District),04190000,1,1,100.0,       2,       1,50.0,      20,      14,70.0
Somerset,02730000,1,1,100.0,       5,       3,60.0,     132,     123,93.2
Somerset Berkley Regional School District,07630000,1,0,0.0,       1,       1,100.0,      84,      78,92.9
Somerville,02740000,1,1,100.0,      10,      10,100.0,     413,     351,85.0
South Hadley,02780000,1,1,100.0,       4,       2,50.0,     159,     139,87.4
South Middlesex Regional Vocational Technical,08290000,1,1,100.0,       1,       1,100.0,      77,      69,89.6
South Shore Charter Public (District),04880000,1,1,100.0,       2,       2,100.0,      52,      48,92.3
South Shore Regional Vocational Technical,08730000,1,1,100.0,       1,       1,100.0,      60,      56,93.3
Southampton,02750000,1,1,100.0,       1,       0,0.0,      43,      40,93.0
