2016 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
Brookfield,00450000,1,1,100.0,       1,       1,100.0,      27,      25,92.6
Brookline,00460000,1,1,100.0,      10,       7,70.0,     643,     551,85.7
Burlington,00480000,1,1,100.0,       7,       7,100.0,     310,     276,89.0
Cambridge,00490000,1,1,100.0,      19,      15,78.9,     656,     561,85.5
Canton,00500000,1,0,0.0,       6,       4,66.7,     247,     221,89.5
Cape Cod Lighthouse Charter (District),04320000,1,1,100.0,       1,       1,100.0,      27,      23,85.2
Cape Cod Regional Vocational Technical,08150000,1,1,100.0,       1,       1,100.0,      74,      63,85.1
Carlisle,00510000,1,1,100.0,       2,       1,50.0,      61,      56,91.8
Carver,00520000,1,1,100.0,       2,       2,100.0,     124,     107,86.3
Central Berkshire,06350000,1,0,0.0,       6,       5,83.3,     145,     125,86.2
Chelmsford,00560000,1,0,0.0,       9,       5,55.6,     368,     334,90.8
Chelsea,00570000,1,1,100.0,       9,       7,77.8,     418,     323,77.3
Chesterfield-Goshen,06320000,1,1,100.0,       1,       1,100.0,      18,      17,94.4
Chicopee,00610000,1,1,100.0,      15,      14,93.3,     622,     574,92.3
Christa McAuliffe Charter Public (District),04180000,1,1,100.0,       1,       1,100.0,      39,      33,84.6
City on a Hill Charter Public School Circuit Street (District),04370000,1,0,0.0,       1,       1,100.0,      33,      25,75.8
City on a Hill Charter Public School Dudley Square (District),35040000,1,0,0.0,       1,       1,100.0,      19,      13,68.4
City on a Hill Charter Public School New Bedford (District),35070000,1,0,0.0,       1,       1,100.0,      12,       6,50.0
Clarksburg,00630000,1,1,100.0,       1,       0,0.0,      17,      16,94.1
Clinton,00640000,1,1,100.0,       3,       3,100.0,     145,     125,86.2
Codman Academy Charter Public (District),04380000,1,1,100.0,       1,       1,100.0,      28,      19,67.9
Cohasset,00650000,1,1,100.0,       3,       3,100.0,     124,     109,87.9
Community Charter School of Cambridge (District),04360000,1,1,100.0,       1,       1,100.0,      39,      31,79.5
Community Day Charter Public School - Gateway (District),04260000,1,1,100.0,       2,       1,50.0,      27,      12,44.4
Community Day Charter Public School - Prospect (District),04400000,1,1,100.0,       4,       4,100.0,      49,      32,65.3
Community Day Charter Public School - R. Kingman Webster (District),04310000,1,1,100.0,       1,       1,100.0,      27,      12,44.4
Concord,00670000,1,1,100.0,       4,       3,75.0,     167,     146,87.4
Concord-Carlisle,06400000,1,1,100.0,       1,       1,100.0,     111,     101,91.0
Conservatory Lab Charter (District),04390000,1,1,100.0,       3,       3,100.0,      18,      10,55.6
Conway,00680000,1,1,100.0,       1,       1,100.0,      16,      13,81.3
Danvers,00710000,1,1,100.0,       7,       6,85.7,     273,     249,91.2
Dartmouth,00720000,1,0,0.0,       6,       5,83.3,     281,     257,91.5
Dedham,00730000,1,1,100.0,       7,       6,85.7,     240,     213,88.8
Deerfield,00740000,1,1,100.0,       1,       1,100.0,      42,      38,90.5
Dennis-Yarmouth,06450000,1,1,100.0,       6,       5,83.3,     306,     268,87.6
Dighton-Rehoboth,06500000,1,1,100.0,       6,       4,66.7,     235,     209,88.9
Dorchester Collegiate Academy Charter (District),04750000,1,1,100.0,       1,       0,0.0,      16,      10,62.5
Douglas,00770000,1,0,0.0,       4,       4,100.0,     103,      83,80.6
Dover,00780000,1,0,0.0,       1,       1,100.0,      42,      36,85.7
Dover-Sherborn,06550000,1,0,0.0,       2,       2,100.0,     111,     102,91.9
Dracut,00790000,1,1,100.0,       6,       6,100.0,     221,     195,88.2
Dudley Street Neighborhood Charter School (District),04070000,1,0,0.0,       1,       0,0.0,      15,      11,73.3
Dudley-Charlton Reg,06580000,1,1,100.0,       7,       7,100.0,     274,     248,90.5
Duxbury,00820000,1,1,100.0,       4,       3,75.0,     244,     221,90.6
East Bridgewater,00830000,1,0,0.0,       3,       2,66.7,     139,     128,92.1
East Longmeadow,00870000,1,1,100.0,       5,       5,100.0,     203,     192,94.6
Eastham,00850000,1,0,0.0,       1,       0,0.0,      26,      25,96.2
Easthampton,00860000,1,1,100.0,       4,       2,50.0,     111,      97,87.4
Easton,00880000,1,1,100.0,       6,       5,83.3,     279,     255,91.4
Edgartown,00890000,1,0,0.0,       1,       1,100.0,      49,      40,81.6
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),04520000,1,1,100.0,       1,       1,100.0,      31,      26,83.9
Erving,00910000,1,0,0.0,       1,       1,100.0,      20,      16,80.0
Essex North Shore Agricultural and Technical School District,08170000,1,1,100.0,       1,       1,100.0,     111,     100,90.1
Everett,00930000,1,1,100.0,       9,       9,100.0,     524,     457,87.2
Excel Academy Charter (District),04100000,1,1,100.0,       5,       3,60.0,      68,      41,60.3
Fairhaven,00940000,1,1,100.0,       4,       4,100.0,     146,     127,87.0
Fall River,00950000,1,1,100.0,      17,      13,76.5,     735,     568,77.3
Falmouth,00960000,1,0,0.0,       7,       3,42.9,     296,     267,90.2
Farmington River Reg,06620000,1,1,100.0,       1,       1,100.0,      17,      16,94.1
Fitchburg,00970000,1,1,100.0,       8,       7,87.5,     358,     311,86.9
Florida,00980000,1,1,100.0,       1,       1,100.0,      15,      12,80.0
Four Rivers Charter Public (District),04130000,1,1,100.0,       1,       1,100.0,      29,      25,86.2
Foxborough,00990000,1,1,100.0,       5,       5,100.0,     223,     204,91.5
Foxborough Regional Charter (District),04460000,1,1,100.0,       1,       1,100.0,      91,      73,80.2
Framingham,01000000,1,1,100.0,      13,      12,92.3,     703,     627,89.2
Francis W. Parker Charter Essential (District),04780000,1,1,100.0,       1,       1,100.0,      50,      36,72.0
Franklin,01010000,1,1,100.0,      11,       9,81.8,     412,     362,87.9
Franklin County Regional Vocational Technical,08180000,1,0,0.0,       1,       0,0.0,      58,      55,94.8
Freetown-Lakeville,06650000,1,1,100.0,       5,       5,100.0,     190,     168,88.4
Frontier,06700000,1,1,100.0,       1,       1,100.0,      58,      51,87.9
Gardner,01030000,1,1,100.0,       6,       5,83.3,     181,     158,87.3
Gateway,06720000,1,1,100.0,       2,       2,100.0,      87,      80,92.0
Georgetown,01050000,1,1,100.0,       2,       2,100.0,     115,      98,85.2
Gill-Montague,06740000,1,1,100.0,       5,       2,40.0,      94,      77,81.9
Global Learning Charter Public (District),04960000,1,1,100.0,       2,       1,50.0,      45,      32,71.1
Gloucester,01070000,1,1,100.0,       8,       7,87.5,     271,     245,90.4
Gosnold,01090000,1,0,0.0,       1,       0,0.0,       5,       2,40.0
Grafton,01100000,1,1,100.0,       6,       6,100.0,     235,     205,87.2
Granby,01110000,1,0,0.0,       3,       3,100.0,      71,      63,88.7
Greater Fall River Regional Vocational Technical,08210000,1,1,100.0,,,,     134,     122,91.0
Greater Lawrence Regional Vocational Technical,08230000,1,1,100.0,       1,       1,100.0,     136,     114,83.8
Greater Lowell Regional Vocational Technical,08280000,1,1,100.0,       1,       1,100.0,     176,     162,92.0
Greater New Bedford Regional Vocational Technical,08250000,1,0,0.0,       2,       2,100.0,     200,     186,93.0
Greenfield,01140000,1,1,100.0,       7,       5,71.4,     157,     130,82.8
Groton-Dunstable,06730000,1,1,100.0,       5,       4,80.0,     171,     162,94.7
Hadley,01170000,1,1,100.0,       2,       2,100.0,      52,      47,90.4
Halifax,01180000,1,0,0.0,       1,       0,0.0,      39,      38,97.4
Hamilton-Wenham,06750000,1,1,100.0,       6,       5,83.3,     155,     133,85.8
Hampden Charter School of Science (District),04990000,1,1,100.0,       1,       1,100.0,      37,      20,54.1
Hampden-Wilbraham,06800000,1,1,100.0,       7,       6,85.7,     229,     201,87.8
Hampshire,06830000,1,1,100.0,       1,       1,100.0,      69,      63,91.3
Hancock,01210000,1,1,100.0,       1,       1,100.0,       7,       7,100.0
Hanover,01220000,1,1,100.0,       4,       4,100.0,     203,     190,93.6
Harvard,01250000,1,1,100.0,       2,       2,100.0,      90,      77,85.6
Hatfield,01270000,1,1,100.0,       2,       2,100.0,      45,      39,86.7
Haverhill,01280000,1,1,100.0,      12,      10,83.3,     506,     426,84.2
Hawlemont,06850000,1,1,100.0,       1,       0,0.0,      13,       8,61.5
Helen Y. Davis Leadership Academy Charter Public (District),04190000,1,1,100.0,       1,       1,100.0,      18,       7,38.9
Hill View Montessori Charter Public (District),04550000,1,1,100.0,       1,       1,100.0,      23,      20,87.0
Hilltown Cooperative Charter Public (District),04500000,1,1,100.0,       1,       1,100.0,      20,      18,90.0
Hingham,01310000,1,1,100.0,       6,       6,100.0,     300,     274,91.3
Holbrook,01330000,1,1,100.0,       5,       2,40.0,      86,      81,94.2
Holland,01350000,1,1,100.0,       1,       1,100.0,      21,      18,85.7
Holliston,01360000,1,1,100.0,       4,       3,75.0,     218,     194,89.0
Holyoke,01370000,1,0,0.0,      12,      10,83.3,     453,     317,70.0
Holyoke Community Charter (District),04530000,1,1,100.0,       1,       1,100.0,      51,      31,60.8
Hopedale,01380000,1,0,0.0,       3,       3,100.0,      92,      82,89.1
Hopkinton,01390000,1,1,100.0,       5,       5,100.0,     268,     240,89.6
Hudson,01410000,1,1,100.0,       5,       4,80.0,     241,     218,90.5
Hull,01420000,1,1,100.0,       3,       2,66.7,      90,      82,91.1
Innovation Academy Charter (District),04350000,1,1,100.0,       2,       2,100.0,      73,      58,79.5
Ipswich,01440000,1,1,100.0,       4,       4,100.0,     145,     129,89.0
KIPP Academy Boston Charter School (District),04630000,1,1,100.0,       2,       2,100.0,      29,      16,55.2
KIPP Academy Lynn Charter (District),04290000,1,1,100.0,       2,       2,100.0,      80,      48,60.0
King Philip,06900000,1,1,100.0,       2,       2,100.0,     132,     116,87.9
Kingston,01450000,1,0,0.0,       2,       2,100.0,      68,      60,88.2
Lanesborough,01480000,1,0,0.0,       1,       0,0.0,      23,      19,82.6
Lawrence,01490000,1,1,100.0,      34,      33,97.1,"   1,050",     791,75.3
Lawrence Family Development Charter (District),04540000,1,1,100.0,       1,       1,100.0,      56,      43,76.8
Lee,01500000,1,1,100.0,       2,       2,100.0,      73,      69,94.5
Leicester,01510000,1,1,100.0,       4,       2,50.0,     108,      96,88.9
Lenox,01520000,1,1,100.0,       2,       2,100.0,      80,      74,92.5
Leominster,01530000,1,1,100.0,      10,       8,80.0,     456,     403,88.4
Leverett,01540000,1,0,0.0,       1,       1,100.0,      20,      15,75.0
Lexington,01550000,1,0,0.0,      10,       9,90.0,     589,     511,86.8
Lincoln,01570000,1,1,100.0,       4,       3,75.0,     130,     115,88.5
Lincoln-Sudbury,06950000,1,1,100.0,       1,       1,100.0,     137,     132,96.4
Littleton,01580000,1,1,100.0,       4,       4,100.0,     112,     100,89.3
Longmeadow,01590000,1,1,100.0,       6,       5,83.3,     246,     218,88.6
Lowell,01600000,1,0,0.0,      23,      21,91.3,"   1,017",     933,91.7
Lowell Collegiate Charter School (District),35030000,1,0,0.0,       1,       0,0.0,      22,      19,86.4
Lowell Community Charter Public (District),04560000,1,1,100.0,       1,       1,100.0,      56,      41,73.2
Lowell Middlesex Academy Charter (District),04580000,1,1,100.0,       1,       1,100.0,      14,       8,57.1
Ludlow,01610000,1,1,100.0,       5,       4,80.0,     242,     226,93.4
Lunenburg,01620000,1,1,100.0,       3,       3,100.0,     104,      96,92.3
Lynn,01630000,1,1,100.0,      26,      22,84.6,"   1,058",     879,83.1
Lynnfield,01640000,1,1,100.0,       5,       4,80.0,     176,     155,88.1
MATCH Charter Public School (District),04690000,1,1,100.0,       3,       1,33.3,      63,      42,66.7
Ma Academy for Math and Science,04680000,1,1,100.0,       1,       1,100.0,       8,       7,87.5
Malden,01650000,1,1,100.0,       7,       7,100.0,     452,     412,91.2
Manchester Essex Regional,06980000,1,1,100.0,       4,       4,100.0,     128,     113,88.3
Mansfield,01670000,1,1,100.0,       5,       4,80.0,     310,     283,91.3
Marblehead,01680000,1,1,100.0,       6,       5,83.3,     265,     245,92.5
Marblehead Community Charter Public (District),04640000,1,1,100.0,       1,       1,100.0,      22,      14,63.6
Marion,01690000,1,1,100.0,       1,       1,100.0,      33,      28,84.8
Marlborough,01700000,1,1,100.0,       6,       1,16.7,     369,     327,88.6
Marshfield,01710000,1,0,0.0,       7,       7,100.0,     342,     309,90.4
Martha's Vineyard,07000000,1,0,0.0,       1,       0,0.0,      78,      69,88.5
Martha's Vineyard Charter (District),04660000,1,1,100.0,       1,       1,100.0,      21,      20,95.2
Martin Luther King Jr. Charter School of Excellence (District),04920000,1,1,100.0,       1,       0,0.0,      39,      21,53.8
Masconomet,07050000,1,1,100.0,       2,       2,100.0,     145,     131,90.3
Mashpee,01720000,1,1,100.0,       3,       1,33.3,     139,     118,84.9
Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District,39010000,1,1,100.0,       1,       1,100.0,      18,       6,33.3
Mattapoisett,01730000,1,1,100.0,       1,       1,100.0,      40,      37,92.5
Maynard,01740000,1,1,100.0,       3,       3,100.0,     114,      99,86.8
Medfield,01750000,1,1,100.0,       5,       4,80.0,     219,     193,88.1
Medford,01760000,,,,,,,,,
Medway,01770000,1,0,0.0,       4,       3,75.0,     166,     151,91.0
Melrose,01780000,1,1,100.0,       8,       7,87.5,     266,     222,83.5
Mendon-Upton,07100000,1,1,100.0,       4,       4,100.0,     166,     144,86.7
Methuen,01810000,1,1,100.0,       5,       5,100.0,     492,     445,90.4
Middleborough,01820000,1,0,0.0,       5,       4,80.0,     233,     212,91.0
Middleton,01840000,1,1,100.0,       2,       2,100.0,      69,      61,88.4
Milford,01850000,1,1,100.0,       7,       6,85.7,     328,     298,90.9
Millbury,01860000,1,1,100.0,       3,       2,66.7,     129,     120,93.0
Millis,01870000,1,1,100.0,       3,       2,66.7,     105,      93,88.6
Milton,01890000,1,1,100.0,       6,       6,100.0,     301,     261,86.7
Minuteman Regional Vocational Technical,08300000,1,1,100.0,       1,       0,0.0,      85,      71,83.5
Mohawk Trail,07170000,1,1,100.0,       5,       5,100.0,      96,      74,77.1
Monomoy Regional School District,07120000,1,1,100.0,       4,       2,50.0,     180,     151,83.9
Monson,01910000,1,1,100.0,       3,       3,100.0,      87,      77,88.5
Montachusett Regional Vocational Technical,08320000,1,0,0.0,       1,       1,100.0,     107,     100,93.5
Mount Greylock,07150000,1,0,0.0,       1,       1,100.0,      54,      47,87.0
Mystic Valley Regional Charter (District),04700000,1,1,100.0,       1,       1,100.0,     113,      78,69.0
Nahant,01960000,1,1,100.0,       1,       1,100.0,      12,      11,91.7
Nantucket,01970000,1,1,100.0,       3,       3,100.0,     141,     121,85.8
Narragansett,07200000,1,0,0.0,       4,       3,75.0,     106,      90,84.9
Nashoba,07250000,1,1,100.0,       7,       4,57.1,     253,     233,92.1
Nashoba Valley Regional Vocational Technical,08520000,1,1,100.0,       1,       1,100.0,      59,      46,78.0
Natick,01980000,1,1,100.0,       9,       7,77.8,     397,     342,86.1
Nauset,06600000,1,0,0.0,       2,       1,50.0,     154,     139,90.3
Needham,01990000,1,1,100.0,       8,       7,87.5,     406,     370,91.1
Neighborhood House Charter (District),04440000,1,1,100.0,       1,       0,0.0,      36,      32,88.9
New Bedford,02010000,1,1,100.0,      26,      15,57.7,     852,     712,83.6
New Liberty Charter School of Salem (District),04670000,1,1,100.0,       1,       1,100.0,       6,       2,33.3
New Salem-Wendell,07280000,1,0,0.0,       1,       1,100.0,      14,      12,85.7
Newburyport,02040000,1,1,100.0,       5,       5,100.0,     191,     177,92.7
Newton,02070000,1,1,100.0,      25,      20,80.0,"   1,145","   1,042",91.0
Norfolk,02080000,1,1,100.0,       2,       2,100.0,      73,      69,94.5
Norfolk County Agricultural,09150000,1,1,100.0,       1,       1,100.0,      45,      39,86.7
North Adams,02090000,1,1,100.0,       4,       4,100.0,     131,     109,83.2
North Andover,02110000,1,0,0.0,       7,       7,100.0,     312,     287,92.0
North Attleborough,02120000,1,1,100.0,      10,       9,90.0,     294,     260,88.4
North Brookfield,02150000,1,1,100.0,       2,       2,100.0,      45,      34,75.6
North Middlesex,07350000,1,1,100.0,       6,       6,100.0,     262,     215,82.1
North Reading,02170000,1,0,0.0,       5,       4,80.0,     206,     186,90.3
Northampton,02100000,1,1,100.0,       6,       6,100.0,     230,     203,88.3
Northampton-Smith Vocational Agricultural,04060000,1,1,100.0,       1,       1,100.0,      48,      41,85.4
Northboro-Southboro,07300000,1,1,100.0,       1,       1,100.0,     114,     103,90.4
Northborough,02130000,1,1,100.0,       5,       3,60.0,     152,     136,89.5
Northbridge,02140000,1,1,100.0,       4,       3,75.0,     171,     154,90.1
Northeast Metropolitan Regional Vocational Technical,08530000,1,1,100.0,       1,       1,100.0,     118,     106,89.8
Northern Berkshire Regional Vocational Technical,08510000,1,1,100.0,       1,       1,100.0,      48,      44,91.7
Norton,02180000,1,1,100.0,       5,       4,80.0,     198,     187,94.4
Norwell,02190000,1,1,100.0,       4,       3,75.0,     165,     155,93.9
Norwood,02200000,1,1,100.0,       8,       7,87.5,     286,     266,93.0
Oak Bluffs,02210000,1,0,0.0,       1,       0,0.0,      53,      47,88.7
Old Colony Regional Vocational Technical,08550000,1,1,100.0,       1,       1,100.0,      55,      45,81.8
Old Rochester,07400000,1,1,100.0,       2,       2,100.0,      90,      84,93.3
Orange,02230000,1,1,100.0,       2,       1,50.0,      45,      42,93.3
Orleans,02240000,1,0,0.0,       1,       1,100.0,      29,      28,96.6
Oxford,02260000,1,1,100.0,       5,       3,60.0,     138,     116,84.1
Palmer,02270000,1,0,0.0,       3,       3,100.0,     115,     111,96.5
Pathfinder Regional Vocational Technical,08600000,1,1,100.0,       1,       1,100.0,      78,      71,91.0
Paulo Freire Social Justice Charter School (District),35010000,1,1,100.0,       1,       1,100.0,      38,      26,68.4
Peabody,02290000,1,0,0.0,      10,       9,90.0,     440,     412,93.6
Pelham,02300000,1,1,100.0,       1,       1,100.0,      16,      14,87.5
Pembroke,02310000,1,0,0.0,       5,       4,80.0,     204,     184,90.2
Pentucket,07450000,1,1,100.0,       5,       4,80.0,     227,     200,88.1
Petersham,02340000,1,1,100.0,       1,       0,0.0,      12,      11,91.7
Phoenix Academy Public Charter High School Springfield (District),35080000,1,1,100.0,       1,       1,100.0,      19,       6,31.6
Phoenix Charter Academy (District),04930000,1,1,100.0,       1,       0,0.0,      31,       9,29.0
Pioneer Charter School of Science (District),04940000,1,1,100.0,       1,       1,100.0,      36,      25,69.4
Pioneer Charter School of Science II (PCSS-II) (District),35060000,1,1,100.0,       1,       1,100.0,      24,      10,41.7
Pioneer Valley,07500000,1,0,0.0,       5,       5,100.0,      93,      85,91.4
Pioneer Valley Chinese Immersion Charter (District),04970000,1,1,100.0,       1,       1,100.0,      47,      37,78.7
Pioneer Valley Performing Arts Charter Public (District),04790000,1,1,100.0,       1,       1,100.0,      50,      40,80.0
Pittsfield,02360000,1,1,100.0,      12,      11,91.7,     488,     424,86.9
Plainville,02380000,1,1,100.0,       2,       2,100.0,      55,      49,89.1
Plymouth,02390000,1,1,100.0,      14,      14,100.0,     643,     567,88.2
Plympton,02400000,1,0,0.0,       1,       1,100.0,      20,      17,85.0
Prospect Hill Academy Charter (District),04870000,1,1,100.0,       3,       2,66.7,     107,      72,67.3
Provincetown,02420000,1,1,100.0,       1,       1,100.0,      21,      17,81.0
Quabbin,07530000,1,1,100.0,       6,       4,66.7,     169,     154,91.1
Quaboag Regional,07780000,1,1,100.0,       3,       3,100.0,     102,      94,92.2
Quincy,02430000,1,1,100.0,      19,      19,100.0,     710,     662,93.2
Ralph C Mahar,07550000,1,1,100.0,       1,       0,0.0,      68,      64,94.1
Randolph,02440000,1,1,100.0,       6,       5,83.3,     262,     213,81.3
Reading,02460000,1,1,100.0,       9,       8,88.9,     332,     283,85.2
Revere,02480000,1,0,0.0,      11,       9,81.8,     518,     463,89.4
Richmond,02490000,1,1,100.0,       1,       1,100.0,      22,      21,95.5
Rising Tide Charter Public (District),04830000,1,1,100.0,       2,       2,100.0,      53,      40,75.5
River Valley Charter (District),04820000,1,1,100.0,       1,       1,100.0,      20,      17,85.0
Rochester,02500000,1,1,100.0,       1,       1,100.0,      34,      33,97.1
Rockland,02510000,1,1,100.0,       5,       4,80.0,     157,     134,85.4
Rockport,02520000,1,1,100.0,       5,       1,20.0,      88,      84,95.5
Rowe,02530000,1,1,100.0,       1,       1,100.0,      10,      10,100.0
Roxbury Preparatory Charter (District),04840000,1,1,100.0,       4,       3,75.0,      79,      53,67.1
Sabis International Charter (District),04410000,1,1,100.0,       4,       2,50.0,      95,      78,82.1
Salem,02580000,1,0,0.0,      11,       6,54.5,     436,     322,73.9
Salem Academy Charter (District),04850000,1,1,100.0,       2,       2,100.0,      43,      33,76.7
Sandwich,02610000,1,1,100.0,       5,       4,80.0,     225,     196,87.1
Saugus,02620000,1,1,100.0,       8,       6,75.0,     222,     191,86.0
Savoy,02630000,1,1,100.0,       1,       1,100.0,       6,       5,83.3
Scituate,02640000,1,1,100.0,       6,       5,83.3,     258,     231,89.5
Seekonk,02650000,1,1,100.0,       4,       4,100.0,     150,     141,94.0
Seven Hills Charter Public (District),04860000,1,1,100.0,       4,       3,75.0,      57,      37,64.9
Sharon,02660000,1,1,100.0,       5,       5,100.0,     282,     262,92.9
Shawsheen Valley Regional Vocational Technical,08710000,1,0,0.0,       1,       1,100.0,     132,     121,91.7
Sherborn,02690000,1,0,0.0,       1,       1,100.0,      33,      29,87.9
Shrewsbury,02710000,1,1,100.0,       9,       9,100.0,     412,     370,89.8
Shutesbury,02720000,1,0,0.0,       1,       1,100.0,      17,      14,82.4
Silver Hill Horace Mann Charter (District),04770000,1,1,100.0,       1,       1,100.0,      37,      34,91.9
Silver Lake,07600000,1,0,0.0,       2,       2,100.0,     140,     134,95.7
Sizer School: A North Central Charter Essential (District),04740000,1,0,0.0,       2,       0,0.0,      47,      33,70.2
Somerset,02730000,1,1,100.0,       4,       4,100.0,     123,     107,87.0
Somerset Berkley Regional School District,07630000,1,0,0.0,       1,       0,0.0,      85,      78,91.8
Somerville,02740000,1,0,0.0,      10,       8,80.0,     426,     375,88.0
South Hadley,02780000,,,,,,,,,
South Middlesex Regional Vocational Technical,08290000,1,1,100.0,       1,       1,100.0,      77,      68,88.3
