2015 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
Boston Renaissance Charter Public,04810000,1,1,100.0,       1,       1,100.0,      74,      54,73.0
Bourne,00360000,1,1,100.0,       4,       4,100.0,     161,     139,86.3
Boxford,00380000,1,1,100.0,       2,       2,100.0,      62,      53,85.5
Boylston,00390000,1,1,100.0,       1,       1,100.0,      23,      22,95.7
Braintree,00400000,1,1,100.0,       9,       9,100.0,     417,     379,90.9
Brewster,00410000,1,1,100.0,       2,       2,100.0,      49,      45,91.8
Bridge Boston Charter School,04170000,1,0,0.0,       1,       1,100.0,      12,       9,75.0
Bridgewater-Raynham,06250000,1,1,100.0,       7,       6,85.7,     336,     312,92.9
Brimfield,00430000,1,1,100.0,       1,       1,100.0,      32,      27,84.4
Bristol County Agricultural,09100000,1,1,100.0,       1,       1,100.0,      35,      28,80.0
Bristol-Plymouth Regional Vocational Technical,08100000,1,1,100.0,       1,       1,100.0,      96,      91,94.8
Brockton,00440000,1,1,100.0,      23,      23,100.0,"   1,149","   1,062",92.4
Brooke Charter School East Boston,04570000,1,1,100.0,       1,       1,100.0,      25,      17,68.0
Brooke Charter School Mattapan,04430000,1,1,100.0,       1,       1,100.0,      33,      25,75.8
Brooke Charter School Roslindale,04280000,1,1,100.0,       1,       1,100.0,      42,      34,81.0
Brookfield,00450000,1,1,100.0,       1,       1,100.0,      26,      24,92.3
Brookline,00460000,1,1,100.0,      10,       8,80.0,     604,     522,86.4
Burlington,00480000,1,1,100.0,       7,       6,85.7,     308,     277,89.9
Cambridge,00490000,1,1,100.0,      20,      18,90.0,     630,     532,84.4
Canton,00500000,1,1,100.0,       7,       5,71.4,     243,     217,89.3
Cape Cod Lighthouse Charter,04320000,1,1,100.0,       1,       1,100.0,      24,      23,95.8
Cape Cod Regional Vocational Technical,08150000,1,1,100.0,       1,       1,100.0,      73,      57,78.1
Carlisle,00510000,1,1,100.0,       2,       2,100.0,      60,      55,91.7
Carver,00520000,1,1,100.0,       2,       2,100.0,     134,     111,82.8
Central Berkshire,06350000,1,0,0.0,       6,       6,100.0,     150,     137,91.3
Chelmsford,00560000,1,1,100.0,       9,       9,100.0,     352,     318,90.3
Chelsea,00570000,1,1,100.0,       9,       8,88.9,     415,     334,80.5
Chesterfield-Goshen,06320000,1,1,100.0,       1,       1,100.0,      17,      16,94.1
Chicopee,00610000,1,1,100.0,      15,      15,100.0,     631,     564,89.4
Christa McAuliffe Charter Public (District),04180000,1,1,100.0,       1,       1,100.0,      32,      23,71.9
City on a Hill Charter Public School Circuit Street (District),04370000,1,1,100.0,       1,       1,100.0,      32,      19,59.4
City on a Hill Charter Public School Dudley Square (District),35040000,1,1,100.0,       1,       1,100.0,      13,      10,76.9
Clarksburg,00630000,1,1,100.0,       1,       0,0.0,      16,      14,87.5
Clinton,00640000,1,1,100.0,       3,       3,100.0,     137,     119,86.9
Codman Academy Charter Public (District),04380000,1,1,100.0,       1,       1,100.0,      20,      17,85.0
Cohasset,00650000,1,1,100.0,       3,       3,100.0,     108,      97,89.8
Community Charter School of Cambridge,04360000,1,1,100.0,       1,       0,0.0,      42,      23,54.8
Community Day Charter Public School - Gateway,04260000,1,1,100.0,       1,       1,100.0,      20,      12,60.0
Community Day Charter Public School - Prospect,04400000,1,1,100.0,       4,       3,75.0,      36,      27,75.0
Community Day Charter Public School - R. Kingman Webster,04310000,1,1,100.0,       1,       1,100.0,      20,       9,45.0
Concord,00670000,1,1,100.0,       4,       3,75.0,     167,     152,91.0
Concord-Carlisle,06400000,1,1,100.0,       1,       1,100.0,     105,      94,89.5
Conservatory Lab Charter (District),04390000,1,1,100.0,       2,       0,0.0,      14,       4,28.6
Conway,00680000,1,1,100.0,       1,       1,100.0,      15,      12,80.0
Danvers,00710000,1,1,100.0,       7,       7,100.0,     273,     243,89.0
Dartmouth,00720000,1,0,0.0,       6,       5,83.3,     284,     254,89.4
Dedham,00730000,1,0,0.0,       7,       5,71.4,     238,     203,85.3
Deerfield,00740000,1,1,100.0,       1,       1,100.0,      44,      39,88.6
Dennis-Yarmouth,06450000,1,1,100.0,       6,       6,100.0,     314,     285,90.8
Dighton-Rehoboth,06500000,1,0,0.0,       6,       4,66.7,     227,     207,91.2
Dorchester Collegiate Academy Charter,04750000,1,1,100.0,       1,       1,100.0,      17,       9,52.9
Douglas,00770000,1,0,0.0,       4,       3,75.0,     103,      96,93.2
Dover,00780000,1,1,100.0,       1,       1,100.0,      42,      37,88.1
Dover-Sherborn,06550000,1,1,100.0,       2,       2,100.0,     110,     102,92.7
Dracut,00790000,1,1,100.0,       6,       4,66.7,     216,     197,91.2
Dudley Street Neighborhood Charter School,04070000,1,1,100.0,       1,       1,100.0,      13,       9,69.2
Dudley-Charlton Reg,06580000,1,0,0.0,       7,       6,85.7,     277,     247,89.2
Duxbury,00820000,1,1,100.0,       4,       4,100.0,     250,     226,90.4
East Bridgewater,00830000,1,1,100.0,       3,       3,100.0,     137,     119,86.9
East Longmeadow,00870000,1,1,100.0,       5,       5,100.0,     204,     183,89.7
Eastham,00850000,1,1,100.0,       1,       1,100.0,      26,      24,92.3
Easthampton,00860000,1,1,100.0,       4,       3,75.0,     118,     102,86.4
Easton,00880000,1,0,0.0,       6,       6,100.0,     283,     257,90.8
Edgartown,00890000,1,1,100.0,       1,       1,100.0,      50,      44,88.0
Edward M. Kennedy Academy for Health Careers,04520000,1,1,100.0,       1,       1,100.0,      30,      25,83.3
Erving,00910000,1,1,100.0,       1,       1,100.0,      20,      16,80.0
Everett,00930000,1,1,100.0,       9,       8,88.9,     493,     428,86.8
Excel Academy Charter,04100000,1,1,100.0,       2,       2,100.0,      26,      17,65.4
Fairhaven,00940000,1,1,100.0,       4,       4,100.0,     153,     127,83.0
Fall River,00950000,1,1,100.0,      16,      13,81.3,     736,     562,76.4
Falmouth,00960000,1,1,100.0,       7,       4,57.1,     292,     265,90.8
Farmington River Reg,06620000,1,1,100.0,       1,       0,0.0,      17,      15,88.2
Fitchburg,00970000,1,1,100.0,       8,       7,87.5,     362,     308,85.1
Florida,00980000,1,1,100.0,       1,       1,100.0,      14,      12,85.7
Four Rivers Charter Public,04130000,1,1,100.0,       1,       1,100.0,      30,      25,83.3
Foxborough,00990000,1,1,100.0,       5,       5,100.0,     225,     204,90.7
Foxborough Regional Charter,04460000,1,1,100.0,       2,       0,0.0,      91,      76,83.5
Framingham,01000000,1,1,100.0,      13,      10,76.9,     664,     560,84.3
Francis W. Parker Charter Essential,04780000,1,1,100.0,       1,       1,100.0,      52,      37,71.2
Franklin,01010000,1,1,100.0,      11,       9,81.8,     426,     351,82.4
Franklin County Regional Vocational Technical,08180000,1,1,100.0,       1,       1,100.0,      55,      47,85.5
Freetown-Lakeville,06650000,1,0,0.0,       5,       5,100.0,     190,     163,85.8
Frontier,06700000,1,1,100.0,       1,       1,100.0,      59,      52,88.1
Gardner,01030000,1,0,0.0,       6,       6,100.0,     181,     156,86.2
Gateway,06720000,1,1,100.0,       2,       2,100.0,      85,      76,89.4
Georgetown,01050000,1,1,100.0,       3,       2,66.7,     112,      96,85.7
Gill-Montague,06740000,1,1,100.0,       4,       3,75.0,      94,      75,79.8
Global Learning Charter Public,04960000,1,1,100.0,       2,       2,100.0,      43,      36,83.7
Gloucester,01070000,1,1,100.0,       8,       8,100.0,     259,     241,93.1
Gosnold,01090000,1,1,100.0,       1,       1,100.0,       1,       1,100.0
Grafton,01100000,1,1,100.0,       6,       5,83.3,     221,     202,91.4
Granby,01110000,1,1,100.0,       3,       3,100.0,      74,      60,81.1
Greater Fall River Regional Vocational Technical,08210000,1,1,100.0,       1,       0,0.0,     133,     125,94.0
Greater Lawrence Regional Vocational Technical,08230000,1,1,100.0,       1,       1,100.0,     136,     113,83.1
Greater Lowell Regional Vocational Technical,08280000,1,0,0.0,       1,       1,100.0,     180,     160,88.9
Greater New Bedford Regional Vocational Technical,08250000,1,1,100.0,       2,       0,0.0,     200,     190,95.0
Greenfield,01140000,1,0,0.0,       7,       6,85.7,     141,     116,82.3
Groton-Dunstable,06730000,1,0,0.0,       5,       5,100.0,     182,     155,85.2
Hadley,01170000,1,0,0.0,       2,       2,100.0,      51,      44,86.3
Halifax,01180000,1,1,100.0,       1,       1,100.0,      36,      34,94.4
Hamilton-Wenham,06750000,1,1,100.0,       5,       4,80.0,     159,     135,84.9
Hampden Charter School of Science,04990000,1,1,100.0,       1,       1,100.0,      39,      23,59.0
Hampden-Wilbraham,06800000,1,1,100.0,       7,       6,85.7,     230,     202,87.8
Hampshire,06830000,1,1,100.0,       1,       1,100.0,      65,      60,92.3
Hancock,01210000,1,1,100.0,       1,       1,100.0,       8,       7,87.5
Hanover,01220000,1,1,100.0,       4,       2,50.0,     191,     172,90.1
Harvard,01250000,1,0,0.0,       2,       1,50.0,      94,      85,90.4
Hatfield,01270000,1,1,100.0,       2,       2,100.0,      44,      41,93.2
Haverhill,01280000,1,1,100.0,      13,       8,61.5,     523,     459,87.8
Hawlemont,06850000,1,1,100.0,       1,       1,100.0,      11,       9,81.8
Helen Y. Davis Leadership Academy Charter Public (District),04190000,1,1,100.0,       1,       1,100.0,      19,      11,57.9
Hill View Montessori Charter Public,04550000,1,1,100.0,       1,       1,100.0,      22,      15,68.2
Hilltown Cooperative Charter  Public,04500000,1,1,100.0,       1,       1,100.0,      19,      16,84.2
Hingham,01310000,1,1,100.0,       6,       6,100.0,     290,     277,95.5
Holbrook,01330000,1,1,100.0,       3,       2,66.7,      94,      75,79.8
Holland,01350000,1,1,100.0,       1,       1,100.0,      20,      18,90.0
Holliston,01360000,1,1,100.0,       4,       3,75.0,     224,     206,92.0
Holyoke,01370000,1,1,100.0,      12,       8,66.7,     504,     375,74.4
Holyoke Community Charter,04530000,1,1,100.0,       1,       1,100.0,      54,      38,70.4
Hopedale,01380000,1,1,100.0,       3,       3,100.0,      94,      86,91.5
Hopkinton,01390000,1,1,100.0,       5,       4,80.0,     256,     231,90.2
Hudson,01410000,1,0,0.0,       5,       3,60.0,     239,     211,88.3
Hull,01420000,1,1,100.0,       3,       3,100.0,      94,      77,81.9
Innovation Academy Charter,04350000,1,1,100.0,       2,       1,50.0,      67,      61,91.0
Ipswich,01440000,1,1,100.0,       4,       4,100.0,     153,     131,85.6
KIPP Academy Boston Charter School (District),04630000,1,1,100.0,       1,       1,100.0,      15,      10,66.7
KIPP Academy Lynn Charter,04290000,1,1,100.0,       2,       2,100.0,      69,      45,65.2
King Philip,06900000,1,1,100.0,       2,       2,100.0,     130,     118,90.8
Kingston,01450000,1,1,100.0,       2,       2,100.0,      62,      56,90.3
Lanesborough,01480000,1,1,100.0,       1,       1,100.0,      22,      20,90.9
Lawrence,01490000,1,1,100.0,      33,      26,78.8,"   1,068",     772,72.3
Lawrence Family Development Charter,04540000,1,1,100.0,       1,       0,0.0,      54,      43,79.6
Lee,01500000,1,1,100.0,       2,       1,50.0,      72,      65,90.3
Leicester,01510000,1,1,100.0,       4,       2,50.0,     112,     100,89.3
Lenox,01520000,1,0,0.0,       2,       1,50.0,      79,      72,91.1
Leominster,01530000,1,1,100.0,      10,       8,80.0,     459,     409,89.1
Leverett,01540000,1,1,100.0,       1,       0,0.0,      20,      19,95.0
Lexington,01550000,1,1,100.0,       9,       9,100.0,     580,     503,86.7
Lincoln,01570000,1,1,100.0,       4,       4,100.0,     130,     111,85.4
Lincoln-Sudbury,06950000,1,1,100.0,       1,       1,100.0,     135,     128,94.8
Littleton,01580000,1,1,100.0,       4,       4,100.0,     105,      92,87.6
Longmeadow,01590000,1,1,100.0,       6,       4,66.7,     238,     225,94.5
Lowell,01600000,1,1,100.0,      22,      22,100.0,     991,     906,91.4
Lowell Collegiate Charter School (District),35030000,1,1,100.0,       1,       1,100.0,      17,      13,76.5
Lowell Community Charter Public,04560000,1,1,100.0,       1,       1,100.0,      48,      41,85.4
Lowell Middlesex Academy Charter,04580000,1,1,100.0,       1,       1,100.0,      13,      11,84.6
Ludlow,01610000,1,1,100.0,       5,       4,80.0,     238,     217,91.2
Lunenburg,01620000,1,1,100.0,       3,       3,100.0,     103,      94,91.3
Lynn,01630000,1,1,100.0,      26,      23,88.5,     995,     865,86.9
Lynnfield,01640000,1,0,0.0,       5,       4,80.0,     174,     156,89.7
MATCH Charter Public School (District),04690000,1,0,0.0,       3,       1,33.3,      35,      19,54.3
Ma Academy for Math and Science,04680000,1,1,100.0,       1,       1,100.0,       8,       6,75.0
Malden,01650000,1,1,100.0,       7,       7,100.0,     454,     398,87.7
Manchester Essex Regional,06980000,1,1,100.0,       4,       4,100.0,     126,     113,89.7
Mansfield,01670000,1,0,0.0,       5,       3,60.0,     316,     289,91.5
Marblehead,01680000,1,1,100.0,       6,       6,100.0,     250,     222,88.8
Marblehead Community Charter Public,04640000,1,1,100.0,       1,       1,100.0,      25,      16,64.0
Marion,01690000,1,1,100.0,       1,       1,100.0,      34,      31,91.2
Marlborough,01700000,1,1,100.0,       5,       3,60.0,     364,     324,89.0
Marshfield,01710000,1,1,100.0,       7,       7,100.0,     337,     308,91.4
Martha's Vineyard,07000000,1,1,100.0,       1,       0,0.0,      79,      66,83.5
Martha's Vineyard Charter,04660000,1,1,100.0,       1,       1,100.0,      23,      20,87.0
Martin Luther King Jr. Charter School of Excellence,04920000,1,1,100.0,       1,       0,0.0,      40,      25,62.5
Masconomet,07050000,1,0,0.0,       2,       2,100.0,     134,     127,94.8
Mashpee,01720000,1,1,100.0,       4,       1,25.0,     136,     120,88.2
Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District,39010000,1,0,0.0,       1,       0,0.0,      12,       8,66.7
Mattapoisett,01730000,1,1,100.0,       2,       1,50.0,      39,      37,94.9
Maynard,01740000,1,1,100.0,       3,       3,100.0,     112,      97,86.6
Medfield,01750000,1,1,100.0,       5,       4,80.0,     215,     189,87.9
Medford,01760000,1,1,100.0,       9,       8,88.9,     400,     342,85.5
Medway,01770000,1,1,100.0,       4,       3,75.0,     169,     145,85.8
Melrose,01780000,1,1,100.0,       8,       6,75.0,     269,     224,83.3
Mendon-Upton,07100000,1,1,100.0,       4,       4,100.0,     168,     153,91.1
Methuen,01810000,1,1,100.0,       5,       5,100.0,     480,     434,90.4
Middleborough,01820000,1,1,100.0,       5,       3,60.0,     231,     206,89.2
Middleton,01840000,1,1,100.0,       2,       2,100.0,      68,      62,91.2
Milford,01850000,1,1,100.0,       6,       6,100.0,     324,     299,92.3
Millbury,01860000,1,0,0.0,       3,       2,66.7,     127,     114,89.8
Millis,01870000,1,1,100.0,       3,       3,100.0,     102,      97,95.1
Milton,01890000,1,1,100.0,       7,       5,71.4,     283,     264,93.3
Minuteman Regional Vocational Technical,08300000,1,1,100.0,       1,       1,100.0,      83,      76,91.6
Mohawk Trail,07170000,1,1,100.0,       5,       5,100.0,      96,      82,85.4
Monomoy Regional School District,07120000,1,1,100.0,       6,       1,16.7,     187,     169,90.4
Monson,01910000,1,1,100.0,       4,       1,25.0,      84,      71,84.5
Montachusett Regional Vocational Technical,08320000,1,0,0.0,       1,       0,0.0,     103,      95,92.2
Mount Greylock,07150000,1,1,100.0,       1,       1,100.0,      58,      53,91.4
Mystic Valley Regional Charter,04700000,1,1,100.0,       1,       1,100.0,     112,      74,66.1
Nahant,01960000,1,1,100.0,       1,       1,100.0,      14,      12,85.7
Nantucket,01970000,1,1,100.0,       3,       3,100.0,     132,     117,88.6
Narragansett,07200000,1,1,100.0,       4,       4,100.0,     100,      93,93.0
Nashoba,07250000,1,1,100.0,       6,       6,100.0,     254,     223,87.8
Nashoba Valley Regional Vocational Technical,08520000,1,1,100.0,       1,       1,100.0,      55,      47,85.5
Natick,01980000,1,1,100.0,       9,       8,88.9,     389,     331,85.1
Nauset,06600000,1,1,100.0,       2,       2,100.0,     148,     140,94.6
Needham,01990000,1,1,100.0,       8,       7,87.5,     377,     333,88.3
Neighborhood House Charter,04440000,1,1,100.0,       2,       1,50.0,      33,      23,69.7
New Bedford,02010000,1,1,100.0,      26,      17,65.4,     833,     693,83.2
New Liberty Charter School of Salem (District),04670000,1,1,100.0,       1,       1,100.0,       6,       3,50.0
New Salem-Wendell,07280000,1,1,100.0,       1,       1,100.0,      14,      13,92.9
Newburyport,02040000,1,1,100.0,       5,       5,100.0,     194,     176,90.7
Newton,02070000,1,1,100.0,      24,      23,95.8,"   1,126","   1,006",89.3
Norfolk,02080000,1,1,100.0,       2,       2,100.0,      72,      64,88.9
Norfolk County Agricultural,09150000,1,1,100.0,       1,       1,100.0,      45,      40,88.9
North Adams,02090000,1,1,100.0,       4,       4,100.0,     149,     125,83.9
North Andover,02110000,1,1,100.0,       7,       6,85.7,     290,     265,91.4
North Attleborough,02120000,1,1,100.0,       9,       7,77.8,     288,     261,90.6
North Brookfield,02150000,1,0,0.0,       2,       1,50.0,      46,      41,89.1
North Middlesex,07350000,1,1,100.0,       6,       4,66.7,     271,     241,88.9
North Reading,02170000,1,1,100.0,       5,       5,100.0,     207,     189,91.3
Northampton,02100000,1,0,0.0,       6,       6,100.0,     216,     193,89.4
Northampton-Smith Vocational Agricultural,04060000,1,1,100.0,       1,       0,0.0,      48,      41,85.4
Northboro-Southboro,07300000,1,0,0.0,       1,       1,100.0,     112,     101,90.2
Northborough,02130000,1,0,0.0,       5,       5,100.0,     151,     140,92.7
Northbridge,02140000,1,0,0.0,       4,       4,100.0,     185,     157,84.9
Northeast Metropolitan Regional Vocational Technical,08530000,1,1,100.0,       1,       1,100.0,     115,     110,95.7
Northern Berkshire Regional Vocational Technical,08510000,1,1,100.0,       1,       1,100.0,      47,      46,97.9
Norton,02180000,1,1,100.0,       5,       4,80.0,     194,     175,90.2
Norwell,02190000,1,1,100.0,       4,       4,100.0,     165,     147,89.1
Norwood,02200000,1,1,100.0,       8,       7,87.5,     292,     262,89.7
Oak Bluffs,02210000,1,1,100.0,       1,       1,100.0,      55,      49,89.1
Old Colony Regional Vocational Technical,08550000,1,0,0.0,       1,       0,0.0,      56,      47,83.9
Old Rochester,07400000,1,1,100.0,       2,       2,100.0,      89,      85,95.5
Orange,02230000,1,1,100.0,       3,       2,66.7,      45,      40,88.9
Orleans,02240000,1,1,100.0,       1,       0,0.0,      29,      28,96.6
Oxford,02260000,1,0,0.0,       5,       3,60.0,     139,     127,91.4
Palmer,02270000,1,1,100.0,       3,       3,100.0,     119,     104,87.4
Pathfinder Regional Vocational Technical,08600000,1,1,100.0,       1,       1,100.0,      81,      72,88.9
Paulo Freire Social Justice Charter School (District),35010000,1,1,100.0,       1,       1,100.0,      28,      20,71.4
Peabody,02290000,1,1,100.0,      10,       9,90.0,     450,     408,90.7
Pelham,02300000,1,1,100.0,       1,       1,100.0,      17,      11,64.7
Pembroke,02310000,1,1,100.0,       5,       4,80.0,     209,     185,88.5
Pentucket,07450000,1,1,100.0,       5,       2,40.0,     223,     201,90.1
Petersham,02340000,1,1,100.0,       1,       1,100.0,      13,      12,92.3
Phoenix Charter Academy,04930000,1,1,100.0,       1,       0,0.0,      29,      16,55.2
Pioneer Charter School of Science,04940000,1,1,100.0,       1,       1,100.0,      38,      29,76.3
Pioneer Charter School of Science II (PCSS-II) (District),35060000,1,1,100.0,       1,       1,100.0,      20,      12,60.0
Pioneer Valley,07500000,1,1,100.0,       5,       5,100.0,      94,      81,86.2
Pioneer Valley Chinese Immersion Charte,04970000,1,1,100.0,       1,       1,100.0,      36,      34,94.4
Pioneer Valley Performing Arts Charter Public,04790000,1,1,100.0,       1,       1,100.0,      54,      40,74.1
Pittsfield,02360000,1,1,100.0,      12,       8,66.7,     488,     439,90.0
Plainville,02380000,1,1,100.0,       2,       2,100.0,      55,      50,90.9
Plymouth,02390000,1,1,100.0,      14,      13,92.9,     635,     566,89.1
Plympton,02400000,1,1,100.0,       1,       1,100.0,      18,      15,83.3
Prospect Hill Academy Charter,04870000,1,1,100.0,       3,       3,100.0,     107,      77,72.0
Provincetown,02420000,1,1,100.0,       1,       1,100.0,      20,      17,85.0
Quabbin,07530000,1,1,100.0,       6,       5,83.3,     175,     158,90.3
Quaboag Regional,07780000,1,1,100.0,       3,       2,66.7,      95,      86,90.5
Quincy,02430000,1,1,100.0,      19,      18,94.7,     702,     649,92.5
Ralph C Mahar,07550000,1,1,100.0,       1,       1,100.0,      68,      62,91.2
Randolph,02440000,1,0,0.0,       6,       5,83.3,     251,     209,83.3
Reading,02460000,1,1,100.0,       9,       7,77.8,     335,     295,88.1
Revere,02480000,1,1,100.0,      11,       9,81.8,     515,     465,90.3
Richmond,02490000,1,1,100.0,       1,       1,100.0,      22,      22,100.0
Rising Tide Charter Public,04830000,1,1,100.0,       1,       1,100.0,      47,      37,78.7
River Valley Charter,04820000,1,1,100.0,       1,       0,0.0,      19,      14,73.7
Rochester,02500000,1,1,100.0,       1,       1,100.0,      35,      34,97.1
Rockland,02510000,1,1,100.0,       5,       4,80.0,     158,     139,88.0
Rockport,02520000,1,1,100.0,       4,       4,100.0,      86,      76,88.4
Rowe,02530000,1,0,0.0,       1,       1,100.0,      12,       8,66.7
Roxbury Preparatory Charter,04840000,1,1,100.0,       3,       2,66.7,      67,      46,68.7
Sabis International Charter,04410000,1,1,100.0,       4,       4,100.0,      94,      80,85.1
Salem,02580000,1,1,100.0,      11,       5,45.5,     440,     341,77.5
Salem Academy Charter,04850000,1,1,100.0,       1,       0,0.0,      43,      26,60.5
Sandwich,02610000,1,1,100.0,       4,       2,50.0,     210,     176,83.8
Saugus,02620000,1,1,100.0,       7,       5,71.4,     216,     191,88.4
Savoy,02630000,1,1,100.0,       1,       0,0.0,       5,       4,80.0
Scituate,02640000,1,1,100.0,       6,       6,100.0,     249,     232,93.2
Seekonk,02650000,1,1,100.0,       4,       4,100.0,     150,     141,94.0
Seven Hills Charter Public,04860000,1,1,100.0,       4,       2,50.0,      54,      41,75.9
Sharon,02660000,1,1,100.0,       5,       5,100.0,     273,     246,90.1
Shawsheen Valley Regional Vocational Technical,08710000,1,1,100.0,       1,       1,100.0,     131,     119,90.8
Sherborn,02690000,1,1,100.0,       1,       1,100.0,      34,      30,88.2
Shrewsbury,02710000,1,1,100.0,       9,       9,100.0,     357,     325,91.0
Shutesbury,02720000,1,1,100.0,       1,       0,0.0,      18,      13,72.2
Silver Hill Horace Mann Charter,04770000,1,1,100.0,       1,       1,100.0,      38,      34,89.5
Silver Lake,07600000,1,1,100.0,       2,       2,100.0,     137,     121,88.3
Somerset,02730000,1,0,0.0,       5,       2,40.0,     133,     121,91.0
Somerset Berkley Regional School District,07630000,1,1,100.0,       1,       1,100.0,      86,      82,95.3
Somerville,02740000,1,1,100.0,      10,       9,90.0,     421,     362,86.0
South Hadley,02780000,1,1,100.0,       4,       4,100.0,     154,     139,90.3
South Middlesex Regional Vocational Technical,08290000,1,0,0.0,       1,       0,0.0,      77,      69,89.6
South Shore Charter Public,04880000,1,1,100.0,       2,       2,100.0,      56,      49,87.5
South Shore Regional Vocational Technical,08730000,1,1,100.0,       1,       1,100.0,      60,      56,93.3
Southampton,02750000,1,1,100.0,       1,       0,0.0,      43,      37,86.0
Southborough,02760000,1,0,0.0,       3,       2,66.7,     119,     104,87.4
Southbridge,02770000,1,0,0.0,       4,       0,0.0,     167,     134,80.2
Southeastern Regional Vocational Technical,08720000,1,1,100.0,       1,       1,100.0,     113,      97,85.8
Southern Berkshire,07650000,1,1,100.0,       2,       1,50.0,      87,      80,92.0
