2015 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
Southern Worcester County Regional Vocational Technical,08760000,1,1,100.0,       1,       1,100.0,     108,      98,90.7
Southwick-Tolland-Granville Regional School District,07660000,1,1,100.0,       4,       3,75.0,     144,     135,93.8
Spencer-E Brookfield,07670000,1,1,100.0,       5,       3,60.0,     120,     104,86.7
Springfield,02810000,1,1,100.0,      52,      44,84.6,"   2,221","   1,794",80.8
Stoneham,02840000,1,1,100.0,       6,       5,83.3,     195,     171,87.7
Stoughton,02850000,1,1,100.0,       8,       8,100.0,     293,     261,89.1
Sturbridge,02870000,1,1,100.0,       1,       0,0.0,      71,      67,94.4
Sturgis Charter Public,04890000,1,1,100.0,       1,       1,100.0,      92,      72,78.3
Sudbury,02880000,1,1,100.0,       5,       3,60.0,     221,     198,89.6
Sunderland,02890000,1,1,100.0,       1,       0,0.0,      21,      17,81.0
Sutton,02900000,1,1,100.0,       4,       3,75.0,     102,      94,92.2
Swampscott,02910000,1,0,0.0,       5,       4,80.0,     188,     172,91.5
Swansea,02920000,1,1,100.0,       6,       5,83.3,     162,     151,93.2
Tantasqua,07700000,1,1,100.0,       3,       3,100.0,     151,     136,90.1
Taunton,02930000,1,1,100.0,      13,      13,100.0,     518,     480,92.7
Tewksbury,02950000,1,1,100.0,       7,       3,42.9,     251,     234,93.2
The Sizer School: A North Central Charter Essential (District),04740000,1,1,100.0,       2,       2,100.0,      43,      34,79.1
Tisbury,02960000,1,1,100.0,       1,       1,100.0,      43,      39,90.7
Topsfield,02980000,1,1,100.0,       2,       2,100.0,      52,      48,92.3
Tri County Regional Vocational Technical,08780000,1,1,100.0,       1,       1,100.0,      94,      81,86.2
Triton,07730000,1,1,100.0,       5,       5,100.0,     221,     208,94.1
Truro,03000000,1,0,0.0,       1,       0,0.0,      17,      13,76.5
Tyngsborough,03010000,1,1,100.0,       3,       3,100.0,     137,     124,90.5
UP Academy Charter School of Boston,04800000,1,1,100.0,       1,       1,100.0,      46,      27,58.7
UP Academy Charter School of Dorchester (District),35050000,1,1,100.0,       1,       1,100.0,      56,      33,58.9
Up-Island Regional,07740000,1,1,100.0,       2,       2,100.0,      54,      48,88.9
Upper Cape Cod Regional Vocational Technical,08790000,1,1,100.0,       1,       1,100.0,      60,      55,91.7
Uxbridge,03040000,1,1,100.0,       4,       3,75.0,     131,     115,87.8
Veritas Preparatory Charter School,04980000,1,1,100.0,       1,       1,100.0,      16,      10,62.5
Wachusett,07750000,1,0,0.0,      12,       9,75.0,     462,     423,91.6
Wakefield,03050000,1,1,100.0,       6,       4,66.7,     263,     230,87.5
Wales,03060000,1,1,100.0,       1,       1,100.0,      15,      13,86.7
Walpole,03070000,1,1,100.0,       8,       7,87.5,     300,     283,94.3
Waltham,03080000,1,1,100.0,       9,       8,88.9,     476,     403,84.7
Ware,03090000,1,0,0.0,       3,       0,0.0,      90,      77,85.6
Wareham,03100000,1,1,100.0,       7,       3,42.9,     238,     194,81.5
Watertown,03140000,1,1,100.0,       5,       4,80.0,     237,     202,85.2
Wayland,03150000,1,1,100.0,       5,       4,80.0,     226,     204,90.3
Webster,03160000,1,1,100.0,       3,       3,100.0,     134,     119,88.8
Wellesley,03170000,1,1,100.0,      10,       7,70.0,     418,     357,85.4
Wellfleet,03180000,1,1,100.0,       1,       1,100.0,      21,      15,71.4
West Boylston,03220000,1,1,100.0,       2,       2,100.0,      80,      70,87.5
West Bridgewater,03230000,1,1,100.0,       3,       3,100.0,      91,      84,92.3
West Springfield,03320000,1,0,0.0,       9,       8,88.9,     313,     282,90.1
Westborough,03210000,1,0,0.0,       6,       6,100.0,     282,     249,88.3
Westfield,03250000,1,1,100.0,      12,       9,75.0,     460,     404,87.8
Westford,03260000,1,1,100.0,      10,       8,80.0,     381,     350,91.9
Westhampton,03270000,1,1,100.0,       1,       1,100.0,      14,      13,92.9
Weston,03300000,1,1,100.0,       5,       5,100.0,     217,     189,87.1
Westport,03310000,1,1,100.0,       4,       2,50.0,     128,     114,89.1
Westwood,03350000,1,1,100.0,       8,       6,75.0,     242,     212,87.6
Weymouth,03360000,1,1,100.0,      12,       9,75.0,     443,     391,88.3
Whately,03370000,1,1,100.0,       1,       1,100.0,      14,       9,64.3
Whitman-Hanson,07800000,1,1,100.0,       7,       6,85.7,     245,     224,91.4
Whittier Regional Vocational Technical,08850000,1,1,100.0,       1,       1,100.0,     111,     101,91.0
Williamsburg,03400000,1,1,100.0,       1,       1,100.0,      18,      16,88.9
Williamstown,03410000,1,1,100.0,       1,       1,100.0,      37,      31,83.8
Wilmington,03420000,1,0,0.0,       6,       4,66.7,     280,     250,89.3
Winchendon,03430000,1,1,100.0,       4,       3,75.0,     111,      93,83.8
Winchester,03440000,1,1,100.0,       7,       5,71.4,     344,     316,91.9
Winthrop,03460000,1,1,100.0,       4,       2,50.0,     151,     112,74.2
Woburn,03470000,1,1,100.0,      11,      10,90.9,     372,     337,90.6
Worcester,03480000,1,1,100.0,      47,      40,85.1,"   1,467","   1,308",89.2
Wrentham,03500000,1,0,0.0,       2,       1,50.0,      81,      74,91.4
State Totals,00000000,400,345,86.3,"   1,860","   1,530",82.3,"  73,561","  63,879",86.8
State Totals,00000000,344,296,86.0,"   1,868","   1,599",85.6,"  73,768","  66,049",89.5
