2010 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
Lanesborough,01480000,1,1,100.0,       1,       1,100.0,      21,      19,90.5
Lawrence,01490000,1,1,100.0,      30,      23,76.7,     916,     776,84.7
Lawrence Family Development Charter (District),04540000,1,1,100.0,       1,       0,0.0,      51,      39,76.5
Lee,01500000,1,1,100.0,       2,       2,100.0,      78,      71,91.0
Leicester,01510000,1,1,100.0,       4,       3,75.0,     129,     115,89.1
Lenox,01520000,1,0,0.0,       2,       2,100.0,      78,      73,93.6
Leominster,01530000,1,1,100.0,       9,       7,77.8,     378,     344,91.0
Leverett,01540000,1,1,100.0,       1,       1,100.0,      21,      20,95.2
Lexington,01550000,1,1,100.0,       9,       7,77.8,     563,     509,90.4
Lincoln,01570000,1,1,100.0,       4,       3,75.0,     123,     108,87.8
Lincoln-Sudbury,06950000,1,0,0.0,       1,       0,0.0,     145,     130,89.7
Littleton,01580000,1,1,100.0,       4,       3,75.0,     106,      95,89.6
Longmeadow,01590000,1,1,100.0,       6,       5,83.3,     257,     227,88.3
Lowell,01600000,1,1,100.0,      22,      20,90.9,"   1,021",     930,91.1
Lowell Middlesex Academy Charter (District),04580000,1,1,100.0,       1,       1,100.0,      10,       8,80.0
Ludlow,01610000,1,1,100.0,       6,       5,83.3,     231,     211,91.3
Lunenburg,01620000,1,1,100.0,       4,       4,100.0,     121,     114,94.2
Lynn,01630000,1,0,0.0,      24,      22,91.7,     964,     845,87.7
Lynnfield,01640000,1,1,100.0,       5,       4,80.0,     160,     138,86.3
MATCH Charter Public School (District),04690000,1,1,100.0,       2,       2,100.0,      21,      17,81.0
Ma Academy for Math and Science,04680000,1,1,100.0,       1,       1,100.0,       7,       6,85.7
Malden,01650000,1,1,100.0,       9,       8,88.9,     452,     398,88.1
Manchester Essex Regional,06980000,1,1,100.0,       4,       3,75.0,     114,      96,84.2
Mansfield,01670000,1,1,100.0,       6,       6,100.0,     327,     283,86.5
Marblehead,01680000,1,1,100.0,       6,       3,50.0,     244,     215,88.1
Marblehead Community Charter Public (District),04640000,1,1,100.0,       1,       1,100.0,      24,      16,66.7
Marion,01690000,1,1,100.0,       1,       1,100.0,      35,      32,91.4
Marlborough,01700000,1,1,100.0,       6,       6,100.0,     383,     337,88.0
Marshfield,01710000,1,1,100.0,       7,       6,85.7,     342,     311,90.9
Martha's Vineyard Charter (District),04660000,1,1,100.0,       1,       1,100.0,      30,      20,66.7
Marthas Vineyard,07000000,1,1,100.0,       1,       1,100.0,      81,      69,85.2
Martin Luther King Jr. Charter School of Excellence (District),04920000,1,1,100.0,       1,       1,100.0,      28,      23,82.1
Masconomet,07050000,1,0,0.0,       2,       2,100.0,     138,     127,92.0
Mashpee,01720000,1,1,100.0,       4,       4,100.0,     137,     125,91.2
Mattapoisett,01730000,1,1,100.0,       2,       2,100.0,      40,      37,92.5
Maynard,01740000,1,1,100.0,       3,       3,100.0,     103,      92,89.3
Medfield,01750000,1,1,100.0,       5,       5,100.0,     220,     199,90.5
Medford,01760000,1,1,100.0,       9,       7,77.8,     348,     317,91.1
Medway,01770000,1,1,100.0,       4,       4,100.0,     196,     182,92.9
Melrose,01780000,1,1,100.0,       8,       8,100.0,     247,     225,91.1
Mendon-Upton,07100000,1,1,100.0,       4,       3,75.0,     193,     174,90.2
Methuen,01810000,1,1,100.0,       6,       5,83.3,     506,     467,92.3
Middleborough,01820000,1,1,100.0,       5,       5,100.0,     238,     216,90.8
Middleton,01840000,1,1,100.0,       2,       2,100.0,      74,      66,89.2
Milford,01850000,1,1,100.0,       7,       6,85.7,     322,     289,89.8
Millbury,01860000,1,1,100.0,       3,       2,66.7,     142,     126,88.7
Millis,01870000,1,1,100.0,       3,       3,100.0,      93,      84,90.3
Milton,01890000,1,1,100.0,       6,       5,83.3,     268,     230,85.8
Minuteman Regional Vocational Technical,08300000,1,1,100.0,       1,       1,100.0,      87,      76,87.4
Mohawk Trail,07170000,1,1,100.0,       4,       3,75.0,     107,      97,90.7
Monson,01910000,1,0,0.0,       3,       3,100.0,     100,      90,90.0
Montachusett Regional Vocational Technical,08320000,1,1,100.0,       1,       0,0.0,     105,      96,91.4
Mount Greylock,07150000,1,1,100.0,       2,       2,100.0,      51,      49,96.1
Mystic Valley Regional Charter (District),04700000,1,1,100.0,       1,       0,0.0,      95,      74,77.9
Nahant,01960000,1,0,0.0,       1,       1,100.0,      17,      16,94.1
Nantucket,01970000,1,1,100.0,       3,       2,66.7,     128,     111,86.7
Narragansett,07200000,1,1,100.0,       4,       4,100.0,     112,     103,92.0
Nashoba,07250000,1,1,100.0,       6,       4,66.7,     260,     235,90.4
Nashoba Valley Regional Vocational Technical,08520000,1,1,100.0,       1,       0,0.0,      56,      47,83.9
Natick,01980000,1,1,100.0,       8,       6,75.0,     341,     306,89.7
Nauset,06600000,1,0,0.0,       2,       2,100.0,     142,     125,88.0
Needham,01990000,1,1,100.0,       7,       5,71.4,     358,     330,92.2
Neighborhood House Charter (District),04440000,1,1,100.0,       1,       1,100.0,      39,      34,87.2
New Bedford,02010000,1,1,100.0,      27,      24,88.9,     871,     771,88.5
New Leadership Charter (District),04710000,1,0,0.0,       1,       1,100.0,      40,      32,80.0
New Salem-Wendell,07280000,1,1,100.0,       1,       1,100.0,      14,      14,100.0
Newburyport,02040000,1,0,0.0,       5,       4,80.0,     175,     162,92.6
Newton,02070000,1,0,0.0,      30,      26,86.7,     972,     885,91.0
Norfolk,02080000,1,1,100.0,       2,       2,100.0,      82,      74,90.2
Norfolk County Agricultural,09150000,1,1,100.0,       1,       1,100.0,      46,      41,89.1
North Adams,02090000,1,1,100.0,       5,       4,80.0,     149,     127,85.2
North Andover,02110000,1,0,0.0,       7,       5,71.4,     245,     223,91.0
North Attleborough,02120000,1,0,0.0,       9,       9,100.0,     308,     273,88.6
North Brookfield,02150000,1,1,100.0,       2,       2,100.0,      55,      47,85.5
North Central Charter Essential (District),04740000,1,1,100.0,       1,       1,100.0,      36,      31,86.1
North Middlesex,07350000,1,1,100.0,       9,       8,88.9,     293,     264,90.1
North Reading,02170000,1,1,100.0,       5,       5,100.0,     195,     177,90.8
North Shore Regional Vocational Technical,08540000,1,1,100.0,       1,       1,100.0,      60,      52,86.7
Northampton,02100000,1,1,100.0,       6,       6,100.0,     223,     196,87.9
Northampton-Smith Vocational Agricultural,04060000,1,0,0.0,       1,       0,0.0,      55,      47,85.5
Northboro-Southboro,07300000,1,1,100.0,       1,       0,0.0,     108,      95,88.0
Northborough,02130000,1,1,100.0,       5,       4,80.0,     143,     130,90.9
Northbridge,02140000,1,0,0.0,       4,       2,50.0,     162,     147,90.7
Northeast Metropolitan Regional Vocational Technical,08530000,1,0,0.0,       1,       0,0.0,     122,     112,91.8
Northern Berkshire Regional Vocational Technical,08510000,1,1,100.0,       1,       1,100.0,      46,      45,97.8
Norton,02180000,1,1,100.0,       5,       4,80.0,     199,     178,89.4
Norwell,02190000,1,1,100.0,       4,       3,75.0,     150,     133,88.7
Norwood,02200000,1,0,0.0,       8,       6,75.0,     279,     252,90.3
Oak Bluffs,02210000,1,1,100.0,       1,       1,100.0,      53,      45,84.9
Old Colony Regional Vocational Technical,08550000,1,1,100.0,       1,       1,100.0,      52,      48,92.3
Old Rochester,07400000,1,1,100.0,       2,       2,100.0,      90,      83,92.2
Orange,02230000,1,1,100.0,       3,       3,100.0,      56,      51,91.1
Orleans,02240000,1,0,0.0,       1,       1,100.0,      27,      27,100.0
Oxford,02260000,1,0,0.0,       5,       5,100.0,     143,     132,92.3
Palmer,02270000,1,1,100.0,       3,       3,100.0,     145,     124,85.5
Pathfinder Regional Vocational Technical,08600000,1,1,100.0,       1,       1,100.0,      80,      75,93.8
Peabody,02290000,1,1,100.0,      10,       9,90.0,     464,     417,89.9
Pelham,02300000,1,0,0.0,       1,       1,100.0,      20,      17,85.0
Pembroke,02310000,1,1,100.0,       5,       3,60.0,     212,     190,89.6
Pentucket,07450000,1,1,100.0,       6,       5,83.3,     246,     221,89.8
Petersham,02340000,1,1,100.0,       1,       1,100.0,      11,      10,90.9
Phoenix Charter Academy (District),04930000,1,1,100.0,       1,       1,100.0,      16,       9,56.3
Pioneer Charter School of Science (District),04940000,1,1,100.0,       1,       1,100.0,      16,      11,68.8
Pioneer Valley,07500000,1,1,100.0,       5,       4,80.0,      96,      88,91.7
Pioneer Valley Performing Arts Charter Public (District),04790000,1,1,100.0,       1,       1,100.0,      67,      48,71.6
Pittsfield,02360000,1,1,100.0,      12,       7,58.3,     519,     468,90.2
Plainville,02380000,1,1,100.0,       2,       1,50.0,      56,      53,94.6
Plymouth,02390000,1,1,100.0,      14,      12,85.7,     603,     546,90.5
Plympton,02400000,1,1,100.0,       1,       0,0.0,      18,      15,83.3
Prospect Hill Academy Charter (District),04870000,1,1,100.0,       1,       1,100.0,      69,      46,66.7
Provincetown,02420000,1,0,0.0,       2,       1,50.0,      31,      30,96.8
Quabbin,07530000,1,0,0.0,       6,       4,66.7,     207,     194,93.7
Quaboag Regional,07780000,1,0,0.0,       3,       1,33.3,      99,      89,89.9
Quincy,02430000,1,1,100.0,      18,      17,94.4,     716,     652,91.1
Ralph C Mahar,07550000,1,0,0.0,       1,       1,100.0,      66,      58,87.9
Randolph,02440000,1,1,100.0,       6,       4,66.7,     241,     209,86.7
Reading,02460000,1,0,0.0,       8,       7,87.5,     318,     283,89.0
Revere,02480000,1,1,100.0,      11,      10,90.9,     439,     384,87.5
Richmond,02490000,1,1,100.0,       1,       1,100.0,      20,      19,95.0
Rising Tide Charter Public (District),04830000,1,1,100.0,       1,       1,100.0,      26,      21,80.8
River Valley Charter (District),04820000,1,0,0.0,       1,       0,0.0,      20,      13,65.0
Robert M. Hughes Academy Charter Public (District),04510000,1,0,0.0,       1,       0,0.0,       9,       7,77.8
Rochester,02500000,1,1,100.0,       1,       1,100.0,      44,      36,81.8
Rockland,02510000,1,1,100.0,       6,       6,100.0,     155,     139,89.7
Rockport,02520000,1,1,100.0,       2,       2,100.0,      87,      80,92.0
Rowe,02530000,1,1,100.0,       1,       1,100.0,      14,      12,85.7
Roxbury Preparatory Charter (District),04840000,1,1,100.0,       1,       1,100.0,      25,      20,80.0
Sabis International Charter (District),04410000,1,0,0.0,       3,       3,100.0,      91,      81,89.0
Salem,02580000,1,1,100.0,       9,       8,88.9,     413,     375,90.8
Salem Academy Charter (District),04850000,1,0,0.0,       1,       1,100.0,      34,      28,82.4
Sandwich,02610000,1,1,100.0,       4,       4,100.0,     243,     217,89.3
Saugus,02620000,1,1,100.0,       6,       5,83.3,     195,     175,89.7
Savoy,02630000,1,1,100.0,       1,       0,0.0,       6,       4,66.7
Scituate,02640000,1,0,0.0,       6,       5,83.3,     258,     230,89.1
Seekonk,02650000,1,0,0.0,       4,       4,100.0,     146,     135,92.5
Seven Hills Charter Public (District),04860000,1,1,100.0,       1,       0,0.0,      41,      28,68.3
Sharon,02660000,1,1,100.0,       5,       5,100.0,     266,     238,89.5
Shawsheen Valley Regional Vocational Technical,08710000,1,1,100.0,       1,       1,100.0,     125,     115,92.0
Sherborn,02690000,1,1,100.0,       1,       1,100.0,      36,      34,94.4
Shirley,02700000,1,1,100.0,       2,       2,100.0,      47,      40,85.1
Shrewsbury,02710000,1,0,0.0,       9,       7,77.8,     388,     359,92.5
Shutesbury,02720000,1,1,100.0,       1,       1,100.0,      16,      15,93.8
Silver Lake,07600000,1,1,100.0,       2,       2,100.0,     144,     128,88.9
Smith Leadership Academy Charter Public (District),04190000,1,1,100.0,       1,       1,100.0,      18,      12,66.7
Somerset,02730000,1,1,100.0,       6,       5,83.3,     222,     199,89.6
Somerville,02740000,1,1,100.0,      10,       9,90.0,     400,     357,89.3
South Hadley,02780000,1,1,100.0,       4,       4,100.0,     178,     163,91.6
South Middlesex Regional Vocational Technical,08290000,1,1,100.0,       1,       1,100.0,      79,      70,88.6
South Shore Charter Public (District),04880000,1,1,100.0,       1,       1,100.0,      47,      37,78.7
South Shore Regional Vocational Technical,08730000,1,1,100.0,       1,       1,100.0,      59,      55,93.2
Southampton,02750000,1,0,0.0,       1,       1,100.0,      37,      35,94.6
Southborough,02760000,1,1,100.0,       4,       3,75.0,     120,     109,90.8
Southbridge,02770000,1,1,100.0,       5,       4,80.0,     186,     155,83.3
Southeastern Regional Vocational Technical,08720000,1,1,100.0,       1,       1,100.0,     113,      99,87.6
Southern Berkshire,07650000,1,1,100.0,       2,       1,50.0,      84,      77,91.7
Southern Worcester County Regional Vocational Technical,08760000,1,1,100.0,       1,       1,100.0,     110,     102,92.7
Southwick-Tolland,07660000,1,1,100.0,       3,       3,100.0,     140,     129,92.1
Spencer-E Brookfield,07670000,1,1,100.0,       6,       5,83.3,     143,     132,92.3
Springfield,02810000,1,1,100.0,      46,      41,89.1,"   2,091","   1,867",89.3
Stoneham,02840000,1,1,100.0,       6,       5,83.3,     201,     176,87.6
Stoughton,02850000,1,0,0.0,       7,       7,100.0,     302,     281,93.0
Sturbridge,02870000,1,1,100.0,       1,       1,100.0,      70,      66,94.3
Sturgis Charter Public (District),04890000,1,1,100.0,       1,       1,100.0,      40,      35,87.5
Sudbury,02880000,1,1,100.0,       5,       4,80.0,     220,     201,91.4
Sunderland,02890000,1,1,100.0,       1,       0,0.0,      22,      17,77.3
Sutton,02900000,1,1,100.0,       4,       4,100.0,     118,     110,93.2
Swampscott,02910000,1,0,0.0,       5,       4,80.0,     178,     163,91.6
Swansea,02920000,1,1,100.0,       6,       6,100.0,     152,     141,92.8
Tantasqua,07700000,1,1,100.0,       3,       2,66.7,     144,     135,93.8
Taunton,02930000,1,0,0.0,      15,      12,80.0,     517,     472,91.3
