2020 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
Shrewsbury,02710000,1,1,100.0,       9,       8,88.9,     432,     393,91.0
Shutesbury,02720000,1,1,100.0,       1,       1,100.0,      17,      16,94.1
Silver Lake,07600000,1,1,100.0,       2,       2,100.0,     148,     136,91.9
Sizer School: A North Central Charter Essential (District),04740000,1,0,0.0,       1,       1,100.0,      44,      35,79.5
Somerset,02730000,1,1,100.0,       4,       4,100.0,     136,     116,85.3
Somerset Berkley Regional School District,07630000,1,1,100.0,       1,       1,100.0,      82,      71,86.6
Somerville,02740000,1,1,100.0,      10,       7,70.0,     428,     380,88.8
South Hadley,02780000,1,1,100.0,       4,       3,75.0,     155,     139,89.7
South Middlesex Regional Vocational Technical,08290000,1,1,100.0,       1,       1,100.0,      81,      71,87.7
South Shore Charter Public (District),04880000,1,1,100.0,       1,       1,100.0,      98,      88,89.8
South Shore Regional Vocational Technical,08730000,1,1,100.0,       1,       1,100.0,      65,      58,89.2
Southampton,02750000,1,1,100.0,       1,       1,100.0,      38,      37,97.4
Southborough,02760000,1,0,0.0,       4,       4,100.0,      97,      91,93.8
Southbridge,02770000,1,1,100.0,       6,       4,66.7,     162,     108,66.7
Southeastern Regional Vocational Technical,08720000,1,1,100.0,       1,       0,0.0,     119,     113,95.0
Southern Berkshire,07650000,1,1,100.0,       2,       1,50.0,      74,      70,94.6
Southern Worcester County Regional Vocational Technical,08760000,1,1,100.0,       1,       1,100.0,     112,     105,93.8
Southwick-Tolland-Granville Regional School District,07660000,1,1,100.0,       3,       3,100.0,     133,     116,87.2
Spencer-E Brookfield,07670000,1,1,100.0,       4,       4,100.0,     113,     100,88.5
Springfield,02810000,1,1,100.0,      56,      47,83.9,"   1,944","   1,681",86.5
Springfield Preparatory Charter School (District),35100000,1,1,100.0,       1,       1,100.0,      24,      23,95.8
Stoneham,02840000,1,1,100.0,       5,       4,80.0,     203,     174,85.7
Stoughton,02850000,1,0,0.0,       8,       6,75.0,     304,     279,91.8
Sturbridge,02870000,1,1,100.0,       1,       1,100.0,      72,      69,95.8
Sturgis Charter Public (District),04890000,1,1,100.0,       2,       2,100.0,      97,      83,85.6
Sudbury,02880000,1,1,100.0,       5,       5,100.0,     206,     184,89.3
Sunderland,02890000,1,1,100.0,       1,       1,100.0,      27,      24,88.9
Sutton,02900000,1,1,100.0,       4,       4,100.0,     105,      97,92.4
Swampscott,02910000,1,1,100.0,       5,       2,40.0,     191,     175,91.6
Swansea,02920000,1,1,100.0,       6,       6,100.0,     159,     142,89.3
TEC Connections Academy Commonwealth Virtual School District,39020000,1,1,100.0,       2,       2,100.0,      82,      59,72.0
Tantasqua,07700000,1,1,100.0,       3,       3,100.0,     145,     136,93.8
Taunton,02930000,1,1,100.0,      13,      12,92.3,     554,     517,93.3
Tewksbury,02950000,1,1,100.0,       7,       7,100.0,     264,     250,94.7
Tisbury,02960000,1,1,100.0,       1,       1,100.0,      45,      36,80.0
Topsfield,02980000,1,1,100.0,       2,       2,100.0,      57,      55,96.5
Tri-County Regional Vocational Technical,08780000,1,1,100.0,       1,       1,100.0,      89,      77,86.5
Triton,07730000,1,1,100.0,       5,       4,80.0,     204,     182,89.2
Truro,03000000,1,1,100.0,       1,       1,100.0,      18,      17,94.4
Tyngsborough,03010000,1,1,100.0,       3,       3,100.0,     129,     120,93.0
UP Academy Charter School of Boston (District),04800000,1,0,0.0,       1,       1,100.0,      45,      20,44.4
UP Academy Charter School of Dorchester (District),35050000,1,0,0.0,       1,       0,0.0,      55,      22,40.0
Up-Island Regional,07740000,1,1,100.0,       2,       2,100.0,      58,      49,84.5
Upper Cape Cod Regional Vocational Technical,08790000,1,1,100.0,       1,       1,100.0,      74,      58,78.4
Uxbridge,03040000,1,1,100.0,       3,       2,66.7,     133,     116,87.2
Veritas Preparatory Charter School (District),04980000,1,1,100.0,       1,       1,100.0,      29,      23,79.3
Wachusett,07750000,1,1,100.0,      13,      12,92.3,     468,     411,87.8
Wakefield,03050000,1,1,100.0,       7,       6,85.7,     266,     239,89.8
Wales,03060000,1,1,100.0,       1,       1,100.0,      15,      14,93.3
Walpole,03070000,1,0,0.0,       9,       6,66.7,     306,     275,89.9
Waltham,03080000,1,0,0.0,      10,       9,90.0,     533,     460,86.3
Ware,03090000,1,1,100.0,       3,       1,33.3,      94,      80,85.1
Wareham,03100000,1,1,100.0,       5,       5,100.0,     192,     181,94.3
Watertown,03140000,1,1,100.0,       5,       4,80.0,     276,     233,84.4
Wayland,03150000,1,1,100.0,       5,       4,80.0,     240,     222,92.5
Webster,03160000,1,1,100.0,       3,       2,66.7,     141,     120,85.1
Wellesley,03170000,1,1,100.0,      10,       9,90.0,     419,     371,88.5
Wellfleet,03180000,1,1,100.0,       1,       1,100.0,      16,      13,81.3
West Boylston,03220000,1,1,100.0,       2,       2,100.0,      86,      75,87.2
West Bridgewater,03230000,1,1,100.0,       4,       4,100.0,      95,      87,91.6
West Springfield,03320000,1,1,100.0,       8,       7,87.5,     330,     300,90.9
Westborough,03210000,1,1,100.0,       7,       5,71.4,     340,     306,90.0
Westfield,03250000,1,1,100.0,      11,      10,90.9,     421,     377,89.5
Westford,03260000,1,1,100.0,      10,       9,90.0,     380,     344,90.5
Westhampton,03270000,1,1,100.0,       1,       1,100.0,      15,      12,80.0
Weston,03300000,1,1,100.0,       5,       5,100.0,     198,     181,91.4
Westport,03310000,1,1,100.0,       4,       3,75.0,     120,     106,88.3
Westwood,03350000,1,1,100.0,       8,       7,87.5,     255,     226,88.6
Weymouth,03360000,1,1,100.0,      12,      10,83.3,     449,     401,89.3
Whately,03370000,1,1,100.0,       1,       1,100.0,      18,      15,83.3
Whitman-Hanson,07800000,1,1,100.0,       6,       5,83.3,     242,     215,88.8
Whittier Regional Vocational Technical,08850000,1,1,100.0,       1,       1,100.0,     117,     106,90.6
Williamsburg,03400000,1,1,100.0,       1,       1,100.0,      17,      16,94.1
Wilmington,03420000,1,1,100.0,       8,       6,75.0,     286,     261,91.3
Winchendon,03430000,1,1,100.0,       4,       4,100.0,      90,      70,77.8
Winchester,03440000,1,1,100.0,       7,       6,85.7,     376,     336,89.4
Winthrop,03460000,1,1,100.0,       4,       4,100.0,     150,     131,87.3
Woburn,03470000,1,1,100.0,      10,       9,90.0,     371,     331,89.2
Worcester,03480000,1,1,100.0,      51,      46,90.2,"   1,924","   1,622",84.3
Worthington,03490000,1,1,100.0,       1,       1,100.0,       9,       6,66.7
Wrentham,03500000,1,1,100.0,       2,       2,100.0,      79,      75,94.9
State Totals,00000000,404,360,89.1,"   1,904","   1,610",84.6,"  76,629","  67,221",87.7
State Totals,00000000,348,310,89.1,"   1,905","   1,656",86.9,"  76,572","  69,560",90.8
