2011-12 Teacher Salaries Report,,,,
District Name,District Code,Salary Totals,Average Salary,FTE Count
BROOKLINE,00460000,"     $42,925,123","  $85,867",    499.9
BURLINGTON,00480000,"     $24,624,313","  $87,166",    282.5
CAMBRIDGE,00490000,"     $44,893,136","  $77,309",    580.7
CANTON,00500000,"     $16,426,819","  $71,577",    229.5
CAPE COD,08150000,"      $4,716,421","  $71,245",     66.2
CARLISLE,00510000,"      $4,731,476","  $85,406",     55.4
CARVER,00520000,"      $8,993,283","  $68,820",    130.7
CENTRAL BERKSHIRE,06350000,"      $8,902,337","  $62,124",    143.3
CHATHAM,00550000,"      $4,849,956","  $74,272",     65.3
CHELMSFORD,00560000,"     $23,305,483","  $67,650",    344.5
CHELSEA,00570000,"     $26,750,312","  $66,165",    404.3
CHESTERFIELD GOSHEN,06320000,"        $874,397","  $57,150",     15.3
CHICOPEE,00610000,"     $38,612,953","  $62,990",    613.0
CLARKSBURG,00630000,"        $778,317","  $54,811",     14.2
CLINTON,00640000,"      $8,881,051","  $71,564",    124.1
COHASSET,00650000,"      $8,097,305","  $72,168",    112.2
CONCORD,00670000,"     $13,182,258","  $84,883",    155.3
CONCORD CARLISLE,06400000,"      $8,096,690","  $93,712",     86.4
CONWAY,00680000,"        $758,863","  $65,988",     11.5
DANVERS,00710000,"     $18,844,656","  $72,872",    258.6
DARTMOUTH,00720000,"     $18,526,931","  $66,476",    278.7
DEDHAM,00730000,"     $16,214,265","  $69,829",    232.2
DEERFIELD,00740000,"      $2,141,114","  $57,868",     37.0
DENNIS YARMOUTH,06450000,"     $18,537,184","  $66,275",    279.7
DIGHTON REHOBOTH,06500000,"     $14,031,607","  $62,363",    225.0
DOUGLAS,00770000,"      $6,966,687","  $64,506",    108.0
DOVER,00780000,"      $3,833,607","  $91,933",     41.7
DOVER SHERBORN,06550000,"      $8,849,499","  $90,578",     97.7
DRACUT,00790000,"     $15,461,188","  $66,586",    232.2
DUDLEY CHARLTON,06580000,"     $17,964,036","  $64,318",    279.3
DUXBURY,00820000,"     $16,297,696","  $71,231",    228.8
EAST BRIDGEWATER,00830000,"      $8,544,150","  $67,973",    125.7
EAST LONGMEADOW,00870000,"     $14,495,776","  $75,578",    191.8
EASTHAM,00850000,"      $1,511,518","  $78,725",     19.2
EASTHAMPTON,00860000,"      $7,869,930","  $63,416",    124.1
EASTON,00880000,"     $17,928,797","  $70,753",    253.4
EDGARTOWN,00890000,"      $2,842,666","  $74,807",     38.0
ERVING,00910000,"        $864,768","  $55,791",     15.5
ESSEX COUNTY,09130000,"      $2,857,592","  $60,033",     47.6
EVERETT,00930000,"     $31,374,485","  $67,603",    464.1
FAIRHAVEN,00940000,"      $9,340,795","  $62,648",    149.1
FALL RIVER,00950000,"     $48,309,582","  $67,069",    720.3
FALMOUTH,00960000,"     $21,245,972","  $74,157",    286.5
FARMINGTON RIVER,06620000,"        $708,864","  $56,709",     12.5
FITCHBURG,00970000,"     $25,253,787","  $74,539",    338.8
FLORIDA,00980000,"        $422,933","  $37,099",     11.4
FOXBOROUGH,00990000,"     $15,015,441","  $72,468",    207.2
FRAMINGHAM,01000000,"     $47,324,784","  $74,680",    633.7
FRANKLIN,01010000,"     $28,706,179","  $73,985",    388.0
FRANKLIN COUNTY,08180000,"      $3,523,289","  $62,249",     56.6
FREETOWN LAKEVILLE,06650000,"     $12,679,099","  $66,557",    190.5
FRONTIER,06700000,"      $3,875,129","  $60,454",     64.1
GARDNER,01030000,"     $11,368,466","  $64,963",    175.0
GATEWAY,06720000,"      $4,861,899","  $56,337",     86.3
GEORGETOWN,01050000,"      $6,821,064","  $61,285",    111.3
GILL MONTAGUE,06740000,"      $5,314,308","  $56,716",     93.7
GLOUCESTER,01070000,"     $17,272,153","  $69,338",    249.1
GRAFTON,01100000,"     $13,510,553","  $66,131",    204.3
GRANBY,01110000,"      $4,510,812","  $54,943",     82.1
GRANVILLE,01120000,"        $856,017","  $66,358",     12.9
GREATER FALL RIVER,08210000,"      $9,572,394","  $71,436",    134.0
GREATER LAWRENCE,08230000,"      $9,439,070","  $75,938",    124.3
GREATER LOWELL,08280000,"     $13,568,497","  $76,228",    178.0
GREATER NEW BEDFORD,08250000,"     $14,397,151","  $72,934",    197.4
GREENFIELD,01140000,"      $8,361,198","  $59,090",    141.5
GROTON DUNSTABLE,06730000,"     $12,151,886","  $70,898",    171.4
HADLEY,01170000,"      $3,331,947","  $71,348",     46.7
HALIFAX,01180000,"      $2,630,796","  $69,782",     37.7
HAMILTON WENHAM,06750000,"     $11,310,398","  $70,514",    160.4
HAMPDEN WILBRAHAM,06800000,"     $15,578,187","  $66,347",    234.8
HAMPSHIRE,06830000,"      $4,157,116","  $67,050",     62.0
HANCOCK,01210000,"        $328,788","  $55,727",      5.9
HANOVER,01220000,"     $13,393,928","  $76,712",    174.6
HARVARD,01250000,"      $6,920,004","  $86,826",     79.7
HARWICH,01260000,"      $7,328,210","  $61,789",    118.6
HATFIELD,01270000,"      $2,064,791","  $51,109",     40.4
HAVERHILL,01280000,"     $29,917,732","  $63,038",    474.6
HAWLEMONT,06850000,"        $508,844","  $54,132",      9.4
HINGHAM,01310000,"     $20,119,811","  $74,628",    269.6
HOLBROOK,01330000,"      $4,831,825","  $60,247",     80.2
HOLLAND,01350000,"      $1,101,974","  $58,306",     18.9
HOLLISTON,01360000,"     $15,698,884","  $73,462",    213.7
HOLYOKE,01370000,"     $32,973,178","  $64,691",    509.7
HOPEDALE,01380000,"      $5,315,877","  $61,243",     86.8
HOPKINTON,01390000,"     $18,074,246","  $74,873",    241.4
HUDSON,01410000,"     $16,077,847","  $68,679",    234.1
HULL,01420000,"      $6,357,955","  $72,745",     87.4
IPSWICH,01440000,"      $9,671,083","  $67,301",    143.7
KING PHILIP,06900000,"      $8,010,013","  $64,234",    124.7
KINGSTON,01450000,"      $4,306,085","  $67,388",     63.9
LANESBOROUGH,01480000,"      $1,367,960","  $64,526",     21.2
LAWRENCE,01490000,"     $65,618,988","  $69,394",    945.6
LEE,01500000,"      $4,258,286","  $60,060",     70.9
LEICESTER,01510000,"      $7,940,828","  $71,218",    111.5
LENOX,01520000,"      $5,020,096","  $68,208",     73.6
LEOMINSTER,01530000,"     $27,677,967","  $61,072",    453.2
LEVERETT,01540000,"        $968,102","  $60,887",     15.9
LEXINGTON,01550000,"     $39,728,195","  $75,115",    528.9
LINCOLN,01570000,"      $9,320,362","  $79,798",    116.8
LINCOLN SUDBURY,06950000,"     $10,406,112","  $89,017",    116.9
LITTLETON,01580000,"      $7,861,256","  $69,140",    113.7
LONGMEADOW,01590000,"     $15,125,277","  $65,791",    229.9
LOWELL,01600000,"     $74,047,779","  $76,197",    971.8
LUDLOW,01610000,"     $12,694,372","  $56,621",    224.2
LUNENBURG,01620000,"      $7,466,943","  $65,270",    114.4
LYNN,01630000,"     $66,634,546","  $71,412",    933.1
LYNNFIELD,01640000,"     $11,667,374","  $75,031",    155.5
MALDEN,01650000,"     $34,349,561","  $78,567",    437.2
MANCHESTER ESSEX,06980000,"      $8,002,864","  $70,634",    113.3
MANSFIELD,01670000,"     $21,768,157","  $71,913",    302.7
MARBLEHEAD,01680000,"     $16,211,003","  $69,755",    232.4
MARION,01690000,"      $2,611,092","  $75,465",     34.6
MARLBOROUGH,01700000,"     $24,471,607","  $71,513",    342.2
MARSHFIELD,01710000,"     $21,948,295","  $66,550",    329.8
MARTHAS VINEYARD,07000000,"      $6,146,351","  $85,130",     72.2
MASCONOMET,07050000,"     $10,253,123","  $83,156",    123.3
MASHPEE,01720000,"     $10,031,979","  $71,300",    140.7
MATTAPOISETT,01730000,"      $2,706,843","  $66,507",     40.7
MAYNARD,01740000,"      $6,487,279","  $65,264",     99.4
MEDFIELD,01750000,"     $14,323,121","  $73,565",    194.7
MEDFORD,01760000,"     $25,364,239","  $64,887",    390.9
MEDWAY,01770000,"     $12,364,356","  $72,903",    169.6
MELROSE,01780000,"     $14,608,590","  $57,764",    252.9
MENDON UPTON,07100000,"     $10,518,274","  $69,336",    151.7
METHUEN,01810000,"     $34,156,076","  $73,391",    465.4
MIDDLEBOROUGH,01820000,"     $14,260,629","  $66,298",    215.1
MIDDLETON,01840000,"      $4,222,185","  $65,972",     64.0
MILFORD,01850000,"     $20,534,991","  $65,481",    313.6
MILLBURY,01860000,"      $9,386,321","  $72,819",    128.9
MILLIS,01870000,"      $5,650,168","  $63,556",     88.9
MILTON,01890000,"     $21,211,103","  $78,011",    271.9
MINUTEMAN,08300000,"      $5,968,826","  $84,784",     70.4
MOHAWK TRAIL,07170000,"      $5,234,730","  $57,715",     90.7
MONSON,01910000,"      $5,470,316","  $59,331",     92.2
MONTACHUSETT,08320000,"      $7,726,388","  $74,292",    104.0
MOUNT GREYLOCK,07150000,"      $3,452,262","  $69,462",     49.7
NAHANT,01960000,"        $806,680","  $66,121",     12.2
NANTUCKET,01970000,"      $9,950,987","  $86,984",    114.4
NARRAGANSETT,07200000,"      $6,909,182","  $66,885",    103.3
NASHOBA,07250000,"     $17,171,217","  $70,316",    244.2
NASHOBA VALLEY,08520000,"      $3,592,748","  $71,426",     50.3
NATICK,01980000,"     $23,125,247","  $68,540",    337.4
NAUSET,06600000,"      $9,956,542","  $76,354",    130.4
NEEDHAM,01990000,"     $27,906,669","  $79,303",    351.9
NEW BEDFORD,02010000,"     $60,283,425","  $70,056",    860.5
NEW SALEM WENDELL,07280000,"        $622,900","  $51,057",     12.2
NEWBURYPORT,02040000,"     $12,616,311","  $72,969",    172.9
NEWTON,02070000,"     $70,136,643","  $79,152",    886.1
NORFOLK,02080000,"      $4,739,005","  $70,000",     67.7
NORFOLK COUNTY,09150000,"      $2,950,893","  $69,597",     42.4
NORTH ADAMS,02090000,"      $9,343,872","  $66,410",    140.7
NORTH ANDOVER,02110000,"     $20,165,934","  $70,167",    287.4
NORTH ATTLEBOROUGH,02120000,"     $19,486,051","  $67,778",    287.5
NORTH BROOKFIELD,02150000,"      $2,955,565","  $67,479",     43.8
NORTH MIDDLESEX,07350000,"     $16,065,004","  $65,706",    244.5
NORTH READING,02170000,"     $13,411,603","  $65,743",    204.0
NORTH SHORE,08540000,"      $3,730,147","  $72,430",     51.5
NORTHAMPTON,02100000,"     $11,779,419","  $58,055",    202.9
NORTHAMPTON SMITH,04060000,"      $2,713,085","  $58,221",     46.6
NORTHBORO SOUTHBORO,07300000,"      $8,549,517","  $83,573",    102.3
NORTHBOROUGH,02130000,"     $10,800,782","  $77,592",    139.2
NORTHBRIDGE,02140000,"     $11,037,255","  $62,998",    175.2
NORTHEAST METROPOLITAN,08530000,"      $8,547,379","  $78,923",    108.3
NORTHERN BERKSHIRE,08510000,"      $3,624,032","  $69,029",     52.5
NORTON,02180000,"     $11,890,325","  $64,762",    183.6
NORWELL,02190000,"     $10,383,379","  $73,174",    141.9
NORWOOD,02200000,"     $17,795,817","  $67,281",    264.5
OAK BLUFFS,02210000,"      $3,447,354","  $76,608",     45.0
OLD COLONY,08550000,"      $3,786,041","  $74,382",     50.9
OLD ROCHESTER,07400000,"      $5,787,667","  $68,170",     84.9
ORANGE,02230000,"      $2,616,572","  $73,914",     35.4
ORLEANS,02240000,"      $1,596,960","  $62,626",     25.5
OXFORD,02260000,"      $8,413,171","  $63,592",    132.3
PALMER,02270000,"      $7,004,022","  $58,464",    119.8
PATHFINDER,08600000,"      $5,071,350","  $65,184",     77.8
PEABODY,02290000,"     $30,440,800","  $69,786",    436.2
PELHAM,02300000,"        $712,089","  $69,813",     10.2
PEMBROKE,02310000,"     $14,238,949","  $69,867",    203.8
PENTUCKET,07450000,"     $14,530,382","  $67,239",    216.1
PETERSHAM,02340000,"        $505,259","  $47,666",     10.6
PIONEER,07500000,"      $5,571,508","  $60,824",     91.6
PITTSFIELD,02360000,"     $28,988,460","  $60,760",    477.1
PLAINVILLE,02380000,"      $3,395,948","  $65,307",     52.0
PLYMOUTH,02390000,"     $37,638,759","  $62,805",    599.3
PLYMPTON,02400000,"      $1,166,837","  $67,839",     17.2
PROVINCETOWN,02420000,"      $1,440,543","  $66,692",     21.6
QUABBIN,07530000,"     $12,331,776","  $67,720",    182.1
QUABOAG,07780000,"      $6,770,043","  $68,662",     98.6
QUINCY,02430000,"     $50,121,264","  $78,696",    636.9
RALPH C MAHAR,07550000,"      $3,694,075","  $56,571",     65.3
RANDOLPH,02440000,"     $17,013,182","  $70,947",    239.8
READING,02460000,"     $19,994,916","  $65,194",    306.7
REVERE,02480000,"     $34,824,194","  $76,002",    458.2
RICHMOND,02490000,"      $1,362,594","  $68,818",     19.8
ROCHESTER,02500000,"      $3,082,534","  $80,066",     38.5
ROCKLAND,02510000,"      $9,836,711","  $65,886",    149.3
ROCKPORT,02520000,"      $5,947,512","  $72,708",     81.8
ROWE,02530000,"        $489,381","  $65,251",      7.5
SALEM,02580000,"     $28,923,694","  $68,719",    420.9
SANDWICH,02610000,"     $15,570,036","  $66,997",    232.4
SAUGUS,02620000,"     $14,605,622","  $69,850",    209.1
SAVOY,02630000,"        $191,274","  $47,819",      4.0
SCITUATE,02640000,"     $17,284,145","  $77,542",    222.9
SEEKONK,02650000,"     $10,018,481","  $72,703",    137.8
SHARON,02660000,"     $17,856,817","  $69,699",    256.2
SHAWSHEEN VALLEY,08710000,"      $9,789,295","  $78,946",    124.0
SHERBORN,02690000,"      $3,012,103","  $89,115",     33.8
SHREWSBURY,02710000,"     $27,199,684","  $71,957",    378.0
SHUTESBURY,02720000,"        $803,772","  $54,678",     14.7
SILVER LAKE,07600000,"      $9,932,802","  $79,146",    125.5
SOMERSET,02730000,"      $7,282,311","  $54,346",    134.0
SOMERSET BERKLEY,07630000,"      $4,883,998","  $59,200",     82.5
SOMERVILLE,02740000,"     $27,530,792","  $69,857",    394.1
SOUTH HADLEY,02780000,"     $10,596,581","  $66,478",    159.4
SOUTH MIDDLESEX,08290000,"      $5,179,692","  $70,472",     73.5
SOUTH SHORE,08730000,"      $4,483,968","  $76,912",     58.3
SOUTHAMPTON,02750000,"      $2,541,431","  $63,695",     39.9
SOUTHBOROUGH,02760000,"      $8,647,168","  $79,771",    108.4
SOUTHBRIDGE,02770000,"     $10,138,864","  $63,726",    159.1
SOUTHEASTERN,08720000,"      $9,386,081","  $73,329",    128.0
SOUTHERN BERKSHIRE,07650000,"      $4,621,914","  $61,217",     75.5
SOUTHERN WORCESTER,08760000,"      $7,336,180","  $67,802",    108.2
SOUTHWICK TOLLAND,07660000,"      $8,061,999","  $59,852",    134.7
SPENCER EAST BROOKFIELD,07670000,"      $8,683,402","  $64,513",    134.6
SPRINGFIELD,02810000,"    $118,710,825","  $57,127","  2,078.0"
STONEHAM,02840000,"     $12,182,067","  $66,387",    183.5
STOUGHTON,02850000,"     $20,696,040","  $70,804",    292.3
STURBRIDGE,02870000,"      $4,703,624","  $69,580",     67.6
SUDBURY,02880000,"     $14,823,508","  $69,107",    214.5
SUNDERLAND,02890000,"        $821,621","  $53,008",     15.5
SUTTON,02900000,"      $7,265,901","  $76,242",     95.3
SWAMPSCOTT,02910000,"     $12,942,790","  $74,213",    174.4
SWANSEA,02920000,"      $9,377,853","  $61,133",    153.4
TANTASQUA,07700000,"     $10,368,310","  $74,006",    140.1
TAUNTON,02930000,"     $36,804,949","  $71,843",    512.3
TEWKSBURY,02950000,"     $17,130,987","  $68,965",    248.4
TISBURY,02960000,"      $2,984,872","  $80,891",     36.9
TOPSFIELD,02980000,"      $3,473,827","  $71,773",     48.4
TRI COUNTY,08780000,"      $7,078,462","  $76,112",     93.0
TRITON,07730000,"     $15,397,949","  $75,185",    204.8
TRURO,03000000,"        $918,980","  $60,459",     15.2
TYNGSBOROUGH,03010000,"      $8,827,320","  $68,270",    129.3
UPISLAND,07740000,"      $3,095,455","  $78,168",     39.6
UPPER CAPE COD,08790000,"      $4,855,282","  $74,812",     64.9
UXBRIDGE,03040000,"      $9,336,645","  $69,366",    134.6
WACHUSETT,07750000,"     $30,356,025","  $64,218",    472.7
WAKEFIELD,03050000,"     $14,982,657","  $62,014",    241.6
WALES,03060000,"        $702,207","  $57,090",     12.3
WALPOLE,03070000,"     $18,214,550","  $67,511",    269.8
WALTHAM,03080000,"     $30,282,750","  $70,262",    431.0
WARE,03090000,"      $4,908,434","  $58,573",     83.8
WAREHAM,03100000,"     $14,121,186","  $60,815",    232.2
WATERTOWN,03140000,"     $15,860,781","  $74,220",    213.7
WAYLAND,03150000,"     $17,190,465","  $88,529",    194.2
WEBSTER,03160000,"      $8,159,601","  $64,862",    125.8
WELLESLEY,03170000,"     $26,460,775","  $73,975",    357.7
WELLFLEET,03180000,"      $1,207,685","  $71,040",     17.0
WEST BOYLSTON,03220000,"      $5,093,410","  $68,185",     74.7
WEST BRIDGEWATER,03230000,"      $5,338,870","  $60,600",     88.1
WEST SPRINGFIELD,03320000,"     $18,409,962","  $59,773",    308.0
WESTBOROUGH,03210000,"     $20,239,736","  $76,637",    264.1
WESTFIELD,03250000,"     $28,966,642","  $62,658",    462.3
WESTFORD,03260000,"     $24,765,795","  $69,567",    356.0
WESTHAMPTON,03270000,"        $693,518","  $55,041",     12.6
WESTON,03300000,"     $16,667,721","  $83,884",    198.7
WESTPORT,03310000,"      $7,218,402","  $60,204",    119.9
WESTWOOD,03350000,"     $16,988,775","  $79,461",    213.8
WEYMOUTH,03360000,"     $29,908,620","  $72,121",    414.7
WHATELY,03370000,"        $587,228","  $58,723",     10.0
WHITMAN HANSON,07800000,"     $18,310,281","  $75,475",    242.6
WHITTIER,08850000,"      $8,602,933","  $77,925",    110.4
WILLIAMSBURG,03400000,"      $1,047,197","  $62,333",     16.8
WILLIAMSTOWN,03410000,"      $2,216,177","  $65,567",     33.8
WILMINGTON,03420000,"     $18,438,147","  $67,391",    273.6
WINCHENDON,03430000,"      $7,203,208","  $67,131",    107.3
WINCHESTER,03440000,"     $21,513,622","  $73,200",    293.9
WINTHROP,03460000,"      $8,816,652","  $58,505",    150.7
WOBURN,03470000,"     $24,552,271","  $69,239",    354.6
WORCESTER,03480000,"    $141,069,458","  $89,065","  1,583.9"
WRENTHAM,03500000,"      $5,106,108","  $66,399",     76.9
STATE TOTAL,00000000,"  $4,767,586,742","  $70,960"," 67,186.6"
