2013-14 Teacher Salaries Report,,,,
District Name,District Code,Salary Totals,Average Salary,FTE Count
Hampden-Wilbraham,06800000,"     $16,047,911","  $69,202",    231.9
Hampshire,06830000,"      $4,371,030","  $70,958",     61.6
Hancock,01210000,"        $340,652","  $57,738",      5.9
Hanover,01220000,"     $14,764,519","  $75,871",    194.6
Harvard,01250000,"      $7,198,103","  $83,215",     86.5
Hatfield,01270000,"      $2,307,676","  $52,447",     44.0
Haverhill,01280000,"     $32,962,682","  $65,389",    504.1
Hawlemont,06850000,"        $504,904","  $63,912",      7.9
Hingham,01310000,"     $20,959,659","  $75,886",    276.2
Holbrook,01330000,"      $5,397,689","  $59,315",     91.0
Holland,01350000,"      $1,108,556","  $60,248",     18.4
Holliston,01360000,"     $16,428,548","  $77,202",    212.8
Holyoke,01370000,"     $32,747,299","  $65,143",    502.7
Hopedale,01380000,"      $5,475,547","  $62,649",     87.4
Hopkinton,01390000,"     $20,151,142","  $82,350",    244.7
Hudson,01410000,"     $17,394,368","  $71,878",    242.0
Hull,01420000,"      $6,948,888","  $77,210",     90.0
Ipswich,01440000,"     $10,295,235","  $69,235",    148.7
King Philip,06900000,"      $8,439,101","  $68,112",    123.9
Kingston,01450000,"      $4,134,342","  $66,576",     62.1
Lanesborough,01480000,"      $1,259,424","  $60,842",     20.7
Lawrence,01490000,"     $71,494,335","  $67,269","  1,062.8"
Lee,01500000,"      $4,531,318","  $62,936",     72.0
Leicester,01510000,"      $7,835,338","  $70,084",    111.8
Lenox,01520000,"      $5,445,738","  $70,541",     77.2
Leominster,01530000,"     $31,184,388","  $68,901",    452.6
Leverett,01540000,"        $938,579","  $63,849",     14.7
Lexington,01550000,"     $42,945,641","  $78,713",    545.6
Lincoln,01570000,"     $10,231,756","  $82,249",    124.4
Lincoln-Sudbury,06950000,"     $10,883,459","  $89,798",    121.2
Littleton,01580000,"      $7,699,750","  $68,809",    111.9
Longmeadow,01590000,"     $15,679,304","  $67,817",    231.2
Lowell,01600000,"     $78,429,627","  $78,475",    999.4
Ludlow,01610000,"     $13,105,205","  $58,168",    225.3
Lunenburg,01620000,"      $7,495,143","  $74,504",    100.6
Lynn,01630000,"     $67,787,800","  $67,216","  1,008.5"
Lynnfield,01640000,"     $12,663,046","  $77,120",    164.2
Malden,01650000,"     $36,139,544","  $79,708",    453.4
Manchester Essex Regional,06980000,"      $9,051,931","  $73,236",    123.6
Mansfield,01670000,"     $23,441,131","  $75,156",    311.9
Marblehead,01680000,"     $16,704,533","  $68,182",    245.0
Marion,01690000,"      $2,721,279","  $78,423",     34.7
Marlborough,01700000,"     $26,706,479","  $75,914",    351.8
Marshfield,01710000,"     $22,398,979","  $69,390",    322.8
Martha's Vineyard,07000000,"      $6,764,720","  $88,893",     76.1
Masconomet,07050000,"     $11,371,295","  $87,472",    130.0
Mashpee,01720000,"      $9,711,876","  $72,748",    133.5
Mattapoisett,01730000,"      $2,808,736","  $71,107",     39.5
Maynard,01740000,"      $7,342,013","  $69,991",    104.9
Medfield,01750000,"     $15,273,899","  $78,328",    195.0
Medford,01760000,"     $27,231,421","  $69,833",    390.0
Medway,01770000,"     $12,699,491","  $86,234",    147.3
Melrose,01780000,"     $15,555,185","  $60,338",    257.8
Mendon-Upton,07100000,"     $11,851,932","  $72,622",    163.2
Methuen,01810000,"     $35,307,682","  $76,440",    461.9
Middleborough,01820000,"     $15,146,625","  $67,110",    225.7
Middleton,01840000,"      $4,319,380","  $69,780",     61.9
Milford,01850000,"     $22,365,351","  $70,754",    316.1
Millbury,01860000,"      $9,759,537","  $75,715",    128.9
Millis,01870000,"      $6,883,065","  $70,235",     98.0
Milton,01890000,"     $21,446,460","  $78,732",    272.4
Minuteman Regional Vocational Technical,08300000,"      $6,611,608","  $83,480",     79.2
Mohawk Trail,07170000,"      $5,244,885","  $70,401",     74.5
Monomoy Regional School District,07120000,"     $12,480,423","  $68,725",    181.6
Monson,01910000,"      $5,060,709","  $63,023",     80.3
Montachusett Regional Vocational Technical,08320000,"      $8,133,786","  $77,097",    105.5
Mount Greylock,07150000,"      $3,848,491","  $73,305",     52.5
Nahant,01960000,"        $845,832","  $69,903",     12.1
Nantucket,01970000,"     $10,428,217","  $85,059",    122.6
Narragansett,07200000,"      $7,129,372","  $72,601",     98.2
Nashoba,07250000,"     $18,192,137","  $71,991",    252.7
Nashoba Valley Regional Vocational Technical,08520000,"      $3,835,691","  $69,117",     55.5
Natick,01980000,"     $24,658,347","  $66,825",    369.0
Nauset,06600000,"     $10,412,588","  $79,547",    130.9
Needham,01990000,"     $31,164,917","  $87,175",    357.5
New Bedford,02010000,"     $59,242,663","  $72,397",    818.3
New Salem-Wendell,07280000,"        $744,459","  $59,084",     12.6
Newburyport,02040000,"     $14,693,071","  $81,088",    181.2
Newton,02070000,"     $76,833,496","  $75,862","  1,012.8"
Norfolk,02080000,"      $5,032,857","  $74,013",     68.0
Norfolk County Agricultural,09150000,"      $3,019,329","  $68,621",     44.0
North Adams,02090000,"      $8,264,531","  $57,036",    144.9
North Andover,02110000,"     $21,701,962","  $76,974",    281.9
North Attleborough,02120000,"     $20,553,172","  $73,430",    279.9
North Brookfield,02150000,"      $2,999,391","  $68,636",     43.7
North Middlesex,07350000,"     $16,642,615","  $62,660",    265.6
North Reading,02170000,"     $13,989,066","  $71,702",    195.1
Northampton,02100000,"     $12,570,892","  $59,719",    210.5
Northampton-Smith Vocational Agricultural,04060000,"      $2,818,091","  $58,833",     47.9
Northboro-Southboro,07300000,"      $8,397,887","  $81,692",    102.8
Northborough,02130000,"     $11,029,890","  $78,560",    140.4
Northbridge,02140000,"     $11,631,173","  $67,427",    172.5
Northeast Metropolitan Regional Vocational Technical,08530000,"      $9,320,753","  $82,485",    113.0
Northern Berkshire Regional Vocational Technical,08510000,"      $3,795,200","  $70,022",     54.2
Norton,02180000,"     $12,141,868","  $64,345",    188.7
Norwell,02190000,"     $12,013,798","  $73,032",    164.5
Norwood,02200000,"     $19,508,046","  $71,119",    274.3
Oak Bluffs,02210000,"      $3,597,636","  $78,896",     45.6
Old Colony Regional Vocational Technical,08550000,"      $4,361,141","  $79,006",     55.2
Old Rochester,07400000,"      $6,634,606","  $76,968",     86.2
Orange,02230000,"      $2,838,704","  $71,684",     39.6
Orleans,02240000,"      $1,705,584","  $64,362",     26.5
Oxford,02260000,"      $8,900,446","  $64,078",    138.9
Palmer,02270000,"      $7,567,289","  $63,913",    118.4
Pathfinder Regional Vocational Technical,08600000,"      $5,292,758","  $66,077",     80.1
Peabody,02290000,"     $32,434,987","  $72,626",    446.6
Pelham,02300000,"        $782,524","  $69,250",     11.3
Pembroke,02310000,"     $14,811,557","  $73,325",    202.0
Pentucket,07450000,"     $15,171,934","  $71,364",    212.6
Petersham,02340000,"        $622,472","  $52,752",     11.8
Pioneer Valley,07500000,"      $5,635,082","  $63,530",     88.7
Pittsfield,02360000,"     $31,215,287","  $64,762",    482.0
Plainville,02380000,"      $3,463,617","  $67,124",     51.6
Plymouth,02390000,"     $39,409,673","  $64,374",    612.2
Plympton,02400000,"      $1,209,980","  $74,690",     16.2
Provincetown,02420000,"      $1,389,026","  $74,679",     18.6
Quabbin,07530000,"     $12,043,143","  $69,815",    172.5
Quaboag Regional,07780000,"      $6,305,500","  $66,585",     94.7
Quincy,02430000,"     $52,032,107","  $76,495",    680.2
Ralph C Mahar,07550000,"      $3,842,374","  $57,867",     66.4
Randolph,02440000,"     $17,308,541","  $70,792",    244.5
Reading,02460000,"     $21,101,817","  $65,291",    323.2
Revere,02480000,"     $39,772,462","  $78,400",    507.3
Richmond,02490000,"      $1,057,728","  $64,891",     16.3
Rochester,02500000,"      $2,941,598","  $84,772",     34.7
Rockland,02510000,"     $10,377,814","  $71,473",    145.2
Rockport,02520000,"      $6,172,532","  $79,135",     78.0
Rowe,02530000,"        $465,735","  $67,498",      6.9
Salem,02580000,"     $32,264,189","  $75,208",    429.0
Sandwich,02610000,"     $17,307,649","  $83,612",    207.0
Saugus,02620000,"     $14,732,072","  $68,745",    214.3
Savoy,02630000,"        $224,740","  $54,815",      4.1
Scituate,02640000,"     $19,308,264","  $83,513",    231.2
Seekonk,02650000,"     $10,915,649","  $75,280",    145.0
Sharon,02660000,"     $19,261,093","  $74,507",    258.5
Shawsheen Valley Regional Vocational Technical,08710000,"     $10,383,534","  $79,143",    131.2
Sherborn,02690000,"      $3,355,238","  $99,858",     33.6
Shrewsbury,02710000,"     $26,029,710","  $75,911",    342.9
Shutesbury,02720000,"        $958,571","  $61,055",     15.7
Silver Lake,07600000,"     $10,509,977","  $79,501",    132.2
Somerset,02730000,"      $9,391,886","  $71,230",    131.9
Somerset Berkley Regional School District,07630000,"      $5,087,852","  $60,211",     84.5
Somerville,02740000,"     $30,312,029","  $73,466",    412.6
South Hadley,02780000,"      $9,823,918","  $65,319",    150.4
South Middlesex Regional Vocational Technical,08290000,"      $5,677,324","  $73,731",     77.0
South Shore Regional Vocational Technical,08730000,"      $4,613,003","  $78,586",     58.7
Southampton,02750000,"      $2,521,238","  $65,148",     38.7
Southborough,02760000,"      $8,449,165","  $76,951",    109.8
Southbridge,02770000,"     $10,406,574","  $63,493",    163.9
Southeastern Regional Vocational Technical,08720000,"      $9,734,501","  $82,776",    117.6
Southern Berkshire,07650000,"      $4,934,246","  $65,182",     75.7
Southern Worcester County Regional Vocational Technical,08760000,"      $7,676,988","  $68,483",    112.1
Southwick-Tolland-Granville Regional School District,07660000,"      $8,383,182","  $60,354",    138.9
Spencer-E Brookfield,07670000,"      $7,363,444","  $62,561",    117.7
Springfield,02810000,"    $127,373,402","  $60,067","  2,120.5"
Stoneham,02840000,"     $12,575,078","  $68,232",    184.3
Stoughton,02850000,"     $21,602,227","  $74,619",    289.5
Sturbridge,02870000,"      $4,979,223","  $69,933",     71.2
Sudbury,02880000,"     $15,701,072","  $73,473",    213.7
Sunderland,02890000,"      $1,077,683","  $59,871",     18.0
Sutton,02900000,"      $7,098,233","  $70,629",    100.5
Swampscott,02910000,"     $13,890,212","  $77,297",    179.7
Swansea,02920000,"     $10,117,191","  $63,549",    159.2
Tantasqua,07700000,"     $10,906,631","  $76,361",    142.8
Taunton,02930000,"     $37,386,574","  $74,833",    499.6
Tewksbury,02950000,"     $18,010,866","  $72,391",    248.8
Tisbury,02960000,"      $3,141,508","  $87,997",     35.7
Topsfield,02980000,"      $3,763,219","  $82,708",     45.5
Tri County Regional Vocational Technical,08780000,"      $7,374,317","  $76,816",     96.0
Triton,07730000,"     $16,632,750","  $77,918",    213.5
Truro,03000000,"      $1,129,765","  $68,050",     16.6
Tyngsborough,03010000,"      $9,204,924","  $69,734",    132.0
Up-Island Regional,07740000,"      $3,403,961","  $79,718",     42.7
Upper Cape Cod Regional Vocational Technical,08790000,"      $4,801,675","  $70,613",     68.0
Uxbridge,03040000,"      $8,784,670","  $70,109",    125.3
Wachusett,07750000,"     $30,844,908","  $67,598",    456.3
Wakefield,03050000,"     $17,388,129","  $67,975",    255.8
Wales,03060000,"        $694,248","  $59,849",     11.6
Walpole,03070000,"     $20,405,565","  $71,323",    286.1
Waltham,03080000,"     $34,827,159","  $74,305",    468.7
Ware,03090000,"      $5,511,285","  $60,831",     90.6
Wareham,03100000,"     $14,647,822","  $66,220",    221.2
Watertown,03140000,"     $17,400,093","  $77,128",    225.6
Wayland,03150000,"     $17,781,745","  $88,378",    201.2
Webster,03160000,"      $9,064,162","  $67,846",    133.6
Wellesley,03170000,"     $32,133,146","  $83,376",    385.4
Wellfleet,03180000,"      $1,221,609","  $69,017",     17.7
West Boylston,03220000,"      $5,408,637","  $69,609",     77.7
West Bridgewater,03230000,"      $5,827,474","  $64,133",     90.9
West Springfield,03320000,"     $18,969,967","  $62,525",    303.4
Westborough,03210000,"     $20,889,259","  $77,082",    271.0
Westfield,03250000,"     $28,516,205","  $63,497",    449.1
Westford,03260000,"     $25,940,225","  $70,933",    365.7
Westhampton,03270000,"        $723,274","  $62,351",     11.6
Weston,03300000,"     $18,542,161","  $89,489",    207.2
Westport,03310000,"      $7,927,170","  $77,113",    102.8
Westwood,03350000,"     $18,784,151","  $82,531",    227.6
Weymouth,03360000,"     $32,604,012","  $75,142",    433.9
Whately,03370000,"        $620,742","  $55,423",     11.2
Whitman-Hanson,07800000,"     $18,362,369","  $77,315",    237.5
Whittier Regional Vocational Technical,08850000,"      $8,812,409","  $79,823",    110.4
Williamsburg,03400000,"      $1,063,642","  $71,385",     14.9
Williamstown,03410000,"      $2,603,557","  $73,965",     35.2
Wilmington,03420000,"     $19,186,588","  $70,410",    272.5
Winchendon,03430000,"      $7,993,039","  $76,197",    104.9
Winchester,03440000,"     $23,884,360","  $73,740",    323.9
Winthrop,03460000,"      $8,874,415","  $58,662",    151.3
Woburn,03470000,"     $26,527,743","  $72,799",    364.4
Worcester,03480000,"    $139,487,825","  $97,274","  1,434.0"
Wrentham,03500000,"      $5,331,161","  $68,878",     77.4
State,00000000,"  $5,024,381,840","  $73,966"," 67,928.5"
