2015-16 Teacher Salaries Report,,,,
District Name,District Code,Salary Totals,Average Salary,FTE Count
Milford,01850000,"     $24,470,281","  $74,924",    327.0
Millbury,01860000,"     $10,042,553","  $75,339",    133.0
Millis,01870000,"      $7,432,012","  $74,694",    100.0
Milton,01890000,"     $23,608,214","  $81,164",    291.0
Minuteman Regional Vocational Technical,08300000,"      $6,647,808","  $87,471",     76.0
Mohawk Trail,07170000,"      $5,399,287","  $78,047",     69.0
Monomoy Regional School District,07120000,"     $12,167,568","  $71,574",    170.0
Monson,01910000,"      $5,086,821","  $59,704",     85.0
Montachusett Regional Vocational Technical,08320000,"      $8,755,757","  $77,485",    113.0
Mount Greylock,07150000,"      $3,632,181","  $79,132",     46.0
Nahant,01960000,"        $744,177","  $67,043",     11.0
Nantucket,01970000,"     $11,910,218","  $87,769",    136.0
Narragansett,07200000,"      $6,855,710","  $67,811",    101.0
Nashoba,07250000,"     $19,363,614","  $72,946",    265.0
Nashoba Valley Regional Vocational Technical,08520000,"      $4,140,062","  $71,504",     58.0
Natick,01980000,"     $26,781,708","  $70,293",    381.0
Nauset,06600000,"     $11,202,181","  $83,041",    135.0
Needham,01990000,"     $34,871,958","  $89,622",    389.0
New Bedford,02010000,"     $64,991,047","  $77,380",    840.0
New Salem-Wendell,07280000,"        $695,734","  $55,659",     13.0
Newburyport,02040000,"     $14,518,278","  $77,930",    186.0
Newton,02070000,"     $85,263,597","  $78,209","  1,090.0"
Norfolk,02080000,"      $5,638,625","  $84,159",     67.0
Norfolk County Agricultural,09150000,"      $3,503,516","  $67,117",     52.0
North Adams,02090000,"      $7,061,497","  $56,267",    126.0
North Andover,02110000,"     $23,634,774","  $80,009",    295.0
North Attleborough,02120000,"     $20,985,334","  $74,761",    281.0
North Brookfield,02150000,"      $2,702,264","  $62,990",     43.0
North Middlesex,07350000,"     $16,400,012","  $65,809",    249.0
North Reading,02170000,"     $14,788,134","  $75,143",    197.0
Northampton,02100000,"     $13,462,103","  $61,387",    219.0
Northampton-Smith Vocational Agricultural,04060000,"      $3,166,123","  $60,654",     52.0
Northboro-Southboro,07300000,"      $9,482,556","  $87,558",    108.0
Northborough,02130000,"     $11,513,907","  $82,360",    140.0
Northbridge,02140000,"     $11,281,650","  $69,511",    162.0
Northeast Metropolitan Regional Vocational Technical,08530000,"      $9,359,306","  $85,551",    109.0
Northern Berkshire Regional Vocational Technical,08510000,"      $4,029,772","  $73,536",     55.0
Norton,02180000,"     $13,243,568","  $70,276",    188.0
Norwell,02190000,"     $13,344,825","  $81,321",    164.0
Norwood,02200000,"     $20,847,214","  $77,355",    270.0
Oak Bluffs,02210000,"      $3,687,120","  $79,981",     46.0
Old Colony Regional Vocational Technical,08550000,"      $4,014,690","  $73,935",     54.0
Old Rochester,07400000,"      $7,282,444","  $82,102",     89.0
Orange,02230000,"      $2,863,097","  $63,203",     45.0
Orleans,02240000,"      $1,908,185","  $77,254",     25.0
Oxford,02260000,"      $8,419,275","  $65,114",    129.0
Palmer,02270000,"      $7,748,372","  $64,036",    121.0
Pathfinder Regional Vocational Technical,08600000,"      $5,384,049","  $75,301",     72.0
Peabody,02290000,"     $35,285,651","  $78,605",    449.0
Pelham,02300000,"        $789,460","  $69,864",     11.0
Pembroke,02310000,"     $15,351,348","  $77,259",    199.0
Pentucket,07450000,"     $15,352,513","  $73,003",    210.0
Petersham,02340000,"        $649,170","  $64,274",     10.0
Pioneer Valley,07500000,"      $4,858,795","  $56,367",     86.0
Pittsfield,02360000,"     $32,623,123","  $70,613",    462.0
Plainville,02380000,"      $3,621,080","  $71,002",     51.0
Plymouth,02390000,"     $42,597,055","  $67,593",    630.0
Plympton,02400000,"      $1,194,169","  $69,027",     17.0
Provincetown,02420000,"      $1,501,220","  $77,382",     19.0
Quabbin,07530000,"     $12,187,104","  $75,136",    162.0
Quaboag Regional,07780000,"      $6,614,381","  $65,880",    100.0
Quincy,02430000,"     $55,590,293","  $80,894",    687.0
Ralph C Mahar,07550000,"      $4,200,739","  $63,841",     66.0
Randolph,02440000,"     $18,202,089","  $72,547",    251.0
Reading,02460000,"     $22,911,148","  $72,366",    317.0
Revere,02480000,"     $42,618,388","  $80,579",    529.0
Richmond,02490000,"      $1,342,120","  $72,941",     18.0
Rochester,02500000,"      $3,218,426","  $92,484",     35.0
Rockland,02510000,"     $11,011,066","  $74,500",    148.0
Rockport,02520000,"      $6,626,052","  $76,249",     87.0
Rowe,02530000,"        $557,522","  $68,830",      8.0
Salem,02580000,"     $32,461,940","  $85,224",    381.0
Sandwich,02610000,"     $16,765,211","  $77,617",    216.0
Saugus,02620000,"     $15,448,490","  $73,250",    211.0
Savoy,02630000,"        $229,311","  $48,790",      5.0
Scituate,02640000,"     $20,402,010","  $83,137",    245.0
Seekonk,02650000,"     $11,565,508","  $76,796",    151.0
Sharon,02660000,"     $21,404,982","  $79,829",    268.0
Shawsheen Valley Regional Vocational Technical,08710000,"     $10,937,532","  $84,006",    130.0
Sherborn,02690000,"      $2,940,422","  $95,159",     31.0
Shrewsbury,02710000,"     $30,911,009","  $77,043",    401.0
Shutesbury,02720000,"        $866,894","  $58,972",     15.0
Silver Lake,07600000,"     $10,985,096","  $82,471",    133.0
Somerset,02730000,"      $9,139,582","  $73,763",    124.0
Somerset Berkley Regional School District,07630000,"      $5,320,794","  $62,968",     85.0
Somerville,02740000,"     $31,738,708","  $74,698",    425.0
South Hadley,02780000,"      $9,840,316","  $69,396",    142.0
South Middlesex Regional Vocational Technical,08290000,"      $6,053,625","  $78,111",     78.0
South Shore Regional Vocational Technical,08730000,"      $4,911,976","  $79,353",     62.0
Southampton,02750000,"      $2,531,542","  $69,357",     37.0
Southborough,02760000,"      $9,261,493","  $84,812",    109.0
Southbridge,02770000,"     $12,129,640","  $72,502",    167.0
Southeastern Regional Vocational Technical,08720000,"     $10,123,304","  $80,922",    125.0
Southern Berkshire,07650000,"      $4,878,577","  $62,147",     79.0
Southern Worcester County Regional Vocational Technical,08760000,"      $8,315,313","  $73,587",    113.0
Southwick-Tolland-Granville Regional School District,07660000,"      $9,021,396","  $63,846",    141.0
Spencer-E Brookfield,07670000,"      $7,202,402","  $63,401",    114.0
Springfield,02810000,"    $135,954,291","  $65,832","  2,065.0"
Stoneham,02840000,"     $13,338,311","  $71,442",    187.0
Stoughton,02850000,"     $24,566,042","  $81,832",    300.0
Sturbridge,02870000,"      $5,314,430","  $76,357",     70.0
Sudbury,02880000,"     $17,021,449","  $83,234",    205.0
Sunderland,02890000,"      $1,150,534","  $62,191",     19.0
Sutton,02900000,"      $7,204,778","  $71,689",    101.0
Swampscott,02910000,"     $14,707,396","  $77,776",    189.0
Swansea,02920000,"     $10,721,617","  $66,511",    161.0
Tantasqua,07700000,"     $10,905,485","  $78,911",    138.0
Taunton,02930000,"     $39,879,315","  $76,077",    524.0
Tewksbury,02950000,"     $18,868,593","  $74,727",    253.0
Tisbury,02960000,"      $3,151,361","  $84,942",     37.0
Topsfield,02980000,"      $3,564,385","  $69,077",     52.0
Tri County Regional Vocational Technical,08780000,"      $7,428,177","  $79,531",     93.0
Triton,07730000,"     $16,898,037","  $80,200",    211.0
Truro,03000000,"      $1,126,924","  $70,876",     16.0
Tyngsborough,03010000,"      $9,765,442","  $74,205",    132.0
Up-Island Regional,07740000,"      $3,698,084","  $84,431",     44.0
Upper Cape Cod Regional Vocational Technical,08790000,"      $5,207,946","  $69,765",     75.0
Uxbridge,03040000,"      $9,159,832","  $72,813",    126.0
Wachusett,07750000,"     $32,777,537","  $71,442",    459.0
Wakefield,03050000,"     $18,484,212","  $68,971",    268.0
Wales,03060000,"        $742,346","  $68,105",     11.0
Walpole,03070000,"     $21,838,879","  $75,358",    290.0
Waltham,03080000,"     $36,867,482","  $76,597",    481.0
Ware,03090000,"      $5,539,431","  $60,474",     92.0
Wareham,03100000,"     $13,483,291","  $67,721",    199.0
Watertown,03140000,"     $19,382,092","  $78,217",    248.0
Wayland,03150000,"     $19,347,813","  $93,108",    208.0
Webster,03160000,"      $9,621,602","  $75,169",    128.0
Wellesley,03170000,"     $35,045,998","  $93,536",    375.0
Wellfleet,03180000,"      $1,182,946","  $72,131",     16.0
West Boylston,03220000,"      $5,809,833","  $72,714",     80.0
West Bridgewater,03230000,"      $6,417,768","  $69,833",     92.0
West Springfield,03320000,"     $20,608,097","  $68,261",    302.0
Westborough,03210000,"     $22,202,832","  $74,649",    297.0
Westfield,03250000,"     $30,449,769","  $70,616",    431.0
Westford,03260000,"     $28,450,526","  $78,942",    360.0
Westhampton,03270000,"        $798,562","  $67,106",     12.0
Weston,03300000,"     $17,935,605","  $91,044",    197.0
Westport,03310000,"      $8,314,058","  $75,172",    111.0
Westwood,03350000,"     $20,893,933","  $88,759",    235.0
Weymouth,03360000,"     $33,278,365","  $78,821",    422.0
Whately,03370000,"        $641,044","  $70,452",      9.0
Whitman-Hanson,07800000,"     $19,205,540","  $80,526",    239.0
Whittier Regional Vocational Technical,08850000,"      $9,353,064","  $83,659",    112.0
Williamsburg,03400000,"      $1,133,904","  $65,925",     17.0
Williamstown,03410000,"      $2,596,282","  $70,170",     37.0
Wilmington,03420000,"     $20,682,894","  $74,667",    277.0
Winchendon,03430000,"      $6,666,894","  $70,178",     95.0
Winchester,03440000,"     $25,804,881","  $76,709",    336.0
Winthrop,03460000,"      $9,394,048","  $62,921",    149.0
Woburn,03470000,"     $28,955,587","  $79,592",    364.0
Worcester,03480000,"    $139,846,526","  $77,862","  1,796.0"
Worthington,03490000,"        $280,657","  $43,853",      6.0
Wrentham,03500000,"      $5,600,581","  $72,453",     77.0
State,00000000,"  $5,338,436,853","  $76,656"," 69,641.0"
