2010-11 Teacher Salaries Report,,,,
District Name,District Code,Salary Totals,Average Salary,FTE Count
DEERFIELD                    ,00740000,"      $2,151,083","  $55,015",     39.1
DENNIS YARMOUTH              ,06450000,"     $18,580,189","  $66,620",    278.9
DIGHTON REHOBOTH             ,06500000,"     $14,201,894","  $63,458",    223.8
DOUGLAS                      ,00770000,"      $6,860,712","  $59,762",    114.8
DOVER                        ,00780000,"      $3,831,206","  $92,765",     41.3
DOVER SHERBORN               ,06550000,"      $8,820,787","  $88,438",     99.7
DRACUT                       ,00790000,"     $15,903,453","  $68,284",    232.9
DUDLEY CHARLTON              ,06580000,"     $17,337,028","  $61,110",    283.7
DUXBURY                      ,00820000,"     $15,355,212","  $66,588",    230.6
EAST BRIDGEWATER             ,00830000,"      $9,853,188","  $72,557",    135.8
EAST LONGMEADOW              ,00870000,"     $13,311,302","  $66,723",    199.5
EASTHAM                      ,00850000,"      $1,517,511","  $71,920",     21.1
EASTHAMPTON                  ,00860000,"      $8,203,978","  $62,483",    131.3
EASTON                       ,00880000,"     $17,549,327","  $67,837",    258.7
EDGARTOWN                    ,00890000,"      $2,835,956","  $75,025",     37.8
ERVING                       ,00910000,"        $874,282","  $56,405",     15.5
ESSEX COUNTY                 ,09130000,"      $2,832,433","  $59,256",     47.8
EVERETT                      ,00930000,"     $30,025,438","  $69,151",    434.2
FAIRHAVEN                    ,00940000,"      $8,806,877","  $60,033",    146.7
FALL RIVER                   ,00950000,"     $52,516,523","  $74,949",    700.7
FALMOUTH                     ,00960000,"     $20,942,531","  $72,191",    290.1
FARMINGTON RIVER,06620000,"        $772,447","  $55,175",     14.0
FITCHBURG                    ,00970000,"     $23,137,984","  $69,317",    333.8
FLORIDA                      ,00980000,"        $450,955","  $37,580",     12.0
FOXBOROUGH                   ,00990000,"     $14,598,145","  $72,232",    202.1
FRAMINGHAM                   ,01000000,"     $47,307,078","  $73,653",    642.3
FRANKLIN                     ,01010000,"     $28,642,660","  $71,127",    402.7
FRANKLIN COUNTY              ,08180000,"      $3,555,432","  $62,928",     56.5
FREETOWN                     ,01020000,"      $1,743,916","  $61,405",     28.4
FREETOWN LAKEVILLE           ,06650000,"      $8,406,673","  $65,728",    127.9
FRONTIER                     ,06700000,"      $3,906,422","  $60,006",     65.1
GARDNER                      ,01030000,"     $11,369,965","  $66,028",    172.2
GATEWAY                      ,06720000,"      $5,018,623","  $59,043",     85.0
GEORGETOWN                   ,01050000,"      $6,877,693","  $62,638",    109.8
GILL MONTAGUE                ,06740000,"      $5,219,073","  $55,819",     93.5
GLOUCESTER                   ,01070000,"     $17,027,153","  $67,541",    252.1
GRAFTON                      ,01100000,"     $12,715,544","  $63,673",    199.7
GRANBY                       ,01110000,"      $4,766,684","  $58,487",     81.5
GRANVILLE                    ,01120000,"        $903,473","  $66,924",     13.5
GREATER FALL RIVER           ,08210000,"      $9,718,511","  $74,700",    130.1
GREATER LAWRENCE             ,08230000,"      $9,549,501","  $71,000",    134.5
GREATER LOWELL               ,08280000,"     $13,491,597","  $75,541",    178.6
GREATER NEW BEDFORD          ,08250000,"     $14,364,472","  $73,929",    194.3
GREENFIELD                   ,01140000,"      $8,839,203","  $87,172",    101.4
GROTON DUNSTABLE             ,06730000,"     $11,787,930","  $71,921",    163.9
HADLEY                       ,01170000,"      $2,699,572","  $56,714",     47.6
HALIFAX                      ,01180000,"      $2,818,574","  $68,746",     41.0
HAMILTON WENHAM              ,06750000,"     $11,555,185","  $72,310",    159.8
HAMPDEN WILBRAHAM            ,06800000,"     $15,123,469","  $63,491",    238.2
HAMPSHIRE                    ,06830000,"      $4,215,516","  $66,491",     63.4
HANCOCK                      ,01210000,"        $368,948","  $61,491",      6.0
HANOVER                      ,01220000,"     $13,673,841","  $68,747",    198.9
HARVARD                      ,01250000,"      $6,730,320","  $79,461",     84.7
HARWICH                      ,01260000,"      $7,424,723","  $67,436",    110.1
HATFIELD                     ,01270000,"      $1,956,087","  $50,028",     39.1
HAVERHILL                    ,01280000,"     $30,557,385","  $66,213",    461.5
HAWLEMONT                    ,06850000,"        $514,035","  $49,426",     10.4
HINGHAM                      ,01310000,"     $19,329,854","  $73,081",    264.5
HOLBROOK                     ,01330000,"      $4,838,433","  $60,030",     80.6
HOLLAND                      ,01350000,"        $998,989","  $54,590",     18.3
HOLLISTON                    ,01360000,"     $15,141,086","  $71,152",    212.8
HOLYOKE                      ,01370000,"     $32,064,946","  $64,686",    495.7
HOPEDALE                     ,01380000,"      $5,118,080","  $64,378",     79.5
HOPKINTON                    ,01390000,"     $17,570,515","  $74,294",    236.5
HUDSON                       ,01410000,"     $15,891,454","  $70,503",    225.4
HULL                         ,01420000,"      $6,340,268","  $71,967",     88.1
IPSWICH                      ,01440000,"      $9,518,594","  $63,121",    150.8
KING PHILIP                  ,06900000,"      $7,862,493","  $63,716",    123.4
KINGSTON                     ,01450000,"      $4,284,556","  $64,526",     66.4
LAKEVILLE                    ,01460000,"      $2,621,319","  $72,613",     36.1
LANESBOROUGH                 ,01480000,"      $1,638,116","  $88,071",     18.6
LAWRENCE                     ,01490000,"     $65,315,318","  $70,949",    920.6
LEE                          ,01500000,"      $4,324,278","  $56,898",     76.0
LEICESTER                    ,01510000,"      $7,685,394","  $69,538",    110.5
LENOX                        ,01520000,"      $4,956,015","  $68,077",     72.8
LEOMINSTER                   ,01530000,"     $27,200,794","  $62,401",    435.9
LEVERETT                     ,01540000,"        $935,614","  $59,975",     15.6
LEXINGTON                    ,01550000,"     $38,446,997","  $73,400",    523.8
LINCOLN                      ,01570000,"      $9,040,510","  $81,963",    110.3
LINCOLN SUDBURY              ,06950000,"     $10,140,783","  $82,985",    122.2
LITTLETON                    ,01580000,"      $7,546,588","  $77,242",     97.7
LONGMEADOW                   ,01590000,"     $14,838,413","  $64,403",    230.4
LOWELL                       ,01600000,"     $71,805,957","  $76,454",    939.2
LUDLOW                       ,01610000,"     $12,888,032","  $57,485",    224.2
LUNENBURG                    ,01620000,"      $7,239,913","  $70,771",    102.3
LYNN                         ,01630000,"     $56,467,211","  $63,511",    889.1
LYNNFIELD                    ,01640000,"     $11,029,317","  $71,387",    154.5
MALDEN                       ,01650000,"     $32,678,586","  $75,366",    433.6
MANCHESTER ESSEX,06980000,"      $7,713,112","  $66,722",    115.6
MANSFIELD                    ,01670000,"     $20,667,473","  $68,892",    300.0
MARBLEHEAD                   ,01680000,"     $15,878,101","  $67,538",    235.1
MARION                       ,01690000,"      $2,486,353","  $81,253",     30.6
MARLBOROUGH                  ,01700000,"     $23,168,577","  $66,443",    348.7
MARSHFIELD                   ,01710000,"     $22,138,548","  $68,434",    323.5
MARTHAS VINEYARD             ,07000000,"      $6,079,915","  $81,719",     74.4
MASCONOMET                   ,07050000,"      $9,840,164","  $79,292",    124.1
MASHPEE                      ,01720000,"      $9,672,661","  $69,090",    140.0
MATTAPOISETT                 ,01730000,"      $2,621,431","  $69,905",     37.5
MAYNARD                      ,01740000,"      $6,598,864","  $62,008",    106.4
MEDFIELD                     ,01750000,"     $14,386,878","  $71,827",    200.3
MEDFORD                      ,01760000,"     $24,962,048","  $65,192",    382.9
MEDWAY                       ,01770000,"     $12,328,506","  $70,009",    176.1
MELROSE                      ,01780000,"     $14,064,523","  $56,666",    248.2
MENDON UPTON                 ,07100000,"     $10,959,724","  $67,073",    163.4
METHUEN                      ,01810000,"     $33,514,578","  $72,473",    462.4
MIDDLEBOROUGH                ,01820000,"     $13,945,344","  $66,820",    208.7
MIDDLETON                    ,01840000,"      $4,374,565","  $68,140",     64.2
MILFORD                      ,01850000,"     $19,954,136","  $63,956",    312.0
MILLBURY                     ,01860000,"      $9,472,070","  $73,713",    128.5
MILLIS                       ,01870000,"      $6,149,756","  $68,559",     89.7
MILTON                       ,01890000,"     $20,636,326","  $76,233",    270.7
MINUTEMAN                    ,08300000,"      $6,020,780","  $84,562",     71.2
MOHAWK TRAIL                 ,07170000,"      $5,521,872","  $55,664",     99.2
MONSON                       ,01910000,"      $5,511,405","  $61,034",     90.3
MONTACHUSETT                 ,08320000,"      $7,202,540","  $69,255",    104.0
MOUNT GREYLOCK               ,07150000,"      $3,470,003","  $72,292",     48.0
NAHANT                       ,01960000,"      $1,006,575","  $70,390",     14.3
NANTUCKET                    ,01970000,"      $9,978,967","  $84,927",    117.5
NARRAGANSETT                 ,07200000,"      $7,350,156","  $67,495",    108.9
NASHOBA                      ,07250000,"     $16,862,161","  $69,363",    243.1
NASHOBA VALLEY               ,08520000,"      $3,518,938","  $70,520",     49.9
NATICK                       ,01980000,"     $22,007,976","  $66,070",    333.1
NAUSET                       ,06600000,"     $10,014,761","  $80,505",    124.4
NEEDHAM                      ,01990000,"     $26,999,506","  $78,328",    344.7
NEW BEDFORD                  ,02010000,"     $61,552,230","  $69,402",    886.9
NEW SALEM WENDELL            ,07280000,"        $641,309","  $50,102",     12.8
NEWBURYPORT                  ,02040000,"     $12,338,371","  $72,536",    170.1
NEWTON                       ,02070000,"     $69,983,517","  $86,560",    808.5
NORFOLK                      ,02080000,"      $5,023,012","  $67,514",     74.4
NORFOLK COUNTY               ,09150000,"      $2,890,150","  $68,487",     42.2
NORTH ADAMS                  ,02090000,"      $9,331,938","  $66,657",    140.0
NORTH ANDOVER                ,02110000,"     $19,392,002","  $65,381",    296.6
NORTH ATTLEBOROUGH           ,02120000,"     $19,562,458","  $66,698",    293.3
NORTH BROOKFIELD             ,02150000,"      $2,780,439","  $61,514",     45.2
NORTH MIDDLESEX              ,07350000,"     $17,791,924","  $66,462",    267.7
NORTH READING                ,02170000,"     $12,698,678","  $65,121",    195.0
NORTH SHORE                  ,08540000,"      $3,829,326","  $71,576",     53.5
NORTHAMPTON                  ,02100000,"     $11,914,906","  $57,173",    208.4
NORTHAMPTON SMITH            ,04060000,"      $2,747,986","  $58,970",     46.6
NORTHBORO SOUTHBORO          ,07300000,"      $8,719,285","  $86,330",    101.0
NORTHBOROUGH                 ,02130000,"     $10,281,143","  $75,430",    136.3
NORTHBRIDGE                  ,02140000,"     $10,913,933","  $63,123",    172.9
NORTHEAST METROPOLITAN       ,08530000,"      $8,399,561","  $76,849",    109.3
NORTHERN BERKSHIRE           ,08510000,"      $3,672,624","  $67,388",     54.5
NORTON                       ,02180000,"     $11,819,114","  $69,812",    169.3
NORWELL                      ,02190000,"     $10,142,645","  $72,499",    139.9
NORWOOD                      ,02200000,"     $17,687,800","  $66,222",    267.1
OAK BLUFFS                   ,02210000,"      $3,410,467","  $78,222",     43.6
OLD COLONY                   ,08550000,"      $3,589,109","  $73,547",     48.8
OLD ROCHESTER                ,07400000,"      $6,108,883","  $71,701",     85.2
ORANGE                       ,02230000,"      $2,838,799","  $55,663",     51.0
ORLEANS                      ,02240000,"      $1,584,903","  $63,144",     25.1
OXFORD                       ,02260000,"      $8,548,700","  $60,330",    141.7
PALMER                       ,02270000,"      $7,439,294","  $58,531",    127.1
PATHFINDER                   ,08600000,"      $5,038,214","  $60,050",     83.9
PEABODY                      ,02290000,"     $30,646,891","  $73,091",    419.3
PELHAM                       ,02300000,"        $687,664","  $62,515",     11.0
PEMBROKE                     ,02310000,"     $13,872,390","  $65,965",    210.3
PENTUCKET                    ,07450000,"     $14,466,577","  $68,692",    210.6
PETERSHAM                    ,02340000,"        $487,740","  $44,340",     11.0
PIONEER                      ,07500000,"      $5,143,520","  $57,278",     89.8
PITTSFIELD                   ,02360000,"     $27,615,857","  $58,114",    475.2
PLAINVILLE                   ,02380000,"      $3,384,211","  $65,969",     51.3
PLYMOUTH                     ,02390000,"     $36,768,645","  $61,507",    597.8
PLYMPTON                     ,02400000,"      $1,166,568","  $72,010",     16.2
PROVINCETOWN                 ,02420000,"      $1,326,774","  $58,968",     22.5
QUABBIN                      ,07530000,"     $12,571,757","  $63,270",    198.7
QUABOAG,07780000,"      $6,823,643","  $69,135",     98.7
QUINCY                       ,02430000,"     $45,960,822","  $72,931",    630.2
RALPH C MAHAR                ,07550000,"      $3,572,516","  $55,131",     64.8
RANDOLPH                     ,02440000,"     $15,879,198","  $69,040",    230.0
READING                      ,02460000,"     $19,328,334","  $64,129",    301.4
REVERE                       ,02480000,"     $33,172,071","  $74,594",    444.7
RICHMOND                     ,02490000,"      $1,757,966","  $88,340",     19.9
ROCHESTER                    ,02500000,"      $3,104,462","  $77,806",     39.9
ROCKLAND                     ,02510000,"      $9,632,790","  $73,421",    131.2
ROCKPORT                     ,02520000,"      $5,729,877","  $72,438",     79.1
ROWE                         ,02530000,"        $492,448","  $60,796",      8.1
SALEM                        ,02580000,"     $29,033,049","  $69,892",    415.4
SANDWICH                     ,02610000,"     $15,462,024","  $64,939",    238.1
SAUGUS                       ,02620000,"     $13,684,202","  $65,695",    208.3
SAVOY                        ,02630000,"        $211,019","  $44,898",      4.7
SCITUATE                     ,02640000,"     $16,141,146","  $74,936",    215.4
SEEKONK                      ,02650000,"      $9,786,901","  $71,023",    137.8
SHARON                       ,02660000,"     $17,043,540","  $69,283",    246.0
SHAWSHEEN VALLEY             ,08710000,"      $9,325,984","  $77,074",    121.0
SHERBORN                     ,02690000,"      $3,214,866","  $92,381",     34.8
SHIRLEY                      ,02700000,"      $2,363,703","  $54,213",     43.6
SHREWSBURY                   ,02710000,"     $25,523,984","  $72,532",    351.9
SHUTESBURY                   ,02720000,"        $841,504","  $57,637",     14.6
SILVER LAKE                  ,07600000,"     $10,319,803","  $79,690",    129.5
SOMERSET                     ,02730000,"     $13,044,441","  $62,674",    208.1
SOMERVILLE                   ,02740000,"     $27,088,768","  $80,144",    338.0
SOUTH HADLEY                 ,02780000,"     $10,682,165","  $64,819",    164.8
SOUTH MIDDLESEX              ,08290000,"      $5,245,492","  $72,652",     72.2
SOUTH SHORE                  ,08730000,"      $4,320,784","  $72,013",     60.0
SOUTHAMPTON                  ,02750000,"      $2,568,232","  $64,206",     40.0
SOUTHBOROUGH                 ,02760000,"      $8,256,998","  $75,961",    108.7
SOUTHBRIDGE                  ,02770000,"     $10,821,672","  $58,909",    183.7
SOUTHEASTERN                 ,08720000,"      $8,866,519","  $72,557",    122.2
SOUTHERN BERKSHIRE           ,07650000,"      $4,647,511","  $60,357",     77.0
SOUTHERN WORCESTER           ,08760000,"      $7,381,820","  $66,864",    110.4
SOUTHWICK TOLLAND,07660000,"      $7,999,765","  $57,223",    139.8
SPENCER EAST BROOKFIELD      ,07670000,"      $8,543,898","  $63,382",    134.8
SPRINGFIELD                  ,02810000,"    $121,498,284","  $58,503","  2,076.8"
STONEHAM                     ,02840000,"     $11,828,033","  $61,959",    190.9
STOUGHTON                    ,02850000,"     $20,019,139","  $69,366",    288.6
STURBRIDGE                   ,02870000,"      $4,493,887","  $67,781",     66.3
SUDBURY                      ,02880000,"     $14,228,274","  $64,999",    218.9
SUNDERLAND                   ,02890000,"        $781,900","  $62,552",     12.5
SUTTON                       ,02900000,"      $7,558,727","  $68,529",    110.3
SWAMPSCOTT                   ,02910000,"     $12,236,487","  $69,684",    175.6
SWANSEA                      ,02920000,"      $8,926,788","  $61,142",    146.0
TANTASQUA                    ,07700000,"     $10,318,771","  $75,762",    136.2
TAUNTON                      ,02930000,"     $34,151,934","  $74,147",    460.6
TEWKSBURY                    ,02950000,"     $17,466,468","  $70,175",    248.9
TISBURY                      ,02960000,"      $2,897,938","  $78,323",     37.0
TOPSFIELD                    ,02980000,"      $3,339,442","  $67,057",     49.8
TRI COUNTY                   ,08780000,"      $6,933,436","  $76,025",     91.2
TRITON                       ,07730000,"     $14,943,248","  $71,739",    208.3
TRURO                        ,03000000,"        $868,752","  $61,180",     14.2
TYNGSBOROUGH                 ,03010000,"      $8,740,816","  $64,795",    134.9
UPISLAND,07740000,"      $2,960,941","  $78,540",     37.7
UPPER CAPE COD               ,08790000,"      $4,703,403","  $71,808",     65.5
UXBRIDGE                     ,03040000,"      $9,040,840","  $68,804",    131.4
WACHUSETT                    ,07750000,"     $29,322,793","  $62,723",    467.5
WAKEFIELD                    ,03050000,"     $15,791,128","  $63,623",    248.2
WALES                        ,03060000,"        $681,681","  $64,310",     10.6
WALPOLE                      ,03070000,"     $17,298,342","  $66,024",    262.0
WALTHAM                      ,03080000,"     $29,587,124","  $67,907",    435.7
WARE                         ,03090000,"      $5,182,885","  $56,397",     91.9
WAREHAM                      ,03100000,"     $14,545,794","  $60,231",    241.5
WATERTOWN                    ,03140000,"     $16,096,498","  $71,129",    226.3
WAYLAND                      ,03150000,"     $16,257,885","  $84,238",    193.0
WEBSTER                      ,03160000,"      $8,148,725","  $62,586",    130.2
WELLESLEY                    ,03170000,"     $28,138,443","  $78,731",    357.4
WELLFLEET                    ,03180000,"      $1,105,440","  $62,809",     17.6
WEST BOYLSTON                ,03220000,"      $5,275,617","  $74,304",     71.0
WEST BRIDGEWATER             ,03230000,"      $4,383,331","  $50,616",     86.6
WEST SPRINGFIELD             ,03320000,"     $18,680,599","  $62,477",    299.0
WESTBOROUGH                  ,03210000,"     $19,230,607","  $75,090",    256.1
WESTFIELD                    ,03250000,"     $28,154,486","  $60,626",    464.4
WESTFORD                     ,03260000,"     $24,753,858","  $69,319",    357.1
WESTHAMPTON                  ,03270000,"        $699,573","  $57,816",     12.1
WESTON                       ,03300000,"     $15,703,519","  $81,619",    192.4
WESTPORT                     ,03310000,"      $6,965,543","  $62,026",    112.3
WESTWOOD                     ,03350000,"     $16,218,518","  $72,827",    222.7
WEYMOUTH                     ,03360000,"     $29,524,123","  $71,418",    413.4
WHATELY                      ,03370000,"        $625,879","  $55,388",     11.3
WHITMAN HANSON               ,07800000,"     $18,219,960","  $71,732",    254.0
WHITTIER                     ,08850000,"      $8,543,764","  $76,971",    111.0
WILLIAMSBURG                 ,03400000,"        $985,650","  $60,469",     16.3
WILLIAMSTOWN                 ,03410000,"      $2,297,662","  $72,942",     31.5
WILMINGTON                   ,03420000,"     $17,704,222","  $64,169",    275.9
WINCHENDON                   ,03430000,"      $7,073,592","  $68,762",    102.9
WINCHESTER                   ,03440000,"     $21,101,596","  $70,128",    300.9
WINTHROP                     ,03460000,"      $8,749,314","  $60,257",    145.2
WOBURN,03470000,"     $24,287,549","  $66,669",    364.3
WORCESTER                    ,03480000,"    $138,098,726","  $86,005","  1,605.7"
WRENTHAM                     ,03500000,"      $4,996,979","  $67,894",     73.6
STATE TOTAL,00000000,"  $4,704,491,652","  $70,340"," 66,882.2"
