2015-16 Class Size by Gender and Selected Population ,,,,,,,,,
District Name,District Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Bentley Academy Charter School (District),35110000,     110,  15.4,        237,  45.1,  54.9,  12.7,  22.4,  57.0
Berkley,00270000,     327,  20.0,        929,  50.2,  49.8,   0.1,  16.5,  13.5
Berkshire Arts and Technology Charter Public (District),04140000,     166,  15.8,        354,  52.3,  47.7,   2.0,  25.1,  36.4
Berkshire Hills,06180000,     895,  14.6,"      1,307",  49.3,  50.7,   2.7,  18.7,  25.3
Berlin,00280000,     113,  15.6,        186,  40.9,  59.1,   5.9,  17.7,  16.7
Berlin-Boylston,06200000,     307,  16.2,        564,  50.0,  50.0,   1.2,  15.2,   6.7
Beverly,00300000,"   1,310",  18.8,"      4,542",  47.9,  52.1,   3.5,  19.0,  23.7
Billerica,00310000,"   2,385",  18.7,"      5,062",  49.0,  51.0,   1.4,  16.4,  14.4
Blackstone Valley Regional Vocational Technical,08050000,     709,  17.4,"      1,192",  52.2,  47.8,   0.6,   8.2,   9.8
Blackstone-Millville,06220000,     862,  18.4,"      1,777",  50.1,  49.9,   3.7,  16.8,  18.6
Blue Hills Regional Vocational Technical,08060000,     411,  15.8,        873,  45.4,  54.6,   0.7,  24.3,  22.0
Boston,00350000,"  23,180",  18.2,"     56,090",  48.1,  51.9,  28.5,  18.9,  54.3
Boston Collegiate Charter (District),04490000,     270,  20.6,        688,  52.6,  47.4,   3.3,  19.3,  23.3
Boston Day and Evening Academy Charter (District),04240000,     280,  15.8,        447,  55.0,  45.0,   8.5,  24.4,  49.9
Boston Green Academy Horace Mann Charter School (District),04110000,     209,  14.4,        414,  47.3,  52.7,  12.3,  30.7,  56.0
Boston Preparatory Charter Public (District),04160000,      75,  34.0,        421,  51.5,  48.5,  10.0,  20.0,  41.6
Boston Renaissance Charter Public (District),04810000,     226,  19.3,        940,  51.9,  48.1,   5.9,  13.3,  47.4
Bourne,00360000,"   1,042",  18.1,"      2,045",  48.5,  51.5,   0.5,  16.3,  23.4
Boxford,00380000,     321,  14.9,        742,  47.2,  52.8,   0.8,  19.0,   2.7
Boylston,00390000,     168,  18.0,        305,  50.8,  49.2,   3.0,  12.1,   8.9
Braintree,00400000,"   3,017",  17.7,"      5,805",  49.3,  50.7,   4.2,  19.4,  16.8
Brewster,00410000,     294,  17.5,        508,  48.2,  51.8,   3.0,  19.7,  26.0
Bridge Boston Charter School (District),04170000,      43,  23.5,        230,  54.3,  45.7,  39.1,  22.2,  56.5
Bridgewater-Raynham,06250000,"   1,917",  20.3,"      5,304",  48.3,  51.7,   0.9,  13.7,  13.9
Brimfield,00430000,      95,  17.7,        300,  50.7,  49.3,   0.0,  14.3,  14.7
Bristol County Agricultural,09100000,     313,  17.7,        458,  71.2,  28.8,   0.0,  11.6,  15.7
Bristol-Plymouth Regional Vocational Technical,08100000,     975,  17.4,"      1,293",  41.8,  58.2,   0.2,  19.2,  22.7
Brockton,00440000,"   7,771",  19.9,"     17,538",  47.9,  52.1,  21.0,  12.6,  51.9
Brooke Charter School East Boston (District),04570000,     258,  18.8,        499,  51.9,  48.1,  12.2,   7.8,  44.5
Brooke Charter School Mattapan (District),04430000,     248,  18.8,        485,  49.3,  50.7,   3.5,  10.5,  49.5
Brooke Charter School Roslindale (District),04280000,     231,  18.9,        507,  50.5,  49.5,   3.0,   7.5,  38.1
Brookfield,00450000,      81,  20.3,        324,  50.3,  49.7,   0.9,  11.4,  23.5
Brookline,00460000,"   4,093",  17.9,"      7,698",  49.5,  50.5,  10.6,  15.6,   9.4
Burlington,00480000,"   1,992",  17.6,"      3,570",  48.3,  51.7,   3.8,  11.7,  10.4
Cambridge,00490000,"   3,841",  15.1,"      6,742",  49.5,  50.5,   8.9,  19.7,  29.4
Canton,00500000,"   2,284",  18.9,"      3,341",  50.0,  50.0,   1.9,  11.2,  12.3
Cape Cod Lighthouse Charter (District),04320000,      76,  29.6,        240,  55.8,  44.2,   0.4,  17.5,  12.9
Cape Cod Regional Vocational Technical,08150000,     412,  13.3,        643,  39.2,  60.8,   1.9,  24.0,  32.5
Carlisle,00510000,     222,  18.1,        613,  46.8,  53.2,   2.4,  14.4,   1.6
Carver,00520000,     885,  16.7,"      1,641",  48.8,  51.2,   0.2,  21.8,  19.1
Central Berkshire,06350000,     907,  15.9,"      1,638",  48.7,  51.3,   0.5,  13.6,  24.8
Chelmsford,00560000,"   2,402",  18.0,"      5,108",  48.5,  51.5,   2.9,  16.0,  10.4
Chelsea,00570000,"   1,421",  23.3,"      6,558",  47.1,  52.9,  28.9,  12.2,  54.8
Chesterfield-Goshen,06320000,      71,  13.7,        157,  52.2,  47.8,   0.0,  19.7,  26.1
Chicopee,00610000,"   3,179",  16.7,"      7,771",  47.6,  52.4,   5.1,  19.0,  49.8
Christa McAuliffe Charter Public (District),04180000,     133,  18.7,        394,  47.7,  52.3,   3.6,  25.1,  15.2
City on a Hill Charter Public School Circuit Street (District),04370000,     130,  12.1,        273,  56.8,  43.2,   8.8,  23.1,  50.9
City on a Hill Charter Public School Dudley Square (District),35040000,      98,  13.5,        228,  56.6,  43.4,   9.6,  21.9,  50.4
City on a Hill Charter Public School New Bedford (District),35070000,      43,  14.3,        130,  49.2,  50.8,   4.6,  30.8,  61.5
Clarksburg,00630000,      58,  17.1,        160,  51.9,  48.1,   0.0,  23.1,  32.5
Clinton,00640000,     796,  17.2,"      1,896",  46.4,  53.6,   7.0,  19.1,  33.0
Codman Academy Charter Public (District),04380000,      92,  17.8,        316,  50.9,  49.1,   4.4,  23.7,  47.2
Cohasset,00650000,     935,  19.3,"      1,658",  47.9,  52.1,   0.1,  10.3,   4.1
Community Charter School of Cambridge (District),04360000,     295,  16.7,        403,  52.9,  47.1,   3.7,  20.1,  32.0
Community Day Charter Public School - Gateway (District),04260000,      84,  20.0,        240,  50.0,  50.0,  62.5,  10.0,  50.0
Community Day Charter Public School - Prospect (District),04400000,     127,  20.9,        397,  51.4,  48.6,  43.3,  10.8,  48.9
Community Day Charter Public School - R. Kingman Webster (District),04310000,      84,  20.0,        240,  52.1,  47.9,  43.3,   8.8,  45.8
Concord,00670000,     865,  16.6,"      2,123",  49.2,  50.8,   2.6,  18.2,   5.1
Concord-Carlisle,06400000,     713,  15.3,"      1,284",  52.6,  47.4,   0.9,  15.7,   5.1
Conservatory Lab Charter (District),04390000,      33,  22.7,        418,  53.1,  46.9,  14.1,  14.6,  33.3
Conway,00680000,      43,  16.1,        159,  42.8,  57.2,   0.0,  17.0,  22.6
Danvers,00710000,"   1,745",  18.2,"      3,530",  49.0,  51.0,   0.9,  15.6,  16.1
Dartmouth,00720000,"   1,867",  19.0,"      3,766",  48.1,  51.9,   2.6,  14.0,  19.9
Dedham,00730000,"   1,151",  16.6,"      2,769",  48.3,  51.7,   5.6,  19.8,  18.3
Deerfield,00740000,     150,  15.2,        420,  50.0,  50.0,   1.4,  21.2,  18.3
Dennis-Yarmouth,06450000,"   1,419",  16.4,"      3,232",  48.8,  51.2,   8.6,  17.1,  39.6
Dighton-Rehoboth,06500000,"   1,554",  18.5,"      2,926",  47.8,  52.2,   0.1,  13.2,  12.8
Dorchester Collegiate Academy Charter (District),04750000,     108,  18.6,        205,  44.9,  55.1,  31.7,  29.8,  56.6
Douglas,00770000,     563,  20.4,"      1,479",  48.9,  51.1,   0.1,  17.4,  13.3
Dover,00780000,     178,  20.4,        483,  44.7,  55.3,   2.5,  16.1,   3.1
Dover-Sherborn,06550000,     892,  14.8,"      1,191",  49.0,  51.0,   0.5,  13.9,   3.2
Dracut,00790000,"   1,549",  21.5,"      3,657",  49.1,  50.9,   1.3,  15.6,  20.2
Dudley Street Neighborhood Charter School (District),04070000,      43,  20.5,        265,  56.6,  43.4,  14.0,  13.6,  51.3
Dudley-Charlton Reg,06580000,"   1,774",  19.2,"      4,043",  49.0,  51.0,   1.5,  13.4,  17.8
Duxbury,00820000,"   1,407",  20.9,"      3,248",  48.4,  51.6,   0.4,  13.0,   5.6
East Bridgewater,00830000,     789,  21.6,"      2,333",  49.8,  50.2,   0.8,  17.9,  14.2
East Longmeadow,00870000,"   1,182",  17.9,"      2,668",  49.6,  50.4,   1.9,  16.7,  15.9
Eastham,00850000,     143,  12.8,        176,  52.3,  47.7,   1.1,  19.3,  25.6
Easthampton,00860000,     514,  19.6,"      1,562",  49.5,  50.5,   0.9,  19.5,  27.8
Easton,00880000,"   1,676",  20.0,"      3,756",  50.4,  49.6,   1.0,  16.5,  10.3
Edgartown,00890000,     253,  16.2,        360,  50.8,  49.2,  15.6,  23.9,  28.1
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),04520000,     164,  17.1,        337,  67.7,  32.3,  12.8,  16.3,  53.4
Erving,00910000,      47,  18.4,        135,  49.6,  50.4,   0.0,  24.4,  28.1
Essex North Shore Agricultural and Technical School District,08170000,     835,  16.1,"      1,201",  55.3,  44.7,   0.3,  21.6,  20.1
Everett,00930000,"   3,654",  19.3,"      7,194",  48.4,  51.6,  14.7,  15.3,  46.1
Excel Academy Charter (District),04100000,     287,  25.7,        791,  50.2,  49.8,  13.9,  19.8,  39.2
Fairhaven,00940000,"   1,044",  18.0,"      2,058",  49.0,  51.0,   1.2,  14.0,  27.6
Fall River,00950000,"   4,129",  19.5,"     10,141",  48.2,  51.8,  11.2,  19.7,  63.1
Falmouth,00960000,"   1,682",  18.0,"      3,554",  48.8,  51.2,   2.6,  17.1,  25.7
Farmington River Reg,06620000,      77,  14.6,        128,  50.8,  49.2,   0.0,  15.6,  35.2
Fitchburg,00970000,"   2,263",  19.5,"      5,477",  48.7,  51.3,   9.3,  20.9,  56.1
Florida,00980000,      55,   9.4,         89,  52.8,  47.2,   0.0,  29.2,  27.0
Four Rivers Charter Public (District),04130000,     339,  13.7,        220,  55.0,  45.0,   0.0,  18.6,  27.3
Foxborough,00990000,"   1,389",  16.2,"      2,649",  47.4,  52.6,   1.0,  18.4,  12.6
Foxborough Regional Charter (District),04460000,     551,  22.2,"      1,281",  53.6,  46.4,   8.6,   8.9,  13.1
Framingham,01000000,"   4,511",  16.9,"      8,724",  48.9,  51.1,  20.3,  22.7,  31.2
Francis W. Parker Charter Essential (District),04780000,     260,  17.7,        401,  51.4,  48.6,   0.0,  14.7,   4.5
Franklin,01010000,"   2,539",  18.6,"      5,530",  48.9,  51.1,   1.1,  15.1,   8.3
Franklin County Regional Vocational Technical,08180000,     283,  13.1,        485,  35.7,  64.3,   0.0,  29.7,  33.8
Freetown-Lakeville,06650000,"   1,010",  19.3,"      2,807",  49.8,  50.2,   0.9,  13.9,  14.2
Frontier,06700000,     443,  13.3,        621,  47.2,  52.8,   0.8,  19.3,  15.8
Gardner,01030000,     933,  17.6,"      2,465",  48.2,  51.8,   4.4,  21.9,  47.4
Gateway,06720000,     488,  14.3,        883,  48.6,  51.4,   1.1,  20.0,  28.4
Georgetown,01050000,     585,  18.9,"      1,484",  48.8,  51.2,   0.1,  12.9,   8.2
Gill-Montague,06740000,     568,  14.1,        924,  47.2,  52.8,   6.7,  21.5,  38.7
Global Learning Charter Public (District),04960000,     197,  16.4,        509,  49.1,  50.9,   8.1,  13.4,  48.1
Gloucester,01070000,"   1,042",  17.5,"      2,932",  48.9,  51.1,   4.1,  24.1,  33.3
Gosnold,01090000,      11,   2.0,          2,  50.0,  50.0,   0.0,   0.0,   0.0
Grafton,01100000,"   1,434",  20.8,"      3,246",  49.6,  50.4,   0.6,  16.1,  11.1
Granby,01110000,     531,  15.0,        822,  46.4,  53.6,   3.2,  15.7,  22.6
Greater Fall River Regional Vocational Technical,08210000,     914,  13.5,"      1,398",  44.6,  55.4,   0.9,   9.3,  33.3
Greater Lawrence Regional Vocational Technical,08230000,"   1,374",  12.7,"      1,384",  48.7,  51.3,   9.8,  20.5,  47.9
Greater Lowell Regional Vocational Technical,08280000,"   1,319",  17.9,"      2,119",  45.0,  55.0,   4.4,  21.4,  40.8
Greater New Bedford Regional Vocational Technical,08250000,"   1,566",  14.5,"      2,174",  52.3,  47.7,   2.7,   6.7,  35.0
Greenfield,01140000,"   1,008",  14.7,"      1,692",  48.5,  51.5,   4.6,  16.4,  47.0
Groton-Dunstable,06730000,     953,  18.6,"      2,506",  47.6,  52.4,   0.7,  16.6,   5.8
Hadley,01170000,     446,  17.2,        621,  47.3,  52.7,   1.4,  13.4,  14.0
Halifax,01180000,     240,  19.4,        543,  47.0,  53.0,   0.2,  15.7,  17.3
Hamilton-Wenham,06750000,     892,  17.4,"      1,825",  51.9,  48.1,   0.9,  13.9,   6.7
Hampden Charter School of Science (District),04990000,     315,  18.1,        450,  52.0,  48.0,   2.2,  10.2,  41.1
Hampden-Wilbraham,06800000,"   1,174",  19.1,"      3,194",  50.3,  49.7,   0.9,  14.9,  12.6
Hampshire,06830000,     524,  13.3,        747,  51.9,  48.1,   0.5,  19.9,  13.7
Hancock,01210000,      38,   5.1,         46,  45.7,  54.3,   0.0,  15.2,  21.7
Hanover,01220000,"   1,558",  18.9,"      2,628",  48.4,  51.6,   0.9,  18.9,   5.9
Harvard,01250000,     539,  16.6,"      1,141",  47.7,  52.3,   1.7,  11.8,   4.8
Hatfield,01270000,     278,  13.6,        451,  49.7,  50.3,   0.0,  18.2,   8.4
Haverhill,01280000,"   3,578",  18.3,"      7,360",  47.1,  52.9,   7.9,  22.0,  42.6
Hawlemont,06850000,      33,  12.5,        100,  56.0,  44.0,   0.0,  21.0,  55.0
Helen Y. Davis Leadership Academy Charter Public (District),04190000,     118,  17.4,        216,  47.2,  52.8,  13.4,  23.6,  58.3
Hill View Montessori Charter Public (District),04550000,     101,  23.0,        308,  58.4,  41.6,   2.6,  13.6,  14.6
Hilltown Cooperative Charter Public (District),04500000,      42,  29.2,        210,  47.6,  52.4,   0.0,  19.5,   6.2
Hingham,01310000,"   1,979",  18.5,"      4,372",  48.7,  51.3,   0.2,  11.3,   4.7
Holbrook,01330000,     333,  14.9,"      1,202",  49.8,  50.2,   6.1,  18.4,  29.4
Holland,01350000,      73,  15.3,        226,  49.6,  50.4,   0.0,  14.6,  25.7
Holliston,01360000,"   1,470",  17.7,"      2,912",  49.3,  50.7,   2.5,  15.6,   6.3
Holyoke,01370000,"   2,492",  17.9,"      5,501",  46.6,  53.4,  24.9,  24.3,  72.7
Holyoke Community Charter (District),04530000,     214,  25.4,        702,  55.7,  44.3,  12.0,  17.1,  64.4
Hopedale,01380000,     605,  17.5,"      1,190",  47.1,  52.9,   1.3,  17.7,   9.5
Hopkinton,01390000,"   1,855",  19.9,"      3,496",  50.3,  49.7,   2.1,  12.6,   3.7
Hudson,01410000,"   1,519",  17.2,"      2,841",  49.8,  50.2,   7.3,  16.5,  21.2
Hull,01420000,     579,  14.3,        975,  45.5,  54.5,   0.4,  20.4,  25.9
Innovation Academy Charter (District),04350000,     512,  18.1,        788,  51.1,  48.9,   2.8,  18.8,   7.6
Ipswich,01440000,     973,  17.3,"      1,856",  50.6,  49.4,   2.0,  14.9,  11.4
KIPP Academy Boston Charter School (District),04630000,      56,  41.1,        429,  43.6,  56.4,  26.3,  19.8,  60.1
KIPP Academy Lynn Charter (District),04290000,     291,  22.1,"      1,018",  51.6,  48.4,  24.9,  12.6,  45.5
King Philip,06900000,     893,  19.6,"      2,147",  48.0,  52.0,   0.3,  11.9,   7.7
Kingston,01450000,     406,  20.6,"      1,062",  47.7,  52.3,   1.7,  15.0,  16.3
Lanesborough,01480000,      90,  16.1,        205,  55.1,  44.9,   0.0,  20.5,  22.0
Lawrence,01490000,"   5,011",  19.1,"     14,118",  47.9,  52.1,  28.1,  19.4,  65.7
Lawrence Family Development Charter (District),04540000,     312,  18.3,        698,  53.6,  46.4,  24.2,   6.4,  53.9
Lee,01500000,     345,  13.4,        693,  50.5,  49.5,   3.2,  11.5,  33.3
Leicester,01510000,     708,  18.6,"      1,607",  47.5,  52.5,   1.9,  14.2,  21.3
Lenox,01520000,     509,  13.1,        746,  51.5,  48.5,   3.8,   9.1,  18.0
Leominster,01530000,"   3,307",  16.3,"      6,099",  47.7,  52.3,   7.9,  21.6,  35.9
Leverett,01540000,      48,  16.6,        134,  44.8,  55.2,   0.0,  15.7,  23.9
Lexington,01550000,"   2,779",  19.6,"      7,044",  48.9,  51.1,   6.9,  12.8,   5.1
Lincoln,01570000,     661,  15.8,"      1,192",  49.9,  50.1,   2.6,  17.2,   4.8
Lincoln-Sudbury,06950000,"   1,213",  19.7,"      1,611",  52.1,  47.9,   0.4,  15.5,   5.3
Littleton,01580000,     663,  19.0,"      1,646",  51.1,  48.9,   2.0,  18.6,   7.5
Longmeadow,01590000,"   1,199",  19.3,"      2,905",  48.3,  51.7,   1.2,  17.2,   6.7
Lowell,01600000,"   8,154",  18.9,"     14,540",  48.1,  51.9,  25.2,  15.7,  53.0
Lowell Collegiate Charter School (District),35030000,     138,  26.7,        498,  51.8,  48.2,  15.3,   9.8,  39.8
Lowell Community Charter Public (District),04560000,     239,  22.3,        822,  51.7,  48.3,  41.7,  16.9,  46.1
Lowell Middlesex Academy Charter (District),04580000,     134,  12.9,        124,  58.9,  41.1,   5.6,  29.0,  60.5
Ludlow,01610000,"   1,365",  16.3,"      2,701",  50.3,  49.7,   2.1,  15.5,  23.4
Lunenburg,01620000,     727,  19.1,"      1,577",  47.4,  52.6,   1.8,  17.8,  14.3
Lynn,01630000,"   5,015",  20.0,"     15,257",  47.1,  52.9,  20.5,  15.3,  50.9
Lynnfield,01640000,     796,  18.4,"      2,243",  49.4,  50.6,   0.5,  17.8,   6.6
MATCH Charter Public School (District),04690000,     206,  26.5,"      1,032",  51.8,  48.2,  33.8,  19.8,  53.3
Ma Academy for Math and Science,04680000,      21,  16.3,         49,  40.8,  59.2,   0.0,   0.0,   6.1
Malden,01650000,"   2,688",  20.7,"      6,724",  48.9,  51.1,  19.9,  15.3,  43.6
Manchester Essex Regional,06980000,     620,  17.4,"      1,450",  50.2,  49.8,   0.7,  11.1,   7.9
Mansfield,01670000,"   1,636",  17.0,"      4,066",  48.0,  52.0,   1.2,  13.5,  11.3
Marblehead,01680000,"   1,529",  18.2,"      3,219",  49.5,  50.5,   3.9,  20.0,   8.9
Marblehead Community Charter Public (District),04640000,      91,  19.5,        230,  48.7,  51.3,   4.3,  20.4,   3.5
Marion,01690000,     167,  19.4,        466,  48.3,  51.7,   0.6,  19.3,  21.0
Marlborough,01700000,"   2,265",  17.6,"      4,689",  48.3,  51.7,  17.7,  16.9,  30.8
Marshfield,01710000,"   1,509",  18.7,"      4,302",  48.9,  51.1,   1.0,  15.8,  11.0
Martha's Vineyard,07000000,     741,  12.0,        660,  47.4,  52.6,   4.8,  17.1,  19.8
Martha's Vineyard Charter (District),04660000,      68,  17.5,        184,  56.0,  44.0,   7.6,  24.5,  23.4
Martin Luther King Jr. Charter School of Excellence (District),04920000,     144,  19.8,        357,  49.0,  51.0,   9.5,  19.9,  72.0
Masconomet,07050000,     931,  17.4,"      1,926",  50.3,  49.7,   0.5,  14.2,   5.3
Mashpee,01720000,"   1,046",  15.8,"      1,664",  48.8,  51.2,   2.6,  17.8,  28.1
Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District,39010000,     116,  25.2,        637,  54.3,  45.7,   0.9,  17.6,  44.6
Mattapoisett,01730000,     220,  17.5,        487,  46.4,  53.6,   0.4,  12.1,  15.2
Maynard,01740000,     638,  17.9,"      1,470",  48.8,  51.2,   3.7,  17.9,  16.5
Medfield,01750000,"   1,372",  17.8,"      2,641",  49.1,  50.9,   1.3,  10.5,   3.6
Medford,01760000,,,,,,,,
Medway,01770000,     997,  18.7,"      2,376",  50.0,  50.0,   0.8,  14.5,   7.7
Melrose,01780000,"   1,590",  20.1,"      3,767",  50.3,  49.7,   3.7,  14.9,  10.9
Mendon-Upton,07100000,     951,  17.7,"      2,293",  49.7,  50.3,   1.3,  15.1,   8.2
Methuen,01810000,"   2,498",  19.4,"      7,042",  47.4,  52.6,   8.2,  15.4,  31.3
Middleborough,01820000,"   1,640",  19.0,"      3,001",  49.4,  50.6,   0.6,  16.4,  24.8
Middleton,01840000,     309,  14.8,        719,  49.9,  50.1,   1.5,  19.5,   8.2
Milford,01850000,"   1,906",  17.6,"      4,188",  47.8,  52.2,  10.5,  15.2,  30.3
Millbury,01860000,     743,  18.6,"      1,750",  48.1,  51.9,   4.0,  17.4,  22.7
Millis,01870000,     592,  17.7,"      1,372",  48.0,  52.0,   0.4,  10.8,   9.8
Milton,01890000,"   1,385",  18.9,"      4,114",  48.8,  51.2,   1.6,  14.7,   9.5
Minuteman Regional Vocational Technical,08300000,     438,  12.0,        615,  31.9,  68.1,   0.5,  48.3,  23.1
Mohawk Trail,07170000,     460,  14.0,"      1,026",  49.8,  50.2,   0.2,  22.1,  31.8
Monomoy Regional School District,07120000,"   1,215",  15.4,"      1,948",  50.7,  49.3,   3.9,  16.7,  23.7
Monson,01910000,     570,  16.8,"      1,049",  50.9,  49.1,   0.3,  13.4,  20.0
Montachusett Regional Vocational Technical,08320000,     639,  18.7,"      1,419",  45.2,  54.8,   0.3,  14.1,  18.4
Mount Greylock,07150000,     334,  13.3,        552,  48.7,  51.3,   0.0,  14.3,  16.8
Mystic Valley Regional Charter (District),04700000,     775,  22.7,"      1,491",  52.4,  47.6,   1.7,  13.4,  16.3
Nahant,01960000,      15,  18.1,        150,  49.3,  50.7,   0.0,   9.3,  18.0
Nantucket,01970000,     878,  17.0,"      1,594",  48.6,  51.4,  16.6,  13.1,  18.6
Narragansett,07200000,     635,  17.1,"      1,371",  47.4,  52.6,   0.0,  17.3,  23.7
Nashoba,07250000,"   1,472",  17.8,"      3,439",  49.5,  50.5,   1.2,  14.9,   6.0
Nashoba Valley Regional Vocational Technical,08520000,     347,  15.6,        706,  40.1,  59.9,   0.0,  34.3,  17.6
Natick,01980000,"   2,445",  19.4,"      5,458",  49.4,  50.6,   2.1,  14.8,   9.3
Nauset,06600000,"   1,003",  15.0,"      1,506",  51.6,  48.4,   1.9,  13.8,  18.8
Needham,01990000,"   2,213",  18.9,"      5,609",  50.7,  49.3,   2.2,  15.6,   5.1
Neighborhood House Charter (District),04440000,      94,  26.2,        395,  50.6,  49.4,   7.3,  15.7,  27.3
New Bedford,02010000,"   5,384",  18.7,"     12,929",  46.9,  53.1,  26.0,  20.7,  60.7
New Liberty Charter School of Salem (District),04670000,       7,  11.0,         73,  63.0,  37.0,  17.8,  38.4,  56.2
New Salem-Wendell,07280000,      29,  20.1,        167,  48.5,  51.5,   0.0,  22.8,  36.5
Newburyport,02040000,"   1,240",  17.8,"      2,334",  50.2,  49.8,   1.4,  14.0,   8.7
Newton,02070000,"   5,870",  18.0,"     12,901",  49.0,  51.0,   6.3,  20.3,   8.9
Norfolk,02080000,     229,  21.3,        922,  45.2,  54.8,   1.1,  15.4,   5.2
Norfolk County Agricultural,09150000,     444,  16.5,        522,  69.7,  30.3,   0.0,  17.4,  11.7
North Adams,02090000,     666,  14.7,"      1,483",  49.9,  50.1,   0.9,  25.5,  53.8
North Andover,02110000,"   2,505",  21.4,"      4,753",  49.1,  50.9,   1.6,  14.5,  11.8
North Attleborough,02120000,"   1,578",  18.5,"      4,480",  49.7,  50.3,   3.1,  14.5,  13.8
North Brookfield,02150000,     196,  15.6,        561,  48.3,  51.7,   0.0,  15.2,  31.0
North Middlesex,07350000,"   1,591",  19.3,"      3,210",  49.3,  50.7,   0.8,  19.7,  17.4
North Reading,02170000,"   1,277",  18.9,"      2,552",  49.4,  50.6,   0.6,  17.7,   6.9
Northampton,02100000,"   1,271",  15.6,"      2,673",  50.0,  50.0,   5.4,  20.8,  23.6
Northampton-Smith Vocational Agricultural,04060000,     298,  13.0,        461,  39.0,  61.0,   3.3,  37.1,  29.9
Northboro-Southboro,07300000,     763,  16.4,"      1,456",  53.3,  46.7,   1.4,   9.8,   5.8
Northborough,02130000,     649,  17.7,"      1,749",  47.0,  53.0,   5.1,  18.1,   9.3
