2019-20 Class Size by Gender and Selected Population ,,,,,,,,,
District Name,District Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Berkshire Arts and Technology Charter Public (District),04140000,     149,  18.6,        366,  43.7,  56.0,  44.5,   0.8,  20.0
Berkshire Hills,06180000,     728,  15.1,"      1,198",  49.3,  50.7,  32.6,   4.8,  17.6
Berlin-Boylston,06200000,     607,  16.5,"      1,054",  48.0,  52.0,  14.6,   2.4,  16.2
Beverly,00300000,"   1,594",  21.0,"      4,764",  47.5,  52.4,  27.0,   4.0,  19.2
Billerica,00310000,"   2,217",  19.0,"      4,866",  49.3,  50.7,  19.0,   1.6,  19.3
Blackstone Valley Regional Vocational Technical,08050000,     818,  16.9,"      1,224",  50.7,  49.1,  10.0,   0.3,  10.0
Blackstone-Millville,06220000,     823,  17.3,"      1,655",  48.7,  51.3,  26.0,   1.8,  17.4
Blue Hills Regional Vocational Technical,08060000,     435,  14.4,        843,  45.1,  54.9,  26.9,   0.8,  26.2
Boston,00350000,"  21,684",  17.4,"     52,049",  48.0,  52.0,  61.0,  27.7,  21.8
Boston Collegiate Charter (District),04490000,     311,  19.7,        721,  49.4,  50.6,  35.2,   4.9,  16.6
Boston Day and Evening Academy Charter (District),04240000,     370,  15.5,        437,  49.9,  50.1,  70.5,  13.7,  36.8
Boston Green Academy Horace Mann Charter School (District),04110000,     217,  16.4,        483,  48.7,  51.4,  65.0,  15.5,  31.7
Boston Preparatory Charter Public (District),04160000,     242,  19.7,        575,  50.1,  49.9,  55.7,  18.6,  20.9
Boston Renaissance Charter Public (District),04810000,     312,  18.8,        957,  52.9,  47.1,  57.2,  14.7,  12.4
Bourne,00360000,     929,  19.1,"      1,889",  51.5,  48.5,  27.1,   0.6,  17.2
Boxford,00380000,     305,  17.3,        748,  47.6,  52.4,   5.8,   1.6,  17.3
Braintree,00400000,"   3,036",  17.5,"      5,828",  49.4,  50.6,  19.7,   6.2,  19.7
Brewster,00410000,     255,  19.0,        473,  47.6,  52.4,  30.9,   5.3,  22.0
Bridge Boston Charter School (District),04170000,     112,  16.7,        335,  51.9,  48.1,  66.0,  25.4,  22.7
Bridgewater-Raynham,06250000,"   1,879",  20.5,"      5,449",  48.3,  51.7,  18.7,   2.7,  15.5
Brimfield,00430000,      81,  18.9,        311,  51.1,  48.9,  24.1,   1.3,  15.8
Bristol County Agricultural,09100000,     235,  17.4,        451,  71.2,  28.4,  23.1,   0.0,  11.8
Bristol-Plymouth Regional Vocational Technical,08100000,     969,  17.5,"      1,290",  43.0,  57.0,  27.8,   0.3,  18.3
Brockton,00440000,"   8,017",  19.4,"     16,281",  47.3,  52.7,  62.2,  26.7,  16.9
Brooke Charter School (District),04280000,     837,  19.1,"      1,968",  53.1,  46.9,  51.3,   7.6,  10.7
Brookfield,00450000,      77,  19.9,        307,  46.9,  53.1,  31.6,   0.3,  13.4
Brookline,00460000,"   4,512",  17.0,"      7,813",  49.2,  50.7,   9.6,  10.9,  16.4
Burlington,00480000,"   1,781",  16.1,"      3,554",  48.9,  51.2,  13.7,   5.4,  12.5
Cambridge,00490000,"   3,910",  15.1,"      7,156",  49.2,  50.7,  29.6,   7.8,  21.1
Canton,00500000,"   2,331",  18.8,"      3,336",  50.9,  49.0,  15.1,   2.6,  11.5
Cape Cod Lighthouse Charter (District),04320000,     150,  16.5,        239,  50.2,  49.8,  18.0,   1.3,  20.5
Cape Cod Regional Vocational Technical,08150000,     403,  13.8,        601,  34.8,  65.1,  41.1,   2.7,  25.0
Carlisle,00510000,     314,  18.1,        602,  47.3,  52.7,   4.5,   2.2,  17.3
Carver,00520000,     800,  17.6,"      1,563",  48.8,  51.2,  24.0,   1.2,  20.5
Central Berkshire,06350000,     711,  17.7,"      1,577",  47.9,  52.1,  32.5,   0.6,  14.6
Chelmsford,00560000,"   2,441",  17.7,"      5,097",  48.2,  51.8,  13.1,   4.4,  15.8
Chelsea,00570000,"   1,941",  22.9,"      6,507",  47.8,  52.2,  66.8,  39.5,  14.2
Chesterfield-Goshen,06320000,      65,  14.6,        131,  47.3,  52.7,  24.4,   0.0,  20.6
Chicopee,00610000,"   2,891",  17.9,"      7,453",  46.2,  53.8,  55.2,   6.1,  19.0
Christa McAuliffe Charter Public (District),04180000,     154,  21.3,        398,  48.5,  51.3,  30.7,   3.5,  21.4
City on a Hill Charter Public School Circuit Street (District),04370000,     113,   9.5,        211,  40.8,  59.2,  55.9,  14.2,  21.8
City on a Hill Charter Public School Dudley Square (District),35040000,     111,   8.9,        181,  49.7,  50.3,  63.5,  22.7,  24.3
City on a Hill Charter Public School New Bedford (District),35070000,      32,  12.6,        121,  43.0,  56.2,  78.5,  24.0,  33.1
Clarksburg,00630000,      93,  17.5,        194,  51.6,  48.5,  29.4,   0.0,  19.1
Clinton,00640000,     797,  18.4,"      1,923",  46.3,  53.6,  40.2,  13.2,  21.1
Codman Academy Charter Public (District),04380000,     162,  14.5,        353,  49.9,  50.1,  66.0,   9.4,  25.2
Cohasset,00650000,     836,  19.1,"      1,502",  49.7,  50.2,   5.7,   0.2,  13.3
Collegiate Charter School of Lowell (District),35030000,     344,  28.1,        933,  50.9,  49.0,  47.9,  29.4,   7.2
Community Charter School of Cambridge (District),04360000,     150,  13.9,        325,  58.2,  41.9,  40.9,   7.7,  12.0
Community Day Charter Public School - Gateway (District),04260000,     120,  20.0,        400,  48.8,  51.3,  60.8,  22.0,  12.3
Community Day Charter Public School - Prospect (District),04400000,     108,  22.2,        400,  50.8,  49.3,  56.8,  28.8,  13.3
Community Day Charter Public School - R. Kingman Webster (District),04310000,     119,  20.1,        401,  50.4,  49.6,  57.6,  24.2,  11.2
Concord,00670000,"   1,304",  17.8,"      2,124",  48.9,  51.1,   7.8,   2.9,  18.2
Concord-Carlisle,06400000,     535,  19.3,"      1,287",  51.7,  48.1,   6.4,   0.6,  16.4
Conservatory Lab Charter (District),04390000,     144,  17.4,        453,  52.1,  47.9,  56.1,  17.4,  14.1
Conway,00680000,      93,  14.7,        132,  43.9,  56.1,  28.8,   0.0,  22.0
Danvers,00710000,"   2,083",  18.1,"      3,438",  48.7,  51.3,  18.9,   1.1,  18.2
Dartmouth,00720000,"   1,804",  18.4,"      3,592",  47.7,  52.3,  23.3,   1.8,  16.9
Dedham,00730000,"   1,092",  16.6,"      2,748",  48.3,  51.7,  22.8,   7.0,  21.0
Deerfield,00740000,     248,  17.2,        390,  50.5,  49.5,  20.0,   1.5,  21.0
Dennis-Yarmouth,06450000,"   1,374",  14.7,"      2,893",  48.8,  51.2,  44.4,  11.6,  18.1
Dighton-Rehoboth,06500000,"   1,432",  19.4,"      2,851",  48.7,  51.3,  16.1,   0.4,  15.0
Douglas,00770000,     570,  17.3,"      1,276",  48.3,  51.7,  17.3,   1.1,  17.8
Dover,00780000,     176,  19.6,        500,  42.6,  57.4,   2.0,   4.8,  13.8
Dover-Sherborn,06550000,     657,  17.7,"      1,195",  48.5,  51.5,   3.2,   0.8,  14.8
Dracut,00790000,"   1,623",  20.5,"      3,723",  48.0,  51.8,  25.6,   2.2,  16.2
Dudley Street Neighborhood Charter School (District),04070000,      38,  18.7,        264,  53.4,  46.6,  65.2,  39.8,  14.8
Dudley-Charlton Reg,06580000,"   1,661",  18.9,"      3,735",  49.0,  50.9,  23.2,   3.0,  15.8
Duxbury,00820000,"   1,521",  19.0,"      2,991",  49.1,  50.9,   6.3,   0.4,  14.7
East Bridgewater,00830000,"   1,064",  20.6,"      2,227",  48.7,  51.3,  19.4,   0.8,  16.8
East Longmeadow,00870000,"   1,119",  17.8,"      2,586",  47.6,  52.4,  20.4,   1.6,  18.3
Eastham,00850000,     135,  13.8,        202,  48.0,  52.0,  34.2,   3.5,  20.3
Easthampton,00860000,     534,  18.0,"      1,552",  49.2,  50.7,  33.9,   2.5,  19.5
Easton,00880000,"   1,308",  19.4,"      3,625",  48.7,  51.3,  15.5,   1.9,  18.5
Edgartown,00890000,     278,  17.8,        407,  51.1,  48.9,  36.1,  24.1,  22.9
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),04520000,     197,  17.8,        374,  65.8,  34.2,  66.8,  11.5,  19.8
Erving,00910000,      59,  15.5,        131,  41.2,  58.8,  32.1,   1.5,  20.6
Essex North Shore Agricultural and Technical School District,08170000,     952,  17.2,"      1,486",  58.0,  41.9,  17.3,   0.3,  16.1
Everett,00930000,"   3,676",  20.3,"      7,320",  49.2,  50.8,  56.2,  29.0,  16.8
Excel Academy Charter (District),04100000,     468,  23.6,"      1,354",  50.2,  49.8,  48.7,   8.8,  20.4
Fairhaven,00940000,"   1,055",  17.8,"      2,049",  50.2,  49.8,  29.2,   1.8,  17.7
Fall River,00950000,"   4,578",  18.9,"     10,657",  48.7,  51.2,  70.7,  18.4,  21.3
Falmouth,00960000,"   1,740",  16.3,"      3,278",  48.2,  51.7,  30.8,   4.5,  18.1
Farmington River Reg,06620000,      77,  12.7,        113,  44.3,  55.8,  33.6,   0.0,  20.4
Fitchburg,00970000,"   2,629",  18.5,"      5,517",  47.4,  52.6,  63.0,  16.3,  20.6
Florida,00980000,      82,   9.8,         95,  48.4,  51.6,  24.2,   0.0,  21.1
Four Rivers Charter Public (District),04130000,     202,  15.0,        180,  53.9,  45.6,  24.4,   0.0,  13.9
Foxborough,00990000,"   1,432",  17.0,"      2,567",  48.1,  51.9,  16.9,   2.1,  20.0
Foxborough Regional Charter (District),04460000,     670,  21.1,"      1,660",  52.1,  48.0,  26.6,   7.5,  10.0
Framingham,01000000,"   5,512",  15.7,"      9,351",  48.8,  51.1,  42.3,  26.6,  20.8
Francis W. Parker Charter Essential (District),04780000,     240,  17.8,        396,  52.8,  46.5,   7.8,   0.0,  15.4
Franklin,01010000,"   2,558",  17.3,"      5,103",  48.0,  52.0,  10.4,   1.0,  17.7
Franklin County Regional Vocational Technical,08180000,     300,  12.9,        505,  35.6,  64.4,  38.8,   0.2,  32.1
Freetown-Lakeville,06650000,     980,  19.0,"      2,813",  48.6,  51.4,  18.1,   0.6,  16.3
Frontier,06700000,     544,  12.6,        647,  46.2,  53.8,  19.2,   1.1,  17.6
Gardner,01030000,     834,  17.8,"      2,275",  46.7,  53.3,  52.9,   5.9,  22.4
Gateway,06720000,     576,  14.3,        834,  48.4,  51.6,  34.8,   2.2,  20.6
Georgetown,01050000,     656,  15.0,"      1,374",  49.4,  50.6,   9.3,   0.0,  16.6
Gill-Montague,06740000,     493,  14.4,        890,  49.3,  50.6,  48.1,   7.2,  25.2
Global Learning Charter Public (District),04960000,     365,  15.0,        507,  51.9,  48.1,  55.8,   9.5,  12.2
Gloucester,01070000,"   1,052",  17.5,"      2,897",  47.6,  52.4,  39.4,   7.7,  25.9
Gosnold,01090000,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,   0.0
Grafton,01100000,"   1,520",  19.7,"      3,224",  47.8,  52.2,  13.7,   1.9,  19.5
Granby,01110000,     393,  15.2,        764,  47.0,  53.0,  29.1,   4.8,  18.3
Greater Fall River Regional Vocational Technical,08210000,     906,  15.8,"      1,419",  44.5,  55.5,  38.1,   1.3,  10.0
Greater Lawrence Regional Vocational Technical,08230000,"   1,728",  15.5,"      1,584",  49.5,  50.4,  58.7,  12.9,  17.4
Greater Lowell Regional Vocational Technical,08280000,"   1,432",  18.4,"      2,241",  46.7,  53.0,  45.7,   7.8,  18.5
Greater New Bedford Regional Vocational Technical,08250000,"   1,972",  15.1,"      2,113",  48.0,  52.0,  41.2,   3.6,  10.5
Greenfield,01140000,"   1,067",  16.1,"      1,745",  47.7,  52.3,  52.8,   5.5,  17.5
Greenfield Commonwealth Virtual District,39010000,     244,  18.0,        687,  55.5,  43.7,  57.8,   3.8,  26.5
Groton-Dunstable,06730000,"   1,029",  19.0,"      2,370",  48.0,  51.9,   7.2,   1.0,  16.8
Hadley,01170000,     434,  16.3,        540,  47.4,  52.6,  22.8,   5.6,  14.1
Halifax,01180000,     240,  21.1,        588,  48.3,  51.7,  19.6,   1.0,  15.7
Hamilton-Wenham,06750000,     948,  18.5,"      1,847",  52.5,  47.5,   7.2,   0.8,  17.3
Hampden Charter School of Science East (District),04990000,     224,  19.1,        523,  50.7,  49.3,  44.9,   4.0,  11.3
Hampden Charter School of Science West (District),35160000,     125,  16.9,        257,  46.7,  53.3,  49.0,   8.6,  17.5
Hampden-Wilbraham,06800000,"   1,166",  18.2,"      3,037",  49.9,  50.1,  17.6,   1.4,  15.6
Hampshire,06830000,     547,  12.9,        737,  54.3,  45.6,  17.4,   1.6,  23.6
Hancock,01210000,      76,   5.9,         49,  53.1,  46.9,  24.5,   0.0,  26.5
Hanover,01220000,"   1,701",  18.7,"      2,670",  48.2,  51.8,   8.6,   0.9,  18.7
Harvard,01250000,     559,  15.7,"      1,057",  50.6,  49.3,   6.6,   1.0,   9.9
Hatfield,01270000,     300,  13.7,        436,  49.1,  50.7,  14.5,   0.2,  21.3
Haverhill,01280000,"   4,296",  19.0,"      8,253",  47.8,  52.2,  50.6,   9.5,  22.2
Hawlemont,06850000,      44,  14.6,        143,  57.3,  42.7,  49.0,   3.5,  30.1
Helen Y. Davis Leadership Academy Charter Public (District),04190000,     103,  16.4,        202,  49.0,  51.0,  63.9,   6.4,  19.8
Hill View Montessori Charter Public (District),04550000,     121,  21.2,        317,  52.7,  47.3,  20.8,   8.2,  18.9
Hilltown Cooperative Charter Public (District),04500000,      55,  26.3,        218,  50.5,  49.1,  17.4,   0.0,  18.4
Hingham,01310000,"   1,964",  18.0,"      4,290",  48.4,  51.6,   5.8,   0.4,  13.4
Holbrook,01330000,     606,  19.0,"      1,319",  47.6,  52.3,  34.3,   6.0,  17.7
Holland,01350000,      59,  18.6,        233,  46.4,  53.7,  31.8,   0.0,  14.2
Holliston,01360000,"   1,561",  16.5,"      2,919",  48.1,  51.9,   7.8,   2.4,  16.4
Holyoke,01370000,"   2,275",  17.4,"      5,339",  47.1,  52.9,  78.9,  21.4,  27.1
Holyoke Community Charter (District),04530000,     187,  23.0,        701,  51.5,  48.5,  69.8,  13.4,  21.5
Hoosac Valley Regional,06030000,     684,  15.8,"      1,147",  49.6,  50.4,  50.5,   1.7,  24.8
Hopedale,01380000,     585,  15.7,"      1,096",  48.5,  51.5,  13.5,   2.7,  20.4
Hopkinton,01390000,"   2,019",  20.1,"      3,911",  49.2,  50.8,   5.7,   6.5,  12.2
Hudson,01410000,"   1,279",  18.2,"      2,589",  51.1,  48.9,  25.8,  12.2,  16.2
Hull,01420000,     549,  13.1,        857,  46.8,  53.1,  31.7,   1.1,  20.5
Innovation Academy Charter (District),04350000,     423,  19.4,        795,  51.8,  48.1,  14.7,   2.5,  20.9
Ipswich,01440000,     953,  16.9,"      1,697",  51.0,  49.0,  15.9,   2.4,  17.4
KIPP Academy Boston Charter School (District),04630000,     108,  33.9,        612,  48.5,  51.5,  67.8,  20.8,  20.9
KIPP Academy Lynn Charter (District),04290000,     555,  23.9,"      1,600",  50.8,  49.3,  53.7,  14.7,  12.6
King Philip,06900000,     940,  17.7,"      1,978",  49.4,  50.5,  10.2,   0.3,  14.3
Kingston,01450000,     385,  21.8,"      1,080",  48.2,  51.7,  17.9,   3.2,  17.5
Lawrence,01490000,"   5,196",  19.5,"     13,786",  47.3,  52.4,  75.3,  37.1,  18.6
Lawrence Family Development Charter (District),04540000,     397,  19.0,        778,  55.8,  44.2,  63.5,  25.7,   9.3
Lee,01500000,     440,  13.4,        705,  48.2,  51.6,  32.6,   4.7,  14.3
Leicester,01510000,     631,  19.6,"      1,512",  46.2,  53.6,  27.8,   4.2,  16.7
Lenox,01520000,     556,  13.4,        780,  49.0,  51.0,  17.8,   2.6,  10.1
Leominster,01530000,"   3,272",  19.3,"      6,188",  49.1,  50.8,  42.8,  12.6,  22.9
Leverett,01540000,      60,  17.4,        141,  42.6,  57.5,  17.0,   0.0,  11.4
Lexington,01550000,"   2,900",  19.1,"      7,284",  48.9,  51.1,   6.1,   8.9,  13.0
Libertas Academy Charter School (District),35140000,      84,  22.7,        268,  49.3,  50.8,  79.9,  34.3,  19.8
Lincoln,01570000,     562,  16.2,"      1,128",  51.4,  48.6,   7.5,   4.8,  18.6
Lincoln-Sudbury,06950000,"   1,200",  17.7,"      1,522",  48.6,  51.5,   6.2,   0.7,  18.9
Littleton,01580000,     842,  18.2,"      1,666",  51.6,  48.4,   7.5,   2.2,  13.7
Longmeadow,01590000,"   1,342",  18.9,"      2,880",  48.5,  51.5,   9.1,   0.8,  17.9
Lowell,01600000,"   9,034",  18.9,"     14,847",  48.2,  51.8,  60.1,  24.1,  18.0
Lowell Community Charter Public (District),04560000,     234,  20.7,        807,  50.3,  49.6,  52.7,  51.6,  17.7
Lowell Middlesex Academy Charter (District),04580000,     101,  14.5,        100,  55.0,  45.0,  66.0,   4.0,  33.0
Ludlow,01610000,"   1,257",  16.3,"      2,558",  49.7,  50.2,  29.2,   4.0,  16.1
Lunenburg,01620000,     793,  20.5,"      1,677",  48.5,  51.5,  18.1,   1.1,  16.0
Lynn,01630000,"   5,469",  19.6,"     16,090",  47.2,  52.8,  61.9,  30.8,  16.8
Lynnfield,01640000,     768,  18.2,"      2,205",  50.4,  49.5,   8.1,   2.6,  18.0
MATCH Charter Public School (District),04690000,     355,  20.4,"      1,219",  52.3,  47.7,  63.7,  19.1,  22.7
Ma Academy for Math and Science,04680000,      24,  16.6,         50,  56.0,  42.0,   0.0,   0.0,   0.0
Malden,01650000,"   2,691",  20.6,"      6,654",  47.9,  52.0,  49.3,  19.5,  16.6
Manchester Essex Regional,06980000,     684,  16.3,"      1,379",  49.1,  50.9,  10.2,   0.6,  15.9
Mansfield,01670000,"   1,565",  17.3,"      3,698",  47.9,  52.1,  15.0,   2.0,  14.2
Map Academy Charter School (District),35170000,      56,  20.1,        167,  38.9,  61.1,  50.3,   0.6,  47.3
Marblehead,01680000,"   1,689",  16.8,"      2,973",  48.9,  51.1,  10.1,   4.0,  20.8
Marblehead Community Charter Public (District),04640000,      84,  15.5,        206,  45.6,  53.9,  15.1,   1.9,  25.7
Marion,01690000,     152,  20.7,        443,  48.3,  51.7,  19.9,   0.9,  19.4
Marlborough,01700000,"   2,330",  19.7,"      4,982",  47.9,  52.1,  42.1,  26.6,  16.6
Marshfield,01710000,"   1,414",  18.3,"      3,988",  48.1,  51.9,  13.0,   1.4,  18.2
Martha's Vineyard,07000000,     470,  12.1,        688,  47.2,  52.8,  32.0,  12.5,  20.5
Martha's Vineyard Charter (District),04660000,      61,  16.2,        180,  56.1,  43.9,  36.1,   5.0,  30.0
Martin Luther King Jr. Charter School of Excellence (District),04920000,     126,  19.9,        358,  49.4,  50.6,  76.8,  25.7,  16.8
Masconomet,07050000,     892,  16.7,"      1,722",  52.7,  47.3,   6.5,   0.2,  16.0
Mashpee,01720000,     979,  15.7,"      1,608",  48.5,  51.5,  33.5,   3.9,  15.3
Mattapoisett,01730000,     201,  19.0,        444,  47.1,  52.9,  17.8,   0.2,  16.7
Maynard,01740000,     797,  17.5,"      1,256",  47.9,  52.0,  18.6,   4.7,  18.0
Medfield,01750000,"   1,508",  17.6,"      2,615",  49.0,  51.0,   6.2,   0.8,  12.4
Medford,01760000,"   1,939",  15.3,"      4,189",  47.7,  52.3,  32.9,  11.2,  19.5
Medway,01770000,"   1,039",  17.3,"      2,191",  50.5,  49.5,  10.6,   1.3,  16.9
Melrose,01780000,"   1,672",  20.6,"      4,021",  50.5,  49.5,  11.7,   5.3,  15.2
Mendon-Upton,07100000,"   1,032",  18.8,"      2,250",  49.8,  50.2,  10.1,   2.2,  15.1
Methuen,01810000,"   2,545",  20.0,"      6,958",  47.4,  52.6,  39.0,  11.2,  17.9
Middleborough,01820000,"   1,396",  20.3,"      3,047",  48.5,  51.5,  29.3,   1.1,  18.7
Middleton,01840000,     351,  15.2,        729,  52.0,  48.0,   8.8,   1.8,  17.6
Milford,01850000,"   1,850",  19.4,"      4,519",  47.5,  52.5,  42.2,  20.7,  15.8
Millbury,01860000,     844,  18.0,"      1,709",  48.1,  51.6,  28.6,   4.6,  18.3
Millis,01870000,     575,  16.6,"      1,194",  49.7,  50.3,  11.7,   1.7,  13.5
Milton,01890000,"   1,959",  20.3,"      4,442",  50.1,  49.8,  10.5,   2.6,  15.0
Minuteman Regional Vocational Technical,08300000,     566,  12.2,        586,  36.2,  63.0,  20.1,   1.9,  36.4
Mohawk Trail,07170000,     415,  11.9,        846,  50.1,  49.8,  34.8,   0.7,  22.8
Monomoy Regional School District,07120000,"   1,320",  15.5,"      1,886",  48.9,  51.1,  30.6,   4.7,  16.7
Monson,01910000,     580,  15.2,        925,  51.1,  48.7,  30.0,   0.8,  18.3
Montachusett Regional Vocational Technical,08320000,     609,  18.8,"      1,415",  49.9,  49.8,  25.9,   1.0,  14.8
Mount Greylock,07150000,     650,  14.8,"      1,169",  50.7,  49.3,  18.7,   0.2,  15.0
Mystic Valley Regional Charter (District),04700000,     759,  23.8,"      1,581",  51.4,  48.6,  19.0,   1.8,  12.3
Nahant,01960000,      65,  17.1,        159,  50.3,  49.7,  20.1,   0.0,  25.8
Nantucket,01970000,     909,  17.3,"      1,700",  48.6,  51.2,  25.2,  16.9,  16.0
Narragansett,07200000,     660,  19.4,"      1,472",  47.0,  53.0,  31.9,   0.2,  16.9
Nashoba,07250000,"   1,448",  17.1,"      3,199",  49.5,  50.5,   9.4,   2.7,  16.9
Nashoba Valley Regional Vocational Technical,08520000,     384,  14.0,        690,  38.3,  61.2,  21.5,   0.7,  32.0
Natick,01980000,"   2,691",  19.0,"      5,557",  48.3,  51.7,  10.3,   3.5,  15.7
Nauset,06600000,     996,  15.7,"      1,491",  53.3,  46.6,  21.9,   2.1,  16.0
Needham,01990000,"   2,251",  19.2,"      5,717",  49.5,  50.4,   5.5,   2.9,  17.5
Neighborhood House Charter (District),04440000,     352,  15.6,        715,  49.1,  50.6,  46.9,  11.8,  19.3
New Bedford,02010000,"   6,229",  18.1,"     13,206",  47.5,  52.5,  70.0,  29.0,  21.6
New Heights Charter School of Brockton (District),35130000,     208,  21.7,        620,  51.8,  48.2,  49.0,   9.7,   9.8
New Salem-Wendell,07280000,      31,  18.4,        147,  51.7,  48.3,  30.6,   0.0,  18.4
Newburyport,02040000,"   1,294",  17.9,"      2,262",  50.8,  49.1,  10.7,   2.5,  18.1
Newton,02070000,"   5,905",  18.0,"     12,914",  48.8,  51.1,   9.4,   6.0,  17.1
Norfolk,02080000,     255,  23.7,        991,  47.2,  52.8,   5.5,   2.5,  18.7
Norfolk County Agricultural,09150000,     470,  16.0,        553,  70.5,  29.3,  13.6,   0.2,  19.9
North Adams,02090000,     583,  15.0,"      1,375",  48.7,  51.4,  62.3,   0.8,  24.6
North Andover,02110000,"   2,831",  20.2,"      4,696",  49.5,  50.5,  17.2,   1.7,  16.6
North Attleborough,02120000,"   1,910",  17.7,"      4,190",  48.9,  51.1,  18.5,   4.4,  17.7
North Brookfield,02150000,     172,  15.7,        542,  48.2,  51.9,  34.5,   0.2,  23.1
North Middlesex,07350000,"   1,684",  19.6,"      3,136",  48.6,  51.4,  19.5,   1.4,  22.7
North Reading,02170000,"   1,298",  17.9,"      2,406",  48.7,  51.3,   8.7,   0.5,  16.9
Northampton,02100000,"   1,243",  17.3,"      2,760",  48.5,  51.2,  27.0,   3.4,  20.9
Northampton-Smith Vocational Agricultural,04060000,     418,  12.2,        504,  43.9,  56.2,  34.3,   1.0,  40.5
Northboro-Southboro,07300000,     773,  15.6,"      1,404",  50.5,  49.5,   7.3,   1.4,  13.8
Northborough,02130000,     571,  18.3,"      1,598",  47.9,  52.1,  13.6,   5.8,  20.2
Northbridge,02140000,     882,  18.3,"      2,049",  48.4,  51.6,  29.3,   2.7,  17.4
Northeast Metropolitan Regional Vocational Technical,08530000,     896,  18.7,"      1,281",  45.1,  54.9,  35.4,   4.1,  20.0
Northern Berkshire Regional Vocational Technical,08510000,     371,  15.3,        508,  40.0,  60.0,  35.0,   0.0,  16.3
