2018-19 Class Size by Gender and Selected Population ,,,,,,,,,
District Name,District Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Northeast Metropolitan Regional Vocational Technical,08530000,     800,  19.7,"      1,254",  45.9,  54.1,   3.3,  23.3,  33.2
Northern Berkshire Regional Vocational Technical,08510000,     378,  14.6,        489,  37.6,  62.4,   0.0,  15.8,  33.1
Norton,02180000,"   1,049",  19.1,"      2,462",  49.6,  50.4,   1.3,  19.9,  19.3
Norwell,02190000,"   1,190",  17.5,"      2,213",  48.3,  51.7,   0.2,  15.8,   3.9
Norwood,02200000,"   1,231",  17.2,"      3,480",  48.5,  51.5,   9.9,  20.7,  25.2
Oak Bluffs,02210000,     249,  16.5,        459,  51.9,  48.2,  19.8,  24.2,  23.8
Old Colony Regional Vocational Technical,08550000,     248,  17.4,        544,  37.3,  62.5,   0.2,  24.6,  17.1
Old Rochester,07400000,     659,  17.8,"      1,212",  49.1,  50.9,   0.0,  11.3,  12.6
Old Sturbridge Academy Charter Public School (District),35150000,      26,  19.9,        199,  48.2,  51.8,   6.0,  21.1,  27.6
Orange,02230000,     267,  21.3,        581,  48.0,  52.0,   1.4,  28.1,  54.9
Orleans,02240000,     154,  16.5,        215,  49.3,  50.7,   7.0,  19.5,  28.4
Oxford,02260000,     576,  21.0,"      1,648",  47.3,  52.7,   0.6,  15.8,  32.8
Palmer,02270000,     722,  15.1,"      1,347",  49.6,  50.4,   3.3,  19.1,  42.8
Pathfinder Regional Vocational Technical,08600000,     508,  12.8,        638,  36.4,  63.2,   0.0,  29.5,  36.1
Paulo Freire Social Justice Charter School (District),35010000,     142,  14.3,        290,  55.9,  44.1,  10.0,  22.1,  80.0
Peabody,02290000,"   2,606",  18.7,"      6,110",  49.6,  50.4,   8.1,  20.0,  31.4
Pelham,02300000,      43,  19.3,        134,  48.5,  51.5,   0.8,  24.6,  20.2
Pembroke,02310000,"   1,213",  18.4,"      2,810",  48.1,  51.9,   1.2,  14.2,  12.5
Pentucket,07450000,"   1,075",  16.1,"      2,423",  46.8,  53.2,   0.3,  20.2,  11.5
Petersham,02340000,      56,  17.2,        121,  51.2,  48.8,   0.0,  20.7,  27.3
Phoenix Academy Public Charter High School Lawrence (District),35180000,      38,  16.5,        128,  32.8,  67.2,  29.7,  23.4,  69.5
Phoenix Academy Public Charter High School Springfield (District),35080000,      42,  16.7,        156,  52.6,  47.4,  19.9,  29.5,  85.3
Phoenix Charter Academy (District),04930000,      42,  21.6,        219,  48.0,  52.1,  63.5,   9.6,  45.2
Pioneer Charter School of Science (District),04940000,     354,  18.9,        805,  51.2,  48.8,  20.1,  10.6,  37.5
Pioneer Charter School of Science II (PCSS-II) (District),35060000,     161,  17.4,        361,  50.7,  49.3,  16.6,  13.6,  23.0
Pioneer Valley,07500000,     457,  14.0,        745,  49.7,  50.3,   0.1,  20.1,  23.0
Pioneer Valley Chinese Immersion Charter (District),04970000,     287,  17.1,        517,  52.8,  47.0,   2.9,   9.7,  17.0
Pioneer Valley Performing Arts Charter Public (District),04790000,     361,  11.8,        398,  68.3,  31.2,   0.5,  23.1,  26.6
Pittsfield,02360000,"   2,491",  14.9,"      5,415",  49.2,  50.8,   4.7,  22.4,  51.8
Plainville,02380000,     168,  19.7,        726,  49.5,  50.6,   4.8,  19.6,  18.7
Plymouth,02390000,"   4,913",  16.9,"      7,457",  48.1,  51.9,   1.9,  18.6,  23.4
Plympton,02400000,     104,  14.5,        203,  47.3,  52.7,   0.0,  15.8,  15.8
Prospect Hill Academy Charter (District),04870000,     488,  20.1,"      1,112",  49.1,  50.9,  11.5,  15.8,  37.6
Provincetown,02420000,      80,  12.8,        129,  53.5,  46.5,  20.2,  20.2,  36.4
Quabbin,07530000,     950,  19.1,"      2,151",  50.6,  49.4,   0.2,  19.3,  23.9
Quaboag Regional,07780000,     588,  17.8,"      1,338",  48.7,  51.1,   1.3,  18.1,  36.3
Quincy,02430000,"   5,054",  16.2,"      9,652",  47.9,  52.1,  15.8,  18.9,  34.4
Ralph C Mahar,07550000,     639,  14.3,        779,  50.5,  49.6,   0.6,  16.3,  38.0
Randolph,02440000,"   1,086",  18.5,"      2,867",  45.2,  54.8,  16.7,  23.4,  45.8
Reading,02460000,"   1,470",  19.2,"      4,233",  48.1,  51.9,   1.2,  17.6,   7.3
Revere,02480000,"   3,378",  20.2,"      7,610",  48.8,  51.1,  23.7,  15.4,  47.6
Richmond,02490000,     110,  17.2,        179,  50.3,  49.7,   0.0,  14.5,  27.4
Rising Tide Charter Public (District),04830000,     321,  18.5,        657,  51.5,  48.6,   0.5,  16.4,  10.5
River Valley Charter (District),04820000,     118,  15.4,        287,  55.4,  44.6,   0.0,  20.6,   7.7
Rochester,02500000,     194,  19.6,        517,  48.0,  52.0,   0.6,  20.3,  13.7
Rockland,02510000,"   1,080",  18.6,"      2,314",  49.7,  50.3,   6.8,  17.1,  34.9
Rockport,02520000,     538,  14.1,        899,  48.6,  51.4,   1.5,  19.1,  20.2
Rowe,02530000,      25,  13.4,         66,  48.5,  51.5,   0.0,  27.3,  31.8
Roxbury Preparatory Charter (District),04840000,     357,  23.9,"      1,481",  49.0,  51.1,  25.4,  17.6,  55.8
Sabis International Charter (District),04410000,     493,  26.6,"      1,562",  50.0,  50.0,   5.9,  15.2,  36.9
Salem,02580000,"   1,834",  16.2,"      3,818",  48.0,  52.0,  13.5,  23.6,  48.7
Salem Academy Charter (District),04850000,     240,  19.1,        479,  53.2,  46.8,   4.4,  13.6,  28.2
Sandwich,02610000,"   1,293",  18.1,"      2,537",  50.0,  50.0,   1.1,  18.8,  15.7
Saugus,02620000,"   1,418",  17.1,"      2,660",  47.6,  52.4,   6.7,  17.9,  30.7
Savoy,02630000,      60,   8.6,         61,  45.9,  54.1,   0.0,  23.0,  54.1
Scituate,02640000,"   1,468",  19.6,"      3,018",  49.3,  50.6,   0.6,  13.8,  10.0
Seekonk,02650000,     852,  17.5,"      2,083",  50.4,  49.6,   3.4,  17.3,  13.4
Seven Hills Charter Public (District),04860000,     216,  24.4,        659,  50.1,  49.9,  26.7,  14.4,  59.9
Sharon,02660000,"   1,478",  18.6,"      3,616",  48.5,  51.5,   4.2,  13.3,   8.0
Shawsheen Valley Regional Vocational Technical,08710000,     907,  15.5,"      1,286",  41.8,  58.2,   0.1,  22.8,  14.2
Sherborn,02690000,     187,  19.0,        419,  49.2,  50.8,   2.6,  15.0,   5.0
Shrewsbury,02710000,"   2,508",  20.5,"      6,251",  49.7,  50.2,   3.1,  14.9,  10.8
Shutesbury,02720000,      55,  15.6,        126,  56.4,  43.7,   0.8,  17.5,  32.5
Silver Lake,07600000,     804,  17.7,"      1,776",  47.5,  52.5,   0.7,  16.0,  15.1
Sizer School: A North Central Charter Essential (District),04740000,     237,  14.6,        381,  46.2,  53.3,   1.3,  24.4,  34.1
Somerset,02730000,     923,  20.9,"      1,798",  48.2,  51.8,   1.1,  17.1,  22.7
Somerset Berkley Regional School District,07630000,     557,  16.0,"      1,050",  50.1,  49.9,   0.2,  11.1,  13.5
Somerville,02740000,"   2,070",  15.6,"      4,961",  46.8,  53.1,  21.3,  20.0,  41.8
South Hadley,02780000,     741,  15.6,"      1,923",  50.6,  49.4,   4.6,  17.1,  26.1
South Middlesex Regional Vocational Technical,08290000,     482,  13.6,        744,  39.4,  60.6,  13.6,  40.5,  43.0
South Shore Charter Public (District),04880000,     464,  17.1,        942,  49.3,  50.6,  14.9,  18.4,  18.7
South Shore Regional Vocational Technical,08730000,     413,  14.6,        639,  32.7,  67.3,   0.5,  28.8,  23.2
Southampton,02750000,     178,  18.2,        500,  49.0,  51.0,   2.0,  21.0,  12.6
Southborough,02760000,     520,  15.5,"      1,287",  48.3,  51.7,   5.4,  16.3,   6.3
Southbridge,02770000,"   1,196",  18.3,"      2,028",  48.7,  51.3,  19.4,  20.4,  68.3
Southeastern Regional Vocational Technical,08720000,     676,  16.3,"      1,431",  49.5,  50.5,   1.0,  12.7,  33.0
Southern Berkshire,07650000,     514,  13.6,        690,  49.6,  50.4,   1.7,  19.3,  32.0
Southern Worcester County Regional Vocational Technical,08760000,     990,  13.7,"      1,127",  41.5,  58.5,   0.6,  14.1,  22.7
Southwick-Tolland-Granville Regional School District,07660000,     773,  16.2,"      1,529",  48.3,  51.7,   3.2,  17.1,  23.0
Spencer-E Brookfield,07670000,     603,  16.8,"      1,439",  45.8,  54.1,   3.5,  22.5,  36.4
Springfield,02810000,"  15,018",  17.2,"     25,560",  47.8,  52.2,  16.5,  24.1,  76.4
Springfield Preparatory Charter School (District),35100000,      66,  31.4,        267,  48.3,  51.7,  13.1,  19.9,  68.5
Stoneham,02840000,"   1,251",  17.6,"      2,425",  49.4,  50.6,   4.1,  19.8,  16.9
Stoughton,02850000,"   1,995",  17.2,"      3,591",  47.8,  52.2,   7.6,  16.0,  29.4
Sturbridge,02870000,     232,  19.4,        883,  44.6,  55.4,   1.4,  12.9,  14.3
Sturgis Charter Public (District),04890000,     524,  14.5,        840,  55.4,  44.5,   0.5,  16.2,  11.3
Sudbury,02880000,"   1,672",  19.8,"      2,686",  48.7,  51.3,   2.2,  19.2,   5.3
Sunderland,02890000,     178,  16.2,        230,  45.2,  54.8,   8.7,  21.7,  33.0
Sutton,02900000,     498,  20.1,"      1,386",  49.3,  50.7,   1.2,  17.5,   9.5
Swampscott,02910000,"   1,229",  17.3,"      2,236",  48.7,  51.3,   5.6,  17.4,  15.4
Swansea,02920000,"   1,001",  17.9,"      2,094",  49.2,  50.8,   0.3,  12.6,  19.7
TEC Connections Academy Commonwealth Virtual School District,39020000,     508,  46.1,"      2,469",  59.1,  40.9,   1.7,  19.2,  43.9
Tantasqua,07700000,"   1,247",  14.7,"      1,797",  49.6,  50.3,   0.4,   9.2,  19.7
Taunton,02930000,"   3,344",  19.9,"      8,236",  48.9,  51.1,   5.6,  20.1,  44.4
Tewksbury,02950000,"   1,454",  19.9,"      3,456",  49.5,  50.4,   1.8,  17.4,  14.9
Tisbury,02960000,     212,  13.1,        312,  46.8,  53.2,  22.8,  14.4,  31.7
Topsfield,02980000,     190,  17.5,        648,  50.2,  49.9,   0.3,  17.4,   3.9
Tri-County Regional Vocational Technical,08780000,     608,  16.7,"      1,011",  41.3,  58.6,   0.1,  28.5,  18.2
Triton,07730000,"   1,192",  18.1,"      2,404",  48.6,  51.4,   1.1,  15.8,  20.5
Truro,03000000,      78,  13.0,        110,  50.9,  49.1,   0.9,  17.3,  30.9
Tyngsborough,03010000,     992,  18.0,"      1,663",  48.7,  51.4,   2.3,  16.4,  12.2
UP Academy Charter School of Boston (District),04800000,     144,  22.8,        491,  46.8,  53.2,  26.3,  19.4,  65.6
UP Academy Charter School of Dorchester (District),35050000,     208,  21.9,        717,  49.1,  50.9,  31.8,  16.7,  60.5
Up-Island Regional,07740000,     173,  17.8,        411,  46.7,  53.3,   6.6,  21.4,  20.7
Upper Cape Cod Regional Vocational Technical,08790000,     332,  15.1,        697,  35.6,  64.4,   0.0,  21.2,  23.8
Uxbridge,03040000,     660,  17.7,"      1,700",  45.8,  54.2,   1.8,  17.8,  19.1
Veritas Preparatory Charter School (District),04980000,     101,  26.7,        346,  53.5,  46.5,   3.5,  22.8,  70.5
Wachusett,07750000,"   3,257",  18.0,"      7,161",  49.8,  50.2,   1.5,  15.6,  10.3
Wakefield,03050000,"   1,396",  18.3,"      3,508",  49.2,  50.8,   2.4,  17.4,  13.3
Wales,03060000,      39,  19.8,        150,  46.0,  54.0,   0.0,  22.0,  34.0
Walpole,03070000,"   1,571",  19.2,"      3,804",  49.7,  50.3,   3.7,  13.1,  10.9
Waltham,03080000,"   3,375",  16.0,"      5,689",  47.3,  52.7,  23.9,  15.0,  34.2
Ware,03090000,     392,  19.2,"      1,190",  49.2,  50.8,   1.3,  19.0,  49.3
Wareham,03100000,"   1,309",  15.0,"      2,174",  48.9,  51.0,   1.3,  25.7,  50.9
Watertown,03140000,"   1,456",  16.8,"      2,678",  48.2,  51.8,  11.5,  19.0,  26.1
Wayland,03150000,"   1,348",  17.3,"      2,711",  49.7,  50.3,   4.0,  18.4,   5.2
Webster,03160000,     751,  18.2,"      1,889",  49.1,  50.9,   9.7,  20.6,  54.4
Wellesley,03170000,"   1,990",  17.6,"      4,982",  50.9,  49.0,   2.4,  16.1,   5.2
Wellfleet,03180000,      70,  13.6,        107,  46.7,  53.3,   0.9,  20.6,  30.8
West Boylston,03220000,     558,  15.5,        900,  51.3,  48.7,   2.8,  15.7,  20.6
West Bridgewater,03230000,     821,  19.3,"      1,375",  51.1,  49.0,   1.8,   9.5,  15.4
West Springfield,03320000,"   1,789",  17.3,"      4,145",  48.8,  51.2,  11.5,  18.5,  45.0
Westborough,03210000,"   2,053",  17.2,"      3,978",  49.5,  50.5,  10.9,  15.3,   9.0
Westfield,03250000,"   2,863",  17.0,"      5,375",  48.9,  51.1,   6.0,  19.8,  37.5
Westford,03260000,"   2,299",  18.2,"      5,096",  48.7,  51.3,   1.7,  14.8,   5.3
Westhampton,03270000,      58,  16.4,        126,  46.0,  54.0,   0.8,  23.0,  15.1
Weston,03300000,"   1,136",  15.9,"      2,108",  49.2,  50.9,   3.3,  17.7,   4.9
Westport,03310000,     741,  16.5,"      1,444",  45.6,  54.4,   1.0,  18.0,  24.5
Westwood,03350000,"   1,484",  17.7,"      3,126",  49.3,  50.7,   0.9,  17.8,   5.2
Weymouth,03360000,"   2,482",  18.1,"      5,976",  48.9,  51.0,   4.5,  19.4,  29.3
Whately,03370000,     103,  16.1,        133,  50.4,  49.6,   2.3,  15.0,  19.6
Whitman-Hanson,07800000,"   1,463",  20.7,"      3,856",  48.3,  51.7,   1.0,  15.4,  19.4
Whittier Regional Vocational Technical,08850000,     590,  15.6,"      1,235",  45.8,  54.2,   1.1,  21.8,  28.1
Williamsburg,03400000,      64,  19.9,        153,  50.3,  49.7,   3.3,  21.6,  24.2
Wilmington,03420000,"   1,905",  17.2,"      3,218",  49.1,  50.9,   0.7,  16.9,   9.5
Winchendon,03430000,     502,  17.9,"      1,266",  46.5,  53.6,   0.7,  20.1,  40.8
Winchester,03440000,"   2,414",  19.2,"      4,660",  49.5,  50.5,   3.0,  16.8,   4.7
Winthrop,03460000,     706,  20.0,"      2,002",  49.3,  50.8,   7.9,  15.6,  26.1
Woburn,03470000,"   2,740",  16.1,"      4,520",  51.0,  49.0,   7.8,  18.2,  26.4
Worcester,03480000,"  12,420",  16.4,"     25,455",  48.8,  51.2,  33.6,  19.9,  58.4
Worthington,03490000,      57,   7.4,         76,  52.6,  47.4,   0.0,  21.1,  35.5
Wrentham,03500000,     428,  18.9,"      1,027",  47.4,  52.6,   2.2,  18.0,  11.0
State Totals,00000000," 460,268",  17.9,"    962,714",  48.7,  51.3,  10.7,  18.1,  31.7
