2018-19 Class Size by Gender and Selected Population ,,,,,,,,,
District Name,District Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Bellingham,00250000,     814,  18.5,"      2,236",  49.8,  50.1,   1.9,  20.5,  19.0
Belmont,00260000,"   1,819",  21.7,"      4,673",  49.2,  50.8,   8.1,   9.3,   6.8
Benjamin Banneker Charter Public (District),04200000,      65,  23.1,        347,  51.3,  48.7,   5.8,  16.7,  49.3
Benjamin Franklin Classical Charter Public (District),04470000,     152,  25.9,        460,  52.8,  47.2,   5.7,  14.1,   7.6
Bentley Academy Charter School (District),35110000,     146,  18.2,        332,  52.7,  47.3,  23.8,  15.1,  66.0
Berkley,00270000,     324,  19.6,        903,  51.3,  48.7,   1.0,  14.8,  17.7
Berkshire Arts and Technology Charter Public (District),04140000,     142,  18.6,        368,  46.7,  53.0,   0.8,  24.5,  43.8
Berkshire Hills,06180000,     790,  14.4,"      1,211",  49.0,  51.0,   3.8,  18.3,  27.7
Berlin,00280000,     126,  14.7,        189,  45.0,  55.0,   3.7,  12.7,  17.5
Berlin-Boylston,06200000,     291,  16.5,        577,  47.0,  52.9,   1.6,  17.0,  11.6
Beverly,00300000,"   1,732",  21.2,"      4,642",  47.7,  52.3,   3.6,  18.9,  25.6
Billerica,00310000,"   2,346",  17.8,"      4,833",  48.7,  51.3,   1.7,  18.7,  16.6
Blackstone Valley Regional Vocational Technical,08050000,     806,  17.1,"      1,228",  50.3,  49.7,   0.2,   9.1,   9.6
Blackstone-Millville,06220000,     739,  19.5,"      1,730",  48.1,  51.9,   2.2,  17.1,  23.1
Blue Hills Regional Vocational Technical,08060000,     433,  14.6,        849,  43.8,  56.2,   0.7,  25.3,  21.1
Boston,00350000,"  24,415",  17.1,"     52,257",  48.3,  51.7,  30.0,  21.7,  56.9
Boston Collegiate Charter (District),04490000,     275,  16.8,        701,  50.2,  49.8,   4.1,  18.7,  29.5
Boston Day and Evening Academy Charter (District),04240000,     331,  13.8,        521,  51.8,  48.0,  11.9,  28.8,  60.7
Boston Green Academy Horace Mann Charter School (District),04110000,     200,  15.9,        456,  49.1,  50.9,  13.2,  31.1,  57.2
Boston Preparatory Charter Public (District),04160000,     262,  16.4,        531,  50.5,  49.5,  18.3,  20.9,  41.6
Boston Renaissance Charter Public (District),04810000,     321,  19.2,        946,  51.3,  48.7,  12.2,  12.7,  50.9
Bourne,00360000,"   1,035",  17.6,"      1,936",  51.0,  49.0,   0.8,  17.6,  25.1
Boxford,00380000,     332,  16.2,        722,  47.2,  52.8,   0.7,  17.5,   3.9
Boylston,00390000,     172,  18.0,        301,  47.8,  52.2,   3.0,  17.3,   8.6
Braintree,00400000,"   3,026",  17.5,"      5,851",  49.7,  50.3,   6.2,  20.4,  17.7
Brewster,00410000,     256,  19.2,        480,  47.5,  52.5,   3.8,  22.3,  24.4
Bridge Boston Charter School (District),04170000,      99,  16.2,        332,  50.9,  49.1,  27.4,  24.4,  59.0
Bridgewater-Raynham,06250000,"   1,864",  20.8,"      5,442",  48.2,  51.8,   2.2,  16.0,  16.8
Brimfield,00430000,      81,  18.8,        298,  50.7,  49.3,   0.7,  18.5,  23.2
Bristol County Agricultural,09100000,     238,  17.3,        453,  71.7,  27.8,   0.0,  13.5,  23.6
Bristol-Plymouth Regional Vocational Technical,08100000,"   1,005",  17.3,"      1,283",  41.6,  58.3,   0.2,  17.2,  24.9
Brockton,00440000,"   7,974",  19.9,"     16,726",  47.9,  52.1,  26.7,  16.2,  55.2
Brooke Charter School (District),04280000,     805,  18.8,"      1,827",  52.3,  47.7,   7.2,  10.7,  44.5
Brookfield,00450000,      77,  20.4,        317,  49.2,  50.8,   0.3,  15.8,  27.1
Brookline,00460000,"   4,477",  17.3,"      7,902",  49.1,  50.8,  11.4,  16.2,   9.4
Burlington,00480000,"   2,027",  17.1,"      3,589",  49.1,  50.9,   5.0,  11.7,  11.7
Cambridge,00490000,"   3,920",  15.2,"      7,126",  49.3,  50.7,   8.5,  21.5,  28.5
Canton,00500000,"   2,305",  18.6,"      3,318",  50.5,  49.5,   2.9,  10.6,  13.0
Cape Cod Lighthouse Charter (District),04320000,     154,  16.1,        241,  55.2,  44.8,   0.4,  16.2,  16.6
Cape Cod Regional Vocational Technical,08150000,     414,  13.3,        577,  34.3,  65.7,   3.3,  27.6,  35.2
Carlisle,00510000,     231,  17.7,        607,  46.8,  53.2,   2.3,  17.5,   3.6
Carver,00520000,     791,  17.9,"      1,579",  49.2,  50.8,   1.3,  21.7,  22.4
Central Berkshire,06350000,     760,  17.5,"      1,596",  47.9,  52.1,   0.4,  14.6,  29.8
Chelmsford,00560000,"   2,355",  18.1,"      5,053",  47.9,  52.2,   4.0,  16.1,  11.8
Chelsea,00570000,"   1,793",  21.9,"      6,278",  47.9,  52.1,  39.6,  14.7,  62.0
Chesterfield-Goshen,06320000,      50,  16.3,        130,  50.0,  50.0,   0.0,  27.7,  26.2
Chicopee,00610000,"   2,875",  17.5,"      7,495",  46.2,  53.8,   6.2,  18.8,  52.1
Christa McAuliffe Charter Public (District),04180000,     152,  20.1,        387,  48.1,  51.9,   3.4,  23.5,  23.0
City on a Hill Charter Public School Circuit Street (District),04370000,     126,  13.2,        239,  46.4,  53.6,  15.1,  20.5,  55.2
City on a Hill Charter Public School Dudley Square (District),35040000,     113,  14.3,        236,  51.7,  48.3,  22.0,  25.4,  56.8
City on a Hill Charter Public School New Bedford (District),35070000,     115,  11.9,        189,  44.4,  55.0,  22.8,  31.8,  66.1
Clarksburg,00630000,     108,  15.1,        181,  51.4,  48.6,   0.0,  23.2,  32.6
Clinton,00640000,     869,  17.8,"      1,918",  47.4,  52.6,  11.4,  20.4,  35.8
Codman Academy Charter Public (District),04380000,     162,  14.9,        345,  50.7,  49.3,   6.7,  19.4,  56.8
Cohasset,00650000,     896,  18.8,"      1,558",  49.1,  50.9,   0.3,  13.9,   5.6
Collegiate Charter School of Lowell (District),35030000,     252,  27.3,        836,  51.2,  48.7,  26.4,   8.7,  39.2
Community Charter School of Cambridge (District),04360000,     209,  12.2,        333,  55.9,  44.1,   3.9,  14.1,  31.2
Community Day Charter Public School - Gateway (District),04260000,     109,  20.3,        363,  47.9,  52.1,  24.2,  11.3,  46.0
Community Day Charter Public School - Prospect (District),04400000,     108,  22.4,        401,  50.9,  49.1,  30.9,  13.7,  49.6
Community Day Charter Public School - R. Kingman Webster (District),04310000,     107,  20.2,        363,  51.8,  48.2,  29.8,  10.2,  51.2
Concord,00670000,"   1,321",  17.9,"      2,116",  48.5,  51.4,   2.8,  18.6,   6.9
Concord-Carlisle,06400000,     876,  15.0,"      1,283",  52.5,  47.3,   0.5,  15.6,   5.1
Conservatory Lab Charter (District),04390000,      62,  17.2,        443,  54.9,  45.2,  17.6,  14.2,  49.2
Conway,00680000,     104,  15.3,        134,  47.8,  52.2,   0.0,  19.4,  24.6
Danvers,00710000,"   2,012",  18.7,"      3,505",  48.8,  51.2,   1.0,  17.4,  15.8
Dartmouth,00720000,"   1,814",  18.7,"      3,659",  47.1,  52.8,   2.4,  16.3,  22.3
Dedham,00730000,"   1,092",  17.6,"      2,703",  48.2,  51.8,   7.0,  22.1,  22.5
Deerfield,00740000,     291,  17.4,        394,  49.8,  50.3,   1.3,  24.1,  18.3
Dennis-Yarmouth,06450000,"   1,415",  15.6,"      3,054",  49.3,  50.7,  10.1,  19.3,  40.6
Dighton-Rehoboth,06500000,"   1,521",  19.3,"      2,940",  48.1,  51.9,   0.4,  14.1,  14.5
Douglas,00770000,     539,  18.1,"      1,305",  48.4,  51.7,   0.8,  18.5,  15.0
Dover,00780000,     177,  19.2,        505,  43.4,  56.6,   4.0,  13.9,   2.0
Dover-Sherborn,06550000,     703,  17.1,"      1,199",  48.0,  52.0,   0.5,  16.3,   3.0
Dracut,00790000,"   1,595",  20.6,"      3,679",  48.1,  51.9,   2.0,  15.1,  23.4
Dudley Street Neighborhood Charter School (District),04070000,      38,  18.6,        262,  51.5,  48.5,  26.3,   9.5,  58.4
Dudley-Charlton Reg,06580000,"   1,653",  18.6,"      3,835",  49.3,  50.6,   2.4,  15.1,  21.4
Duxbury,00820000,"   1,420",  19.7,"      3,036",  49.3,  50.7,   0.3,  14.5,   5.3
East Bridgewater,00830000,"   1,081",  20.4,"      2,271",  49.0,  51.0,   0.9,  18.2,  16.9
East Longmeadow,00870000,"   1,162",  18.3,"      2,637",  48.5,  51.5,   2.1,  17.9,  18.0
Eastham,00850000,     133,  13.0,        173,  49.7,  50.3,   4.1,  25.4,  29.5
Easthampton,00860000,     579,  18.0,"      1,592",  49.2,  50.6,   2.8,  20.3,  30.1
Easton,00880000,"   1,255",  18.9,"      3,655",  49.7,  50.3,   1.9,  18.1,  12.5
Edgartown,00890000,     247,  17.8,        394,  50.3,  49.8,  24.6,  25.1,  31.0
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),04520000,     186,  17.8,        382,  62.8,  37.2,  13.9,  18.1,  55.5
Erving,00910000,      60,  16.0,        131,  44.3,  55.7,   1.5,  18.3,  24.4
Essex North Shore Agricultural and Technical School District,08170000,     871,  16.8,"      1,394",  57.6,  42.3,   0.1,  16.3,  17.4
Everett,00930000,"   3,320",  20.7,"      7,176",  49.0,  51.0,  27.1,  15.6,  50.6
Excel Academy Charter (District),04100000,     453,  23.6,"      1,301",  51.2,  48.8,  12.1,  20.5,  41.5
Fairhaven,00940000,"   1,046",  17.9,"      2,056",  49.9,  50.1,   1.6,  17.9,  27.8
Fall River,00950000,"   4,568",  18.4,"     10,523",  48.7,  51.3,  18.1,  20.7,  68.5
Falmouth,00960000,"   1,753",  16.9,"      3,362",  49.5,  50.4,   4.2,  17.4,  28.6
Farmington River Reg,06620000,      77,  13.2,        119,  39.5,  60.5,   0.0,  24.4,  38.7
Fitchburg,00970000,"   2,436",  18.7,"      5,507",  47.9,  52.1,  15.0,  21.2,  59.5
Florida,00980000,      87,   8.6,         89,  50.6,  49.4,   0.0,  27.0,  30.3
Four Rivers Charter Public (District),04130000,     347,  13.2,        222,  52.3,  47.8,   0.0,  13.1,  25.7
Foxborough,00990000,"   1,461",  17.1,"      2,606",  48.0,  51.9,   2.7,  20.6,  15.5
Foxborough Regional Charter (District),04460000,     665,  20.9,"      1,622",  51.9,  48.0,   6.4,   9.7,  20.4
Framingham,01000000,"   4,624",  17.6,"      9,140",  48.9,  51.1,  23.5,  22.8,  37.8
Francis W. Parker Charter Essential (District),04780000,     232,  17.6,        394,  52.3,  46.7,   0.0,  14.2,   6.9
Franklin,01010000,"   2,705",  17.2,"      5,245",  48.6,  51.4,   1.0,  17.0,   9.6
Franklin County Regional Vocational Technical,08180000,     302,  14.7,        497,  34.6,  65.4,   0.0,  31.2,  33.8
Freetown-Lakeville,06650000,     982,  18.9,"      2,801",  48.8,  51.2,   0.7,  16.6,  17.7
Frontier,06700000,     444,  13.8,        656,  46.0,  54.0,   1.1,  18.0,  19.1
Gardner,01030000,     816,  18.5,"      2,305",  46.6,  53.2,   4.5,  22.6,  50.2
Gateway,06720000,     566,  14.5,        855,  49.6,  50.4,   2.1,  20.5,  29.9
Georgetown,01050000,     680,  15.1,"      1,402",  49.1,  50.9,   0.4,  15.1,   8.4
Gill-Montague,06740000,     564,  14.5,        941,  47.2,  52.8,   6.5,  25.1,  48.1
Global Learning Charter Public (District),04960000,     401,  14.7,        502,  50.8,  49.2,  10.4,  13.9,  50.8
Gloucester,01070000,"   1,080",  16.9,"      2,946",  47.7,  52.3,   6.8,  26.6,  37.2
Gosnold,01090000,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,   0.0
Grafton,01100000,"   1,533",  19.7,"      3,217",  47.8,  52.2,   1.7,  19.9,  12.7
Granby,01110000,     407,  14.7,        744,  47.0,  53.0,   3.9,  19.2,  26.3
Greater Fall River Regional Vocational Technical,08210000,     890,  16.1,"      1,406",  45.5,  54.5,   1.6,  10.2,  36.1
Greater Lawrence Regional Vocational Technical,08230000,"   1,182",  15.0,"      1,549",  50.2,  49.8,  13.0,  19.8,  52.8
Greater Lowell Regional Vocational Technical,08280000,"   1,418",  18.7,"      2,239",  46.1,  53.8,   7.0,  19.1,  43.5
Greater New Bedford Regional Vocational Technical,08250000,"   1,433",  15.3,"      2,133",  49.5,  50.5,   3.3,   8.3,  38.7
Greenfield,01140000,"   1,012",  15.7,"      1,761",  47.3,  52.6,   5.7,  17.2,  49.2
Greenfield Commonwealth Virtual District,39010000,     186,  22.4,        659,  56.3,  43.3,   2.0,  21.1,  49.5
Groton-Dunstable,06730000,     958,  18.6,"      2,410",  48.9,  51.0,   1.1,  16.6,   6.6
Hadley,01170000,     453,  15.5,        544,  48.2,  51.8,   5.7,  14.3,  19.9
Halifax,01180000,     240,  21.7,        609,  48.4,  51.6,   0.8,  16.1,  16.6
Hamilton-Wenham,06750000,     933,  17.6,"      1,782",  51.2,  48.8,   0.6,  15.7,   6.4
Hampden Charter School of Science East (District),04990000,     252,  18.1,        513,  52.4,  47.6,   3.5,  10.7,  39.8
Hampden Charter School of Science West (District),35160000,     125,  15.9,        205,  47.3,  52.7,  12.2,  18.1,  48.3
Hampden-Wilbraham,06800000,"   1,197",  18.1,"      3,072",  50.4,  49.6,   0.9,  15.1,  15.7
Hampshire,06830000,     554,  13.8,        721,  52.3,  47.6,   1.5,  21.2,  13.6
Hancock,01210000,      76,   5.4,         45,  53.3,  46.7,   0.0,  22.2,  20.0
Hanover,01220000,"   1,575",  19.0,"      2,683",  47.5,  52.5,   1.0,  18.6,   8.1
Harvard,01250000,     564,  16.3,"      1,082",  51.0,  48.9,   1.6,   9.7,   6.2
Hatfield,01270000,     287,  14.1,        449,  48.8,  50.8,   0.0,  20.5,  13.8
Haverhill,01280000,"   4,380",  18.3,"      8,190",  48.0,  52.0,   9.7,  22.4,  46.0
Hawlemont,06850000,      40,  17.6,        154,  57.1,  42.9,   0.0,  29.9,  47.4
Helen Y. Davis Leadership Academy Charter Public (District),04190000,     102,  14.9,        190,  47.9,  52.1,   8.4,  26.3,  59.0
Hill View Montessori Charter Public (District),04550000,     121,  20.5,        306,  54.3,  45.8,  10.8,  16.7,  17.7
Hilltown Cooperative Charter Public (District),04500000,      57,  27.0,        217,  47.0,  52.5,   0.0,  21.2,  15.2
Hingham,01310000,"   1,915",  18.3,"      4,275",  48.4,  51.6,   0.3,  13.5,   5.1
Holbrook,01330000,     455,  18.4,"      1,287",  48.5,  51.4,   6.5,  19.3,  30.5
Holland,01350000,      65,  17.0,        233,  48.9,  51.1,   0.0,  13.3,  28.8
Holliston,01360000,"   1,554",  16.5,"      2,909",  48.3,  51.7,   2.3,  16.8,   7.1
Holyoke,01370000,"   2,387",  17.2,"      5,297",  47.2,  52.8,  22.0,  26.6,  77.2
Holyoke Community Charter (District),04530000,     211,  23.0,        702,  53.4,  46.6,  15.2,  21.5,  67.1
Hopedale,01380000,     609,  15.4,"      1,096",  48.1,  51.9,   1.8,  21.1,  12.0
Hopkinton,01390000,"   1,986",  19.9,"      3,747",  49.5,  50.5,   5.7,  12.2,   5.1
Hudson,01410000,"   1,555",  18.7,"      2,582",  50.9,  49.1,  10.8,  15.3,  23.7
Hull,01420000,     563,  13.3,        881,  47.0,  53.0,   0.8,  21.5,  29.3
Innovation Academy Charter (District),04350000,     430,  18.9,        792,  52.9,  47.0,   1.8,  18.4,  10.6
Ipswich,01440000,     969,  16.9,"      1,737",  50.6,  49.4,   2.5,  17.2,  14.2
KIPP Academy Boston Charter School (District),04630000,     107,  36.0,        599,  47.9,  52.1,  28.1,  21.9,  63.4
KIPP Academy Lynn Charter (District),04290000,     465,  23.7,"      1,466",  50.7,  49.3,  19.2,  12.4,  48.8
King Philip,06900000,     830,  19.3,"      2,040",  47.9,  52.1,   0.6,  13.7,   9.5
Kingston,01450000,     385,  21.2,"      1,047",  48.7,  51.2,   2.1,  16.2,  16.4
Lawrence,01490000,"   5,053",  19.7,"     13,889",  47.4,  52.2,  37.6,  18.8,  69.3
Lawrence Family Development Charter (District),04540000,     377,  18.4,        761,  55.5,  44.6,  28.0,   9.2,  55.9
Lee,01500000,     465,  13.5,        698,  49.1,  50.9,   4.9,  13.8,  34.4
Leicester,01510000,     709,  17.9,"      1,537",  45.8,  54.1,   3.4,  16.2,  25.0
Lenox,01520000,     535,  13.6,        753,  49.4,  50.6,   2.7,  10.4,  17.1
Leominster,01530000,"   3,190",  19.5,"      6,215",  48.0,  52.0,  13.2,  22.9,  39.2
Leverett,01540000,      50,  16.8,        137,  38.7,  61.3,   2.2,  16.8,  19.7
Lexington,01550000,"   2,987",  19.5,"      7,348",  49.1,  50.9,   8.7,  13.3,   5.5
Libertas Academy Charter School (District),35140000,      58,  21.0,        176,  43.8,  56.3,  45.5,  26.1,  76.7
Lincoln,01570000,     585,  16.7,"      1,181",  51.1,  48.9,   4.7,  21.1,   5.3
Lincoln-Sudbury,06950000,"   1,239",  18.3,"      1,537",  47.1,  52.9,   0.7,  17.2,   5.5
Littleton,01580000,     819,  18.4,"      1,659",  52.1,  47.9,   1.9,  15.4,   6.6
Longmeadow,01590000,"   1,338",  19.1,"      2,878",  48.8,  51.2,   1.0,  18.1,   7.2
Lowell,01600000,"   8,346",  19.8,"     14,934",  48.4,  51.6,  23.4,  18.0,  55.3
Lowell Community Charter Public (District),04560000,     234,  20.7,        803,  50.2,  49.7,  51.1,  17.8,  49.2
Lowell Middlesex Academy Charter (District),04580000,     103,  14.2,        100,  45.0,  55.0,  10.0,  28.0,  71.0
Ludlow,01610000,"   1,220",  16.7,"      2,603",  49.8,  50.2,   3.2,  15.6,  26.8
Lunenburg,01620000,     813,  20.3,"      1,666",  48.6,  51.4,   1.4,  15.3,  16.3
Lynn,01630000,"   5,182",  20.1,"     15,992",  47.6,  52.4,  26.9,  16.7,  57.0
Lynnfield,01640000,     777,  17.9,"      2,201",  49.8,  50.3,   2.2,  18.4,   7.0
MATCH Charter Public School (District),04690000,     361,  20.4,"      1,226",  52.6,  47.4,  26.7,  22.9,  58.5
Ma Academy for Math and Science,04680000,      24,  16.3,         49,  42.9,  57.1,   0.0,   0.0,   2.0
Malden,01650000,"   2,832",  20.5,"      6,719",  48.1,  51.9,  21.1,  16.9,  45.3
Manchester Essex Regional,06980000,     711,  16.4,"      1,397",  50.5,  49.5,   0.5,  14.6,   7.7
Mansfield,01670000,"   1,580",  17.9,"      3,823",  47.5,  52.5,   1.9,  15.4,  13.9
Map Academy Charter School (District),35170000,      25,  22.7,        129,  36.4,  63.6,   0.0,  47.3,  48.8
Marblehead,01680000,"   1,769",  16.7,"      3,090",  49.2,  50.8,   4.2,  18.9,   9.8
Marblehead Community Charter Public (District),04640000,      95,  19.8,        235,  44.7,  55.3,   1.3,  28.9,  13.6
Marion,01690000,     166,  19.5,        451,  46.8,  53.2,   0.4,  22.0,  19.3
Marlborough,01700000,"   2,345",  19.8,"      4,936",  48.1,  51.9,  25.7,  17.0,  38.8
Marshfield,01710000,"   1,463",  18.3,"      4,075",  48.8,  51.2,   1.1,  16.3,  12.1
Martha's Vineyard,07000000,     761,  11.6,        636,  44.3,  55.5,   8.0,  19.3,  26.1
Martha's Vineyard Charter (District),04660000,      65,  17.0,        188,  55.3,  44.7,   4.3,  22.3,  34.0
Martin Luther King Jr. Charter School of Excellence (District),04920000,     126,  19.9,        360,  52.2,  47.8,  27.8,  20.8,  73.1
Masconomet,07050000,     899,  17.6,"      1,782",  52.1,  47.9,   0.5,  16.6,   5.6
Mashpee,01720000,"   1,020",  15.8,"      1,634",  48.5,  51.5,   3.4,  15.5,  32.1
Mattapoisett,01730000,     211,  18.3,        447,  47.4,  52.6,   0.7,  15.9,  15.7
Maynard,01740000,     769,  17.2,"      1,349",  48.7,  51.2,   4.0,  18.1,  17.4
Medfield,01750000,"   1,581",  17.7,"      2,611",  48.6,  51.4,   1.0,  12.3,   4.9
Medford,01760000,"   2,013",  15.3,"      4,276",  48.5,  51.5,  11.1,  19.5,  30.5
Medway,01770000,"   1,037",  17.8,"      2,207",  50.2,  49.8,   1.3,  16.7,   9.6
Melrose,01780000,"   1,613",  20.1,"      3,968",  50.9,  49.1,   5.0,  14.6,  10.6
Mendon-Upton,07100000,     903,  19.4,"      2,310",  50.0,  50.0,   1.5,  15.2,   9.5
Methuen,01810000,"   2,550",  20.3,"      7,059",  47.3,  52.7,  10.0,  17.9,  34.1
Middleborough,01820000,"   1,612",  20.0,"      2,984",  48.2,  51.8,   0.9,  18.3,  29.3
Middleton,01840000,     334,  15.5,        710,  50.0,  50.0,   1.1,  16.6,   6.9
Milford,01850000,"   1,900",  18.8,"      4,423",  47.5,  52.4,  15.7,  15.8,  37.0
Millbury,01860000,     846,  18.1,"      1,714",  49.8,  50.2,   4.3,  17.5,  25.0
Millis,01870000,     605,  16.6,"      1,229",  50.5,  49.6,   1.5,  12.9,  12.0
Milton,01890000,"   1,918",  19.5,"      4,295",  49.8,  50.2,   2.0,  14.9,   9.2
Minuteman Regional Vocational Technical,08300000,     559,  10.1,        515,  36.1,  63.5,   2.1,  45.6,  20.4
Mohawk Trail,07170000,     481,  11.2,        913,  50.6,  49.3,   0.3,  22.3,  33.4
Monomoy Regional School District,07120000,"   1,325",  15.3,"      1,896",  48.7,  51.3,   4.2,  16.6,  26.7
Monson,01910000,     590,  15.5,        918,  51.3,  48.6,   1.1,  18.4,  26.6
Montachusett Regional Vocational Technical,08320000,     602,  18.6,"      1,408",  49.0,  50.4,   1.1,  15.0,  23.8
Mount Greylock,07150000,     673,  14.7,"      1,192",  50.3,  49.8,   0.3,  15.7,  18.1
Mystic Valley Regional Charter (District),04700000,     796,  23.6,"      1,566",  50.8,  49.2,   2.6,  13.2,  17.1
Nahant,01960000,      65,  16.8,        153,  50.3,  49.7,   0.0,  29.4,  15.0
Nantucket,01970000,     891,  18.1,"      1,696",  48.1,  51.9,  17.3,  14.7,  21.8
Narragansett,07200000,     681,  19.6,"      1,430",  46.4,  53.6,   0.4,  15.6,  29.9
Nashoba,07250000,"   1,425",  17.6,"      3,253",  49.9,  50.1,   2.3,  16.5,   8.4
Nashoba Valley Regional Vocational Technical,08520000,     407,  12.4,        672,  38.1,  61.5,   0.7,  33.0,  17.1
Natick,01980000,"   2,608",  18.7,"      5,551",  48.7,  51.2,   3.6,  15.3,   8.9
Nauset,06600000,     945,  15.9,"      1,507",  53.2,  46.6,   2.0,  14.3,  19.9
Needham,01990000,"   2,240",  18.9,"      5,744",  50.1,  49.9,   2.9,  17.6,   5.0
Neighborhood House Charter (District),04440000,     144,  34.0,        648,  49.9,  49.9,  11.7,  19.0,  38.1
New Bedford,02010000,"   6,131",  18.4,"     13,092",  47.4,  52.6,  29.6,  21.0,  66.8
New Heights Charter School of Brockton (District),35130000,     159,  22.4,        518,  51.7,  48.3,  17.8,   9.9,  37.1
New Salem-Wendell,07280000,      30,  19.1,        153,  51.0,  49.0,   0.0,  18.3,  32.0
Newburyport,02040000,"   1,235",  17.5,"      2,262",  50.9,  49.1,   1.9,  17.1,   8.9
Newton,02070000,"   5,887",  18.0,"     12,851",  48.8,  51.2,   6.1,  17.3,   8.8
Norfolk,02080000,     242,  21.8,        965,  47.3,  52.8,   2.5,  17.2,   5.1
Norfolk County Agricultural,09150000,     474,  16.1,        558,  72.4,  27.6,   0.2,  19.4,  12.0
North Adams,02090000,     637,  15.8,"      1,412",  49.9,  50.1,   0.8,  24.9,  59.5
North Andover,02110000,"   2,756",  20.8,"      4,794",  49.3,  50.7,   1.7,  15.2,  15.3
North Attleborough,02120000,"   1,855",  18.0,"      4,215",  48.9,  51.1,   3.2,  16.8,  16.4
North Brookfield,02150000,     181,  15.9,        577,  48.2,  51.8,   0.0,  22.4,  31.2
North Middlesex,07350000,"   1,678",  19.2,"      3,099",  49.3,  50.7,   1.4,  23.0,  17.8
North Reading,02170000,"   1,253",  18.4,"      2,411",  49.4,  50.6,   0.4,  17.8,   7.8
Northampton,02100000,"   1,238",  16.5,"      2,679",  48.5,  51.5,   4.0,  21.2,  26.4
Northampton-Smith Vocational Agricultural,04060000,     429,  11.8,        501,  45.7,  54.3,   1.8,  37.9,  30.7
Northboro-Southboro,07300000,     784,  15.9,"      1,449",  51.4,  48.7,   1.8,  13.6,   6.4
Northborough,02130000,     578,  18.5,"      1,587",  48.1,  51.9,   4.6,  21.6,  10.8
Northbridge,02140000,     834,  18.2,"      2,089",  48.6,  51.4,   2.5,  14.8,  29.0
