2010-11 Class Size by Gender and Selected Population ,,,,,,,,,
District Name,District Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Pelham,02300000,      42,  16.8,        120,  45.0,  55.0,   0.0,  19.2,   5.8
Pembroke,02310000,     895,  25.7,"      3,383",  47.7,  52.3,   0.2,  12.2,  14.4
Pentucket,07450000,     779,  19.2,"      3,126",  49.3,  50.7,   0.1,  16.3,   9.2
Petersham,02340000,      21,  16.1,        113,  44.2,  55.8,   0.9,   9.7,  38.9
Phoenix Charter Academy (District),04930000,     154,  14.6,        206,  60.2,  39.8,  11.7,  12.6,  85.0
Pioneer Charter School of Science (District),04940000,     128,  17.4,        288,  54.5,  45.5,   3.8,   9.0,  51.4
Pioneer Valley,07500000,     411,  16.1,"      1,126",  47.4,  52.6,   0.0,  15.4,  24.7
Pioneer Valley Chinese Immersion Charter(District),04970000,      28,  17.8,        199,  56.3,  43.7,   0.5,   3.5,  11.6
Pioneer Valley Performing Arts Charter Public (District),04790000,     189,  15.0,        409,  58.9,  41.1,   0.2,  11.5,   6.1
Pittsfield,02360000,"   1,895",  19.5,"      5,960",  49.0,  51.0,   4.2,  16.6,  54.6
Plainville,02380000,     163,  20.4,        803,  44.8,  55.2,   0.0,  13.0,  10.5
Plymouth,02390000,"   1,907",  25.5,"      8,126",  48.8,  51.2,   0.5,  18.5,  26.5
Plympton,02400000,     107,  16.0,        231,  51.9,  48.1,   0.0,  13.4,  13.0
Prospect Hill Academy Charter (District),04870000,     561,  20.6,"      1,116",  50.4,  49.6,   4.1,  11.5,  63.0
Provincetown,02420000,     103,   8.7,        123,  57.7,  42.3,   4.9,  17.9,  50.4
Quabbin,07530000,     964,  18.7,"      2,829",  49.3,  50.7,   0.0,  14.8,  21.2
Quaboag Regional,07780000,     543,  18.8,"      1,426",  47.9,  52.1,   0.1,  19.4,  38.8
Quincy,02430000,"   2,775",  20.3,"      9,110",  47.9,  52.1,  12.1,  14.1,  45.0
Ralph C Mahar,07550000,     367,  14.7,        740,  47.7,  52.3,   0.7,  15.0,  44.7
Randolph,02440000,     679,  22.5,"      2,813",  44.8,  55.2,   9.2,  19.8,  53.8
Reading,02460000,"   1,240",  20.7,"      4,455",  47.8,  52.2,   0.3,  15.4,   5.2
Revere,02480000,"   2,339",  18.8,"      6,263",  49.3,  50.7,  10.9,  15.0,  73.5
Richmond,02490000,      92,  15.8,        165,  53.9,  46.1,   0.0,  10.3,  13.3
Rising Tide Charter Public (District),04830000,     150,  18.5,        312,  49.0,  51.0,   0.0,  14.4,  10.6
River Valley Charter (District),04820000,      76,  18.0,        286,  54.9,  45.1,   0.0,  17.1,   0.0
Rochester,02500000,     227,  18.9,        545,  45.7,  54.3,   0.6,  13.9,   6.1
Rockland,02510000,     641,  19.8,"      2,280",  47.0,  53.0,   1.8,  15.9,  35.9
Rockport,02520000,     421,  16.2,        935,  47.6,  52.4,   0.5,  17.2,   9.9
Rowe,02530000,      60,   9.0,         75,  53.3,  46.7,   0.0,  16.0,  28.0
Roxbury Preparatory Charter (District),04840000,      77,  23.4,        257,  54.9,  45.1,   1.9,  16.7,  73.5
Sabis International Charter (District),04410000,     526,  24.9,"      1,574",  52.4,  47.6,   2.1,  13.2,  47.9
Salem,02580000,"   2,407",  15.4,"      4,536",  49.1,  50.9,  11.2,  22.8,  55.0
Salem Academy Charter (District),04850000,     165,  16.0,        297,  52.2,  47.8,   3.7,  20.5,  42.4
Sandwich,02610000,     916,  19.3,"      3,398",  49.2,  50.8,   0.0,  12.6,   7.8
Saugus,02620000,"   1,207",  20.1,"      2,863",  49.0,  51.0,   2.6,  13.1,  20.0
Savoy,02630000,      34,   5.7,         39,  53.8,  46.2,   0.0,   7.7,  28.2
Scituate,02640000,     641,  31.8,"      3,278",  50.1,  49.9,   0.8,  11.7,   6.6
Seekonk,02650000,     672,  19.5,"      2,133",  50.3,  49.7,   1.4,  11.8,  14.0
Seven Hills Charter Public (District),04860000,     329,  23.5,        666,  50.5,  49.5,  16.1,  11.3,  83.0
Sharon,02660000,,,,,,,,
Shawsheen Valley Regional Vocational Technical,08710000,     482,  17.9,"      1,319",  41.5,  58.5,   0.0,  24.6,  11.9
Sherborn,02690000,     139,  18.1,        430,  52.6,  47.4,   0.5,  11.4,   3.0
Shirley,02700000,     349,  20.0,        771,  48.0,  52.0,   2.2,  18.9,  25.7
Shrewsbury,02710000,"   1,836",  21.8,"      5,936",  50.2,  49.8,   2.3,  13.9,  13.4
Shutesbury,02720000,      46,  18.1,        145,  46.9,  53.1,   0.0,  12.4,  13.1
Silver Hill Horace Mann Charter (District),04770000,     336,  17.5,        575,  52.2,  47.8,   5.0,  13.6,  44.0
Silver Lake,07600000,     609,  20.2,"      1,913",  47.6,  52.4,   0.1,  14.7,  12.1
Smith Leadership Academy Charter Public (District),04190000,      84,  17.2,        207,  51.7,  48.3,   2.4,  17.4,  87.4
Somerset,02730000,,,,,,,,
Somerville,02740000,"   1,587",  16.7,"      4,839",  47.4,  52.6,  18.0,  20.0,  68.3
South Hadley,02780000,     622,  17.0,"      2,050",  50.4,  49.6,   0.6,  13.2,  27.7
South Middlesex Regional Vocational Technical,08290000,     447,  14.0,        662,  39.9,  60.1,   7.4,  44.7,  64.2
South Shore Charter Public (District),04880000,     200,  21.0,        534,  47.6,  52.4,   0.0,  12.5,  18.9
South Shore Regional Vocational Technical,08730000,     274,  12.8,        594,  34.5,  65.5,   0.0,  30.5,  24.9
Southampton,02750000,     115,  18.2,        557,  49.4,  50.6,   1.6,  17.6,  12.4
Southborough,02760000,     504,  17.4,"      1,500",  48.7,  51.3,   3.4,  11.7,   3.3
Southbridge,02770000,     894,  16.6,"      2,148",  48.5,  51.5,   9.8,  18.2,  69.0
Southeastern Regional Vocational Technical,08720000,     540,  14.0,"      1,258",  41.3,  58.7,   0.6,  25.9,  55.9
Southern Berkshire,07650000,     585,  13.6,        866,  48.3,  51.7,   0.7,  16.5,  23.7
Southern Worcester County Regional Vocational Technical,08760000,     538,  13.5,"      1,097",  38.9,  61.1,   0.6,  20.2,  34.4
Southwick-Tolland,07660000,,,,,,,,
Spencer-E Brookfield,07670000,     334,  25.8,"      1,982",  47.2,  52.8,   0.2,  19.1,  33.0
Spirit of Knowledge Charter School (District),04760000,      94,  15.7,        108,  56.5,  43.5,   0.0,   6.5,   0.0
Springfield,02810000,"   7,674",  16.1,"     25,489",  48.2,  51.8,  14.1,  21.9,  84.2
Stoneham,02840000,     791,  16.7,"      2,548",  50.5,  49.5,   2.6,  15.0,  14.6
Stoughton,02850000,"   1,519",  17.8,"      3,775",  47.4,  52.6,   5.4,  13.8,  29.0
Sturbridge,02870000,     244,  19.2,        932,  47.3,  52.7,   0.2,  13.8,  10.4
Sturgis Charter Public (District),04890000,     195,  14.7,        410,  55.4,  44.6,   0.0,  10.0,   6.6
Sudbury,02880000,     936,  20.5,"      3,097",  48.2,  51.8,   0.5,  13.3,   3.3
Sunderland,02890000,      33,  19.2,        169,  45.6,  54.4,   5.3,  14.8,  27.2
Sutton,02900000,     329,  18.8,"      1,630",  50.2,  49.8,   0.0,  17.9,   9.3
Swampscott,02910000,     718,  20.8,"      2,279",  49.8,  50.2,   2.5,  10.7,  11.3
Swansea,02920000,"   1,192",  17.7,"      2,069",  47.8,  52.2,   0.5,  12.1,  17.2
Tantasqua,07700000,     671,  14.6,"      2,139",  43.6,  56.4,   0.1,  15.8,  19.8
Taunton,02930000,"   2,078",  20.8,"      7,659",  49.0,  51.0,   1.8,  17.9,  44.4
Tewksbury,02950000,"   1,359",  20.2,"      4,059",  48.7,  51.3,   0.4,  17.5,  13.1
Tisbury,02960000,     182,  15.3,        314,  45.5,  54.5,   9.6,  15.9,  25.8
Topsfield,02980000,     178,  16.0,        650,  48.5,  51.5,   0.8,  16.8,   2.8
Tri County Regional Vocational Technical,08780000,     415,  16.7,        965,  43.1,  56.9,   0.1,  28.5,  21.3
Triton,07730000,"   1,198",  19.4,"      3,059",  50.6,  49.4,   0.8,  12.9,  19.6
Truro,03000000,      81,  18.6,        141,  48.9,  51.1,   0.0,  14.9,  18.4
Tyngsborough,03010000,     576,  19.1,"      1,944",  49.7,  50.3,   0.1,  11.5,   6.7
Up-Island Regional,07740000,     162,  15.5,        313,  51.1,  48.9,   0.3,  21.1,   9.6
Upper Cape Cod Regional Vocational Technical,08790000,     330,  15.8,        664,  42.2,  57.8,   0.0,  20.8,  23.5
Uxbridge,03040000,     574,  19.4,"      1,936",  47.1,  52.9,   1.4,  13.1,  16.1
Wachusett,07750000,"   2,303",  19.2,"      7,485",  49.0,  51.0,   1.0,  12.6,   7.1
Wakefield,03050000,"   1,184",  19.4,"      3,337",  49.7,  50.3,   0.5,  14.7,  12.0
Wales,03060000,      42,  19.6,        168,  55.4,  44.6,   0.0,  15.5,  31.0
Walpole,03070000,"   1,137",  20.4,"      3,971",  50.5,  49.5,   2.3,  14.1,   9.5
Waltham,03080000,"   2,154",  17.7,"      4,712",  48.2,  51.8,  10.5,  20.0,  34.3
Ware,03090000,     315,  19.6,"      1,232",  48.5,  51.5,   1.0,  15.9,  49.1
Wareham,03100000,"   1,340",  16.6,"      3,103",  47.1,  52.9,   0.5,  18.1,  45.2
Watertown,03140000,     925,  18.1,"      2,658",  49.1,  50.9,  10.9,  18.0,  30.4
Wayland,03150000,     909,  18.5,"      2,683",  49.6,  50.4,   0.6,  18.2,   6.1
Webster,03160000,     390,  29.6,"      1,881",  50.5,  49.5,   2.5,  15.2,  52.2
Wellesley,03170000,"   1,697",  17.6,"      4,890",  49.7,  50.3,   1.2,  15.0,   3.9
Wellfleet,03180000,      48,  14.1,        142,  55.6,  44.4,   0.0,  13.4,  18.3
West Boylston,03220000,     421,  16.9,        958,  52.3,  47.7,   0.3,  13.6,  12.2
West Bridgewater,03230000,     508,  20.3,"      1,299",  49.0,  51.0,   0.2,  10.7,  11.5
West Springfield,03320000,"   1,339",  17.0,"      3,938",  47.6,  52.4,   7.4,  19.0,  46.3
Westborough,03210000,"   1,143",  18.0,"      3,474",  48.3,  51.7,   6.6,  12.2,   7.3
Westfield,03250000,"   2,564",  18.3,"      5,942",  47.6,  52.4,   4.0,  17.6,  31.3
Westford,03260000,"   1,879",  17.9,"      5,265",  48.8,  51.2,   1.0,  10.0,   3.6
Westhampton,03270000,      29,  17.1,        139,  55.4,  44.6,   0.0,  17.3,  12.2
Weston,03300000,     705,  23.2,"      2,366",  48.6,  51.4,   2.3,  13.9,   3.4
Westport,03310000,     562,  21.4,"      1,858",  48.1,  51.9,   0.9,  12.9,  22.7
Westwood,03350000,"   1,185",  18.9,"      3,151",  50.1,  49.9,   1.0,  16.9,   4.5
Weymouth,03360000,"   1,800",  21.1,"      6,940",  48.1,  51.9,   1.5,  15.7,  26.5
Whately,03370000,      43,  14.3,        138,  42.0,  58.0,   0.0,  13.8,  14.5
Whitman-Hanson,07800000,"   1,258",  23.2,"      4,454",  48.2,  51.8,   0.2,  13.7,  17.4
Whittier Regional Vocational Technical,08850000,     655,  11.8,"      1,242",  43.4,  56.6,   0.4,  22.5,  32.9
Williamsburg,03400000,      35,  17.2,        169,  55.6,  44.4,   1.2,   9.5,  21.3
Williamstown,03410000,     120,  16.7,        406,  47.8,  52.2,   3.4,  11.8,  13.3
Wilmington,03420000,"   1,340",  22.2,"      3,766",  49.5,  50.5,   0.7,  14.7,   8.5
Winchendon,03430000,     568,  18.3,"      1,533",  47.8,  52.2,   1.0,  18.5,  45.1
Winchester,03440000,"   1,345",  19.2,"      4,275",  48.9,  51.1,   2.9,  15.6,   5.6
Winthrop,03460000,     579,  18.8,"      1,928",  50.5,  49.5,   3.4,  17.6,  28.0
Woburn,03470000,"   3,065",  17.8,"      4,838",  50.2,  49.8,   4.2,  15.9,  25.0
Worcester,03480000,"   5,190",  25.6,"     24,302",  48.2,  51.8,  31.6,  19.6,  70.3
Wrentham,03500000,     271,  21.1,"      1,229",  48.8,  51.2,   0.8,  15.1,   6.8
State Total,00000000," 306,953",  19.2,"    913,634",  48.7,  51.3,   7.3,  16.1,  34.9
