2011Per Pupil Expenditure,,,,,,,,
District Name,District Code,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,
Oxford,02260000,"          $22,662,265.40","           1,988.3","              $11,397.81","          $24,396,566.30","           2,096.6","              $11,636.25",
Palmer,02270000,"          $18,979,878.00","           1,616.0","              $11,744.97","          $21,704,364.00","           1,709.1","              $12,699.29",
Pathfinder Regional Vocational Technical,08600000,"          $13,116,279.35",             632.3,"              $20,743.76","          $13,150,426.35",             634.4,"              $20,728.92",
Peabody,02290000,"          $73,990,551.00","           6,150.0","              $12,030.98","          $81,443,827.95","           6,398.5","              $12,728.58",
Pelham,02300000,"           $1,786,614.90",             122.2,"              $14,620.42","           $1,883,635.90",             126.2,"              $14,925.80",
Pembroke,02310000,"          $33,147,872.51","           3,388.1","               $9,783.62","          $35,905,439.92","           3,460.8","              $10,374.90",
Pentucket,07450000,"          $33,185,330.58","           3,129.4","              $10,604.37","          $36,344,979.53","           3,248.4","              $11,188.58",
Petersham,02340000,"           $1,519,231.00",             111.2,"              $13,662.15","           $1,592,834.00",             119.2,"              $13,362.70",
Pioneer Valley,07500000,"          $14,215,879.00","           1,074.1","              $13,235.15","          $15,362,298.00","           1,121.2","              $13,701.66",
Pittsfield,02360000,"          $79,038,848.28","           6,068.3","              $13,024.87","          $83,826,713.20","           6,566.9","              $12,765.04",
Plainville,02380000,"           $9,040,092.74",             783.0,"              $11,545.46","           $9,464,199.68",             797.1,"              $11,873.29",
Plymouth,02390000,"         $101,650,536.17","           8,054.3","              $12,620.65","         $112,002,379.47","           8,539.0","              $13,116.57",
Plympton,02400000,"           $2,466,256.02",             231.7,"              $10,644.18","           $2,802,151.38",             240.1,"              $11,670.77",
Provincetown,02420000,"           $5,251,081.17",             125.8,"              $41,741.50","           $5,989,710.95",             191.4,"              $31,294.21",
Quabbin,07530000,"          $31,588,609.96","           2,856.2","              $11,059.66","          $34,636,814.36","           3,001.1","              $11,541.37",
Quaboag Regional,07780000,"          $16,245,686.00","           1,446.6","              $11,230.25","          $17,487,603.00","           1,573.6","              $11,113.12",
Quincy,02430000,"         $115,362,982.57","           9,085.5","              $12,697.48","         $125,816,411.53","           9,262.0","              $13,584.15",
Ralph C Mahar,07550000,"          $10,854,077.00",             814.7,"              $13,322.79","          $12,667,193.00",             936.1,"              $13,531.88",
Randolph,02440000,"          $41,240,106.49","           2,933.7","              $14,057.37","          $49,408,803.97","           3,313.3","              $14,912.26",
Reading,02460000,"          $44,983,718.00","           4,439.6","              $10,132.38","          $49,520,959.00","           4,511.8","              $10,975.88",
Revere,02480000,"          $79,321,317.99","           6,326.6","              $12,537.75","          $87,786,973.64","           6,577.3","              $13,346.96",
Richmond,02490000,"           $3,105,896.00",             164.6,"              $18,869.36","           $3,986,118.00",             249.9,"              $15,950.85",
Rochester,02500000,"           $6,215,850.94",             553.5,"              $11,230.08","           $6,635,201.10",             572.3,"              $11,593.92",
Rockland,02510000,"          $27,389,570.00","           2,269.0","              $12,071.21","          $30,692,149.00","           2,380.1","              $12,895.32",
Rockport,02520000,"          $13,210,785.00",             941.0,"              $14,039.09","          $14,423,334.00",             986.7,"              $14,617.75",
Rowe,02530000,"           $1,614,712.15",              64.5,"              $25,034.30","           $1,852,067.15",              88.5,"              $20,927.31",
Salem,02580000,"          $63,999,737.72","           4,532.8","              $14,119.25","          $72,048,673.80","           4,925.3","              $14,628.28",
Sandwich,02610000,"          $36,729,628.00","           3,421.1","              $10,736.20","          $40,679,881.00","           3,565.2","              $11,410.27",
Saugus,02620000,"          $34,427,804.00","           2,881.4","              $11,948.29","          $38,796,060.00","           3,045.2","              $12,740.07",
Savoy,02630000,"             $725,890.00",              45.8,"              $15,849.13","           $1,208,648.00",              99.4,"              $12,159.44",
Scituate,02640000,"          $35,215,170.00","           3,241.8","              $10,862.84","          $37,511,900.00","           3,295.9","              $11,381.38",
Seekonk,02650000,"          $23,589,139.00","           2,146.9","              $10,987.54","          $25,542,014.00","           2,184.3","              $11,693.46",
Sharon,02660000,"          $44,513,338.79","           3,458.0","              $12,872.57","          $49,842,399.34","           3,535.9","              $14,096.10",
Shawsheen Valley Regional Vocational Technical,08710000,"          $23,745,181.00","           1,319.9","              $17,990.14","          $23,848,938.00","           1,337.0","              $17,837.65",
Sherborn,02690000,"           $6,414,900.12",             432.4,"              $14,835.57","           $6,630,975.86",             438.3,"              $15,128.85",
Shirley,02700000,"           $7,363,213.00",             777.8,"               $9,466.72","          $10,840,107.80","           1,123.6","               $9,647.66",
Shrewsbury,02710000,"          $57,802,223.86","           5,918.4","               $9,766.53","          $67,964,933.22","           6,290.8","              $10,803.86",
Shutesbury,02720000,"           $2,259,733.00",             146.2,"              $15,456.45","           $2,391,789.00",             153.2,"              $15,612.20",
Silver Lake,07600000,"          $24,549,475.75","           1,916.5","              $12,809.54","          $24,713,282.75","           1,934.1","              $12,777.67",
Somerset,02730000,"          $30,908,592.00","           2,759.7","              $11,199.98","          $33,216,561.00","           2,805.4","              $11,840.22",
Somerville,02740000,"          $76,412,875.56","           4,889.9","              $15,626.67","          $87,430,574.06","           5,427.9","              $16,107.62",
South Hadley,02780000,"          $25,995,587.00","           2,064.3","              $12,592.93","          $28,595,540.00","           2,235.7","              $12,790.42",
South Middlesex Regional Vocational Technical,08290000,"          $16,060,617.33",             650.6,"              $24,685.86","          $16,066,792.33",             650.6,"              $24,695.35",
South Shore Regional Vocational Technical,08730000,"          $10,751,638.00",             587.7,"              $18,294.43","          $10,751,638.00",             588.7,"              $18,263.36",
Southampton,02750000,"           $5,234,792.33",             561.1,"               $9,329.52","           $5,932,927.33",             599.9,"               $9,889.86",
Southborough,02760000,"          $18,724,422.34","           1,498.3","              $12,497.11","          $21,364,610.45","           1,544.7","              $13,830.91",
Southbridge,02770000,"          $27,308,619.77","           2,156.8","              $12,661.64","          $31,842,409.14","           2,409.6","              $13,214.81",
Southeastern Regional Vocational Technical,08720000,"          $24,652,415.00","           1,289.6","              $19,116.33","          $24,657,415.00","           1,290.6","              $19,105.39",
Southern Berkshire,07650000,"          $13,870,160.58",             863.6,"              $16,060.86","          $14,851,422.11","           1,013.0","              $14,660.83",
Southern Worcester County Regional Vocational Technical,08760000,"          $18,329,227.00","           1,062.0","              $17,259.16","          $18,508,201.00","           1,092.7","              $16,938.04",
Southwick-Tolland,07660000,"          $18,431,606.13","           1,718.6","              $10,724.78","          $20,167,934.33","           1,784.3","              $11,303.00",
Spencer-E Brookfield,07670000,"          $22,754,370.00","           1,978.9","              $11,498.49","          $25,770,292.00","           2,146.4","              $12,006.29",
Springfield,02810000,"         $374,056,717.59","          24,934.8","              $15,001.39","         $421,458,145.80","          28,654.1","              $14,708.47",
Stoneham,02840000,"          $28,704,044.00","           2,540.9","              $11,296.80","          $33,477,451.00","           2,689.1","              $12,449.31",
Stoughton,02850000,"          $41,873,629.08","           3,798.7","              $11,023.15","          $45,515,228.08","           3,880.5","              $11,729.22",
Sturbridge,02870000,"           $9,359,728.00",             947.1,"               $9,882.51","          $10,662,632.00",             968.3,"              $11,011.70",
Sudbury,02880000,"          $35,894,633.64","           3,099.7","              $11,580.03","          $38,994,324.64","           3,155.2","              $12,358.75",
Sunderland,02890000,"           $2,360,013.00",             168.0,"              $14,047.70","           $2,723,854.00",             199.6,"              $13,646.56",
Sutton,02900000,"          $16,976,643.93","           1,617.9","              $10,493.01","          $17,867,136.80","           1,655.0","              $10,795.85",
Swampscott,02910000,"          $27,082,984.84","           2,297.0","              $11,790.59","          $29,965,014.84","           2,364.2","              $12,674.48",
Swansea,02920000,"          $22,271,010.04","           2,044.8","              $10,891.53","          $23,060,218.52","           2,069.3","              $11,143.97",
Tantasqua,07700000,"          $22,253,255.00","           1,743.6","              $12,762.82","          $22,388,929.00","           1,787.4","              $12,525.98",
Taunton,02930000,"          $79,815,057.84","           7,919.2","              $10,078.68","          $87,831,692.33","           8,114.3","              $10,824.31",
Tewksbury,02950000,"          $44,693,810.72","           4,023.9","              $11,107.09","          $50,527,703.07","           4,187.2","              $12,067.18",
Tisbury,02960000,"           $6,711,095.84",             328.5,"              $20,429.52","           $7,729,685.84",             406.6,"              $19,010.54",
Topsfield,02980000,"           $7,617,551.00",             654.0,"              $11,647.63","           $7,858,490.00",             662.5,"              $11,861.87",
Tri County Regional Vocational Technical,08780000,"          $16,278,494.00",             976.5,"              $16,670.24","          $16,279,664.00",             976.5,"              $16,671.44",
Triton,07730000,"          $36,110,758.37","           2,980.4","              $12,116.08","          $40,817,347.22","           3,276.2","              $12,458.75",
Truro,03000000,"           $3,459,964.00",             146.9,"              $23,553.19","           $4,906,181.00",             240.0,"              $20,442.42",
Tyngsborough,03010000,"          $20,574,679.55","           1,925.2","              $10,687.03","          $22,394,932.55","           2,025.1","              $11,058.68",
Up-Island Regional,07740000,"           $7,883,726.00",             315.9,"              $24,956.40","           $8,838,222.02",             394.9,"              $22,380.91",
Upper Cape Cod Regional Vocational Technical,08790000,"          $13,160,150.35",             678.5,"              $19,395.95","          $13,160,150.35",             678.5,"              $19,395.95",
Uxbridge,03040000,"          $22,044,854.17","           1,945.7","              $11,330.04","          $25,049,305.24","           2,172.5","              $11,530.18",
Wachusett,07750000,"          $72,793,096.39","           7,481.4","               $9,729.88","          $78,656,477.87","           7,734.1","              $10,170.09",
Wakefield,03050000,"          $38,259,733.11","           3,349.6","              $11,422.18","          $41,616,598.11","           3,465.5","              $12,008.83",
Wales,03060000,"           $1,808,476.00",             171.1,"              $10,569.70","           $1,997,983.00",             176.1,"              $11,345.73",
Walpole,03070000,"          $43,910,664.31","           3,964.5","              $11,075.97","          $47,055,517.69","           4,024.9","              $11,691.10",
Waltham,03080000,"          $87,509,266.81","           4,715.6","              $18,557.40","          $94,965,854.47","           4,810.5","              $19,741.37",
Ware,03090000,"          $14,140,021.09","           1,232.9","              $11,468.91","          $16,931,987.09","           1,421.7","              $11,909.68",
Wareham,03100000,"          $36,145,288.00","           3,071.8","              $11,766.81","          $38,779,980.00","           3,168.0","              $12,241.16",
Watertown,03140000,"          $38,994,076.96","           2,667.5","              $14,618.21","          $44,744,646.85","           2,795.2","              $16,007.67",
Wayland,03150000,"          $39,323,159.87","           2,696.5","              $14,583.04","          $41,616,536.21","           2,745.9","              $15,155.88",
Webster,03160000,"          $22,221,905.60","           1,872.6","              $11,866.87","          $25,139,619.60","           2,022.5","              $12,429.97",
Wellesley,03170000,"          $70,226,700.75","           4,905.4","              $14,316.20","          $76,794,416.75","           4,979.8","              $15,421.18",
Wellfleet,03180000,"           $2,790,631.00",             140.7,"              $19,833.91","           $2,998,307.00",             150.9,"              $19,869.50",
West Boylston,03220000,"          $11,656,999.83",             960.0,"              $12,142.71","          $13,366,651.46","           1,071.7","              $12,472.38",
West Bridgewater,03230000,"          $12,895,707.79","           1,290.4","               $9,993.57","          $13,636,361.26","           1,311.8","              $10,395.15",
West Springfield,03320000,"          $46,544,910.47","           3,938.4","              $11,818.23","          $51,441,110.11","           4,076.8","              $12,618.01",
Westborough,03210000,"          $46,189,633.27","           3,510.8","              $13,156.44","          $50,034,693.78","           3,572.1","              $14,007.08",
Westfield,03250000,"          $75,428,527.01","           5,945.8","              $12,686.02","          $77,453,299.58","           6,070.1","              $12,759.81",
Westford,03260000,"          $56,811,460.52","           5,273.8","              $10,772.40","          $59,674,710.53","           5,338.3","              $11,178.60",
Westhampton,03270000,"           $1,682,570.64",             137.7,"              $12,219.10","           $2,011,639.64",             158.0,"              $12,731.90",
Weston,03300000,"          $44,584,207.28","           2,366.3","              $18,841.32","          $46,283,446.60","           2,391.7","              $19,351.69",
Westport,03310000,"          $18,636,412.00","           1,776.3","              $10,491.70","          $20,126,467.00","           1,813.2","              $11,099.97",
Westwood,03350000,"          $42,004,727.05","           3,134.8","              $13,399.49","          $44,332,043.05","           3,166.8","              $13,999.00",
Weymouth,03360000,"          $73,360,027.85","           6,831.2","              $10,738.97","          $80,817,854.85","           7,010.3","              $11,528.44",
Whately,03370000,"           $2,053,738.00",             130.7,"              $15,713.37","           $2,350,956.00",             151.6,"              $15,507.63",
Whitman-Hanson,07800000,"          $43,995,938.00","           4,357.0","              $10,097.76","          $46,709,442.00","           4,436.9","              $10,527.49",
Whittier Regional Vocational Technical,08850000,"          $21,229,365.39","           1,214.0","              $17,487.12","          $21,302,314.39","           1,222.8","              $17,420.93",
Williamsburg,03400000,"           $2,195,378.00",             168.4,"              $13,036.69","           $2,732,587.00",             214.8,"              $12,721.54",
Williamstown,03410000,"           $5,806,549.00",             404.6,"              $14,351.33","           $5,846,583.00",             410.4,"              $14,246.06",
Wilmington,03420000,"          $42,632,650.00","           3,756.3","              $11,349.64","          $47,157,020.00","           3,824.6","              $12,329.92",
Winchendon,03430000,"          $17,325,089.00","           1,520.3","              $11,395.84","          $20,293,904.00","           1,700.3","              $11,935.48",
Winchester,03440000,"          $47,989,919.25","           4,298.0","              $11,165.64","          $51,357,505.03","           4,344.3","              $11,821.81",
Winthrop,03460000,"          $21,772,693.17","           1,945.3","              $11,192.46","          $23,099,755.00","           1,986.8","              $11,626.61",
Woburn,03470000,"          $61,333,902.12","           4,817.3","              $12,732.01","          $65,800,646.70","           4,905.6","              $13,413.37",
Worcester,03480000,"         $313,752,116.22","          24,307.7","              $12,907.52","         $358,035,957.50","          27,296.7","              $13,116.46",
Wrentham,03500000,"          $11,999,232.05","           1,193.7","              $10,052.13","          $12,759,971.05","           1,214.5","              $10,506.36",
State Total,00000000,"      $11,922,693,272.08","         924,977.9","              $12,889.71","      $13,148,192,286.72","         984,617.7","              $13,353.60",
